"Metabolite Abbreviation"	"Metabolite Name"	"Neutral Formula"	"Charged Formula"	"Charge"	"Compartment"	"KEGG ID"	"CAS Number"	"Alternate Names"
"3hpp[p]"	"3-Hydroxypropanoate"	"C3H6O3"	"C3H5O3"	-1	"Periplasm"	"C01013"	"503-66-2"	"3-Hydroxyisobutyric acid/ 3-Hydroxypropionic acid/ 3-Hydroxypropanoic acid/ 3-Hydroxypropionate/ 3-Hydroxyisobutyrate/ 3-Hydropropenoate/ Hydracrylic acid/ 3-Hydropropionic acid"
"3hpppn[p]"	"3-(3-hydroxy-phenyl)propionate"	"C9H10O3"	"C9H9O3"	-1	"Periplasm"	"C11457"		
"3ump[p]"	"3'-UMP"	"C9H13N2O9P"	"C9H11N2O9P"	-2	"Periplasm"	"C01368"	"35170-03-7"	"Uridine 3'-monophosphate/ Uridine 3'-phosphate"
"4abut[p]"	"4-Aminobutanoate"	"C4H9NO2"	"C4H9NO2"	0	"Periplasm"	"C00334"	12/02/56	"GABA/ 4-Aminobutanoic acid/ 4-Aminobutylate/ 4-Aminobutyric acid/ gamma-Aminobutyric acid/ (4-Aminobutyl)guanidine"
"4hoxpacd[p]"	"4-Hydroxyphenylacetaldehyde"	"C8H8O2"	"C8H8O2"	0	"Periplasm"	"C03765"	11/07/60	"2-(4-Hydroxyphenyl)acetaldehyde"
"5dglcn[p]"	"5-Dehydro-D-gluconate"	"C6H10O7"	"C6H9O7"	-1	"Periplasm"	"C01062"		"5-k-gluconate/ 5-ketogluconate/ 5-Dehydrogluconate/ 5-keto-D-gluconate"
"5mtr[p]"	"5-Methylthio-D-ribose"	"C6H12O4S"	"C6H12O4S"	0	"Periplasm"	"C03089"		"S5-Methyl-5-thio-D-ribose"
"LalaDglu[p]"	"L-alanine-D-glutamate"	"C8H14N2O5"	"C8H13N2O5"	-1	"Periplasm"			"ala-L-glu-D/ alaglu"
"LalaDgluMdap[p]"	"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate"	"C15H26N4O8"	"C15H25N4O8"	-1	"Periplasm"			"ala-L-glu-D-A2pm"
"LalaDgluMdapDala[p]"	"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine"	"C18H31N5O9"	"C18H30N5O9"	-1	"Periplasm"			"ala-L-glu-D-A2pm-ala-D"
"LalaLglu[p]"	"L-alanine-L-glutamate"	"C8H14N2O5"	"C8H13N2O5"	-1	"Periplasm"			"ala-L-glu-L"
"ac[p]"	"Acetate"	"C2H4O2"	"C2H3O2"	-1	"Periplasm"	"C00033"	"71-50-1"	"vinegar/ Ethylic acid/ Vinegar acid/ Methanecarboxylic acid/ Acetic acid/ Ethanoic acid"
"acac[p]"	"Acetoacetate"	"C4H6O3"	"C4H5O3"	-1	"Periplasm"	"C00164"	"541-50-4"	"Acetoacetic acid/ beta-Ketobutyric acid/ 3-Oxobutanoic acid"
"acald[p]"	"Acetaldehyde"	"C2H4O"	"C2H4O"	0	"Periplasm"	"C00084"	"75-07-0"	"Aldehyde C(2)/ acetylaldehyde/ Aceteldehyde/ Acetic aldehyde/ Ethyl aldehyde/ Aldehyde/ Ethanal"
"acgal[p]"	"N-Acetyl-D-galactosamine"	"C8H15NO6"	"C8H15NO6"	0	"Periplasm"	"C01132"	"14215-68-0"	"N-Acetyl-D-chondrosamine/ 2-Acetamido-2-deoxy-D-galactose/ GalNAc"
"acgal1p[p]"	"N-Acetyl-D-galactosamine 1-phosphate"	"C8H16NO9P"	"C8H14NO9P"	-2	"Periplasm"	"C18060"		
"acgam[p]"	"N-Acetyl-D-glucosamine"	"C8H15NO6"	"C8H15NO6"	0	"Periplasm"	"C00140"	"7512-17-6"	"N-Acetylchitosamine/ 2-Acetamido-2-deoxy-D-glucose/ GlcNAc"
"acgam1p[p]"	"N-Acetyl-D-glucosamine 1-phosphate"	"C8H16NO9P"	"C8H14NO9P"	-2	"Periplasm"	"C04256"		
"acmana[p]"	"N-Acetyl-D-mannosamine"	"C8H15NO6"	"C8H15NO6"	0	"Periplasm"	"C00645"	"3615-17-6"	"2-Acetamido-2-deoxy-D-monnose"
"acmum[p]"	"N-Acetylmuramate"	"C11H19NO8"	"C11H18NO8"	-1	"Periplasm"	"C02713"	"61633-75-8"	"N-Acetylmuramate/ N-Acetylmuramic acid"
"acnam[p]"	"N-Acetylneuraminate"	"C11H19NO9"	"C11H18NO9"	-1	"Periplasm"	"C00270"	"131-48-6"	"5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid/ N-Acetylneuraminic acid/ Neu5Ac"
"acolipa[p]"	"4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A"	"C181H323N3O103P4"	"C181H314N3O103P4"	-9	"Periplasm"			"L-Ara4N core oligosaccharide lipid A"
"acser[p]"	"O-Acetyl-L-serine"	"C5H9NO4"	"C5H9NO4"	0	"Periplasm"	"C00979"	"66638-22-0"	"O3-Acetyl-L-serine"
"ade[p]"	"Adenine"	"C5H5N5"	"C5H5N5"	0	"Periplasm"	"C00147"	"73-24-5"	"A/ Ade/ 1H-Purin-6-amine/ Adeninimine/ Vitamin B4/ 6-Aminopurine"
"adn[p]"	"Adenosine"	"C10H13N5O4"	"C10H13N5O4"	0	"Periplasm"	"C00212"	"58-61-7"	"9-beta-D-Ribofuranosyladenine/ Adenocard/ 9-B-D-ribofuranosyl-9H-purin-6-amine/ rA/ Adenine riboside"
"adocbl[p]"	"Adenosylcobalamin"	"C72H100CoN18O17P"	"C72H100CoN18O17P"	0	"Periplasm"	"C00194"	"13870-90-1"	"Dibencozide/ Funacomide/ Adenosylcobalamin/ Deoxyadenosylcobalamin/ Cobamamide/ Vitamin B12 coenzyme/ (5'-Deoxy-5'-adenosyl)cobamide coenzyme/ 6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide/ 6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide/ 5'-Deoxy-5'-adenosyl-5/ 6-dimethylbenzimidazolyl)cobamide coenzyme/ 6-dimethylbenzimidazolylcobamide/ 5'-Deoxy-5'-adenosyl vitamin B12/ Calomide/ Coenzyme B12/ DMBC coenzyme/ 6-Dimethylbenzimidazolyl)cobamide coenzyme/ 5'-Deoxy-5'-adenosylcobalamin/ Cobalamin coenzyme"
"agm[p]"	"Agmatine"	"C5H14N4"	"C5H16N4"	2	"Periplasm"	"C00179"	"306-60-5"	"(4-Aminobutyl) guanidine"
"akg[p]"	"2-Oxoglutarate"	"C5H6O5"	"C5H4O5"	-2	"Periplasm"	"C00026"	"328-50-7"	"alpha-Ketoglutarate/ Oxoglutaric acid/ 2-Ketoglutaric acid/ alpha-Ketoglutaric Acid"
"ala-B[p]"	"beta-Alanine"	"C3H7NO2"	"C3H7NO2"	0	"Periplasm"	"C00099"	"107-95-9"	"3-aminopropionic acid/ 3-Aminopropanoate"
"ala-D[p]"	"D-Alanine"	"C3H7NO2"	"C3H7NO2"	0	"Periplasm"	"C00133"	"338-69-2"	"D-2-Aminopropionic acid"
"ala-L[p]"	"L-Alanine"	"C3H7NO2"	"C3H7NO2"	0	"Periplasm"	"C00041"	"56-41-7"	"L-2-Aminopropionic acid/ L-alpha-Alanine"
"alaala[p]"	"D-Alanyl-D-alanine"	"C6H12N2O3"	"C6H12N2O3"	0	"Periplasm"	"C00993"	"923-16-0"	"DalaDala/ D-ala-D-ala"
"all-D[p]"	"D-Allose"	"C6H12O6"	"C6H12O6"	0	"Periplasm"	"C01487"	"2595-97-3"	"D-Allose"
"alltn[p]"	"Allantoin"	"C4H6N4O3"	"C4H6N4O3"	0	"Periplasm"	"C01551"	"97-59-6"	"5-Ureidohydantoin/ Glyoxyldiureide/ Ureidohydantoin/ Paxyl/ Hemocane"
"alpp[p]"	"applipoprotein"	"X"	"X"	0	"Periplasm"	"C01834"		
"amp[p]"	"AMP"	"C10H14N5O7P"	"C10H12N5O7P"	-2	"Periplasm"	"C00020"	"61-19-8"	"Adenosine 5'-monophosphate/ Adenylic acid/ Adenylate/ 5'-AMP/ 5'-Adenylic acid/ 5'-Adenosine monophosphate/ Adenosine 5'-phosphate"
"anhgm[p]"	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid"	"C19H30N2O12"	"C19H29N2O12"	-1	"Periplasm"			"GlcNAc(anh)MurNAc"
"anhgm3p[p]"	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide"	"C34H54N6O19"	"C34H52N6O19"	-2	"Periplasm"			"GlcNAc(anh)MurNAcLalaDgluMdap"
"anhgm4p[p]"	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide"	"C37H59N7O20"	"C37H57N7O20"	-2	"Periplasm"			"GlcNAc(anh)MurNAcLalaDgluMdapDala"
"arab-L[p]"	"L-Arabinose"	"C5H10O5"	"C5H10O5"	0	"Periplasm"	"C00259"	"147-81-9"	
"arbt[p]"	"Arbutin"	"C12H16O7"	"C12H16O7"	0	"Periplasm"	"C06186"	"497-76-7"	"Ursin/ Uvasol"
"arbtn[p]"	"aerobactin minus Fe3"	"C22H36N4O13"	"C22H33N4O13"	-3	"Periplasm"	"C05554"		"aerobactin - a siderophore (Fe3 -scavenging molecule)"
"arbtn-fe3[p]"	"Aerobactin"	"C22H33FeN4O13"	"C22H33FeN4O13"	0	"Periplasm"		"61-33-6"	
"arg-L[p]"	"L-Arginine"	"C6H14N4O2"	"C6H15N4O2"	1	"Periplasm"	"C00062"	"74-79-3"	"(S)-2-Amino-5-guanidinovaleric acid/ Arginine/ Arg"
"ascb-L[p]"	"L-Ascorbate"	"C6H8O6"	"C6H8O6"	0	"Periplasm"	"C00072"	"50-81-7"	"Ascorbate/ Ascorbic acid/ L-Ascorbic acid/ Vitamin C"
"asn-L[p]"	"L-Asparagine"	"C4H8N2O3"	"C4H8N2O3"	0	"Periplasm"	"C00152"	"70-47-3"	"Arg/ 2-Amino-3-carbamoylpropanoic acid/ 2-Aminosuccinamic acid"
"aso3[p]"	"arsenite"	"H3AsO3"	"AsO3"	-3	"Periplasm"	"C06697"		"arsenite"
"asp-L[p]"	"L-Aspartate"	"C4H7NO4"	"C4H6NO4"	-1	"Periplasm"	"C00049"	"56-84-8"	"2-aminosuccinic acid/ L-Aspartic acid/ Asp"
"btn[p]"	"Biotin"	"C10H16N2O3S"	"C10H15N2O3S"	-1	"Periplasm"	"C00120"	"58-85-5"	"Vitamin B7/ D-Biotin/ Vitamin H/ Coenzyme R"
"but[p]"	"Butyrate (n-C4:0)"	"C4H8O2"	"C4H7O2"	-1	"Periplasm"	"C00246"	"107-92-6"	"Butanoate/ Butyric acid/ Butanoic acid"
"butso3[p]"	"butanesulfonate"	"C4H10O3S"	"C4H9O3S"	-1	"Periplasm"			
"ca2[p]"	"Calcium"	"Ca"	"Ca"	2	"Periplasm"	"C00076"	"7440-70-2"	"Ca2+"
"cbi[p]"	"Cobinamide"	"C48H72CoN11O8"	"C48H72CoN11O8"	0	"Periplasm"	"C05774"	"1867-62-5"	"Cobinamide"
"cbl1[p]"	"Cob(I)alamin"	"C62H89CoN13O14P"	"C62H88CoN13O14P"	-1	"Periplasm"	"C00853"	"18534-66-2"	"Cbl/ Vitamin B12s"
"cd2[p]"	"Cadmium"	"Cd"	"Cd"	2	"Periplasm"	"C01413"		
"cgly[p]"	"Cys-Gly"	"C5H10N2O3S"	"C5H10N2O3S"	0	"Periplasm"	"C01419"	"19246-18-5"	"L-Cysteinyl-glycine/ CCRIS 2905/ Cysteinylglycine [MeSH: cysteinylglycine]/ cysteinyl-glycine [MeSH: cysteinyl-glycine]/ Glycine, N-cysteinyl/ 19246-18-5/ Cys-Gly [MeSH: Cys-Gly]/ BRN 1724689/ L-Cysteinylglycine"
"chol[p]"	"Choline"	"C5H13NO"	"C5H14NO"	1	"Periplasm"	"C00114"	"123-41-1"	"Bilineurine"
"chtbs[p]"	"N,N'-diacetylchitobiose"	"C16H28N2O11"	"C16H28N2O11"	0	"Periplasm"	"C01674"	"35061-50-8"	
"cit[p]"	"Citrate"	"C6H8O7"	"C6H5O7"	-3	"Periplasm"	"C00158"	"77-92-9"	"Citric acid/ 2-Hydroxytricarballylic acid/ 2/ 2-Hydroxy-1/ 3-propanetricarboxylic acid"
"cl[p]"	"Chloride"	"Cl"	"Cl"	-1	"Periplasm"	"C00698"		"Cl-"
"clpn120[p]"	"cardiolipin (tetradodecanoyl, n-C12:0)"	"C57H110O17P2"	"C57H108O17P2"	-2	"Periplasm"	"C05980"		"Diphosphatidylglycerol/ 1',3'-Bis(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol"
"clpn140[p]"	"cardiolipin (tetratetradecanoyl, n-C14:0)"	"C65H126O17P2"	"C65H124O17P2"	-2	"Periplasm"	"C05980"		"1',3'-Bis(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol/ Diphosphatidylglycerol"
"clpn141[p]"	"cardiolipin (tetratetradec-7-enoyl, n-C14:1)"	"C65H118O17P2"	"C65H116O17P2"	-2	"Periplasm"	"C05980"		"1',3'-Bis(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol/ Diphosphatidylglycerol"
"clpn160[p]"	"cardiolipin (tetrahexadecanoyl, n-C16:0)"	"C73H142O17P2"	"C73H140O17P2"	-2	"Periplasm"	"C05980"		"Diphosphatidylglycerol/ 1',3'-Bis(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol"
"clpn161[p]"	"cardiolipin (tetrahexadec-9-enoyl, n-C16:1)"	"C73H134O17P2"	"C73H132O17P2"	-2	"Periplasm"	"C05980"		"Diphosphatidylglycerol/ 1',3'-Bis(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol"
"clpn180[p]"	"cardiolipin (tetraoctadecanoyl, n-C18:0)"	"C81H158O17P2"	"C81H156O17P2"	-2	"Periplasm"	"C05980"		"Diphosphatidylglycerol/ 1',3'-Bis(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol"
"clpn181[p]"	"cardiolipin (tetraoctadec-11-enoyl, n-C18:1)"	"C81H150O17P2"	"C81H148O17P2"	-2	"Periplasm"	"C05980"		"1',3'-Bis(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol/ Diphosphatidylglycerol"
"cm[p]"	"Chloramphenicol"	"C11H12Cl2N2O5"	"C11H12Cl2N2O5"	0	"Periplasm"	"C00918"	"56-75-7"	
"cmp[p]"	"CMP"	"C9H14N3O8P"	"C9H12N3O8P"	-2	"Periplasm"	"C00055"		"Cytidine-5'-monophosphate/ Cytidylic acid/ 3'-Cytidylic Acid/ Cytidine-2'(3')-monophosphoric acid/ Cytidine-2[(3[)-monophosphoric acid"
"co2[p]"	"CO2"	"CO2"	"CO2"	0	"Periplasm"	"C00011"	"124-38-9"	"Carbon dioxide/ Carbonic anhydride"
"cobalt2[p]"	"Co2+"	"Co"	"Co"	2	"Periplasm"	"C00175"	"7440-48-4"	"Cobalt"
"colipa[p]"	"core oligosaccharide lipid A"	"C176H314N2O100P4"	"C176H303N2O100P4"	-11	"Periplasm"			"hgggagicolipa/ heptosyl-(1->6)-glucosyl-(1->2)-glucosyl-(1->3)/galactosyl-(1->6)-glucosyl-(1->3)-inner core oligosaccharide lipid A"
"colipap[p]"	"core oligosaccharide lipid A diphosphate"	"C176H315N2O103P5"	"C176H303N2O103P5"	-12	"Periplasm"			
"cpgn[p]"	"coprogen"	"C35H53N6O13Fe"	"C35H52N6O13Fe"	-1	"Periplasm"			
"cpgn-un[p]"	"coprogen unloaded (no Fe(III))"	"C35H56N6O13"	"C35H52N6O13"	-4	"Periplasm"			
"crn[p]"	"L-Carnitine"	"C7H15NO3"	"C7H15NO3"	0	"Periplasm"	"C00318"	"541-15-1"	"L-gamma-Trimethyl-beta-hydroxybutyrobetaine/ Vitamin BT/ (S)-Carnitine/ 3-Carboxy-2-hydroxy-N/ N-trimethyl-1-propanaminium"
"crn-D[p]"	"D-Carnitine"	"C7H15NO3"	"C7H15NO3"	0	"Periplasm"	"C00487"		"gamma-Trimethyl-hydroxybutyrobetaine/ Carnitine/ 3-Hydroxy-4-trimethylammoniobutanoate"
"csn[p]"	"Cytosine"	"C4H5N3O"	"C4H5N3O"	0	"Periplasm"	"C00380"	"71-30-7"	
"ctbt[p]"	"crotonobetaine"	"C7H13NO2"	"C7H13NO2"	0	"Periplasm"	"C04114"	"6666-46-2"	"4-(Trimethylammonio)but-2-enoate"
"cu[p]"	"Cu+"	"Cu"	"Cu"	1	"Periplasm"	"C00070"		"Copper"
"cu2[p]"	"Cu2+"	"Cu"	"Cu"	2	"Periplasm"	"C00070"		"Copper"
"cyan[p]"	"Hydrogen cyanide"	"CHN"	"CHN"	0	"Periplasm"	"C01326"	12/05/57	"CN-/ Cyano"
"cynt[p]"	"Cyanate"	"CHNO"	"CNO"	-1	"Periplasm"	"C01417"	05/03/20	"Cyanate/ Cyanic acid"
"cys-D[p]"	"D-Cysteine"	"C3H7NO2S"	"C3H7NO2S"	0	"Periplasm"	"C00793"	01/07/21	"D-Amino-3-mercaptopropionic acid"
"cys-L[p]"	"L-Cysteine"	"C3H7NO2S"	"C3H7NO2S"	0	"Periplasm"	"C00097"	"52-90-4"	"Cys/ L-2-Amino-3-mercaptopropionic acid"
"cytd[p]"	"Cytidine"	"C9H13N3O5"	"C9H13N3O5"	0	"Periplasm"	"C00475"	"65-46-3"	"4-amino-1-beta-D-ribofuranosyl-2(1H)-pyrimidinone/ 1-beta-ribofuranosylosine/ cytosine riboside"
"dad-2[p]"	"Deoxyadenosine"	"C10H13N5O3"	"C10H13N5O3"	0	"Periplasm"	"C00559"	09/08/58	"2'-Deoxyadenosine/ dA"
"damp[p]"	"dAMP"	"C10H14N5O6P"	"C10H12N5O6P"	-2	"Periplasm"	"C00360"	"653-63-4"	"2'-Deoxyadenosine 5'-phosphate/ 2'-Deoxyadenosine 5'-monophosphate/ Deoxyadenylic acid/ Deoxyadenosine monophosphate"
"dca[p]"	"Decanoate (n-C10:0)"	"C10H20O2"	"C10H19O2"	-1	"Periplasm"	"C01571"	"334-48-5"	"n-Capric acid/ Decylic acid/ decylate/ decoate/ caprate/ n-decanoate/ n-decoate/ caprinate/ decanoate/ n-caprate/ caprynate/ Decanoic acid"
"dcmp[p]"	"dCMP"	"C9H14N3O7P"	"C9H12N3O7P"	-2	"Periplasm"	"C00239"	"1032-65-1"	"Deoxycytidylic acid/ Deoxycytidine monophosphate/ Deoxycytidylate/ 2'-Deoxycytidine 5'-monophosphate"
"dcyt[p]"	"Deoxycytidine"	"C9H13N3O4"	"C9H13N3O4"	0	"Periplasm"	"C00881"	"951-77-9"	"2'-Deoxycytidine/ dC"
"ddca[p]"	"Dodecanoate (n-C12:0)"	"C12H24O2"	"C12H23O2"	-1	"Periplasm"	"C02679"	07/07/43	"Dodecylcarboxylate/ Lauric acid/ Dodecanoic acid"
"dgmp[p]"	"dGMP"	"C10H14N5O7P"	"C10H12N5O7P"	-2	"Periplasm"	"C00362"	04/05/02	"2'-Deoxyguanosine 5'-monophosphate/ 2'-Deoxyguanosine 5'-phosphate/ Deoxyguanylic acid/ Deoxyguanosine monophosphate"
"dgsn[p]"	"Deoxyguanosine"	"C10H13N5O4"	"C10H13N5O4"	0	"Periplasm"	"C00330"	07/09/61	"2'-deoxyguanosine hemihydrate/ 2'-Deoxyguanosine"
"dha[p]"	"Dihydroxyacetone"	"C3H6O3"	"C3H6O3"	0	"Periplasm"	"C00184"	"96-26-4"	"Glycerone/ 1/ 3-Dihydroxyacetone/ 3-Dihydroxy-2-propanone/ 3-Dihydroxypropan-2-one"
"dimp[p]"	"dIMP"	"C10H13N4O7P"	"C10H11N4O7P"	-2	"Periplasm"	"C06196"		"2'-Deoxyinosine 5'-phosphate"
"din[p]"	"Deoxyinosine"	"C10H12N4O4"	"C10H12N4O4"	0	"Periplasm"	"C05512"	"890-38-0"	"2'-deoxy-inosine"
"dms[p]"	"Dimethyl sulfide"	"C2H6S"	"C2H6S"	0	"Periplasm"	"C00580"	"75-18-3"	"Methyl sulfide/ Methyl thioether"
"dmso[p]"	"Dimethyl sulfoxide"	"C2H6OS"	"C2H6OS"	0	"Periplasm"	"C11143"		
"dopa[p]"	"Dopamine"	"C8H11NO2"	"C8H12NO2"	1	"Periplasm"	"C03758"	"51-61-6"	"4-(2-Aminoethyl)-1,2-benzenediol/ 4-(2-Aminoethyl)benzene-1,2-diol/ 3,4-Dihydroxyphenethylamine/ 2-(3,4-Dihydroxyphenyl)ethylamine"
"doxrbcn[p]"	"doxorubicin"	"C27H29NO11"	"C27H29NO11"	0	"Periplasm"	"C01661"	"23214-92-8"	"adriamycin"
"dsbaox[p]"	"periplasmic protein disulfide isomerase I (oxidized)"	"X"	"X"	0	"Periplasm"			"gene product of dsbA"
"dsbard[p]"	"periplasmic protein disulfide isomerase I (reduced)"	"XH2"	"XH2"	0	"Periplasm"			"gene product of dsbA"
"dsbcox[p]"	"protein disulfide isomerase II (oxidized)"	"X"	"X"	0	"Periplasm"			"gene product of dsbC"
"dsbcrd[p]"	"protein disulfide isomerase II (reduced)"	"XH2"	"XH2"	0	"Periplasm"			"gene product of dsbC"
"dsbgox[p]"	"periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized)"	"X"	"X"	0	"Periplasm"			"gene product of dsbG"
"dsbgrd[p]"	"periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced)"	"XH2"	"XH2"	0	"Periplasm"			"gene product of dsbG"
"dtmp[p]"	"dTMP"	"C10H15N2O8P"	"C10H13N2O8P"	-2	"Periplasm"	"C00364"	07/01/65	"Thymidine 5'-phosphate/ Deoxythymidine 5'-phosphate/ Thymidylic acid/ 5'-Thymidylic acid/ Thymidine monophosphate/ Deoxythymidylic acid/ Thymidylate"
"dump[p]"	"dUMP"	"C9H13N2O8P"	"C9H11N2O8P"	-2	"Periplasm"	"C00365"	"964-26-1"	"Deoxyuridylic acid/ Deoxyuridine monophosphate/ Deoxyuridine 5'-phosphate/ 2'-Deoxyuridine 5'-phosphate"
"duri[p]"	"Deoxyuridine"	"C9H12N2O5"	"C9H12N2O5"	0	"Periplasm"	"C00526"	"951-78-0"	"2-Deoxyuridine/ 2'-Deoxyuridine"
"eca2und[p]"	"(enterobacterial common antigen)x2 undecaprenyl-diphosphate"	"C103H165N6O37P2"	"C103H162N6O37P2"	-4	"Periplasm"			
"eca3und[p]"	"(enterobacterial common antigen)x3 undecaprenyl-diphosphate"	"C127H198N9O52P2"	"C127H198N9O52P2"	-5	"Periplasm"			
"eca4colipa[p]"	"(enterobacterial common antigen)x4 core oligosaccharide lipid A"	"C272H462N14O160P4"	"C272H447N14O160P4"	-15	"Periplasm"			
"eca4und[p]"	"(enterobacterial common antigen)x4 undecaprenyl-diphosphate"	"C151H240N12O67P2"	"C151H234N12O67P2"	-6	"Periplasm"			
"enlipa[p]"	"phosphoethanolamine KDO(2)-lipid (A)"	"C112H208N3O42P3"	"C112H202N3O42P3"	-6	"Periplasm"			"pEtN-KDO2-lipidA/ phosphoethanolamine KDO2-lipid (A)"
"enter[p]"	"Enterochelin"	"C30H27N3O15"	"C30H27N3O15"	0	"Periplasm"	"C05821"		"tri-(2,3-dihydroxy-N-benzoyl-L-serine)-ester/ Enterobactin/ tri-(N-(2,3-dihydroxybenzoyl)-L-serine)-ester"
"etha[p]"	"Ethanolamine"	"C2H7NO"	"C2H8NO"	1	"Periplasm"	"C00189"	"141-43-5"	"Aminoethanol/ Hydroxyethylamine"
"ethso3[p]"	"ethanesulfonate"	"C2H6O3S"	"C2H5O3S"	-1	"Periplasm"			
"etoh[p]"	"Ethanol"	"C2H6O"	"C2H6O"	0	"Periplasm"	"C00469"	"64-17-5"	"Ethyl alcohol/ Methylcarbinol"
"f6p[p]"	"D-Fructose 6-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Periplasm"	"C00085"	"643-13-0"	"D-Fructose 6-phosphoric acid/ Neuberg ester/ beta-D-Fructose 6-phosphate"
"fald[p]"	"Formaldehyde"	"CH2O"	"CH2O"	0	"Periplasm"	"C00067"	"50-00-0"	"Formalin/ Methanal/ Oxomethane/ Oxomethylene/ Methylene oxide"
"fe2[p]"	"Fe2+"	"Fe"	"Fe"	2	"Periplasm"	"C00023"		"Reduced Iron/ Iron dication/ Iron/ Fe(II)"
"fe3[p]"	"Fe3+"	"Fe"	"Fe"	3	"Periplasm"	"C14819"		"Iron trication/ Fe(III)"
"fe3dcit[p]"	"Fe(III)dicitrate"	"C12H13FeO14"	"C12H10FeO14"	-3	"Periplasm"	"C06229"		"Iron(III)dicitrate"
"fe3dhbzs[p]"	"ferric 2,3-dihydroxybenzoylserine"	"C10H8NO6Fe"	"C10H10NO6Fe"	2	"Periplasm"			
"fe3hox[p]"	"Fe(III)hydroxamate"	"C9H18O6N3Fe"	"C9H18O6N3Fe"	0	"Periplasm"	"C06227"		"Fe(III)hydroxamic acid"
"fe3hox-un[p]"	"Fe(III)hydoxamate, unloaded"	"C9H21O6N3"	"C9H18O6N3"	-3	"Periplasm"			
"fecrm[p]"	"Ferrichrome"	"C27H42FeN9O12"	"C27H42FeN9O12"	0	"Periplasm"	"C06228"		
"fecrm-un[p]"	"Ferrichrome minus Fe(III)"	"C27H45N9O12"	"C27H42N9O12"	-3	"Periplasm"			
"feenter[p]"	"Fe-enterobactin"	"C30H24FeN3O15"	"C30H27FeN3O15"	3	"Periplasm"	"C06230"		"Fe-enterochlin"
"feoxam[p]"	"ferroxamine"	"C25H45FeN6O8"	"C25H46FeN6O8"	1	"Periplasm"	"C07597"		"Ferrioxamine B"
"feoxam-un[p]"	"ferroxamine minus Fe(3)"	"C25H48N6O8"	"C25H46N6O8"	-2	"Periplasm"			
"for[p]"	"Formate"	"CH2O2"	"CH1O2"	-1	"Periplasm"	"C00058"	"64-18-6"	"Hydrogencarboxylic acid/ aminic acid/ Methanoic acid/ Formic acid"
"fru[p]"	"D-Fructose"	"C6H12O6"	"C6H12O6"	0	"Periplasm"	"C00095"	"57-48-7"	"Levulose/ Fruit sugar/ D-Arabino-hexulose"
"frulys[p]"	"fructoselysine"	"C12H24N2O7"	"C12H25N2O7"	1	"Periplasm"	"C16488"		"N-epsilon-(1-deoxyfructose)-lysine"
"fruur[p]"	"D-Fructuronate"	"C6H10O7"	"C6H9O7"	-1	"Periplasm"	"C00905"	"669-90-9"	
"fuc-L[p]"	"L-Fucose"	"C6H12O5"	"C6H12O5"	0	"Periplasm"	"C01019"	"2438-80-4"	"6-Deoxy-L-galactose"
"fum[p]"	"Fumarate"	"C4H4O4"	"C4H2O4"	-2	"Periplasm"	"C00122"	"110-17-8"	"boletic acid/ allomaleic acid/ Fumaric acid/ Trans-butenedioic acid"
"fusa[p]"	"fusidic acid"	"C31H48O5"	"C31H48O5"	0	"Periplasm"	"C06694"		
"g1p[p]"	"D-Glucose 1-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Periplasm"	"C00103"	"59-56-3"	"Cori ester/ alpha-D-Glucose 1-phosphate/ Glucose 1-phosphate"
"g3pc[p]"	"sn-Glycero-3-phosphocholine"	"C8H20NO6P"	"C8H20NO6P"	0	"Periplasm"	"C00670"		"Glycerophosphocholine"
"g3pe[p]"	"sn-Glycero-3-phosphoethanolamine"	"C5H14NO6P"	"C5H14NO6P"	0	"Periplasm"	"C01233"		"Glycerophosphoethanolamine"
"g3pg[p]"	"Glycerophosphoglycerol"	"C6H15O8P"	"C6H14O8P"	-1	"Periplasm"	"C03274"	"11034-93-8"	"Glycerophosphoglycerol"
"g3pi[p]"	"sn-Glycero-3-phospho-1-inositol"	"C9H17O11P"	"C9H18O11P"	-1	"Periplasm"	"C01225"		
