"Object ID"	"Gene Name"	"Names"	"Left-End-Position"	"Right-End-Position"
"G0-10564"	G0-10564	"ysdC" // "b4556" // "ECK3672"	3861173	3861349
"EG10532"	EG10532	"leuS" // "syl" // "b0642" // "ECK0635"	672201	674783
"G6396"	G6396	"acrZ" // "ybhT" // "b0762" // "ECK0751"	794773	794922
"EG10733"	EG10733	"phoR" // "R1pho" // "phoR1" // "nmpB" // "b0400" // "ECK0394"	417889	419184
"EG11778"	EG11778	"ybfH" // "b0691" // "ECK0679"	716388	716597
"EG11352"	EG11352	"waaO" // "waaI" // "rfaI" // "b3627" // "ECK3617"	3802039	3803058
"G7485"	G7485	"xdhA" // "ygeS" // "b2866" // "ECK2862"	3000345	3002603
"EG11272"	EG11272	"pheM" // "phtL" // "b1715" // "ECK1713"	1799226	1799270
"G6084"	G6084	"yi82_1" // "b0017"	15869	16177
"EG11403"	EG11403	"ppx" // "b2502" // "ECK2498"	2625115	2626656
"G6950"	G6950	"ynjC" // "b1755" // "ECK1753"	1837212	1838747
"G7120"	G7120	"yegZ" // "b2083" // "ECK2080"	2167602	2167820
"EG10410"	EG10410	"glyS" // "glyS(B)" // "gly" // "gly-act" // "b3559" // "ECK3547"	3722328	3724397
"G6167"	G6167	"ykgM" // "b0296" // "ECK0296"	312514	312777
"EG10725"	EG10725	"phnP" // "b4092" // "ECK4085"	4314344	4315102
"G6114"	G6114	"lafU" // "mbhA" // "b0230" // "ECK0231"	250072	250827
"EG11353"	EG11353	"waaJ" // "rfaJ" // "waaR" // "b3626" // "ECK3616"	3800983	3801999
"EG12115"	EG12115	"yjjG" // "b4374" // "ECK4365"	4608646	4609323
"EG11030"	EG11030	"trpS" // "b3384" // "ECK3371"	3512634	3513638
"G0-8893"	G0-8893	"tpke11"	14080	14167
"EG11048"	EG11048	"ugpC" // "b3450" // "ECK3434"	3588110	3589180
"G2001"	G2001	"sapB" // "b1293" // "ECK1288"	1354505	1355470
"G0-16660"	G0-16660	"psaA" // "b4645" // "ECK4465"	2777972	2777985
"EG10390"	EG10390	"glnS" // "b0680" // "ECK0668"	706093	707757
"G7031"	G7031	"uspC" // "yecG" // "b1895" // "ECK1894"	1979753	1980181
"EG10721"	EG10721	"phnL" // "b4096" // "ECK4089"	4317215	4317895
"G0-10559"	G0-10559	"ynfP" // "b4534" // "ECK1574"	1652728	1652838
"EG12274"	EG12274	"wecH" // "yiaH" // "b3561" // "ECK3550"	3725887	3726882
"EG11702"	EG11702	"nudC" // "yjaD" // "b3996" // "ECK3988"	4196903	4197676
"EG10094"	EG10094	"asnS" // "lcs" // "tss" // "b0930" // "ECK0921"	987585	988985
"G7881"	G7881	"b4250"	4474227	4474391
"EG10784"	EG10784	"pstC" // "phoW" // "b3727" // "ECK3720"	3909439	3910398
"EG12076"	EG12076	"nikB" // "hydC" // "hydD" // "b3477" // "ECK3461"	3615241	3616185
"EG11496"	EG11496	"prfH" // "b0236" // "ECK0237"	253702	254202
"EG10379"	EG10379	"glgC" // "b3430" // "ECK3416"	3568033	3569328
"G6447"	G6447	"ybjN" // "b0853" // "ECK0844"	892957	893433
"EG10718"	EG10718	"phnI" // "b4099" // "ECK4092"	4319599	4320663
"G7822"	G7822	"phnE_2" // "phnE" // "b4103" // "ECK4096"	4322443	4322811
"EG11351"	EG11351	"waaB" // "lps" // "syn" // "rfaB" // "b3628" // "ECK3618"	3803058	3804137
"G6215"	G6215	"yaiP" // "b0363" // "ECK0360"	382739	383935
"G6678"	G6678	"b1354"	1419168	1419344
"EG10755"	EG10755	"ppa" // "b4226" // "ECK4222"	4449122	4449652
"EG10298"	EG10298	"fepG" // "b0589" // "ECK0582"	620196	621188
"G0-16676"	G0-16676	"yrdF" // "b4697" // "ECK4509"	3404495	3404637
"EG10380"	EG10380	"glgP" // "glgY" // "b3428" // "ECK3414"	3564134	3566581
"EG11100"	EG11100	"ybaB" // "b0471" // "ECK0465"	494076	494405
"EG10715"	EG10715	"phnF" // "b4102" // "ECK4095"	4321697	4322422
"G0-16657"	G0-16657	"yoeG" // "b4640" // "ECK4451"	2067360	2067892
"EG11455"	EG11455	"rffC" // "rff" // "wecD" // "yifH" // "b3790" // "ECK3782"	3974467	3975141
"EG10377"	EG10377	"glgA" // "b3429" // "ECK3415"	3566600	3568033
"G0-9387"	G0-9387	"sroG" // "HB_456/7"	3184570	3184718
"EG10734"	EG10734	"pstS" // "R2pho" // "T" // "nmpA" // "phoR2a" // "phoS" // "b3728" // "ECK3721"	3910485	3911525
"G6780"	G6780	"ddpB" // "yddR" // "b1486" // "ECK1480"	1559907	1560929
"G0-10515"	G0-10515	"yjhW" // "b4562" // "ECK4275"	4509551	4509793
"EG11381"	EG11381	"glgS" // "scoR" // "b3049" // "ECK3038"	3191739	3191939
"EG11510"	EG11510	"ppk" // "b2501" // "ECK2497"	2623044	2625110
"G6632"	G6632	"ychG_1" // "ychG" // "b1240" // "ECK1234"	1294968	1295198
"EG10085"	EG10085	"ascB" // "sac" // "b2716" // "ECK2711"	2840990	2842414
"EG10378"	EG10378	"glgB" // "b3432" // "ECK3418"	3571316	3573502
"G0-10587"	G0-10587	"ybhU" // "b4591" // "ECK4401"	813114	813251
"EG10727"	EG10727	"phoA" // "psiA" // "b0383" // "ECK0378"	401747	403162
"EG12835"	EG12835	"yhdX" // "b3269" // "ECK3256"	3420134	3421315
"G0-16671"	G0-16671	"yjhY" // "b4656" // "ECK4453"	4532050	4532310
"G6751"	G6751	"ydcS" // "b1440" // "ECK1434"	1511654	1512799
"EG11049"	EG11049	"ugpE" // "b3451" // "ECK3435"	3589182	3590027
"G0-16654"	G0-16654	"pawZ" // "b4643" // "ECK4464"	2476584	2476598
"G7920"	G7920	"nanM" // "yjhT" // "b4310" // "ECK4301"	4537659	4538765
"G6530"	G6530	"pgaB" // "hmsF" // "ycdR" // "b1023" // "ECK1013"	1087839	1089857
"G7692"	G7692	"b3254" // "b3254"	3404516	3404617
"EG10722"	EG10722	"phnM" // "b4095" // "ECK4088"	4316082	4317218
"EG12040"	EG12040	"yejE" // "b2179" // "ECK2173"	2275273	2276298
"EG12834"	EG12834	"yhdW" // "b3268" // "ECK3255"	3419149	3420066
"G6529"	G6529	"pgaC" // "hmsR" // "ycdQ" // "b1022" // "ECK1012"	1086521	1087846
"EG11046"	EG11046	"ugpA" // "psiB" // "psiC" // "ugp" // "b3452" // "ECK3436"	3590024	3590911
"G7478"	G7478	"ygeN" // "b2858" // "ECK2856"	2995748	2996020
"G7463"	G7463	"kduI" // "yqeE" // "b2843" // "ECK2841"	2983288	2984124
"EG10121"	EG10121	"bioF" // "b0776" // "ECK0765"	810381	811535
"G6528"	G6528	"pgaD" // "hmsS" // "ycdP" // "b1021" // "ECK1011"	1086106	1086519
"G6419"	G6419	"yliL" // "b0816" // "ECK0805"	852671	852940
"EG10719"	EG10719	"phnJ" // "b4098" // "ECK4091"	4318761	4319606
"EG10288"	EG10288	"fecC" // "b4289" // "ECK4279"	4512411	4513409
"G0-16668"	G0-16668	"yibU" // "b4652" // "ECK4449"	3769948	3770146
"EG12261"	EG12261	"bcsQ" // "yhjQ" // "b3534" // "ECK3519"	3695233	3695961
"G6286"	G6286	"allD" // "glxB8" // "ylbC" // "b0517" // "ECK0510"	545314	546363
"G0-10615"	G0-10615	"ykfK" // "b4628" // "ECK4444"	266776	266967
"G6719"	G6719	"paaK" // "b1398" // "ECK1395"	1462125	1463438
"EG10118"	EG10118	"bioB" // "b0775" // "ECK0764"	809344	810384
"EG12260"	EG12260	"bcsA" // "yhjP" // "yhjO" // "b3533" // "ECK3518"	3692618	3695236
"G0-8908"	G0-8908	"IS128"	2653515	2653723
"G6281"	G6281	"allB" // "glxB3" // "ybbX" // "b0512" // "ECK0505"	539147	540508
"G6753"	G6753	"ydcU" // "b1442" // "ECK1436"	1513831	1514772
"EG12226"	EG12226	"yhiK" // "b4660" // "b3489" // "ECK3474"	3632852	3633244
"EG12259"	EG12259	"bcsB" // "yhjN" // "b3532" // "ECK3517"	3690268	3692607
"G6284"	G6284	"allE" // "glxB6" // "ylbA" // "ughY" // "b0515" // "ECK0508"	543261	544046
"G7383"	G7383	"pinH" // "ypjG" // "b2648" // "ECK2645"	2783065	2783304
"EG20051"	EG20051	"dgoK" // "yidV" // "b3693" // "ECK3686"	3873596	3874474
"EG10122"	EG10122	"bioH" // "bioB" // "b3412" // "ECK3399"	3544074	3544844
"EG11926"	EG11926	"yjbH" // "b4029" // "ECK4021"	4237634	4239730
"G7388"	G7388	"b2653"	2785800	2785973
"G6285"	G6285	"allC" // "glxB7" // "ylbB" // "b0516" // "ECK0509"	544057	545292
"EG12009"	EG12009	"yehW" // "b2128" // "ECK2121"	2215745	2216476
"G0-16665"	G0-16665	"ysaD" // "b4649" // "ECK4460"	3750918	3751109
"EG11925"	EG11925	"yjbG" // "b4028" // "ECK4020"	4236897	4237634
"G6275"	G6275	"allA" // "glxA2" // "ybbT" // "b0505" // "ECK0498"	532451	532933
"G0-10567"	G0-10567	"insM" // "b4561" // "ECK4273"	4508684	4508942
"EG12152"	EG12152	"idnK" // "gntV" // "b4268" // "ECK4261"	4494623	4495186
"EG10119"	EG10119	"bioC" // "b0777" // "ECK0766"	811522	812277
"EG11924"	EG11924	"yjbF" // "b4027" // "ECK4019"	4236262	4236900
"G6294"	G6294	"b0538"	565972	566532
"G7237"	G7237	"frc" // "yfdW" // "b2374" // "ECK2370"	2492004	2493254
"EG10750"	EG10750	"potB" // "b1125" // "ECK1111"	1183617	1184444
"G7222"	G7222	"tfaS" // "yfdJ" // "b2353" // "ECK2347"	2470803	2471105
"EG11923"	EG11923	"yjbE" // "b4026" // "ECK4018"	4235906	4236148
"G6846"	G6846	"ynfF" // "b1588" // "ECK1583"	1660556	1662979
"G6119"	G6119	"ykfJ" // "b0235" // "ECK0236"	253467	253733
"EG11175"	EG11175	"garK" // "yhaD" // "b3124" // "ECK3112"	3270625	3271770
"G6851"	G6851	"ynfK" // "b1593" // "ECK1588"	1666524	1667219
"EG10610"	EG10610	"mreD" // "b3249" // "ECK3237"	3398387	3398875
"G0-8903"	G0-8903	"C0465"	1972739	1972816
"G6669"	G6669	"abgB" // "ydaI" // "b1337" // "ECK1333"	1401810	1403255
"G6575"	G6575	"lolE" // "ycfW" // "b1118" // "ECK1104"	1177320	1178564
"G0-16661"	G0-16661	"yrdE" // "b4646" // "ECK4442"	3404638	3405031
"EG10609"	EG10609	"mreC" // "b3250" // "ECK3238"	3398875	3399978
"G7300"	G7300	"hyfC" // "b2483" // "ECK2479"	2603847	2604794
"EG10739"	EG10739	"pldB" // "b3825" // "ECK3819"	4009170	4010192
"G0-10561"	G0-10561	"ypaA" // "b4543" // "ECK2237"	2357816	2358001
"EG10559"	EG10559	"malM" // "molA" // "b4037" // "ECK4029"	4249554	4250474
"EG10120"	EG10120	"bioD" // "b0778" // "ECK0767"	812270	812947
"G7149"	G7149	"b2191" // "b2191"	2288905	2289027
"G6847"	G6847	"ynfG" // "b1589" // "ECK1584"	1662990	1663607
"EG12520"	EG12520	"ytfT" // "b4230" // "ECK4225"	4452571	4453596
"EG11611"	EG11611	"ychG_2" // "ychG" // "b1239" // "ECK1234"	1294426	1295016
"G6775"	G6775	"adhP" // "yddN" // "b1478" // "ECK1472"	1552828	1553838
"G6670"	G6670	"abgA" // "ydaJ" // "b1338" // "ECK1334"	1403255	1404565
"G7044"	G7044	"intG" // "b1936" // "ECK1934"	2012502	2012780
"EG10252"	EG10252	"ebgA" // "b3076" // "ECK3066"	3222633	3225725
"EG10117"	EG10117	"bioA" // "b0774" // "ECK0763"	807968	809257
"G6179"	G6179	"b0309" // "b0309"	324408	324620
"EG11762"	EG11762	"yibF" // "b3592" // "ECK3581"	3761347	3761955
"EG11737"	EG11737	"metI" // "metD" // "yaeE" // "b0198" // "ECK0198"	220968	221621
"G0-16679"	G0-16679	"insI2" // "b4708" // "ECK4564"	279931	280104
"EG11784"	EG11784	"grcA" // "yfiD" // "b2579" // "ECK2577"	2716066	2716449
"G6848"	G6848	"ynfH" // "b1590" // "ECK1585"	1663609	1664463
"G0-16658"	G0-16658	"yeeH" // "b4639" // "ECK4437"	2066068	2066154
"M015"	M015	"hcaF" // "yfhV" // "hcaA" // "phdC2" // "digB" // "hcaB" // "hcaA2" // "b2539" // "ECK2536"	2670390	2670908
"EG10124"	EG10124	"bisC" // "b3551" // "ECK3538"	3714061	3716394
"G0-8898"	G0-8898	"C0299"	1230629	1230707
"G6845"	G6845	"ynfE" // "b1587" // "ECK1582"	1658069	1660495
"EG10594"	EG10594	"mglC" // "mglP" // "b2148" // "ECK2141"	2236743	2237753
"G0-10555"	G0-10555	"ybcD" // "peaD" // "b4508" // "ECK0532"	566451	566687
"EG10655"	EG10655	"nirD" // "b3366" // "ECK3354"	3496551	3496877
"EG12384"	EG12384	"ybcF" // "arcC(P.a.)" // "b0521" // "ECK0514"	550439	551332
"G7893"	G7893	"idnD" // "yjgV" // "b4267" // "ECK4260"	4493375	4494406
"EG10419"	EG10419	"gshB" // "gsh-II" // "b2947" // "ECK2942"	3091878	3092828
"G6748"	G6748	"b1437"	1509250	1509447
"EG10049"	EG10049	"appA" // "b0980" // "ECK0971"	1040617	1041915
"EG10002"	EG10002	"modB" // "chlJ" // "tslJ" // "b0764" // "ECK0753"	795862	796551
"EG10483"	EG10483	"hypA" // "b2726" // "ECK2721"	2850647	2850997
"G7445"	G7445	"gudD" // "ygcX" // "b2787" // "ECK2781"	2918045	2919385
"EG10418"	EG10418	"gshA" // "gsh-I" // "b2688" // "ECK2683"	2814883	2816439
"G6089"	G6089	"b0100" // "b0100"	111564	111698
"G6432"	G6432	"gsiD" // "yliD" // "b0832" // "ECK0822"	871890	872801
"EG11910"	EG11910	"pflD" // "yijL" // "b3951" // "ECK3942"	4143995	4146292
"G6715"	G6715	"paaG" // "ydbT" // "b1394" // "ECK1391"	1458264	1459052
"EG10474"	EG10474	"hycA" // "hevA" // "b2725" // "ECK2720"	2849974	2850435
"G0-8894"	G0-8894	"tp2"	122697	122857
"G6879"	G6879	"pdxY" // "ydgS" // "b1636" // "ECK1632"	1715026	1715889
"EG12321"	EG12321	"yadH" // "b0128" // "ECK0127"	143702	144472
"G7304"	G7304	"hyfG" // "b2487" // "ECK2483"	2608487	2610154
"G7259"	G7259	"pdxK" // "yfeI" // "thiJ" // "pdxL" // "b2418" // "ECK2413"	2536386	2537237
"EG13236"	EG13236	"mngB" // "ybgG" // "b0732" // "ECK0720"	767978	770611
"EG10044"	EG10044	"osmE" // "anr" // "b1739" // "ECK1737"	1821918	1822256
"G7896"	G7896	"yjgW" // "b4274" // "ECK4265"	4499599	4499934
"EG11487"	EG11487	"pdxH" // "b1638" // "ECK1634"	1717351	1718007
"EG10541"	EG10541	"livM" // "b3456" // "ECK3440"	3594203	3595480
"G7511"	G7511	"ygfZ" // "yzzW" // "b2898" // "ECK2893"	3041313	3042293
"G7301"	G7301	"hyfD" // "b2484" // "ECK2480"	2604811	2606250
"EG12202"	EG12202	"treR" // "b4241" // "ECK4236"	4466299	4467246
"EG12399"	EG12399	"dhaM" // "ycgC" // "dhaH" // "ptsD" // "b1198" // "ECK1186"	1247696	1249114
"EG10777"	EG10777	"pspB" // "b1305" // "ECK1300"	1368801	1369025
"G6790"	G6790	"safA" // "yneN" // "b1500" // "ECK4475"	1583762	1583959
"G6687"	G6687	"b1364" // "b1364"	1425178	1425459
"EG11752"	EG11752	"otsB" // "otsP" // "b1897" // "ECK1896"	1981587	1982387
"G7037"	G7037	"tcyL" // "yecS" // "b1918" // "ECK1917"	1997811	1998479
"G6973"	G6973	"yeaK" // "b1787" // "ECK1785"	1873574	1874077
"EG11947"	EG11947	"nrfD" // "yjcK" // "b4073" // "ECK4066"	4290476	4291432
"EG11017"	EG11017	"treA" // "osmA" // "tre" // "b1197" // "ECK1185"	1245679	1247376
"EG12133"	EG12133	"ucpA" // "yfeF" // "b2426" // "ECK2421"	2543832	2544623
"EG10778"	EG10778	"pspC" // "b1306" // "ECK1301"	1369025	1369384
"G7311"	G7311	"bepA" // "yfgC" // "b2494" // "ECK2490"	2616094	2617557
"G0-9961"	G0-9961	"tisA" // "ysdA" // "b4617" // "ECK4426"	3853443	3853556
"EG12629"	EG12629	"gntK" // "b3437" // "ECK3422"	3577065	3577592
"EG12077"	EG12077	"nikC" // "hydD" // "hydC" // "b3478" // "ECK3462"	3616182	3617015
"G6339"	G6339	"citG" // "ybdT" // "b0613" // "ECK0606"	646631	647509
"EG11150"	EG11150	"hyfA" // "yffE" // "b2481" // "ECK2477"	2601201	2601818
"EG12127"	EG12127	"treB" // "b4240" // "ECK4235"	4464759	4466180
"EG11866"	EG11866	"rhaD" // "b3902" // "ECK3895"	4093448	4094272
"EG11514"	EG11514	"gltF" // "ossB" // "b3214" // "ECK3204"	3361176	3361940
"G0-10597"	G0-10597	"ryfB" // "shoB" // "b4607" // "ECK4416"	2700059	2700377
"EG10033"	EG10033	"agp" // "b1002" // "ECK0993"	1065585	1066826
"G7837"	G7837	"blc" // "yjeL" // "b4149" // "ECK4145"	4377189	4377722
"EG10303"	EG10303	"fhuB" // "b0153" // "ECK0152"	171462	173444
"G7451"	G7451	"syd" // "ydr" // "b2793" // "ECK2788"	2924735	2925280
"EG12068"	EG12068	"napF" // "yojG" // "b2208" // "ECK2200"	2303003	2303497
"G6655"	G6655	"ycjU" // "pgmB" // "b1317" // "ECK1312"	1380148	1380807
"G6403"	G6403	"ybhL" // "b0786" // "ECK0775"	819884	820588
"EG11075"	EG11075	"xylB" // "b3564" // "ECK3553"	3727917	3729371
"EG12715"	EG12715	"dxr" // "yaeM" // "ispC" // "b0173" // "ECK0172"	193521	194717
"G0-16687"	G0-16687	"ytiD" // "b4721" // "ECK4578"	4556654	4556797
"G7818"	G7818	"b3975"	4175213	4175368
"EG12144"	EG12144	"pgm" // "blu" // "b0688" // "ECK0676"	713558	715198
"G0-10701"	G0-10701	"och5"	3067187	3067344
"G6801"	G6801	"lsrC" // "ydeY" // "b1514" // "ECK1507"	1603019	1604047
"EG12410"	EG12410	"nudK" // "yffH" // "b2467" // "ECK2462"	2582903	2583478
"G7305"	G7305	"hyfH" // "b2488" // "ECK2484"	2610164	2610709
"EG11751"	EG11751	"otsA" // "b1896" // "ECK1895"	1980188	1981612
"EG11542"	EG11542	"tesA" // "apeA" // "pldC" // "b0494" // "ECK0488"	519139	519765
"EG10144"	EG10144	"chbF" // "ydjD" // "celF" // "b1734" // "ECK1732"	1817148	1818500
"EG11294"	EG11294	"ispE" // "ipk" // "ychB" // "b1208" // "ECK1196"	1262026	1262877
"EG11133"	EG11133	"nlpC" // "b1708" // "ECK1706"	1792267	1792731
"G6516"	G6516	"ycdF" // "b1005"	1067918	1068148
"EG10369"	EG10369	"gcd" // "b0124" // "ECK0123"	138835	141225
"G7742"	G7742	"yrfG" // "b3399" // "ECK3386"	3528669	3529337
"EG12836"	EG12836	"yhdY" // "b3270" // "ECK3257"	3421325	3422428
"G7316"	G7316	"yfgH" // "b2505" // "ECK2501"	2629792	2630310
"G7302"	G7302	"hyfE" // "b2485" // "ECK2481"	2606262	2606912
"EG10754"	EG10754	"poxB" // "b0871" // "ECK0862"	909331	911049
"G6881"	G6881	"slyB" // "b1641" // "ECK1637"	1719876	1720343
"EG10055"	EG10055	"araD" // "b0061" // "ECK0062"	65855	66550
"EG12362"	EG12362	"menF" // "yfbA" // "b2265" // "ECK2259"	2379348	2380643
"G6292"	G6292	"sfmD" // "b0532" // "ECK0525"	559697	562300
"G0-8911"	G0-8911	"C0664"	2835055	2835167
"EG11448"	EG11448	"acs" // "yfaC" // "acsA" // "b4069" // "ECK4062"	4285413	4287371
"G0-16680"	G0-16680	"gadF" // "b4718" // "ECK4575"	3658992	3659082
"EG10289"	EG10289	"fecD" // "b4288" // "ECK4278"	4511458	4512414
"G0-10694"	G0-10694	"arrS" // "b4704" // "ECK4516"	3657986	3658054
"EG11282"	EG11282	"hyfB" // "yffF" // "b2482" // "ECK2478"	2601818	2603836
"EG11319"	EG11319	"galU" // "ychD" // "b1236" // "ECK1231"	1291457	1292365
"EG12290"	EG12290	"yiaV" // "b3586" // "ECK3575"	3752963	3754099
"M012"	M012	"mhpC" // "b0349" // "ECK0346"	371239	372105
"EG11044"	EG11044	"ubiX" // "dedF" // "b2311" // "ECK2305"	2428057	2428626
"EG11472"	EG11472	"rmuC" // "yigN" // "b3832" // "ECK3826"	4017333	4018760
"G7561"	G7561	"b3004"	3150722	3150967
"EG10362"	EG10362	"galE" // "galD" // "b0759" // "ECK0748"	791039	792055
"EG10951"	EG10951	"ytjB" // "smp" // "b4387" // "ECK4379"	4624145	4624789
"G6754"	G6754	"ydcV" // "b1443" // "ECK1437"	1514762	1515556
"G7657"	G7657	"ibaG" // "yrbA" // "b3190" // "ECK3179"	3336549	3336803
"G0-8873"	G0-8873	"glmZ" // "psrA20" // "sraJ" // "k19" // "ryiA" // "b4456" // "ECK3795"	3986432	3986603
"EG10653"	EG10653	"nirB" // "b3365" // "ECK3353"	3494011	3496554
"EG10363"	EG10363	"galK" // "galA" // "b0757" // "ECK0746"	788831	789979
"G7247"	G7247	"ypdE" // "b2384" // "ECK2380"	2504510	2505547
"G7858"	G7858	"ulaD" // "yjfV" // "sgaH" // "b4196" // "ECK4192"	4422186	4422836
"EG11532"	EG11532	"menC" // "b2261" // "ECK2255"	2375000	2375962
"G6759"	G6759	"mnaT" // "yncA" // "b1448" // "ECK1442"	1518328	1518846
"G0-8867"	G0-8867	"gcvB" // "psrA11" // "IS145" // "b4443" // "ECK2804"	2942696	2942900
"G6336"	G6336	"b0609"	643407	643868
"EG10366"	EG10366	"galT" // "galB" // "b0758" // "ECK0747"	789983	791029
"G6210"	G6210	"yaiO" // "b0358" // "ECK0355"	380069	380842
"EG12011"	EG12011	"yehY" // "b2130" // "ECK2123"	2217400	2218557
"G0-16636"	G0-16636	"3'ETS<sup><i>leuZ</i></sup>"	1991748	1991814
"G0-9042"	G0-9042	"rdlD" // "b4454" // "ECK3525"	3700136	3700199
"EG11552"	EG11552	"hydN" // "b2713" // "ECK2708"	2837578	2838105
"G7821"	G7821	"alsR" // "yjcY" // "rpiR" // "b4089" // "ECK4082"	4312101	4312991
"G0-10471"	G0-10471	"yifL" // "b4558" // "ECK3803"	3994522	3994725
"G7334"	G7334	"hcaC" // "yfhW" // "hcaa3" // "phdB" // "b2540" // "ECK2537"	2670908	2671228
"EG10508"	EG10508	"ispA" // "b0421" // "ECK0415"	440202	441101
"EG12224"	EG12224	"yhiI" // "b3487" // "ECK3472"	3629535	3630602
"G0-10677"	G0-10677	"fnrS" // "rydA" // "b4699" // "ECK4511"	1409129	1409247
"G0-8906"	G0-8906	"tpke70"	2496194	2496629
"EG11556"	EG11556	"talB" // "yaaK" // "b0008" // "ECK0008"	8238	9191
"EG11436"	EG11436	"ahr" // "yjgB" // "b4269" // "ECK4262"	4495190	4496209
"EG10751"	EG10751	"potC" // "b1124" // "ECK1110"	1182826	1183620
"EG10847"	EG10847	"rhsB" // "b3482" // "ECK3466"	3619192	3623427
"G0-8901"	G0-8901	"micC" // "IS063" // "tke8" // "b4427" // "ECK1373"	1437121	1437229
"G7306"	G7306	"hyfI" // "b2489" // "ECK2485"	2610706	2611464
"M004"	M004	"rpe" // "dod" // "yhfD" // "b3386" // "ECK3373"	3514382	3515059
"G7608"	G7608	"ygjV" // "b3090" // "ECK3081"	3241193	3241744
"G6712"	G6712	"paaD" // "ydbQ" // "b1391" // "ECK1388"	1455925	1456422
"EG11473"	EG11473	"ubiE" // "yigO" // "b3833" // "ECK3827"	4018855	4019610
"G7187"	G7187	"hxpA" // "yfbT" // "b2293" // "ECK2287"	2411439	2412089
"G0-10602"	G0-10602	"sibE" // "QUAD1e" // "rygE" // "b4611" // "ECK4420"	3195097	3195240
"G7353"	G7353	"b2596"	2736913	2737119
"EG11797"	EG11797	"talA" // "b2464" // "ECK2459"	2578666	2579616
"G6629"	G6629	"ycgV" // "b1202" // "ECK1190"	1253085	1255952
"EG10388"	EG10388	"glnP" // "b0810" // "ECK0799"	846460	847119
"G6126"	G6126	"yafY" // "b0251" // "ECK0253"	266110	266553
"G0-8885"	G0-8885	"sibB" // "QUAD1b" // "tpe60" // "ryeD" // "b4437" // "ECK2069"	2153646	2153781
"EG12332"	EG12332	"erpA" // "yadR" // "b0156" // "ECK0155"	176610	176954
"EG11427"	EG11427	"tktA" // "tkt" // "b2935" // "ECK2930"	3079644	3081635
"G0-10738"	G0-10738	"nc1"	297137	297304
"G6143"	G6143	"yagH" // "b0271" // "ECK0272"	286789	288399
"G7423"	G7423	"ispD" // "ygbP" // "b2747" // "ECK2742"	2871780	2872490
"G0-10440"	G0-10440	"ybfQ" // "b4514" // "ECK0693"	736445	736699
"EG31115"	EG31115	"dicF" // "b1574" // "ECK1568"	1649382	1649434
"G6221"	G6221	"ykiB" // "b0370" // "ECK0367"	389897	390115
"EG12100"	EG12100	"tktB" // "b2465" // "ECK2460"	2579636	2581639
"EG11851"	EG11851	"yihY" // "rbn" // "b3886" // "ECK3879"	4076146	4077018
"EG10386"	EG10386	"glnH" // "b0811" // "ECK0800"	847258	848004
"EG11293"	EG11293	"lolB" // "hemM" // "ychC" // "b1209" // "ECK1197"	1262877	1263500
"G0-8878"	G0-8878	"cyaR" // "ryeE" // "b4438" // "ECK2078"	2167114	2167200
"G7303"	G7303	"hyfF" // "b2486" // "ECK2482"	2606917	2608497
"EG11443"	EG11443	"rpiA" // "ygfC" // "b2914" // "ECK2910"	3058666	3059325
"EG10412"	EG10412	"gor" // "gorA" // "b3500" // "ECK3485"	3646299	3647651
"EG12957"	EG12957	"glk" // "b2388" // "ECK2384"	2508461	2509426
"EG11369"	EG11369	"ubiC" // "sdgG?" // "b4039" // "ECK4031"	4252506	4253003
"G7499"	G7499	"ygfM" // "b2880" // "ECK2876"	3020540	3021319
"G7047"	G7047	"dsrA" // "b1954" // "ECK1952"	2025227	2025313
"G0-8900"	G0-8900	"C0343"	1409363	1409437
"EG10401"	EG10401	"glpT" // "b2240" // "ECK2232"	2351016	2352374
"G7024"	G7024	"cutC" // "b1874" // "ECK1875"	1958520	1959266
"EG11625"	EG11625	"artI" // "b0863" // "ECK0854"	902257	902988
"G6527"	G6527	"efeO" // "ycdO" // "b1018" // "ECK1008"	1082243	1083370
"G0-8863"	G0-8863	"rprA" // "psrA5" // "IS083" // "b4431" // "ECK1686"	1770372	1770476
"G7935"	G7935	"yjiQ" // "b4339" // "ECK4330"	4569358	4569918
"EG10396"	EG10396	"glpF" // "b3927" // "ECK3919"	4117245	4118090
"G0-9582"	G0-9582	"hokE" // "ybdY" // "b4415" // "ECK0574"	607836	607988
"EG12292"	EG12292	"aldB" // "yiaX" // "b3588" // "ECK3577"	3754973	3756511
"EG11324"	EG11324	"ubiH" // "acd" // "visB" // "b2907" // "ECK2902"	3052340	3053518
"G0-10705"	G0-10705	"UNCLASSIFIED"	4058171	4058242
"G0-8913"	G0-8913	"sibD" // "tp8" // "C0730" // "IS156" // "QUAD1d" // "rygD" // "b4447" // "ECK3041"	3194721	3194865
"G7034"	G7034	"b1903"	1987444	1987782
"EG10392"	EG10392	"glpB" // "psi-51" // "b2242" // "ECK2234"	2354265	2355524
"EG12859"	EG12859	"opgD" // "yzzZ" // "ydcG" // "mdoD" // "b1424" // "ECK1418"	1496856	1498511
"G6248"	G6248	"mdlA" // "mdl" // "b0448" // "ECK0442"	468871	470643
"EG11744"	EG11744	"pqqL" // "pqqM" // "pqqE" // "yddC" // "b1494" // "ECK1488"	1572407	1575202
"G0-10610"	G0-10610	"symR" // "ryjC" // "b4625" // "ECK4432"	4579835	4579911
