"Object ID"	"Compounds"	"Synonyms"	"Molecular-Weight"
"N-ETHYLMALEIMIDE"	N-ETHYLMALEIMIDE	"ethylmaleimide" // "maleic acid N-ethylimide" // "maleimide, N-ethyl-" // "<i>N</i>-EM" // "1H-pyrrole-2,5-dione, 1-ethyl-"	125.127d0
"CPD0-903"	CPD0-903	"ethylsuccinimide" // "succinimide, N-ethyl"	127.143
"N-FORMYLMETHIONINE"	N-FORMYLMETHIONINE	"<i>N</i>-formyl-methionine" // "formylmethionine"	176.21
"CPD-273"	CPD-273	"<i>N</i>-glycoloyl-neuraminate" // "<i>N</i>--glycolylneuraminic acid" // "Neu5Gc"	324.264
"CPD-9286"	CPD-9286		100.203
"CPD-9288"	CPD-9288	"hexane"	86.177
"CPD0-1499"	CPD0-1499		205.19
"CPD0-1218"	CPD0-1218		146.122
"CPD0-1235"	CPD0-1235		347.106
"CPD-298"	CPD-298	"<i>N</i>-methylalanine"	103.121
"CPD-404"	CPD-404	"<i>N</i>-methyl-L-glutamic acid" // "NMG"	160.149
"N-METHYLTRYPTOPHAN"	N-METHYLTRYPTOPHAN	"L-Abrine" // "Abrine"	218.255
"CPD0-1059"	CPD0-1059		131.174
"CPD-19237"	CPD-19237		73.094
"CPD0-2501"	CPD0-2501		461.339
"CPD-5601"	CPD-5601		76.118
"CPD-148"	CPD-148	"octane"	114.23
"CPD-20893"	CPD-20893	"2-oxo-3-azaglutaric acid" // "NOG" // "oxaloglycine" // "oxalylglycine"	147.087
"CPD-6301"	CPD-6301	"TPCK"	351.847
"CPD0-2543"	CPD0-2543		200.232
"CPD-19547"	CPD-19547	"2-(prop-2-ynylamino)acetate" // "2-amino-4-pentynoate"	113.116
"N-SUCCINYL-2-AMINO-6-KETOPIMELATE"	N-SUCCINYL-2-AMINO-6-KETOPIMELATE	"N-Succinyl-2-L-amino-6-oxoheptanedioate" // "<i>N</i>-succinyl-L-2-amino-6-oxoheptanedioate" // "succinyl-&epsilon;-keto-&alpha;-aminopimelate"	286.218
"N-SUCCINYLLL-2-6-DIAMINOPIMELATE"	N-SUCCINYLLL-2-6-DIAMINOPIMELATE	"<i>N</i>-succinyl-L-2,6-diaminoheptanedioate" // "<i>N</i>-succinyl-LL-2,6-diaminoheptanedioate" // "L,L-SDAP"	288.257
"CPD0-1684"	CPD0-1684	"BESPM"	262.481
"CPD0-1685"	CPD0-1685	"BESPD"	258.383
"5-PHOSPHO-RIBOSYL-GLYCINEAMIDE"	5-PHOSPHO-RIBOSYL-GLYCINEAMIDE	"5-phospho-&beta;-D-ribosyl-glycineamide" // "5'-phosphoribosylglycinamide" // "5'-phosphoribosylglycineamide" // "5'-p-ribosylglycinamide" // "5'-p-ribosylglycineamide"	285.17
"CPD-568"	CPD-568	"an <i>N</i>-acetylspermidine"	189.3
"N1-ACETYLSPERMINE"	N1-ACETYLSPERMINE		247.403
"1-ETHYLADENINE"	1-ETHYLADENINE		163.182
"N1-METHYLADENINE"	N1-METHYLADENINE		149.155
"CPD0-1576"	CPD0-1576		558.344
"CPD0-1574"	CPD0-1574	"DDF"	467.437
"CPD-14932"	CPD-14932		469.413
"5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE"	5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE	"5'-phosphoribosyl-<i>N</i>-formylglycineamide" // "5'-P-ribosyl-<i>N</i>-formylglycineamide" // "5'-phosphoribosyl-<i>N</i>-formylglycinamide" // "5-phosphoribosyl-<i>N</i>-formalglycineamide" // "5'-phosphoribosyl-formylglycinamide"	312.172
"CPD0-1035"	CPD0-1035	"N<sup>2</sup>-hydroxyguanosine 5'-monophosphate" // "<i>N</i><sup>2</sup>-OH-GMP"	377.207
"CPD-421"	CPD-421	"N<SUP>2</SUP>-succinylarginine"	273.268
"CPD-822"	CPD-822	"N<sup>2</sup>-succinylglutamic-semialdehyde" // "N<sup>2</sup>-succinylglutamate semialdehyde" // "N<sup>2</sup>-succinylglutamic semialdehyde"	229.189
"N2-SUCCINYLORNITHINE"	N2-SUCCINYLORNITHINE	"N<SUP>2</SUP>-succinylornithine"	231.228
"N2-SUCCINYLGLUTAMATE"	N2-SUCCINYLGLUTAMATE	"N2-Succinyl-L-glutamate" // "N2-succinylglutamatic acid" // "N2-succinylglutamic acid"	244.18
"CPD0-1236"	CPD0-1236	"N<sup>3</sup>-methoxyfumaroyl-2,3-diaminopropanoate" // "N<sup>&beta;</sup>-methoxyfumaroyl-DAP" // "N<sup>&beta;</sup>-methoxyfumaroyl-2,3-diaminopropanoate" // "N3-(4-methoxyfumaroyl)-L-2,3-diaminopropanoic acid"	216.193
"N3-METHYLCYTOSINE"	N3-METHYLCYTOSINE		126.138
"CPD0-1930"	CPD0-1930		140.141
"CPD0-2496"	CPD0-2496		257.246
"CPD0-181"	CPD0-181	"5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole" // "5-phosphoribosyl-5-carboxyaminoimidazole" // "<i>N<sup>5</sup></i>-CAIR"	336.174
"N5-METHYLGLUTAMINE"	N5-METHYLGLUTAMINE	"&gamma;-L-glutamyl methylamide" // "<i>N</i><sup>5</sup>-methyl-L-glutamine" // "(2S)-2-amino-5-(methylamino)-5-oxopentanoate"	160.172
"CPD0-1152"	CPD0-1152	"<i>N</i>-pentylpantothenamide"	288.386
"FRUCTOSELYSINE-6-PHOSPHATE"	FRUCTOSELYSINE-6-PHOSPHATE	"fructoselysine-6-P" // "fructoselysine 6-phosphate"	387.303
"FRUCTOSELYSINE"	FRUCTOSELYSINE	"fructoselysine"	309.339
"PSICOSELYSINE"	PSICOSELYSINE	"psicoselysine"	309.339
"CPD-16183"	CPD-16183		239.236
"CPD0-2377"	CPD0-2377	"7-MeG" // "7-methylguanine" // "2-amino-7-methyl-1,7-dihydro-6H-purin-6-one"	165.154
"CPD-15544"	CPD-15544	"<i>N</i><sup>7</sup>-methyl-guanosine" // "7-methylguanosine"	298.278
"7-METHYLGUANOSINE-5-PHOSPHATE"	7-METHYLGUANOSINE-5-PHOSPHATE	"<i>N</i><sup>7</sup>-methyl-guanosine-5'-phosphate" // "<i>N</i><sup>7</sup>-methyl-guanosine-phosphate" // "<i>N</i><sup>7</sup>-methyl-GMP" // "7-methylguanosine-5'-phosphate"	376.242
"CPD0-1153"	CPD0-1153	"<i>N</i>-heptylpantothenamide"	316.44
"CPD-3462"	CPD-3462	"N-[4-(3-aminopropylamino)butyl]acetamide"	189.3
"NA+"	NA+	"Sodium" // "sodium ion"	22.99d0
"CPD0-1610"	CPD0-1610	"Sodium Cyanide" // "cyanide salts"	49.007
"NAD"	NAD	"NAD+" // "beta-nicotinamide adenine dinucleotide" // "coenzyme I" // "diphosphopyridine nucleotide" // "diphosphopyridine nucleotide oxidized" // "nicotinamide adenine dinucleotide" // "nicotinamide adenine dinucleotide oxidized" // "NAD-oxidized" // "NAD-ox" // "DPN+" // "DPN-ox" // "DPN" // "&beta;-nicotinamide adenine dinucleotide" // NAD // "&beta;-NAD<sup>+</sup>"	662.422
"NADH"	NADH	"NADH<sub>2</sub>" // "NADH2" // "dihydrodiphosphopyridine nucleotide" // "diphosphopyridine nucleotide reduced" // "dihydronicotinamide adenine dinucleotide" // "nicotinamide adenine dinucleotide reduced" // "NAD-reduced" // "NADH+H+" // "DPNH" // "&beta;-NADH"	663.43
"NADP"	NADP	"coenzyme II" // "triphosphopyridine nucleotide" // "nicotinamide adenine dinucleotide phosphate" // "NADP-oxidized" // "NADP-ox" // "TPN" // "TPN+" // "TPN-ox" // "nicotinamide adenine dinucleotide-P" // "NADP(+)" // NADP // "&beta;-NADP<sup>+</sup>"	740.386
"NADPH"	NADPH	"reduced nicotinamide adenine dinucleotide phosphate" // "NADPH2" // "NADPH<SUB>2</SUB>" // "dihydrotriphosphopyridine nucleotide" // "reduced dihydrotriphosphopyridine nucleotide" // "dihydronicotinamide adenine dinucleotide phosphate" // "dihydronicotinamide adenine dinucleotide phosphate reduced" // "reduced NADP" // "NADP-red" // "TPNH" // "dihydronicotinamide adenine dinucleotide-P" // "&beta;-NADPH"	741.394
"NaF"	NaF	"Sodium fluoride"	41.988
"CPD-21025"	CPD-21025	"nalidixic acid"	231.23
"CPD0-1966"	CPD0-1966	"DiAc-L-Lys-D-Ala-D-Lac" // "diacetyl-L-Lys-D-Ala-D-Lac" // "diacetyl-L-lysyl-D-alanyl-D-lactate"	
"CPD-20746"	CPD-20746	"diacetyl-lys-D-ala"	300.334
"CPD0-1965"	CPD0-1965	"Ac2-Lys-Ala-Ala" // "Ac2-Lys-D-Ala-D-Ala" // "diacetyl-lysyl-D-alanyl-D-alanine"	
"CPD-14142"	CPD-14142	"fradiomycin B" // "framycetin"	620.696
"NI+2"	NI+2	"nickel" // "Ni<SUP>++</SUP>" // "Ni<SUP>+2</SUP>"	58.7d0
"CPD0-1696"	CPD0-1696	"NiSO4"	154.758
"NIACINAMIDE"	NIACINAMIDE	"6-aminonicotinamide" // "vitamin PP" // "niacinamide"	122.126
"CPD0-1117"	CPD0-1117	"d-NADH"	664.415
"CPD0-2083"	CPD0-2083	"3-Pyridinecarboxamide, 1-oxide"	138.126
"NIACINE"	NIACINE	"3-pyridinecarboxylic acid" // "nicotinic acid" // "wampocap" // "nicolar" // "nicocap" // "nicobid" // "nico-400-" // "nicamin" // "niacin" // "niacine" // "vitamin B<sub>3</sub>" // "3-pyridinecarboxylate" // "pyridine-3-carboxylate"	122.103
"DEAMIDO-NAD"	DEAMIDO-NAD	"deamino-NAD+" // "NaADN" // "deamido-NAD<sup>+</sup>" // "deamidonicotinamide adenine dinucleoetide" // "deamido-NAD" // "NaAD"	662.399
"CPD0-2082"	CPD0-2082		138.102
"CPD-20898"	CPD-20898		724.971
"3-BETA-D-GLUCOSYLGLUCOSE"	3-BETA-D-GLUCOSYLGLUCOSE	"&alpha;-1,3-glucose disaccharide" // "sakebiose" // "3-O-&alpha;-D-glucopyranosyl-D-glucopyranose"	342.299
"CPD-12301"	CPD-12301		3358.101
"NITRATE"	NITRATE	"NO<SUB>3</SUB>" // "NO<SUB>3</SUB><SUP>-</SUP>"	62.005
"NITRIC-OXIDE"	NITRIC-OXIDE	"NO" // "nitrogen monoxide" // "nitrogen protoxide"	30.006
"NITRITE"	NITRITE	"NO<sub>2</sub>" // "NO<sub>2</sub><sup>-</sup>"	46.005
"CPD0-2576"	CPD0-2576	"NBDZ"	
"CPD0-2497"	CPD0-2497	"nitrofural"	198.138
"CPD-143"	CPD-143	"NG" // "glycerol trinitrate"	227.087
"NITROUS-OXIDE"	NITROUS-OXIDE	"N<sub>2</sub>O"	44.013
"NOCARDICIN-A"	NOCARDICIN-A	"(2R)-2-amino-4-{4-[(1E)-{[(3S)-1-[(R)-carboxy(4-hydroxyphenyl)methyl]-2-oxoazetidin-3-yl]carbamoyl}(hydroxyimino)methyl]phenoxy}butanoate"	499.456
"L-ARGININE-P"	L-ARGININE-P	"L-arginine phosphate" // "phospho-L-arginine" // "L-arginine-phosphate" // "L-arginine-P" // "arg-P" // "phosphoarginine" // "arginine-phosphate" // "N-phospho-L-arginine" // "arginine-P"	253.174
"CREATINE-P"	CREATINE-P	"creatine-phosphate" // "neo-ton" // "phosphorylcreatine" // "phosphocreatine" // "P-creatine" // "creatine-P"	209.098
"CPD-21015"	CPD-21015		319.335
"CPD-10204"	CPD-10204	"4-hydroxy-5-methyl-3(2H)-furanone" // "HMF (ambiguous)"	114.101
"CPD0-1909"	CPD0-1909	"norvalyl-N(3)-(4-methoxyfumaroyl)-2,3-diaminopropionic acid"	315.325
"CPD-15417"	CPD-15417		611.624
"NUKED-PENTOSE-RING"	NUKED-PENTOSE-RING		134.132
"CPD0-1912"	CPD0-1912		
"CPD-667"	CPD-667	"acetylhomoserine" // "<I>O</I>-acetylhomoserine"	161.157
"ACETYLSERINE"	ACETYLSERINE	"O<sup>3</sup>-acetyl-L-serine" // "acetylserine" // "<i>O</i>-acetylserine" // "(2S)-3-acetyloxy-2-aminopropanoate"	147.13
"CPD0-2290"	CPD0-2290		1316.633
"O-DGAL-HEX-0:0_1:ALDI"	O-DGAL-HEX-0:0_1:ALDI		
"CPD0-1507"	CPD0-1507	"3-methoxyalanine" // "serine, o-methyl-" // "O-methyl-DL-serine"	119.12
"CPD0-1303"	CPD0-1303		317.313
"CPD-9115"	CPD-9115	"2-nitrophenylgalactoside" // "ONPG"	301.252
"O-PHENANTHROLINE"	O-PHENANTHROLINE	"1,10-phenanthroline" // "1,10-fenanthroline" // "1,10-o-phenanthroline" // "2-phenanthroline" // "orthophenanthroline" // "&beta;-phenanthroline"	180.209
"CPD-3722"	CPD-3722		183.057
"CPD-3729"	CPD-3729		259.155
"O-PHOSPHO-L-HOMOSERINE"	O-PHOSPHO-L-HOMOSERINE	"o-phosphohomoserine"	197.084
"CPD-3728"	CPD-3728	"Phosphotyrosine" // "L-Tyrosine, dihydrogen phosphate (ester)" // "O(4)-phosphonato-L-tyrosine(2-)" // "(2S)-2-ammonio-3-[4-(phosphonatooxy)phenyl]propanoate"	259.155
"PHOSPHORYL-ETHANOLAMINE"	PHOSPHORYL-ETHANOLAMINE	"phosphoryl-ethanolamine" // "O-phosphorylethanolamine" // "phosphoethanolamine" // "ethanolamine phosphate" // "2-aminoethyl phosphate"	140.055
"O-SUCCINYL-L-HOMOSERINE"	O-SUCCINYL-L-HOMOSERINE	"O-succinyl-homoserine" // "succinyl-homoserine"	218.186
"CPD0-1691"	CPD0-1691	"L-Norvaline, 5-(aminoiminomethoxy)-"	176.195
"CPD-55"	CPD-55		268.482
"CPD-195"	CPD-195	"C-8 acid" // "n-caprylic acid" // "caprylic acid" // "capryloate" // "1-heptanecarboxylic acid" // "neo-fat 8" // "octanoic acid" // "n-octanoic acid" // "octanoate (n-C8:0)" // "n-octic acid" // "octoic acid" // "n-octylic acid"	143.205
"CPD-196"	CPD-196	"Octanoyl-CoA (n-C8:0CoA)" // "capryloyl-CoA"	889.7
"CPD-58"	CPD-58	"1-(4-hydroxyphenyl)-2-aminoethanol" // "p-hydroxyphenylethanolamine" // "D,L-octopamine"	154.188
"CPD0-1052"	CPD0-1052	"GlcNAc<i>p</i>-&alpha;-octyl"	333.424
"CPD0-1051"	CPD0-1051	"Gal<i>p</i>-&alpha;-octyl"	292.372
"CPD0-1048"	CPD0-1048	"Glc<i>p</i>-&alpha;-octyl"	292.372
"CPD0-1050"	CPD0-1050	"Man<i>p</i>-&alpha;-octyl"	292.372
"CPD0-1049"	CPD0-1049	"Gal<i>f</i>-&beta;-1,6-Glc<i>p</i>-&alpha;-octyl"	454.514
"OH"	OH	"hydroxyl" // "hydroxyl ion" // OH // "hydroxide" // "hydroxide ion"	17.007
"OLEATE-CPD"	OLEATE-CPD	"oleic acid" // "(9Z)-octadec-9-enoate" // "(9Z)-octadecenoate" // "(9Z)-octadecenoic acid" // "(9Z)-octadec-9-enoic acid" // "(Z)-octadec-9-enoic acid" // "18:1 n-9" // "18:1&Delta;9cis" // "C18:1 n-9" // "cis-9-octadecenoic acid" // "cis-&Delta;<sup>9</sup>-octadecenoic acid" // "cis-oleic acid" // "octadec-9-enoic acid" // "octadecenoate (n-C18:1)" // "9-octadecenoic acid"	281.457
"OLEOYL-COA"	OLEOYL-COA	"oloeyl-CoA (<i>cis</i>)" // "<i>cis</i>-octadec-9-enoyl-CoA" // "(9Z)-octadec-9-enoyl-CoA" // "18:1 <i>cis</i>-9" // "18:1(n-9)"	1027.953
"OROTATE"	OROTATE	"orotic acid"	155.09
"OROTIDINE-5-PHOSPHATE"	OROTIDINE-5-PHOSPHATE		365.17
"CPD-9224"	CPD-9224	"Micropenin" // "Prostaphlin" // "Resistopen" // "Bristopen" // "Stapenor" // "Oxabel" // "Staphcillin V"	400.428
"OXALATE"	OXALATE	"oxalic acid" // "ethanedioic acid"	88.02
"OXALACETIC_ACID"	OXALACETIC_ACID	"keto-oxaloacetate" // "oxaloacetic acid" // "oxalacetic acid" // "oxalacetate"	130.057
"OXALO-SUCCINATE"	OXALO-SUCCINATE	"oxalo-succ"	187.085
"OXALYL-COA"	OXALYL-COA	"CoA-oxalate"	834.515
"OXAMATE"	OXAMATE		88.043
"DCPIP"	DCPIP	"2,6-dichloro-4-[(4-hydroxyphenyl)imino]" // "dichloroindophenol" // "2,5-cyclohexadien-1-one" // DCPIP // "2,6-dichlorophenolindophenol" // "2,6-dichloro-4-((4-hydroxyphenyl)imino)-2,5-cyclohexadien-1-one-2,6-dichloroindophenol" // "oxidized dichloroindophenol" // "oxidized 2,6-dichlorophenolindophenol" // "oxidized DCIP"	268.099
"OXYGEN-MOLECULE"	OXYGEN-MOLECULE	"oxygen molecule"	31.999d0
"CPD0-1326"	CPD0-1326		614.193
"CPD0-2527"	CPD0-2527	"4-anisidine" // "4-methoxyaniline"	123.154
"CPD-29"	CPD-29	"4-chloromercuribenzoic acid" // "(4-carboxyphenyl)-chloro-mercury" // "p-CMB" // "<i>p</i>-chloromercuribenzoic acid"	356.15
"CPD-5401"	CPD-5401	"<i>p</i>-chloromercuriphenyl sulphonate" // "<i>p</i>-chloromercuriphenyl sulphonic acid" // "<i>p</i>-CMPSA" // "<i>p</i>-chloromercuriphenylsulphonate" // "PCMBS" // "4-chloromercuribenzenesulfonate" // "<i>p</i>-chloromercuribenzenesulfonate"	392.199
"CPD0-2028"	CPD0-2028		168.579
"PHMB"	PHMB	"(p-carboxyphenyl)hydroxymercury" // "p-hydroxymercuribenzoic acid" // PHMB	337.705
"CPD-7388"	CPD-7388	"4-mercuribenzoate"	320.697
"P-NITROPHENYL-ACETATE"	P-NITROPHENYL-ACETATE	"pNP-acetate" // "p-nitrophenyl acetate (VAN)" // "4-nitrophenyl acetate" // "acetic acid p-nitrophenyl ester" // "p-acetoxynitrobenzene" // "p-nitrophenol acetate" // "acetic acid, 4-nitrophenyl ester"	181.148
"CPD0-2413"	CPD0-2413	"p-nitrophenyl butyrate"	209.201
"CPD0-2500"	CPD0-2500	"4-nitrophenyl-&alpha;-D-galactopyranoside" // "4-nitrophenyl-&alpha;-D-galactoside" // "<i>p</i>-nitrophenyl-&alpha;-D-galactoside" // "pNP&alpha;Gal"	301.252
"CPD0-2062"	CPD0-2062	"4-nitrophenyl-&alpha;-D-glucopyranoside" // "PNG" // "pNP&alpha;Glu"	301.252
"CPD0-2542"	CPD0-2542		
"CPD-13594"	CPD-13594		107.155
"CPD0-1325"	CPD0-1325		416.174
"CPD0-1324"	CPD0-1324		478.245
"PALMITALDEHYDE"	PALMITALDEHYDE	"palmitoyl aldehyde" // "hexadecanal"	240.428
"PALMITATE"	PALMITATE	"hexadecanoate (n-C16:0)" // "palmitic acid" // "hexadecanoate" // "hexadecanoic acid"	255.42
"CPD-9245"	CPD-9245	"(9<i>Z</i>)-hexadec-9-enoate" // "palmitoleic acid (16:1&Delta;9)" // "palmitoleic acid" // "(9<i>Z</i>)-hexadecenoic acid" // "cis-9-hexadecenoic acid" // "cis-9-hexadecenoate"	253.404
"CPD-10269"	CPD-10269	"16:1-delta9-CoA" // "9z-hexadecenoyl-CoA" // "cis-9-hexadecenoyl-CoA" // "palmitoleoyl coenzyme A" // "(9Z)-hexadec-9-enoyl-CoA"	999.899
"PALMITYL-COA"	PALMITYL-COA	"Palmitoyl-CoA (n-C16:0CoA)" // "hexadecanoyl CoA" // "palmityl-CoA" // "palmitoyl coenzyme A" // "palmitoyl CoA"	1001.915
"PAMIDRONATE"	PAMIDRONATE	"(3-amino-1-hydroxy-1-phosphono-propyl)phosphonic acid" // "Amidronate" // "Aminomux"	234.062
"CPD-511"	CPD-511	"pantotheine"	278.366
"CPD-3685"	CPD-3685	"parabanic acid" // "2,4,5-trioxoimidazolidine"	114.06
"CPD0-2336"	CPD0-2336		186.256
"CPD-13898"	CPD-13898	"Eudatin" // "<i>N</i>-methyl-<i>N</i>-propargylbenzylamine" // "Pargylamine" // "Paragyline" // "Supirdyl" // "Eutonyl" // "<i>N</i>-methyl-<i>N</i>-2-propynylbenzylamine"	159.23
"CPD0-1193"	CPD0-1193		
"PB+2"	PB+2	"lead"	207.2
"CPD0-1545"	CPD0-1545		244.265
"PENICILLIN-G"	PENICILLIN-G	"benzylpenicillin"	333.381
"CPD-9196"	CPD-9196	"phenoxymethylpenicillin"	349.381
"PENTACHLOROPHENOL"	PENTACHLOROPHENOL	"PCP"	265.33
"CPD0-2530"	CPD0-2530	"PETN"	316.138
"CPD-20897"	CPD-20897		340.424
"PENTOSE-RING"	PENTOSE-RING		150.131
"CPD0-1171"	CPD0-1171		
"CPD0-1172"	CPD0-1172		
"CPD0-1385"	CPD0-1385		100.458
"CPD0-1395"	CPD0-1395		62.005
"CPD0-1463"	CPD0-1463	"a persulfate"	
"CPD0-1415"	CPD0-1415	"guanosine 5'-monophosphate,3'-diphosphate"	518.143
"PHENANTHRENE-RING"	PHENANTHRENE-RING		178.233
"CPD-13895"	CPD-13895	"phenethylhydrazine" // "&beta;-phenylethylhydrazine" // "Nardil" // "Fenelzyna" // "Fenelzyne" // "Phenelzinum"	136.196
"CPD0-2089"	CPD0-2089	"Diphenyl sulfoxide" // "Phenylsulfinylbenzene" // "1,1'-sulfinyldibenzene"	202.27
"CPD0-1302"	CPD0-1302		272.315
"CPD0-1668"	CPD0-1668		256.255
"CPD0-1667"	CPD0-1667		256.255
"CPD-9117"	CPD-9117	"phenyl-&beta;-D-galactopyranoside"	256.255
"CPD0-1433"	CPD0-1433		297.326
"PHENYLACETALDEHYDE"	PHENYLACETALDEHYDE	"2-phenylacetaldehyde" // "PAA" // "&alpha;-tolualdehyde" // "hyacinthin" // "phenylethanal"	120.151
"PHENYLACETATE"	PHENYLACETATE	"2-phenylacetate" // "benzeneacetic acid" // "phenylacetic acid"	135.142
"CPD-207"	CPD-207	"phenylacetate-CoA"	881.637
"CPD0-1428"	CPD0-1428		152.216
"PHENYLGLYOXAL"	PHENYLGLYOXAL	"benzoylcarboxaldehyde" // "benzoylformaldehyde" // "phenylethanedione" // "&alpha;-oxobenzeneacetaldehyde" // "benzeneacetaldehyde, &alpha;-oxo-, monohydrate" // "glyoxal, phenyl-"	134.134
"PHENYLHYDANTOIN"	PHENYLHYDANTOIN	"5-phenylhydantoin"	176.174
"PHENYLHYDRAZINE"	PHENYLHYDRAZINE	"hydrazine, phenyl-" // "hydrazine-benzene" // "hydrazobenzene" // "hydrazinobenzene" // "monophenylhydrazine"	108.143
"CPD-5541"	CPD-5541	"PMSF"	174.189
"CPD0-1078"	CPD0-1078	"phenylphosphonic acid" // "PhPn" // "benzenephosphonic acid"	156.077
"Pi"	Pi	"inorganic phosphate" // "phosphate-inorganic" // Pi // "orthophosphate" // "PO<SUB>4</SUB><SUP>3-</SUP>" // "HPO<SUB>4</SUB><SUP>2-</SUP>" // "HPO<SUB>4</SUB><SUP>-2</SUP>"	95.979
"CPD-18370"	CPD-18370	"phosphatidylethanolamine (dioctadec-11-enoyl; n-C18:1)"	744.043
"CPD-18368"	CPD-18368		715.989
"CPD-18404"	CPD-18404		675.925
"CPD-18403"	CPD-18403		661.898
"CPD-18371"	CPD-18371		703.978
"CPD-18369"	CPD-18369		718.005
"CPD-18372"	CPD-18372		732.032
"CPD-18367"	CPD-18367		689.951
"CPD-18394"	CPD-18394		745.992
"CPD-18405"	CPD-18405		705.928
"CPD-18392"	CPD-18392		691.901
"CPD-18373"	CPD-18373		733.981
"CPD-18362"	CPD-18362		748.008
"CPD-18406"	CPD-18406		762.035
"CPD-18393"	CPD-18393		693.917
"CPD-18361"	CPD-18361		719.955
"CPD0-2330"	CPD0-2330		717.939
"CPD-8260"	CPD-8260	"phosphatidylglycerol-32:0" // "16:0-16:0-PG" // "1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)" // "1,2-dipalmitoyl-phosphatidylglycerol"	721.97
"CPD-18396"	CPD-18396	"phosphatidylglycerol (1,2-dicis-vaccenoyl)"	774.046
"CPD-12822"	CPD-12822		778.078
"CPD-18400"	CPD-18400		852.01
"CPD-18399"	CPD-18399		823.956
"CPD-18397"	CPD-18397		769.865
"CPD-18360"	CPD-18360		825.972
"CPD-18398"	CPD-18398		771.881
"CPD-18359"	CPD-18359		797.919
"CPD0-2230"	CPD0-2230		795.903
"CPD-12820"	CPD-12820		856.042
"CPD-18366"	CPD-18366		787.045
"CPD-18401"	CPD-18401		678.862
"CPD-18364"	CPD-18364		758.991
"CPD-18402"	CPD-18402		704.9
"CPD-18365"	CPD-18365		761.007
"CPD-18363"	CPD-18363		732.953
"CPD-12816"	CPD-12816		791.076
"CPD-27"	CPD-27	"hypophosphite"	64.988
"CPD0-2240"	CPD0-2240		2694.996
"CPD0-2239"	CPD0-2239		2965.128
"PHOSPHORYL-CHOLINE"	PHOSPHORYL-CHOLINE	"choline-phosphate" // "phosphoryl-choline" // "<i>O</i>-phosphocholine"	182.136
"CPD0-1683"	CPD0-1683	"phosphoenol-2-oxobutyrate"	181.062
"PHOSPHO-ENOL-PYRUVATE"	PHOSPHO-ENOL-PYRUVATE	"PEP" // "2-(phosphooxy)- 2-propenoate"	165.019
"CPD0-1102"	CPD0-1102	"PGH"	169.03
"PHOSPHONATE"	PHOSPHONATE	"hydrogenphosphite"	79.98
"CPD-551"	CPD-551	"2-phosphonoacetaldehyde" // "phosphonic acid, (2-oxoethyl)-" // "acetylphosphonate"	123.025
"CPD-764"	CPD-764	"Phosphonoacetic acid"	138.016
"CPD0-2458"	CPD0-2458		147.05
"PHOSPHORIBULOSYL-FORMIMINO-AICAR-P"	PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	"5-[(5-phospho-1-deoxy-&beta;-D-ribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide" // "N-(5'-phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide" // "phosphoribulosylformiminoAICAR-phosphate" // "phosphoribulosyl-formimino-5-aminoimidazole-4-carboxamide ribotide phosphate" // "phosphoribulosyl-formimino-5-aminoimidazole-4-carboxamide ribonucleotide phosphate" // "PRFAR" // "N-(5'phospho-D-1'-ribulosylformimino)-5-amino-1-(5-phosphoribosyl)-4-imidazolecarboxamide" // "phosphoribulosylformimino-AICAR-P"	573.303
"PHTHALATE"	PHTHALATE	"phthalic acid" // "1,2-benzenedicarboxylic acid" // "o-benzenedicarboxylic acid" // "benzene-1,2-dicarboxylic acid" // "o-phthalic acid" // "o-dicarboxybenzene"	164.117
"MI-HEXAKISPHOSPHATE"	MI-HEXAKISPHOSPHATE	"phytic acid" // "1D-<i>myo</i>-inositol 1,2,3,4,5,6-hexakisphosphate" // "<i>myo</i>-inositol hexakisphosphate" // "D-<i>myo</i>-Inositol 1,2,3,4,5,6-hexakisphosphate" // "<i>myo</i>-Inositol 1,2,3,4,5,6-hexakisphosphate" // "Inositol 1,2,3,4,5,6-hexakisphosphate" // "InsP<sub>6</sub>" // "1D-myo-Inositol hexakisphosphate" // "IP6" // "inositol hexaphosphate"	647.942
"PICOLINATE"	PICOLINATE	"2-pyridinecarboxylate" // "picolinic acid" // "2-pyridine carboxylic acid" // "2-picolinate"	122.103
"CPD0-2088"	CPD0-2088	"2-Pyridinecarboxylic acid, 1-oxide" // "Picolinic acid 1-oxide"	138.102
"CPD0-1233"	CPD0-1233		415.572
"CPD-205"	CPD-205	"heptanedioate" // "6-carboxyhexanoate" // "pimelic acid"	158.154
"CPD-558"	CPD-558	"6-carboxyhexanoyl-CoA" // "pimelyl-CoA"	904.649
"CPD-19952"	CPD-19952		517.556
"CPD-15302"	CPD-15302	PMN // "(-)-platensimycin"	440.472
"CPD0-1277"	CPD0-1277		1208.529
"PORPHOBILINOGEN"	PORPHOBILINOGEN		225.224
