# Generated by runscripts/reconstruction/metabolism_kinetics/convert_to_flat.py on Tue Feb  4 16:51:54 2020
reactionID	enzymeID	substrateIDs	Temp	rateEquationType	direction	kcat (1/units.s)	kM (units.umol/units.L)	kI (units.umol/units.L)	customRateEquation	customParameters	customParameterConstants	customParameterConstantValues	customParameterVariables	Pubmed ID
"GDPMANDEHYDRA-RXN"	"GDPMANDEHYDRA-CPLX"	["GDP-MANNOSE","NADP"]	37	"standard"		[5]	[280,38]	[]						"10673432"
"GDPMANMANHYDRO-RXN"	"GDPMANMANHYDRO-MONOMER"	["GDP-MANNOSE"]	37	"standard"		[0.49]	[300]	[]						"16766526"
"GKI-RXN"	"GKI-MONOMER"	["ATP","GLYCERATE"]	22	"standard"		[2.5]	[61,51]	[]						"9772162"
"GLU6PDEHYDROG-RXN"	"GLU6PDEHYDROG-MONOMER"	["GLC-6-P","NADP"]	25	"custom"		[174]	[178,11]	[38]	"kcat*E*S_1*(S_2/S_3)/(k_M_1+S_1)/(k_M_2/S_3+k_M_2/k_i_1+(S_2/S_3))"	["kcat","k_M_1","k_M_2","k_i_1","E","S_1","S_2","S_3"]	["kcat","k_M_1","k_M_2","k_i_1"]	[174,178,11,38]	{"E":"GLU6PDEHYDROG-MONOMER","S_1":"GLC-6-P","S_2":"NADP","S_3":"NADPH"}	"22519976"
"GLU6PDEHYDROG-RXN"	"GLU6PDEHYDROG-MONOMER"	["GLC-6-P","NAD"]	25	"custom"		[240]	[1245,3389]	[2120]	"kcat*E*S_1*(S_2/S_3)/(k_M_1+S_1)/(k_M_2/S_3+k_M_2/k_i_1+(S_2/S_3))"	["kcat","k_M_1","k_M_2","k_i_1","E","S_1","S_2","S_3"]	["kcat","k_M_1","k_M_2","k_i_1"]	[240,1245,3389,2120]	{"E":"GLU6PDEHYDROG-MONOMER","S_1":"GLC-6-P","S_2":"NAD","S_3":"NADH"}	"22519976"
"GLUC1PADENYLTRANS-RXN"	"GLUC1PADENYLTRANS-CPLX"	["ATP","GLC-1-P"]	37	"standard"		[370]	[590,17]	[]						"17079236"
"GLUCARDEHYDRA-RXN"	"GLUCARDEHYDRA-MONOMER"	["D-GLUCARATE"]	22	"standard"		[20]	[60]	[]						"9772162"
"GLUCARDEHYDRA-RXN"	"GLUCARDEHYDRA-MONOMER"	["D-GLUCARATE"]	22	"standard"		[35]	[60.3]	[]						"10769114"
"GLUCARDEHYDRA-RXN"	"GLUCARDEHYDRA-MONOMER"	["D-GLUCARATE"]	22	"standard"		[35]	[60.3]	[]						"11513584"
"GLUCOKIN-RXN"	"GLUCOKIN-MONOMER"	["GLC","ATP"]	25	"standard"		[410]	[76,260]	[]						"15157072"
"GLUCOKIN-RXN"	"GLUCOKIN-MONOMER"	["GLC","ATP"]	25	"standard"		[410]	[76, 26]	[]						"15157072"
"GLUCOSE-1-PHOSPHAT-RXN"	"GLUCOSE-1-PHOSPHAT-CPLX"	["GLC-1-P"]		"standard"		[117]	[390]	[]						"12455612"
"GLUCOSE-1-PHOSPHAT-RXN"	"GLUCOSE-1-PHOSPHAT-CPLX"	["GLC-1-P"]	37	"standard"		[117]	[390]	[]						"12782623"
"GLUCOSE-1-PHOSPHAT-RXN"	"EG11850-MONOMER"	["GLC-1-P"]		"standard"		[1.4]	[240]	[]						"16990279"
"GLUCOSE-1-PHOSPHAT-RXN"	"EG11850-MONOMER"	["FRU1P"]		"standard"		[0.1]	[1600]	[]						"16990279"
"GLUCOSE-1-PHOSPHAT-RXN"	"EG11850-MONOMER"	["ACETYL-P"]		"standard"		[2.7]	[3600]	[]						"16990279"
"GLUCOSE-1-PHOSPHAT-RXN"	"EG11850-MONOMER"	["CPD0-2041"]		"standard"		[0.56]	[28]	[]						"16990279"
"GLUCOSE-1-PHOSPHAT-RXN"	"EG11850-MONOMER"	["GALACTOSE-1P"]	37	"standard"		[0.98]	[]	[]						"25484615"
"GLUCOSE-1-PHOSPHAT-RXN"	"EG11850-MONOMER"	["MANNOSE-1P"]	37	"standard"		[1.26]	[]	[]						"25484615"
"GLUCOSE-1-PHOSPHAT-RXN"	"EG11850-MONOMER"	["GLC-1-P"]	37	"standard"		[10.2]	[5454]	[]						"25484615"
"GLUCOSE-1-PHOSPHAT-RXN"	"GLUCOSE-1-PHOSPHAT-CPLX"	["GLC-1-P"]	37	"standard"		[40]	[]	[]						"25527541"
"GLUCOSE-6-PHOSPHATASE-RXN"	"EG11470-MONOMER"	["GLC-6-P"]		"standard"		[14]	[5900]	[]						"16990279"
"GLUCUROISOM-RXN"	"UXAC-MONOMER"	["CPD-15530"]	30	"standard"		[196]	[500]	[]						"19678710"
"GLURS-RXN"	"GLURS-MONOMER"	["GLT-tRNAs","GLT","ATP"]		"standard"		[3.4]	[0.08,100,180]	[]						"368055"
"GLURS-RXN"	"GLURS-MONOMER"	["GLT-tRNAs","GLT","ATP"]	37	"standard"		[0.8]	[0.1,200,100]	[]						"3003503"
"GLURS-RXN"	"GLURS-MONOMER"	["GLT","ATP","GLT-tRNAs"]		"standard"		[0.3]	[27,100,0.3]	[]						"4560497"
"GLURS-RXN"	"GLURS-MONOMER"	["GLT-tRNAs"]		"standard"		[3]	[56]	[]						"10215844"
"GLUTAMIN-RXN"	"CTPSYN-CPLX"	["GLN"]	37	"standard"		[4.98]	[]	[]						"12383057"
"GLUTAMIN-RXN"	"ASNSYNB-CPLX"	["GLN"]	37	"standard"		[3.38]	[1670]	[]						"12706338"
"GLUTAMIN-RXN"	"CARBPSYN-CPLX"	["GLN"]		"standard"		[2.0]	[]	[]						"15081891"
"GLUTAMIN-RXN"	"CARBPSYN-CPLX"	["GLN"]		"standard"		[2.0]	[]	[]						"15122899"
"GLUTAMIN-RXN"	"CPLX0-7694"	["GLN"]		"standard"		[91.4]	[7300]	[]						"18459799"
"GLUTAMIN-RXN"	"CPLX0-7695"	["GLN"]		"standard"		[101]	[30600]	[]						"18459799"
"GLUTAMIN-RXN"	"ASNSYNB-CPLX"	["GLN"]	37	"standard"		[6.6]	[1700]	[]						"20853825"
"GLUTAMINE--TRNA-LIGASE-RXN"	"GLNS-MONOMER"	["GLN-tRNAs","ATP","GLN"]		"standard"		[3.3]	[0.2,210,150]	[]						"6989402"
"GLUTAMINE--TRNA-LIGASE-RXN"	"GLNS-MONOMER"	["GLN"]	37	"standard"		[2.62]	[114]	[]						"9657697"
"GLUTAMINE--TRNA-LIGASE-RXN"	"GLNS-MONOMER"	["ATP"]	37	"standard"		[2.8]	[110]	[]						"9657697"
"GLUTAMINE--TRNA-LIGASE-RXN"	"GLNS-MONOMER"	["GLN"]	37	"standard"		[3.2]	[260]	[]						"9738468"
"GLUTAMINE--TRNA-LIGASE-RXN"	"GLNS-MONOMER"	["GLN"]	22	"standard"		[3.2]	[260]	[]						"18477696"
"GLUTAMINESYN-RXN"	"GLUTAMINESYN-OLIGOMER"	["ATP","GLT"]		"standard"		[36]	[200,3300]	[]						"15797252"
"GLUTATHIONE-REDUCT-NADPH-RXN"	"GLUTATHIONE-REDUCT-NADPH-CPLX"	["OXIDIZED-GLUTATHIONE"]	30	"standard"		[733.3]	[61]	[]						"1924337"
"GLUTDECARBOX-RXN"	"GLUTDECARBOXB-CPLX"	["GLT"]	37	"standard"		[24.85]	[2320]	[]						"19797049"
"GLUTDEHYD-RXN"	"GDHA-CPLX"	["NADP"]		"standard"		[37.3]	[18.4]	[]						"23879525"
"GLUTRACE-RXN"	"GLUTRACE-MONOMER"	["D-GLT"]		"standard"		[43.33]	[2100]	[]						"17568739"
"GLUTRACE-RXN"	"GLUTRACE-MONOMER"	["GLT"]		"standard"		[12.17]	[1200]	[]						"17568739"
"GLUTRNAREDUCT-RXN"	"CPLX0-3741"	["Charged-GLT-tRNAs","NADPH"]	37	"standard"		[0.13,0.15]	[24,39]	[]						"12370189"
"GLYCEROL-KIN-RXN"	"GLYCEROL-KIN-CPLX"	["GLYCEROL"]	25	"standard"		[193.3]	[]	[]						"Thorner, J.W.; Paulus, H. Glycerol and glycerate kinases The Enzymes,3rd ed.(Boyer,P.D.,ed.) 8 487-508 1973 "
"GLYCINE--TRNA-LIGASE-RXN"	"GLYS-CPLX"	["GLY","ATP","MET-tRNAs"]		"standard"		[36.7]	[160,42,0.2]	[]						"4594761"
"GLYCOLALD-DEHYDROG-RXN"	"ALD-CPLX"	["GLYCOLALDEHYDE"]		"standard"		[18.33]	[140]	[]						"16731973"
"GLYCPDIESTER-RXN"	"GLYCPDIESTER-CYTO-MONOMER"	["L-1-GLYCERO-PHOSPHORYLCHOLINE"]	35	"standard"		[3.2]	[2000]	[]						"18083802"
"GLYCPDIESTER-RXN"	"GLYCPDIESTER-CYTO-MONOMER"	["Glycerophosphoinositols"]	35	"standard"		[1.8]	[390]	[]						"18083802"
"GLYOHMETRANS-RXN"	"GLYOHMETRANS-CPLX"	["SER","THF"]		"standard"		[10.7]	[800,80]	[]						"3891721"
"GLYOHMETRANS-RXN"	"GLYOHMETRANS-CPLX"	["SER","THF"]		"standard"		[5]	[300,15]	[]						"12773539"
"GLYOHMETRANS-RXN"	"GLYOHMETRANS-CPLX"	["SER","THF"]	20	"standard"		[11.4]	[140,7.03]	[]						"19019081"
"GLYOHMETRANS-RXN"	"GLYOHMETRANS-CPLX"	["SER","THF"]	30	"standard"		[11.5]	[140,7]	[]						"19883126"
"GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33."	"GLYOHMETRANS-CPLX"	["SER"]	30	"standard"		[0.217]	[]	[]						"10858298"
"GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33."	"GLYOHMETRANS-CPLX"	["SER"]	30	"standard"		[10.67]	[300]	[]						"21059411"
"GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33."	"LTAA-CPLX"	["SER"]	30	"standard"		[0.0317]	[16000]	[]						"21059411"
"GLYOXI-RXN"	"GLYOXI-CPLX"	[]		"standard"		[338]	[]	[]						"9628737"
"GLYOXI-RXN"	"GLYOXI-CPLX"	["METHYL-GLYOXAL"]		"standard"		[388]	[]	[]						"14556652"
"GLYOXI-RXN"	"GLYOXI-CPLX"	["METHYL-GLYOXAL"]		"standard"		[344]	[61]	[]						"22173092"
"GLYOXII-RXN"	"CPLX0-3954"	["S-LACTOYL-GLUTATHIONE"]	37	"standard"		[1.02]	[580]	[]						"16567800"
"GLYOXII-RXN"	"G6475-MONOMER"	["S-LACTOYL-GLUTATHIONE"]	25	"standard"		[61]	[184]	[]						"22173092"
"GLYOXIII-RXN"	"CPLX0-861"	["METHYL-GLYOXAL"]	37	"standard"		[2.62]	[1430]	[]						"21696459"
"GLYOXYLATE-REDUCTASE-NADP+-RXN"	"CPLX0-235"	["GLYOX"]	25	"standard"		[203]	[6600]	[]						"11237876"
"GLYOXYLATE-REDUCTASE-NADP+-RXN"	"G6539-MONOMER"	["GLYOX"]	25	"standard"		[70.6]	[600]	[]						"11237876"
"GMP-REDUCT-RXN"	"GMP-REDUCT-CPLX"	["GMP","NADPH"]	25	"standard"		[0.28]	[5.5,14.7]	[]						"21298178"
"GPH-RXN"	"GPH-MONOMER"	["CPD-67"]	25	"standard"		[94]	[210]	[]						"13129953"
"GPH-RXN"	"GPH-MONOMER"	["ACETYL-P"]		"standard"		[8.9]	[8900]	[]						"16990279"
"GPH-RXN"	"GPH-MONOMER"	["CPD0-2041"]		"standard"		[21]	[130]	[]						"16990279"
"GSPAMID-RXN"	"GSP-CPLX"	["GLUTATHIONYLSPERMIDINE"]	37	"standard"		[2.1]	[900]	[]						"7775463"
"GSPSYN-RXN"	"GSP-CPLX"	["SPERMIDINE"]	37	"standard"		[7]	[60]	[]						"7775463"
"GST-RXN"	"GST-CPLX"	["1-CHLORO-24-DINITROBENZENE"]	25	"standard"		[9.1]	[1900]	[]						"18778244"
"GST-RXN"	"GST-CPLX"	["GLUTATHIONE"]	25	"standard"		[7.7]	[300]	[]						"18778244"
"GTP-CYCLOHYDRO-II-RXN"	"GTP-CYCLOHYDRO-II-CPLX"	["GTP", "PPI"]		"custom"		[0.15]	[30]	[24]	"kcat*E*S/(km*(1+I1/ki1)+S)"	["kcat","km","ki1","E","S","I1"]	["kcat","km","ki1"]	[0.15,30,24]	{"E":"GTP-CYCLOHYDRO-II-CPLX","S":"GTP","I1":"PPI"}	"9211333"
"GTP-CYCLOHYDRO-II-RXN"	"GTP-CYCLOHYDRO-II-CPLX"	["GTP"]	30	"standard"		[0.064]	[]	[]						"11553632"
"GUANOSINE-DIPHOSPHATASE-RXN"	"G6580-MONOMER"	["GDP"]	37	"standard"		[3.4]	[640]	[]						"16766526"
"GUANPRIBOSYLTRAN-RXN"	"GPT-CPLX"	["GUANINE","PRPP"]	25	"standard"		[112.0]	[4.3,139]	[]						"9100006"
"H2NEOPTERINALDOL-RXN"	"CPLX0-3936"	["DIHYDRO-NEO-PTERIN"]	25	"standard"		[0.082]	[7.4]	[]						"17176045"
"H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN"	"H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER"	["DIHYDRONEOPTERIN-P3"]	37	"standard"		[11.6]	[270]	[]						"17698004"
"HISTIDINE--TRNA-LIGASE-RXN"	"HISS-CPLX"	["HIS-tRNAs"]		"standard"		[2.6]	[1.4]	[]						"9131996"
"HISTIDINE--TRNA-LIGASE-RXN"	"HISS-CPLX"	["HIS"]		"standard"		[7]	[8]	[]						"9266856"
"HISTIDINE--TRNA-LIGASE-RXN"	"HISS-CPLX"	["ATP"]		"standard"		[34]	[560]	[]						"9266856"
"HISTIDINE--TRNA-LIGASE-RXN"	"HISS-CPLX"	["HIS-tRNAs"]	37	"standard"		[2.04]	[0.34]	[]						"14744140"
"HISTIDINE--TRNA-LIGASE-RXN"	"HISS-CPLX"	["HIS-tRNAs"]	37	"standard"		[2.02]	[0.34]	[]						"15751955"
"HISTIDINE--TRNA-LIGASE-RXN"	"HISS-CPLX"	["HIS-tRNAs"]	37	"standard"		[1.71]	[0.34]	[]						"16741232"
"HISTIDPHOS-RXN"	"IMIDHISTID-CPLX"	["L-HISTIDINOL-P"]	25	"standard"		[2140]	[54]	[]						"16966333"
"HOLO-ACP-SYNTH-RXN"	"HOLO-ACP-SYNTH-CPLX"	["apo-ACP"]	37	"standard"		[1.67]	[2]	[]						"9070424"
"HOLO-ACP-SYNTH-RXN"	"HOLO-ACP-SYNTH-CPLX"	["apo-ACP","CO-A"]	37	"standard"		[1.17]	[1,50]	[]						"9211277"
"HOLO-ACP-SYNTH-RXN"	"HOLO-ACP-SYNTH-CPLX"	["apo-ACP"]	37	"standard"		[1.08]	[5]	[]						"10625633"
"HOLO-ACP-SYNTH-RXN"	"HOLO-ACP-SYNTH-CPLX"	["CO-A"]	37	"standard"		[1.08]	[50]	[]						"10625633"
"HOLO-ACP-SYNTH-RXN"	"HOLO-ACP-SYNTH-CPLX"	["CO-A","apo-ACP"]	22	"standard"		[1,0.7]	[9.3,1.3]	[]						"16788183"
"HOMOSERDEHYDROG-RXN"	"ASPKINIHOMOSERDEHYDROGI-CPLX"	["HOMO-SER","THR"]		"standard"		[0.24]	[1200]	[230]						"11888289"
"HOMOSERDEHYDROG-RXN"	"ASPKINIHOMOSERDEHYDROGI-CPLX"	["L-ASPARTATE-SEMIALDEHYDE","NADPH"]	27	"standard"		[400]	[40,120]	[]						"Truffa-Bachi, P. Microbial aspartokinases The Enzymes, 3rd Ed. (Boyer, P.D., ed.) 8 509-553 1973"
"HOMOSERKIN-RXN"	"HOMOSERKIN-CPLX"	["HOMO-SER","ATP","HOMO-SER"]	30	"standard"		[18.3]	[140,130]	[6900]						"8973190"
"HOMOSERKIN-RXN"	"HOMOSERKIN-CPLX"	["L-ASPARTATE-SEMIALDEHYDE"]	30	"standard"		[2.1]	[280]	[]						"8973190"
"HOMOSERKIN-RXN"	"HOMOSERKIN-CPLX"	["HOMO-SER"]	25	"standard"		[46]	[120]	[]						"21119630"
"HOMSUCTRAN-RXN"	"HOMSUCTRAN-CPLX"	["O-SUCCINYL-L-HOMOSERINE","CO-A"]		"standard"		[5.23]	[3500,640]	[]						"10572016"
"HOMSUCTRAN-RXN"	"HOMSUCTRAN-CPLX"	["SUC-COA","HOMO-SER"]		"standard"		[24]	[170,1600]	[]						"10572016"
"HOMSUCTRAN-RXN"	"HOMSUCTRAN-CPLX"	["SUC-COA","HOMO-SER"]	25	"standard"		[25.7]	[280,380]	[]						"17442255"
"HYPOXANPRIBOSYLTRAN-RXN"	"GPT-CPLX"	["HYPOXANTHINE"]	25	"standard"		[54.8]	[90.8]	[]						"9100006"
"IGPSYN-RXN"	"PRAI-IGPS"	["CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P"]	37	"standard"		[7.2]	[1.2]	[]						"2494074"
"IGPSYN-RXN"	"PRAI-IGPS"	["CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P"]	20	"standard"		[3.1]	[1.2]	[]						"3298981"
"IGPSYN-RXN"	"PRAI-IGPS"	["CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P"]	25	"custom"		[3.6]	[0.42]	[0.54]	"kcat*E*S/(Km*(1+I/Ki)+S)"	["kcat","Km","Ki","E","S","I"]	["kcat","Km","Ki"]	[3.6,0.42,0.54]	{"E":"PRAI-IGPS","S":"CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P","I":"CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P"}	"7727400"
"IGPSYN-RXN"	"PRAI-IGPS"	["CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P"]	25	"standard"		[1.2]	[0.09]	[]						"8747456"
"IGPSYN-RXN"	"PRAI-IGPS"	["CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P"]	25	"standard"		[2.2]	[0.34]	[]						"9091315"
"IMP-DEHYDROG-RXN"	"IMP-DEHYDROG-CPLX"	["IMP","NAD"]		"standard"		[13]	[60,2000]	[]						"18990827"
"INOPHOSPHOR-RXN"	"DEOD-CPLX"	["INOSINE"]	25	"standard"		[4]	[96]	[]						"12937174"
"INOPHOSPHOR-RXN"	"DEOD-CPLX"	["INOSINE","Pi"]	37	"standard"		[44.93]	[320,340]	[]						"18299797"
"INOPHOSPHOR-RXN"	"DEOD-CPLX"	["INOSINE"]	37	"standard"		[6200]	[0.85]	[]						"21279421"
"INORGPYROPHOSPHAT-RXN"	"CPLX0-243"	["PPI"]	25	"standard"		[187]	[3.4]	[]						"7827038"
"INORGPYROPHOSPHAT-RXN"	"CPLX0-243"	["Pi"]	25	"standard"		[114]	[]	[]						"7827038"
"INORGPYROPHOSPHAT-RXN"	"CPLX0-243"	["PPI"]		"standard"		[389]	[0.13]	[]						"8980129"
"INORGPYROPHOSPHAT-RXN"	"CPLX0-243"	["PPI"]	25	"standard"		[390]	[0.13]	[]						"14640961"
"INORGPYROPHOSPHAT-RXN"	"CPLX0-243"	["PPI"]	25	"standard"		[390]	[6.3]	[]						"15701051"
"ISOCHORMAT-RXN"	"ENTB-CPLX"	["ISOCHORISMATE"]		"standard"		[10]	[14.7]	[]						"2139796"
"ISOCHORSYN-RXN"	"ENTC-MONOMER"	["ISOCHORISMATE"]	37	"standard"		[1.8]	[5]	[]						"2139795"
"ISOCHORSYN-RXN"	"ENTC-MONOMER"	["CHORISMATE"]	37	"standard"		[2.88]	[14]	[]						"2139795"
"ISOCHORSYN-RXN"	"MENF-CPLX"	["CHORISMATE"]	37	"standard"		[1.33]	[195]	[]						"9150206"
"ISOCHORSYN-RXN"	"MENF-CPLX"	["CHORISMATE"]	37	"standard"		[3.55]	[192]	[]						"17240978"
"ISOCHORSYN-RXN"	"ENTC-MONOMER"	["CHORISMATE"]		"standard"		[0.617]	[7]	[]						"20079748"
# "ISOCIT-CLEAV-RXN"	"CPLX0-1021"	["THREO-DS-ISO-CITRATE"]	25	"standard"		[100]	[18]	[]						"15723538"
"ISOCITDEH-RXN"	"ISOCITHASE-CPLX"	["THREO-DS-ISO-CITRATE"]	40	"standard"		[106.3]	[40.5]	[]						"17401542"
"ISOCITDEH-RXN"	"ISOCITHASE-CPLX"	["NADP"]	40	"standard"		[88.1]	[39.2]	[]						"17401542"
"ISOLEUCINE--TRNA-LIGASE-RXN"	"ILES-MONOMER"	["ILE"]		"standard"		[1.46]	[5.69]	[]						"764868"
"ISOLEUCINE--TRNA-LIGASE-RXN"	"ILES-MONOMER"	["ATP"]		"standard"		[1.37]	[30]	[]						"764868"
"ISOLEUCINE--TRNA-LIGASE-RXN"	"ILES-MONOMER"	["ILE-tRNAs"]		"standard"		[3.1]	[2.1]	[]						"7488160"
"ISOLEUCINE--TRNA-LIGASE-RXN"	"ILES-MONOMER"	["ILE","ATP"]		"standard"		[27.7]	[5.2,540]	[]						"7947832"
"ISOLEUCINE--TRNA-LIGASE-RXN"	"ILES-MONOMER"	["ILE"]		"standard"		[104]	[1.3]	[]						"8286369"
"ISOLEUCINE--TRNA-LIGASE-RXN"	"ILES-MONOMER"	["ILE-tRNAs"]		"standard"		[3.1]	[2.1]	[]						"8286369"
"ISOLEUCINE--TRNA-LIGASE-RXN"	"ILES-MONOMER"	["ILE","ATP"]		"standard"		[80.4]	[3.6,280]	[]						"8672449"
"ISOLEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["ILE"]	37	"standard"		[0.1]	[250]	[]						"15723544"
"ISOLEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["ILE"]	37	"standard"		[0.51]	[140]	[]						"17378584"
"KDGALDOL-RXN"	"CPLX0-7615"	["5-KETO-4-DEOXY-D-GLUCARATE"]	22	"standard"		[27.3]	[65]	[]						"9772162"
"KDO-8PSYNTH-RXN"	"KDO-8PSYNTH-CPLX"	["PHOSPHO-ENOL-PYRUVATE","ARABINOSE-5P"]	25	"standard"		[5.31]	[4.43,7.73]	[]						"11904225"
"KDO-8PSYNTH-RXN"	"KDO-8PSYNTH-CPLX"	["ARABINOSE-5P"]	37	"standard"		[6.8]	[19]	[]						"12718525"
"KDO-8PSYNTH-RXN"	"KDO-8PSYNTH-CPLX"	["PHOSPHO-ENOL-PYRUVATE","ARABINOSE-5P"]	37	"standard"		[6.1]	[6,20]	[]						"15308670"
"KDO-8PSYNTH-RXN"	"KDO-8PSYNTH-CPLX"	["PHOSPHO-ENOL-PYRUVATE"]		"standard"		[4.5]	[5]	[]						"15882071"
"KDO-8PSYNTH-RXN"	"KDO-8PSYNTH-CPLX"	["PHOSPHO-ENOL-PYRUVATE"]	25	"standard"		[125]	[]	[]						"15979047"
"KDPGALDOL-RXN"	"KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX"	["2-KETO-3-DEOXY-6-P-GLUCONATE"]	25	"standard"		[283.8]	[350]	[]						"11094340"
"KDPGALDOL-RXN"	"KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX"	["2-KETO-3-DEOXY-6-P-GLUCONATE"]	25	"standard"		[83]	[100]	[]						"17962400"
"KDPGALDOL-RXN"	"KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX"	["2-KETO-3-DEOXY-6-P-GLUCONATE"]	23	"standard"		[80]	[100]	[]						"17981470"
"KETOACYLCOATHIOL-RXN"	"FAO-CPLX"	["ACETOACETYL-COA","CO-A"]	25	"standard"		[85]	[96,102]	[]						"7756275"
"KETOGLUTREDUCT-RXN"	"PGLYCDEHYDROG-CPLX"	["R-2-HYDROXYGLUTARATE","2-KETOGLUTARATE","3-P-HYDROXYPYRUVATE"]	37	"custom"	"reverse"	[0.71]	[370]	[30,29]	"kcat*E*(S_1/(S_1+k_M*(1+S_2/k_i_1)*(1+S_3/k_i_2))"	["kcat","k_M","k_i_1","k_i_2","E","S_1","S_2","S_3"]	["kcat","k_M","k_i_1","k_i_2"]	[0.71,370,30,29]	{"E":"PGLYCDEHYDROG-CPLX","S_1":"R-2-HYDROXYGLUTARATE","S_2":"2-KETOGLUTARATE","S_3":"3-P-HYDROXYPYRUVATE"}	"8550422"
"L-ASPARTATE-OXID-RXN"	"L-ASPARTATE-OXID-MONOMER"	["L-ASPARTATE"]		"standard"		[0.5333]	[0.5]	[]						"2187483"
"L-ASPARTATE-OXID-RXN"	"L-ASPARTATE-OXID-MONOMER"	["L-ASPARTATE","OXYGEN-MOLECULE"]	25	"standard"		[2.6]	[5200,250]	[]						"8706750"
"L-ASPARTATE-OXID-RXN"	"L-ASPARTATE-OXID-MONOMER"	["L-ASPARTATE"]	25	"standard"		[0.667]	[4900]	[]						"20600565"
"L-GLN-FRUCT-6-P-AMINOTRANS-RXN"	"L-GLN-FRUCT-6-P-AMINOTRANS-CPLX"	["FRUCTOSE-6P"]	37	"standard"		[14.2]	[360]	[]						"17559838"
"L-GLN-FRUCT-6-P-AMINOTRANS-RXN"	"L-GLN-FRUCT-6-P-AMINOTRANS-CPLX"	["GLT"]	25	"standard"		[12]	[230]	[]						"20416269"
"L-RHAMNONATE-DEHYDRATASE-RXN"	"CPLX0-7722"	["L-RHAMNONATE"]	25	"standard"		[3.2]	[150]	[]						"18754693"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU"]		"standard"		[3.4]	[15]	[]						"10024478"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["ATP"]		"standard"		[4.2]	[260]	[]						"10024478"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU-tRNAs"]		"standard"		[3.9]	[1.6]	[]						"10024478"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU"]	37	"standard"		[3]	[15]	[]						"10828991"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["ATP"]	37	"standard"		[3.6]	[280]	[]						"10828991"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU-tRNAs"]	37	"standard"		[2.9]	[1.5]	[]						"10828991"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU"]	37	"standard"		[5.2]	[15]	[]						"11170439"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["ATP"]	37	"standard"		[5]	[280]	[]						"11170439"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU-tRNAs"]	37	"standard"		[5.1]	[2.2]	[]						"11170439"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU"]	37	"standard"		[5.1]	[15]	[]						"12739900"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["ATP"]	37	"standard"		[4.9]	[260]	[]						"12739900"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU-tRNAs"]	37	"standard"		[5.0]	[2.5]	[]						"12739900"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU","LEU-tRNAs"]		"standard"		[6.1]	[1.5,1.3]	[]						"14705941"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU"]	37	"standard"		[5.1]	[20]	[]						"15110746"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["ATP"]	37	"standard"		[5]	[240]	[]						"15110746"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU-tRNAs"]	37	"standard"		[5.1]	[2.6]	[]						"15110746"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["ATP"]	37	"standard"		[5.0]	[20]	[]						"15110746"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU-tRNAs"]	37	"standard"		[5.1]	[2.6]	[]						"15110746"
