"id"	"common_name"	"synonyms"	"chemical_formula"	"mw"	
"L-1-LECITHIN"	"1,2-distearoyl-<i>sn</i>-glycero-3-phosphocholine"	[]	"C44H88NO8P"	790.155	
"L-1-PHOSPHATIDYL-ETHANOLAMINE"	"an L-1-phosphatidylethanolamine"	["a glycerophosphoethanolamine", "a phosphatidylethanolamine", "a 1-phosphatidylethanolamine", "an L-1-phosphotidylethanolamine", "a phosphatidylethenolamine", "an <i>O</i>-(1-&beta;-acyl-2-acyl-<i>sn</i>-glycero-3-phospho)-ethanolamine", "PtdEtn"]	null	null	
"L-1-PHOSPHATIDYL-GLYCEROL"	"an L-1-phosphatidyl-<i>sn</i>-glycerol"	["1-phosphatidylglycerol", "1,2-diacyl-<i>sn</i>-glycero-3-phospho-(1'-<i>sn</i>-glycerol)"]	null	null	
"L-1-PHOSPHATIDYL-GLYCEROL-P"	"1-(3-<i>sn</i>-phosphatidyl)-<i>sn</i>-glycerol 3-phosphate"	[]	null	null	
"L-1-phosphatidyl-inositols"	"a 1-phosphatidyl-1D-<i>myo</i>-inositol"	["a 1,2-diacyl-<i>sn</i>-glycero-3-phospho-(1D-myo-inositol)", "1-phosphatidyl-1D-<i>myo</i>-inositol", "a phosphatidylinositol", "a 1-phosphatidyl-D-myo-inositol", "a 1-phosphatidylinositol", "an L-1-phosphatidylinositol", "a phosphatidyl-inositol", "an L-1-phosphatidyl-inositol", "a phosphatidyl-1D-<i>myo</i>-inositol", "a (3-phosphatidyl)-1-D-inositol", "PtdIns"]	null	null	
"L-1-PHOSPHATIDYL-SERINE"	"a 3-<i>sn</i>-phosphatidyl-L-serine"	["phosphatidylserine", "phosphatidyl-serine", "a 3-<i>O</i>-<i>sn</i>-phosphatidyl-L-serine", "an <i>O</i>-<i>sn</i>-phosphatidyl-L-serine", "a phosphatidyl-serine", "an L-1-phosphatidylserine", "a phosphatidyl-L-serine", "a 1-phosphatidyl-serine"]	null	null	
"L-1-PHOSPHATIDYL-THREONINE"	"a phosphatidylthreonine"	["a 3-<i>O</i>-<i>sn</i>-phosphatidyl-L-threonine", "a phosphatidyl-L-threonine", "a 1-phosphatidyl-threonine", "an L-1-phosphatidylthreonine", "PtdThr"]	null	null	
"L-2-AMINOHEXANOATE"	"L-norleucine"	["L-2-aminohexanoate", "L-2-aminohexanoic acid", "L-aminohexanoate", "L-aminohexanoic acid"]	"C6H13NO2"	131.174	
"L-2-AMINOPENTANOIC-ACID"	"L-norvaline"	["L-2-aminopentanoic acid", "L-(+)-2-aminovaleric acid", "L-2-aminopentanoate"]	"C5H11NO2"	117.147	
"L-2-hydroxyacids"	"a (2<i>S</i>)-2-hydroxycarboxylate"	["an L-2-hydroxycarboxylate"]	null	null	
"L-3-HYDROXYACYL-COA"	"a 2,3,4-saturated (3<i>S</i>)-3-hydroxyacyl-CoA"	["(3S)-3-hydroxyacyl-CoA", "3-hydroxyacyl-CoA", "3-OH-acyl-CoA", "RCHOHCH2CO-CoA", "trans-3-hydroxyacyl-CoA", "(S)-3-hydroxyacyl-CoA", "a (S)-3-hydroxyacyl-CoA", "a <i>trans</i>-3-hydroxyacyl-CoA", "a 3-OH-acyl-CoA", "a 3-hydroxyacyl-CoA", "an L-3-hydroxyacyl-CoA"]	null	null	
"L-5-Monosubstituted-Hydantoins"	"an L-5-monosubstituted hydantoin"	[]	null	null	
"L-ALA-GAMMA-D-GLU-DAP"	"L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate"	["L-Ala-D-Glu-<i>meso</i>-A<sub>2</sub>pm", "L-Ala-&gamma;-D-Glu-diaminopimelate", "L-Ala-&gamma;-D-Glu-Dap", "L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminoheptanedioate"]	"C15H25N4O8"	389.384	
"L-aldopyranoses"	"an L-aldopyranose"	[]	null	null	
"L-ALLO-THREONINE"	"L-<I>allo</I>-threonine"	[]	"C4H9NO3"	119.12	
"L-ALPHA-ALANINE"	"L-alanine"	["alanine", "L-&alpha;-alanine", "ala"]	"C3H7NO2"	89.094	
"L-ALPHA-AMINO-EPSILON-KETO-PIMELATE"	"L-&alpha;-amino-&epsilon;-keto-pimelate"	["L-2-Amino-6-oxopimelate", "L-2-Amino-6-oxoheptanedioate"]	"C7H10NO5"	188.16	
"L-Amino-Acids"	"an L-amino acid"	["an L-Amino acid", "an L-2-amino-acid", "L-&alpha;-amino acid"]	null	null	
"L-ARA4N-MODIFIED-KDO2-LIPID-A"	"4'-&alpha;-L-Ara4<i>N</i>-&alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-[P4'-&alpha;-L-ara4<i>N</i>]-lipid A"	["&alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-lipid II<sub>A</sub>", "L-Ara4N-modified (KDO)<sub>2</sub>-Lipid A"]	"C115H207N3O42P2"	2365.843	
"L-Arabinans"	"an L-arabinan"	[]	null	null	
"L-arabinofuranose"	null	[]	"C5H10O5"	150.131	
"L-arabinopyranose"	null	[]	"C5H10O5"	150.131	
"L-ARABINOSE"	"L-arabinose"	[]	"C5H10O5"	150.131	
"L-Arabinosides"	"an L-arabinoside"	[]	null	null	
"L-ARABITOL"	"L-arabinitol"	["L-arabinol", "L-arabitol", "L-lyxitol", "(2S,4S)-pentane-1,2,3,4,5-pentol"]	"C5H12O5"	152.147	
"L-ARGININE-P"	"<i>N</i><sup>&omega;</sup>-phospho-L-arginine"	["L-arginine phosphate", "phospho-L-arginine", "L-arginine-phosphate", "L-arginine-P", "arg-P", "phosphoarginine", "arginine-phosphate", "N-phospho-L-arginine", "arginine-P"]	"C6H14N4O5P"	253.174	
"L-ARGININO-SUCCINATE"	"L-arginino-succinate"	["<i>N</i>-(L-arginino)-succinate", "arginino-succinate"]	"C10H17N4O6"	289.267	
"L-arginyl-3-sulfino-L-alaninyl-Peptides"	"an N-terminal L-arginiyl-3-sulfino-L-alanyl-[protein]"	[]	null	null	
"L-arginyl-3-sulfo-L-alaninyl-Peptides"	"an N-terminal L-arginiyl-3-sulfo-L-alanyl-[protein]"	[]	null	null	
"L-arginyl-L-aspartyl-Peptides"	"an N-terminal L-arginiyl-L-aspartyl-[protein]"	[]	null	null	
"L-arginyl-L-Glutamyl-Peptides"	"an N-terminal L-arginiyl-L-glutamyl-[protein]"	[]	null	null	
"L-ASCORBATE-6-PHOSPHATE"	"L-ascorbate 6-phosphate"	[]	"C6H6O9P"	253.082	
"L-ASPARTATE"	"L-aspartate"	["L-aspartic acid", "aspartic acid", "D", "aspartate", "L-asp"]	"C4H6NO4"	132.096	
"L-ASPARTATE-SEMIALDEHYDE"	"L-aspartate 4-semialdehyde"	["L-aspartic 4-semialdehyde", "L-aspartate-semialdehyde", "L-aspartate &beta;-semialdehyde"]	"C4H7NO3"	117.104	
"L-AZASERINE"	"L-azaserine"	["azaserine"]	"C5H8N3O4"	174.136	
"L-BETA-ASPARTYL-P"	"L-aspartyl-4-phosphate"	["4-phospho-L-aspartate", "L-4-aspartyl phosphate", "L-&beta;-aspartyl-P", "L-&beta;-aspartyl-phosphate", "L-aspartyl-4-P", "L-aspartyl-&beta;-phosphate", "4-phosphonato-L-aspartate"]	"C4H6NO7P"	211.068	
"L-CARNITINYL-COA"	"(<i>R</i>)-carnitinyl-CoA"	["L-carnityl-CoA", "(3R)-3-hydroxy-4-(trimethylamino)butanoyl-CoA", "L-carnitinyl-CoA"]	"C28H46N8O18P3S"	907.695	
"L-CITRULLINE"	"L-citrulline"	["N<sup>&gamma;</sup>-carbamylornithine", "&alpha;-amino-&gamma;-ureidovaleric acid", "&gamma;-ureidonorvaline", "N<sup>5</sup>-(Aminocarbonyl)-L-ornithine"]	"C6H13N3O3"	175.187	
"L-CYSTATHIONINE"	"L-cystathionine"	["cystathionine"]	"C7H14N2O4S"	222.259	
"L-CYSTEATE"	"L-cysteate"	["L-cysteic acid", "3-sulfoalanine", "2-amino-3-sulfopropionic acid", "(<i>R</i>)-cysteate", "3-sulfo-L-alanine", "(2R)-2-amino-3-sulfopropanoic acid"]	"C3H6NO5S"	168.144	
"L-Cysteine-Desulfurase-persulfide"	"an [L-cysteine desulfurase]-<i>S</i>-sulfanyl-L-cysteine"	["an [L-cysteine desulfurase] L-cysteine persulfide"]	null	null	
"L-DEHYDRO-ASCORBATE"	"dehydroascorbate"	["L-dehydro-ascorbate"]	"C6H5O6"	173.102	
"L-DELTA1-PYRROLINE_5-CARBOXYLATE"	"(<i>S</i>)-1-pyrroline-5-carboxylate"	["pyrroline 5-carboxylate", "L-&Delta;<SUP>1</SUP>-pyrroline-5-carboxylate", "1-pyrroline-5-carboxylate", "L-1-pyrroline-5-carboxylate", "&delta;-1-pyrroline-5-carboxylic acid", "&delta;-1-pyrroline-5-carboxylate"]	"C5H6NO2"	112.108	
"L-DI-GMP"	"5'-phosphoguanylyl(3'&rarr;5')guanosine"	["l-di-GMP", "5'pGpG", "linear dimeric GMP"]	"C20H23N10O15P2"	705.407	
"L-DIHYDROXY-PHENYLALANINE"	"L-dopa"	["DOPA", "3-hydroxytyrosine", "3,4-dihydroxy-L-phenylalanine", "dihydroxyphenylalanine", "L-dihydroxy-phenylalanine", "levodopa"]	"C9H11NO4"	197.19	
"L-EPINEPHRINE"	"(R)-adrenaline"	["L-epinephrine", "(R)-(-)-adrenaline", "(-)-adrenaline"]	"C9H14NO3"	184.214	
"L-Fructofuranose"	"L-fructofuranose"	[]	"C6H12O6"	180.157	
"L-Fructopyranose"	"L-fructopyranose"	[]	"C6H12O6"	180.157	
"L-Fructose"	"L-fructose"	[]	"C6H12O6"	180.157	
"L-Fucopyranoses"	"L-fucopyranose"	["6-deoxy-L-galactose", "L-galactomethylose"]	"C6H12O5"	164.158	
"L-fucoses"	"L-fucose"	["L-galactomethylose", "6-deoxy-L-galactose"]	"C6H12O5"	164.158	
"L-FUCULOSE"	"L-fuculose"	["fuculose", "6-deoxy-L-tagatose"]	"C6H12O5"	164.158	
"L-Galactopyranose"	"L-galactopyranose"	[]	"C6H12O6"	180.157	
"L-GALACTOSE"	"&beta;-L-galactopyranose"	["&beta;-L-galactose"]	"C6H12O6"	180.157	
"L-Galactose"	"L-galactose"	[]	null	null	
"L-GAMMA-GLUTAMYLCYSTEINE"	"&gamma;-L-glutamyl-L-cysteine"	["&gamma;-glutamylcysteine", "&gamma;-L-glutamylcysteine", "&gamma;-Glu-Cys"]	"C8H13N2O5S"	249.261	
"L-GLUTAMATE-5-P"	"&gamma;-L-glutamyl 5-phosphate"	["L-glutamate 5-phosphate", "&gamma;-L-glutamyl-5-P"]	"C5H8NO7P"	225.094	
"L-GLUTAMATE_GAMMA-SEMIALDEHYDE"	"L-glutamate-5-semialdehyde"	["glutamic &gamma;-semialdehyde", "L-glutamate &gamma;-semialdehyde", "glutamate-semialdehyde"]	"C5H9NO3"	131.131	
"L-Glutaminyl-Peptides"	"an N-terminal L-glutaminyl-[protein]"	["a peptide with N-terminal L-glutamine", "a [protein] N-terminal L-glutamine"]	null	null	
"L-Glutamyl-Peptides"	"an N-terminal L-glutamyl-[protein]"	["a [protein] N-terminal L-glutamate"]	null	null	
"L-GLYCERALDEHYDE"	"L-glyceraldehyde"	["(S)-2,3-dihydroxypropanal", "L-(-)-glyceraldehyde", "L-2,3-Dihydroxypropanal", "L-2,3-Dihydroxypropionaldehyde", "L-Aldotriose", "L-Glycerose"]	"C3H6O3"	90.079	
"L-GLYCERALDEHYDE-3-PHOSPHATE"	"L-glyceraldehyde 3-phosphate"	["L-glyceraldehyde-3-phosphate", "L-GAP"]	"C3H5O6P"	168.043	
"L-GULONATE"	"L-gulonate"	["gulonate"]	"C6H11O7"	195.149	
"L-gulopyranose"	"L-gulopyranose"	[]	"C6H12O6"	180.157	
"L-Gulose"	"L-gulose"	["L-gulo-hexose"]	null	null	
"L-Guluronate"	"L-guluronate"	[]	"C6H9O7"	193.133	
"L-Heptoses"	"an L-heptose"	[]	null	null	
"L-Hexoses"	"an L-hexose"	[]	null	null	
"L-HISTIDINOL-P"	"L-histidinol phosphate"	["histidinol-P", "L-histidinol-p", "histidinol phosphate"]	"C6H11N3O4P"	220.144	
"L-HOMOCYSTEATE"	"L-homocysteate"	["homocysteate", "L-homocysteic acid", "L-2-amino-4-sulfobutyric acid"]	"C4H8NO5S"	182.171	
"L-IDONATE"	"L-idonate"	["L-idonic acid", "(<i>R</i>)-idonate"]	"C6H11O7"	195.149	
"L-idopyranuronate"	"L-idopyranuronate"	["L-idopyranuronic acid"]	"C6H9O7"	193.133	
"L-Iduronate"	"L-iduronate"	[]	"C6H9O7"	193.133	
"L-LACTATE"	"(<i>S</i>)-lactate"	["L-lactate", "L(+)-lactate", "L-lactic acid", "(<i>S</i>)-lactic acid"]	"C3H5O3"	89.071	
"L-leucyl-L-amino-acid-Protein"	"L-leucyl-L-amino acid-[protein]"	[]	null	null	
"L-leucyl-L-arginyl-Protein"	"a [protein] N-terminal L-leucyl-L-arginine"	["L-leucyl-L-arginyl-[protein]"]	null	null	
"L-leucyl-L-lysyl-Protein"	"a [protein] N-terminal L-leucyl-L-lysine"	["L-leucyl-L-lysyl-[protein]"]	null	null	
"L-leucyl-protein"	"L-leucyl-[protein]"	[]	null	null	
"L-LYXOSE"	"&beta;-L-lyxopyranose"	["&beta;-L-lyxose"]	"C5H10O5"	150.131	
"L-lyxose"	"L-lyxose"	[]	null	null	
"L-Mannopyranose"	"L-mannopyranose"	[]	"C6H12O6"	180.157	
"L-mannose"	"L-mannose"	[]	"C6H12O6"	180.157	
"L-Methionine-sulfoxides"	"L-methionine <i>S</i>-oxide"	["Methionine S-oxide", "DL-Methionine sulfoxide", "L-methionine-<i>S</i>-sulfoxide", "L-methionine sulfoxide", "methionine sulfoxide"]	"C5H11NO3S"	165.207	
"L-methionyl--Membrane-Protein"	"an N-terminal L-methionyl-[transmembrane protein]"	[]	null	null	
"L-methionyl-glycyl-Protein"	"an N-terminal-L-methionyl-glycyl-[protein]"	[]	null	null	
"L-methionyl-L-alanyl-Protein"	"an N-terminal-L-methionyl-L-alanyl-[protein]"	[]	null	null	
"L-methionyl-L-asparaginyl-Protein"	"an N-terminal-L-methionyl-L-asparaginyl-[protein]"	["an L-methionyl-L-asparaginyl-[protein]"]	null	null	
"L-methionyl-L-aspartyl-Protein"	"an N-terminal-L-methionyl-L-aspartyl-[protein]"	[]	null	null	
"L-methionyl-L-cysteinyl-Protein"	"an N-terminal-L-methionyl-L-cysteinyl-[protein]"	[]	null	null	
"L-methionyl-L-glutaminyl-Protein"	"an N-terminal-L-methionyl-L-glutaminyl-[protein]"	[]	null	null	
"L-methionyl-L-glutamyl-Protein"	"an N-terminal-L-methionyl-L-glutamyl-[protein]"	[]	null	null	
"L-methionyl-L-isoleucyl-Protein"	"an N-terminal-L-methionyl-L-isoleucyl-[protein]"	[]	null	null	
"L-methionyl-L-leucyl-Protein"	"an N-terminal-L-methionyl-L-leucyl-[protein]"	[]	null	null	
"L-methionyl-L-lysyl-Protein"	"an N-terminal L-methionyl-L-lysyl-[protein]"	["L-methionyl-L-lysyl-[protein]", "a [protein] N-terminal L-methionyl-L-lysine"]	null	null	
"L-methionyl-L-phenylalanyl-Protein"	"an N-terminal-L-methionyl-L-phenylalanyl-[protein]"	[]	null	null	
"L-methionyl-L-seryl-Protein"	"an N-terminal-L-methionyl-L-seryl-[protein]"	[]	null	null	
"L-methionyl-L-threonyl-Protein"	"an N-terminal-L-methionyl-L-threonyl-[protein]"	[]	null	null	
"L-methionyl-L-tryptophanyl-Protein"	"an N-terminal-L-methionyl-L-tryptophyl-[protein]"	[]	null	null	
"L-methionyl-L-tyrosinyl-Protein"	"an N-terminal-L-methionyl-L-tyrosyl-[protein]"	[]	null	null	
"L-methionyl-L-valyl-Protein"	"an N-terminal-L-methionyl-L-valyl-[protein]"	[]	null	null	
"L-ORNITHINE"	"L-ornithine"	["Ornithine", "2, 5-diaminovaleric acid", "2, 5-diaminopentanoic acid", "2, 5-diaminopentanoate", "&alpha;,&delta;-diaminovaleric acid"]	"C5H13N2O2"	133.17	
"L-PANTOATE"	"(R)-pantoate"	["pantoate", "L-pantoate"]	"C6H11O4"	147.15	
"L-PENICILLAMINE"	"L-penicillamine"	[]	"C5H11NO2S"	149.207	
"L-Pentoses"	"an L-pentose"	[]	null	null	
"L-phenylalanyl-L-amino-acid-Protein"	"L-phenylalanyl-L-amino acid-[protein]"	[]	null	null	
"L-phenylalanyl-L-arginyl-Protein"	"L-phenylalanyl-L-arginyl-[protein]"	[]	null	null	
"L-phenylalanyl-L-lysyl-Protein"	"L-phenylalanyl-L-lysyl-[protein]"	[]	null	null	
"L-PHOSPHATIDATE"	"a 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate"	["A 3-SN-phosphatidate", "DGP", "diacylglycerol phosphate", "a 3-<i>sn</i>-phosphatidate", "a diacyl-glycerol-3P", "a diacylglycerol-3-phosphate", "a phosphatidic acid", "an L-phosphatidate", "a phosphatidate", "a 1,2-diacylglycerol 3-phosphate"]	null	null	
"L-PHOSPHINOTHRICIN"	"L-phosphinothricin"	["glufosinate", "DL-phosphinothricin", "phosphinothricin", "phosphinothricine", "(S)-phosphinothricin", "(S)-2-amino-4-(hydroxymethylphosphinyl)butyric acid", "(S)-4-[hydroxy(methyl)phosphinyl]-2-aminobutyric acid", "L-glufosinate"]	"C5H11NO4P"	180.12	
"L-PIPECOLATE"	"L-pipecolate"	["(<i>S</i>)-pipecolate", "L-pipecolic acid", "(<i>S</i>)-pipecolic acid"]	"C6H11NO2"	129.158	
"L-RHAMNOFURANOSE"	"L-rhamnofuranose"	[]	"C6H12O5"	164.158	
"L-RHAMNONATE"	"L-rhamnonate"	[]	"C6H11O6"	179.149	
"L-rhamnopyranose"	"L-rhamnopyranose"	[]	"C6H12O5"	164.158	
"L-rhamnose"	"L-rhamnose"	["6-deoxy-L-mannose", "L-mannomethylose"]	"C6H12O5"	164.158	
"L-Rhamnose-rhamnogalacturonan"	"&alpha;-L-rhamnose-[rhamnogalacturonan I oligosaccharide]"	[]	null	null	
"L-RIBULOSE"	"L-ribulose"	["ribulose"]	"C5H10O5"	150.131	
"L-RIBULOSE-5-P"	"L-ribulose 5-phosphate"	["L-ribulose-5-P"]	"C5H9O8P"	228.095	
"L-SELENOCYSTEINE"	"L-selenocysteine"	["selenocys", "U"]	"C3H7NO2Se"	168.054	
"L-sorbose"	"L-sorbose"	[]	"C6H12O6"	180.157	
"L-sorbose-1-phosphate"	"an L-sorbose 1-phosphate"	[]	null	null	
"L-Tetroses"	"an L-tetrose"	[]	null	null	
"L-THREO-3-METHYL-ASPARTATE"	"(2S, 3S)-3-methylaspartate"	["&beta;-methylaspartate", "L-<i>threo</i>-3-methylaspartate", "L-<i>threo</i>-3-methyl-aspartate"]	"C5H8NO4"	146.122	
"L-THREONINE-O-3-PHOSPHATE"	"L-threonine 3-O-phosphate"	["O-phospho-L-threonine", "phosphothreonine"]	"C4H8NO6P"	197.084	
"L-tryptophanyl-L-amino-acid-Protein"	"L-tryptophanyl-L-amino acid-[protein]"	[]	null	null	
"L-tryptophanyl-L-arginyl-Protein"	"L-tryptophyl-L-arginyl-[protein]"	[]	null	null	
"L-tryptophanyl-L-lysyl-Protein"	"L-tryptophyl-L-lysyl-[protein]"	[]	null	null	
"L-xylopyranose"	"L-xylopyranose"	[]	"C5H10O5"	150.131	
"L-XYLOSE"	"L-xylose"	["L-xylo-pentose"]	"C5H10O5"	150.131	
"L-XYLULOSE"	"L-xylulose"	["xylulose", "L-threo-pent-2-ulose"]	"C5H10O5"	150.131	
"L-XYLULOSE-5-P"	"L-xylulose 5-phosphate"	["L-xylulose 5P"]	"C5H9O8P"	228.095	
"LACTALD"	"(<i>S</i>)-lactaldehyde"	["lactaldehyde", "L-lactaldehyde", "lactald"]	"C3H6O2"	74.079	
"Lactaldehydes"	"lactaldehyde"	["DL-lactaldehyde", "2-hydroxypropanal", "2-hydroxypropionaldehyde"]	"C3H6O2"	74.079	
"Lactams"	"a lactam"	[]	null	null	
"Lactate"	"lactate"	["lactic acid", "DL lactate", "(<i>RS</i>)-lactate", "DL lactic acid", "(<i>RS</i>)-lactic acid", "2-hydroxypropanoate", "2-hydroxypropanoic acid"]	"C3H5O3"	89.071	
"Lacto-Series-GSLs"	"a lacto-series glycosphingolipid"	[]	null	null	
"Lactones"	"a lactone"	[]	null	null	
"Lactosyl-Ceramides"	"a lactosylceramide"	["Gal-&beta;1->4Glc-&beta;1->1'Cer", "a &beta;-D-galactosyl-1,4-&beta;-D-glucosylceramide", "a lactosyl ceramide", "LacCer", "a lactosyl-<i>N</i>-acylsphingosine", "cytolipin-H", "a &beta;-D-galactosyl-(1&rarr;4)-&beta;-D-glucosyl-(1&harr;1)-ceramide", "a p histo-blood group antigen"]	null	null	
"Lactoyl-CoAs"	"lactoyl-CoA"	[]	"C24H36N7O18P3S"	835.566	
"Lambda-Carrageenan"	"&lambda;-carrageenan"	["&lambda;- carrageenan"]	null	null	
"Lanthanide-Cations"	"a lanthanide cation"	[]	null	null	
"Lanthionine-Isomers"	"a lanthionine isomer"	[]	null	null	
"LarE-L-cysteine"	"a [LarE]-L-cysteine"	[]	null	null	
"Large-branched-glucans"	"a large-branched glucan"	[]	null	null	
"LAUROYLCOA-CPD"	"lauroyl-CoA"	["dodecanoyl-CoA (n-C12:0CoA)", "lauroyl coenzyme A", "dodecanoyl-CoA"]	"C33H54N7O17P3S"	945.808	
"LC-ACYL-SN-GLYCEROL-3P"	"1-(long-chain acyl)-<i>sn</i>-glycerol 3-phosphate"	[]	null	null	
"LC-alcohol-LC-acyl-ester"	"a long-chain alcohol--long-chain acyl wax ester"	[]	null	null	
"LC-alcohol-VLC-acyl-ester"	"a long-chain alcohol--very-long-chain acyl wax ester"	[]	null	null	
"LDL-receptor-L-serine"	"[low-density-lipoprotein receptor]-L-serine"	[]	null	null	
"LDL-receptor-O-phospho-L-serine"	"[low-density-lipoprotein receptor]-O-phospho-L-serine"	[]	null	null	
"LEU"	"L-leucine"	["(2S)-&alpha;-2-amino-4-methylvaleric acid", "L", "leucine", "2-amino-4-methylvaleric acid", "(2S)-&alpha;-leucine", "L-leu"]	"C6H13NO2"	131.174	
"Levan"	"a levan"	[]	null	null	
"Lewis-a-epitope"	"a Lewis a epitope"	["1,3-&beta;-D-galactosyl-(&alpha;-1,4-L-fucosyl)-<i>N</i>-acetyl-D-glucosaminyl- R", "&beta;Gal-(1&rarr;3)-[&alpha;-Fuc-(1&rarr;4)-&beta;GlcNac]-(1&rarr;R)[", "&beta;-D-galactosyl-(1&rarr;3)-[(&alpha;-L-fucosyl)-(1&rarr;4)]-<i>N</i>-acetyl-&beta;-D-glucosaminyl-[protein]", "a histo-blood group Le<sup>a</sup> antigen"]	null	null	
"Lewis-Antigen"	"a Lewis epitope"	["a Lewis antigen"]	null	null	
"LI+"	"Li<sup>+</sup>"	["lithium(I)", "Li<sup>I</sup>"]	"Li"	6.941	
"Lichenin"	"lichenan"	["lichenin", "moss starch"]	null	null	
"Light"	"h&nu;"	["light", "a photon"]	null	0.0	
"LIGNAN"	"a lignan"	[]	null	null	
"Lignins"	"a lignin"	[]	null	null	
"Limonene-1-2-diols"	"a limonene-1,2-diol"	[]	"C10H18O2"	170.251	
"Limonene-1-2-epoxides"	"a limonene-1,2-epoxide"	["a 1,2-epoxymenth-8-ene"]	"C10H16O"	152.236	
"Limonenes"	"limonene"	["cajeputene", "1,8-<i>p</i>-menthadiene", "1-methyl-4-(1-methylethenyl)cyclohexene", "4-isopropenyl-1-methylcyclohexene", "dipentene"]	"C10H16"	136.236	
"Linalools"	"(<i>RS</i>)-linalool"	["linalyl alcohol", "linalool", "3,7-dimethylocta-1,6-dien-3-ol"]	"C10H18O"	154.252	
"LINAMARIN"	"linamarin"	["2-(&beta;-D-glucopyranosyloxy)-2-methylpropanenitrile", "1-cyano-1-methylethyl beta-D-glucoside"]	"C10H17NO6"	247.247	
"Linear-Malto-Oligosaccharides"	"a linear malto-oligosaccharide"	[]	null	null	
"Linoleate-containing-TGs"	"a linoleate-containing triacyl-<i>sn</i>-glycerol"	["a linoleate-containing triacylglycerol"]	null	null	
"Linoleoyl-groups"	"a [glycerolipid]-linoleate"	["a [glycerolipid]-cis,cis-9,12-octadecadienoate", "a [glycerolipid]-(9Z,12Z)-octadeca-9,12-dienoate", "a [glycerolipid]-9,12-linoleic acid", "a [glycerolipid]-9-cis,12-cis-octadecadienoate", "a linoleoyl-[glycerolipid]"]	null	null	
"Lipid-3E-hexadecenoate"	"a [glycerolipid]-(3E)-hexadec-3-enoate"	["a [glycerolipid]-(3E)-hexadecenoic acid", "a [glycerolipid]-trans-3-hexadecenoic acid", "a [glycerolipid]-(3E)-hexadecenoate", "a [glycerolipid]-<i>trans</i>-hexdec-3-enoate"]	null	null	
"Lipid-A"	"a lipid A"	[]	null	null	
"Lipid-A-1-2-aminoethyl-PP"	"lipid A 1-(2-aminoethyl diphosphate) (<i>E. coli</i>)"	[]	"C96H181N3O28P3"	1918.41	
"Lipid-A-1-4prime-2-aminoethyl-PP"	"lipid A 1,4'-<i>bis</i>(2-aminoethyl diphosphate) (<i>E. coli</i>)"	[]	"C98H188N4O31P4"	2042.466	
"Lipid-A-4prime-2-aminoethyl-PP"	"lipid A 4'-(2-aminoethyl diphosphate) (<i>E. coli</i>)"	[]	"C96H181N3O28P3"	1918.41	
"Lipid-A-containing-Glycolipids"	"a lipid A-containing glycolipid"	[]	null	null	
"Lipid-dihydrosterculate"	"a [phospholipid]-dihydrosterculate"	["a [phospholipid]-dihydrosterculic acid"]	null	null	
"Lipid-hydroxy-fatty-acids"	"a hydroxy-fatty-acyl-[lipid]"	[]	null	null	
"LIPID-IV-A"	"lipid IV<sub>A</sub> (<i>E. coli</i>)"	["2-deoxy-2-{[(3R)-3-hydroxypentadecanoyl]amino}-3-O-[(3R)-3-hydroxytetradecanoyl]-4-O-phosphono-&beta;-D-glucopyranosyl-(1->6)-2-deoxy-3-O-[(3R)-3-hydroxytetradecanoyl]-2-{[(3R)-3-hydroxytetradecanoyl]amino}-1-O-phosphono-&alpha;-D-glucopyranose"]	"C68H126N2O23P2"	1401.69	
"Lipid-linked-13-mannosyl-mannose-oligos"	"a lipid-linked &alpha;(1->3)-D-mannosyl-D-mannose-oligosaccharide"	[]	null	null	
"Lipid-linked-16-mannosyl-mannose-oligos"	"a lipid-linked &alpha;(1->6)-D-mannosyl-D-mannose-oligosaccharide"	[]	null	null	
"Lipid-linked-mannosyl-oligos"	"a lipid-linked D-mannose-oligosaccharide"	[]	null	null	
"Lipid-sterculate"	"a [phospholipid]-sterculate"	["a [phospholipid]-2-octyl-1-cyclopropene-1-octanoate", "a [phospholipid]-sterculic acid"]	null	null	
"Lipids"	"a lipid"	[]	null	null	
"LIPOAMIDE"	"lipoamide"	["5-(1,2-dithiolan-3-yl)-pentanamide", "DL-lipoamide", "6,8-dithiooctanoic amide"]	"C8H15NOS2"	205.333	
"LIPOIC-ACID"	"(<i>R</i>)-lipoate"	["&alpha;-liponic acid", "5-(1,2-dithiolan-3-yl)-pentanoate", "lipoic acid", "6,8-thioctic acid", "6,8-thioctate", "D-thioctic acid", "D-thioctate"]	"C8H13O2S2"	205.309	
"LIPOL-AMP"	"lipol-AMP"	[]	"C18H27N5O7PS2"	520.534	
"LIPOPEPTIDE"	"a lipopeptide"	[]	null	null	
"Lipopolysaccharide-O5-Salmonella"	"lipopolysaccharide-O5 (Salmonella)"	[]	null	null	
"Lipopolysaccharides"	"a lipopolysaccharide"	["a lipopolysaccharide", "lipopolysaccharide", "LPS"]	null	null	
"Lipoprotein-signal-peptide"	"a lipoprotein signal peptide"	[]	null	null	
