"id"	"symbol"	"synonyms"	"left_end_pos"	"right_end_pos"	"direction"	"rna_id"
"G7295"	"ypfG"	["ypfG", "b2466", "ECK2461"]	2581734	2582777	"-"	"G7295_RNA"
"G7296"	"ypfH"	["ypfH", "b2473", "ECK2469"]	2593072	2593770	"-"	"G7296_RNA"
"G7297"	"tmcA"	["tmcA", "ypfI", "b2474", "ECK2470"]	2593844	2595859	"-"	"G7297_RNA"
"G7298"	"ypfJ"	["ypfJ", "b2475", "ECK2471"]	2595874	2596737	"-"	"G7298_RNA"
"G7300"	"hyfC"	["hyfC", "b2483", "ECK2479"]	2603847	2604794	"+"	"G7300_RNA"
"G7301"	"hyfD"	["hyfD", "b2484", "ECK2480"]	2604811	2606250	"+"	"G7301_RNA"
"G7302"	"hyfE"	["hyfE", "b2485", "ECK2481"]	2606262	2606912	"+"	"G7302_RNA"
"G7303"	"hyfF"	["hyfF", "b2486", "ECK2482"]	2606917	2608497	"+"	"G7303_RNA"
"G7304"	"hyfG"	["hyfG", "b2487", "ECK2483"]	2608487	2610154	"+"	"G7304_RNA"
"G7305"	"hyfH"	["hyfH", "b2488", "ECK2484"]	2610164	2610709	"+"	"G7305_RNA"
"G7306"	"hyfI"	["hyfI", "b2489", "ECK2485"]	2610706	2611464	"+"	"G7306_RNA"
"G7307"	"hyfJ"	["hyfJ", "b2490", "ECK2486"]	2611457	2611870	"+"	"G7307_RNA"
"G7308"	"hyfR"	["hyfR", "b2491", "ECK2487"]	2611900	2613912	"+"	"G7308_RNA"
"G7309"	"focB"	["focB", "b2492", "ECK2488"]	2613934	2614782	"+"	"G7309_RNA"
"G7310"	"yfgO"	["yfgO", "perM", "b2493", "ECK2489"]	2614820	2615881	"-"	"G7310_RNA"
"G7311"	"bepA"	["bepA", "yfgC", "b2494", "ECK2490"]	2616094	2617557	"+"	"G7311_RNA"
"G7312"	"yfgD"	["yfgD", "b2495", "ECK2491"]	2617578	2617937	"+"	"G7312_RNA"
"G7313"	"hda"	["hda", "idaB", "yfgE", "b2496", "ECK2492"]	2618075	2618776	"-"	"G7313_RNA"
"G7314"	"pdeF"	["pdeF", "yfgF", "b2503", "ECK2499"]	2626695	2628938	"-"	"G7314_RNA"
"G7315"	"yfgG"	["yfgG", "b2504", "ECK2500"]	2629290	2629481	"+"	"G7315_RNA"
"G7316"	"yfgH"	["yfgH", "b2505", "ECK2501"]	2629792	2630310	"+"	"G7316_RNA"
"G7317"	"yfgI"	["yfgI", "b2506", "ECK2502"]	2630326	2630865	"+"	"G7317_RNA"
"G7318"	"yfgJ"	["yfgJ", "b2510", "ECK2506"]	2635599	2635814	"-"	"G7318_RNA"
"G7319"	"der"	["der", "engA", "yfgK", "b2511", "ECK2507"]	2635884	2637356	"-"	"G7319_RNA"
"G7320"	"bamB"	["bamB", "yfgL", "b2512", "ECK2508"]	2637474	2638652	"-"	"G7320_RNA"
"G7321"	"yfgM"	["yfgM", "b2513", "ECK2509"]	2638663	2639283	"-"	"G7321_RNA"
"G7322"	"pbpC"	["pbpC", "yfgN", "b2519", "ECK2515"]	2645013	2647325	"-"	"G7322_RNA"
"G7323"	"yfhM"	["yfhM", "b2520", "ECK2516"]	2647326	2652287	"-"	"G7323_RNA"
"G7324"	"iscU"	["iscU", "yfhN", "nifU", "b2529", "ECK2526"]	2659903	2660289	"-"	"G7324_RNA"
"G7325"	"iscS"	["iscS", "nuvC", "yzzO", "yfhO", "b2530", "ECK2527"]	2660317	2661531	"-"	"G7325_RNA"
"G7326"	"iscR"	["iscR", "yfhP", "b2531", "ECK2528"]	2661643	2662131	"-"	"G7326_RNA"
"G7327"	"trmJ"	["trmJ", "yfhQ", "b2532", "ECK2529"]	2662583	2663323	"-"	"G7327_RNA"
"G7328"	"yfhR"	["yfhR", "b2534", "ECK2531"]	2664390	2665244	"+"	"G7328_RNA"
"G7329"	"csiE"	["csiE", "csi-16", "b2535", "ECK2532"]	2665435	2666715	"+"	"G7329_RNA"
"G7330"	"hcaT"	["hcaT", "yfhS", "b2536", "ECK2533"]	2666707	2667846	"-"	"G7330_RNA"
"G7331"	"hcaR"	["hcaR", "phdR", "yfhT", "b2537", "ECK2534"]	2668006	2668896	"-"	"G7331_RNA"
"G7334"	"hcaC"	["hcaC", "yfhW", "hcaa3", "phdB", "b2540", "ECK2537"]	2670908	2671228	"+"	"G7334_RNA"
"G7335"	"hcaB"	["hcaB", "yfhX", "phdD", "b2541", "ECK2538"]	2671225	2672037	"+"	"G7335_RNA"
"G7336"	"hcaD"	["hcaD", "hcaa4", "phdA", "yfhY", "b2542", "ECK2539"]	2672047	2673249	"+"	"G7336_RNA"
"G7337"	"yphA"	["yphA", "b2543", "ECK2540"]	2673346	2673768	"+"	"G7337_RNA"
"G7338"	"yphB"	["yphB", "b2544", "ECK2541"]	2673816	2674688	"-"	"G7338_RNA"
"G7339"	"yphC"	["yphC", "b2545", "ECK2542"]	2674700	2675761	"-"	"G7339_RNA"
"G7340"	"yphD"	["yphD", "b2546", "ECK2543"]	2675827	2676825	"-"	"G7340_RNA"
"G7341"	"yphE"	["yphE", "b2547", "ECK2544"]	2676850	2678361	"-"	"G7341_RNA"
"G7342"	"yphF"	["yphF", "b2548", "ECK2545"]	2678384	2679367	"-"	"G7342_RNA"
"G7343"	"yphG"	["yphG", "b2549", "ECK2546"]	2679464	2682745	"-"	"G7343_RNA"
"G7344"	"yphH"	["yphH", "b2550", "ECK2547"]	2682863	2684056	"+"	"G7344_RNA"
"G7345"	"glrK"	["glrK", "yfhZ", "yfhK", "qseE", "b2556", "ECK2553"]	2689671	2691098	"-"	"G7345_RNA"
"G7346"	"yfhL"	["yfhL", "b2562", "ECK2560"]	2699663	2699923	"+"	"G7346_RNA"
"G7347"	"rseC"	["rseC", "b2570", "ECK2568"]	2707322	2707801	"-"	"G7347_RNA"
"G7348"	"rseB"	["rseB", "b2571", "ECK2569"]	2707798	2708754	"-"	"G7348_RNA"
"G7349"	"tapT"	["tapT", "yfiP", "tuaA", "b2583", "ECK2581"]	2719223	2719921	"+"	"G7349_RNA"
"G7350"	"patZ"	["patZ", "yfiQ", "pka", "b2584", "ECK2582"]	2719953	2722613	"+"	"G7350_RNA"
"G7352"	"bamD"	["bamD", "ecfD", "yfiO", "b2595", "ECK2593"]	2736146	2736883	"+"	"G7352_RNA"
"G7353"	null	["b2596"]	2736913	2737119	"+"	"G7353_RNA"
"G7354"	"yfiR"	["yfiR", "b2603", "ECK2600"]	2741875	2742393	"+"	"G7354_RNA"
"G7355"	"ypjD"	["ypjD", "b2611", "ECK2608"]	2747962	2748753	"+"	"G7355_RNA"
"G7357"	"yfjF"	["yfjF", "ratB", "b2618", "ECK2614"]	2754008	2754298	"-"	"G7357_RNA"
"G7358"	"ratA"	["ratA", "yfjG", "b2619", "ECK2615"]	2754288	2754764	"-"	"G7358_RNA"
"G7359"	"yfjH"	["yfjH", "b2623", "ECK2619"]	2757644	2758600	"-"	"G7359_RNA"
"G7360"	"yfjI"	["yfjI", "b2625", "ECK2621"]	2758985	2760394	"+"	"G7360_RNA"
"G7361"	"yfjJ"	["yfjJ", "b2626", "ECK2622"]	2760547	2761173	"+"	"G7361_RNA"
"G7362"	"abpB"	["abpB", "yfjK", "b2627", "ECK2623"]	2761351	2763540	"-"	"G7362_RNA"
"G7363"	"abpA"	["abpA", "yfjL", "b2628", "ECK2624"]	2763537	2765153	"-"	"G7363_RNA"
"G7364"	"yfjM"	["yfjM", "b2629", "ECK2625"]	2765513	2765776	"-"	"G7364_RNA"
"G7365"	"rnlA"	["rnlA", "yfjN", "std", "b2630", "ECK2626"]	2765918	2766991	"+"	"G7365_RNA"
"G7366"	"rnlB"	["rnlB", "yfjO", "b2631", "ECK2627"]	2766984	2767355	"+"	"G7366_RNA"
"G7367"	"yfjP"	["yfjP", "b2632", "ECK2628"]	2767710	2768573	"+"	"G7367_RNA"
"G7368"	"yfjQ"	["yfjQ", "b2633", "ECK2629"]	2768665	2769486	"+"	"G7368_RNA"
"G7369"	"yfjR"	["yfjR", "b2634", "ECK2630"]	2769703	2770404	"+"	"G7369_RNA"
"G7370"	"ypjK"	["ypjK", "b2635", "ECK2631"]	2770445	2770681	"+"	"G7370_RNA"
"G7371"	"yfjS"	["yfjS", "b2636", "ECK2632"]	2770681	2771124	"+"	"G7371_RNA"
"G7372"	"yfjT"	["yfjT", "b2637", "ECK2633"]	2771148	2771615	"+"	"G7372_RNA"
"G7373"	"yfjU"	["yfjU", "b2638", "ECK2634"]	2771840	2772154	"-"	"G7373_RNA"
"G7376"	"yfjV"	["yfjV", "ypjM", "ypjL", "ECK2637", "ECK2636", "b2640", "b2639", "b2641", "ECK2635"]	2772167	2773182	"-"	"G7376_RNA"
"G7377"	"yfjW"	["yfjW", "b2642", "ECK2638"]	2773318	2775021	"+"	"G7377_RNA"
"G7378"	"yfjX"	["yfjX", "b2643", "ECK2639"]	2775919	2776377	"+"	"G7378_RNA"
"G7379"	"yfjY"	["yfjY", "b2644", "ECK2640"]	2776386	2776868	"+"	"G7379_RNA"
"G7380"	"yfjZ"	["yfjZ", "b2645", "ECK2642"]	2777115	2777432	"+"	"G7380_RNA"
"G7381"	"ypjF"	["ypjF", "b2646", "ECK2643"]	2777453	2777782	"+"	"G7381_RNA"
"G7382"	"ypjA"	["ypjA", "b2647", "ECK2644"]	2778146	2782726	"-"	"G7382_RNA"
"G7383"	"pinH"	["pinH", "ypjG", "b2648", "ECK2645"]	2783065	2783304	"-"	"G7383_RNA"
"G7384"	"ypjB"	["ypjB", "b2649", "ECK2646"]	2783638	2784429	"-"	"G7384_RNA"
"G7385"	"ypjC"	["ypjC", "b2650", "ECK2647"]	2784529	2785011	"-"	"G7385_RNA"
"G7386"	"b2651"	["b2651", "b2651"]	2785221	2785352	"+"	"G7386_RNA"
"G7387"	"ileY"	["ileY", "b2652", "ECK2648"]	2785762	2785837	"-"	"RNA0-305"
"G7388"	null	["b2653"]	2785800	2785973	"-"	"G7388_RNA"
"G7389"	"ygaQ"	["ygaQ", "G7393", "yqaD", "G7392", "G7391", "ygaR", "b2656", "b2655", "yqaC", "b2654", "b2657", "b2658", "b4462", "ECK2649"]	2786397	2788649	"+"	"G7389_RNA"
"G7394"	"glaH"	["glaH", "csi-12", "ygaT", "csiD", "b2659", "ECK2653"]	2788985	2789962	"+"	"G7394_RNA"
"G7395"	"kbp"	["kbp", "yzzM", "ygaU", "b2665", "ECK2659"]	2796337	2796786	"-"	"G7395_RNA"
"G7396"	"yqaE"	["yqaE", "b2666", "ECK2660"]	2796870	2797028	"-"	"G7396_RNA"
"G7397"	"ygaV"	["ygaV", "b2667", "ECK2661"]	2797211	2797510	"+"	"G7397_RNA"
"G7398"	"ygaP"	["ygaP", "b2668", "ECK2662"]	2797520	2798044	"+"	"G7398_RNA"
"G7399"	"alaE"	["alaE", "ygaW", "b2670", "ECK2664"]	2799164	2799613	"+"	"G7399_RNA"
"G7400"	"ygaM"	["ygaM", "b2672", "ECK2666"]	2800146	2800475	"+"	"G7400_RNA"
"G7401"	"nrdH"	["nrdH", "ygaN", "b2673", "ECK2667"]	2800723	2800968	"+"	"G7401_RNA"
"G7402"	"nrdI"	["nrdI", "ygaO", "b2674", "ECK2668"]	2800965	2801375	"+"	"G7402_RNA"
"G7403"	"ygaY"	["ygaY", "ygaX", "b2680", "ECK2675", "b2681", "ECK2674"]	2808316	2809493	"+"	"G7403_RNA"
"G7405"	"ygaZ"	["ygaZ", "b2682", "ECK2676"]	2809617	2810354	"+"	"G7405_RNA"
"G7406"	"ygaH"	["ygaH", "b2683", "ECK2677"]	2810344	2810679	"+"	"G7406_RNA"
"G7407"	"yqaA"	["yqaA", "b2689", "ECK2684"]	2816512	2816940	"-"	"G7407_RNA"
"G7408"	"yqaB"	["yqaB", "b2690", "ECK2685"]	2816937	2817503	"-"	"G7408_RNA"
"G7409"	"pncC"	["pncC", "ygaD", "b2700", "ECK2695"]	2823849	2824346	"-"	"G7409_RNA"
"G7410"	"mltB"	["mltB", "slt", "b2701", "ECK2696"]	2824491	2825576	"-"	"G7410_RNA"
"G7413"	"norV"	["norV", "ygaJ", "ygaI", "ygaK", "b2710", "ECK2705"]	2832476	2833915	"+"	"G7413_RNA"
"G7414"	"hycI"	["hycI", "b2717", "ECK2712"]	2842573	2843043	"-"	"G7414_RNA"
"G7415"	"pphB"	["pphB", "ygbH", "prpB", "b2734", "ECK2729"]	2859760	2860416	"+"	"G7415_RNA"
"G7416"	"ygbI"	["ygbI", "b2735", "ECK2730"]	2860467	2861234	"-"	"G7416_RNA"
"G7417"	"ygbJ"	["ygbJ", "b2736", "ECK2731"]	2861430	2862338	"+"	"G7417_RNA"
"G7418"	"ygbK"	["ygbK", "b2737", "ECK2732"]	2862335	2863501	"+"	"G7418_RNA"
"G7419"	"ygbL"	["ygbL", "b2738", "ECK2733"]	2863593	2864231	"+"	"G7419_RNA"
"G7420"	"ygbM"	["ygbM", "b2739", "ECK2734"]	2864236	2865012	"+"	"G7420_RNA"
"G7421"	"ygbN"	["ygbN", "b2740", "ECK2735"]	2865101	2866465	"+"	"G7421_RNA"
"G7422"	"truD"	["truD", "ygbO", "b2745", "ECK2740"]	2870255	2871304	"-"	"G7422_RNA"
"G7423"	"ispD"	["ispD", "ygbP", "b2747", "ECK2742"]	2871780	2872490	"-"	"G7423_RNA"
"G7424"	"ftsB"	["ftsB", "ygbQ", "b2748", "ECK2743"]	2872509	2872820	"-"	"G7424_RNA"
"G7425"	"cas1"	["cas1", "ygbT", "b2755", "ECK2750"]	2878855	2879772	"-"	"G7425_RNA"
"G7426"	"casE"	["casE", "ygcH", "cse3", "cas6e", "b2756", "ECK2751"]	2879788	2880387	"-"	"G7426_RNA"
"G7427"	"casD"	["casD", "ygcI", "cas5e", "b2757", "ECK2752"]	2880374	2881048	"-"	"G7427_RNA"
"G7428"	"casC"	["casC", "ygcJ", "cse4", "cas7", "b2758", "ECK2753"]	2881051	2882142	"-"	"G7428_RNA"
"G7429"	"casB"	["casB", "ygcK", "cse2", "b2759", "ECK2754"]	2882155	2882637	"-"	"G7429_RNA"
"G7430"	"casA"	["casA", "ygcL", "cse1", "b2760", "ECK2755"]	2882630	2884138	"-"	"G7430_RNA"
"G7431"	"queD"	["queD", "ygcM", "sscR", "b2765", "ECK2760"]	2892214	2892579	"+"	"G7431_RNA"
"G7432"	"ygcN"	["ygcN", "b2766", "ECK2761"]	2892657	2893928	"+"	"G7432_RNA"
"G7433"	"ygcO"	["ygcO", "b2767", "ECK2762"]	2893919	2894179	"+"	"G7433_RNA"
"G7434"	"ygcP"	["ygcP", "b2768", "ECK2763"]	2894196	2894771	"+"	"G7434_RNA"
"G7435"	"ygcQ"	["ygcQ", "b2769", "ECK2764"]	2894919	2895779	"-"	"G7435_RNA"
"G7436"	"ygcR"	["ygcR", "b2770", "ECK2765"]	2895776	2896555	"-"	"G7436_RNA"
"G7437"	"ygcS"	["ygcS", "b2771", "ECK2766"]	2896533	2897870	"-"	"G7437_RNA"
"G7439"	"ygcU"	["ygcU", "ygcT", "b2772", "ygcV", "b2773", "b4463", "ECK2767"]	2897964	2899418	"-"	"G7439_RNA"
"G7440"	"ygcW"	["ygcW", "b2774", "ECK2768"]	2899488	2900273	"-"	"G7440_RNA"
"G7442"	"ygcE"	["ygcE", "b2776", "ECK2770"]	2901896	2903374	"+"	"G7442_RNA"
"G7443"	"queE"	["queE", "ygcF", "b2777", "ECK2771"]	2904747	2905418	"-"	"G7443_RNA"
"G7444"	"ygcG"	["ygcG", "b2778", "ECK2772"]	2905711	2906583	"+"	"G7444_RNA"
"G7445"	"gudD"	["gudD", "ygcX", "b2787", "ECK2781"]	2918045	2919385	"-"	"G7445_RNA"
"G7446"	"gudX"	["gudX", "ygcY", "b2788", "ECK2782"]	2919406	2920746	"-"	"G7446_RNA"
"G7447"	"gudP"	["gudP", "gudT", "ygcZ", "b2789", "ECK2783"]	2920748	2922100	"-"	"G7447_RNA"
"G7448"	"yqcA"	["yqcA", "b2790", "ECK2784"]	2922535	2922984	"-"	"G7448_RNA"
"G7449"	"truC"	["truC", "yqcB", "b2791", "ECK2785"]	2923002	2923784	"-"	"G7449_RNA"
"G7450"	"yqcC"	["yqcC", "b2792", "ECK2786"]	2923784	2924113	"-"	"G7450_RNA"
"G7451"	"syd"	["syd", "ydr", "b2793", "ECK2788"]	2924735	2925280	"-"	"G7451_RNA"
"G7452"	"queF"	["queF", "yqcD", "b2794", "ECK2789"]	2925348	2926196	"+"	"G7452_RNA"
"G7453"	"ygdI"	["ygdI", "b2809", "ECK2805"]	2942918	2943145	"-"	"G7453_RNA"
"G7454"	"csdA"	["csdA", "ygdJ", "b2810", "ECK2806"]	2943337	2944542	"+"	"G7454_RNA"
"G7455"	"csdE"	["csdE", "ygdK", "b2811", "ECK2807"]	2944542	2944985	"+"	"G7455_RNA"
"G7456"	"tcdA"	["tcdA", "ygdL", "csdL", "b2812", "ECK2808"]	2945036	2945842	"-"	"G7456_RNA"
"G7457"	"mltA"	["mltA", "ygdM", "mlt", "b2813", "ECK2809"]	2946081	2947178	"-"	"G7457_RNA"
"G7458"	"amiC"	["amiC", "ygdN", "b2817", "ECK2813"]	2947757	2949010	"-"	"G7458_RNA"
"G7459"	"rppH"	["rppH", "ygdP", "nudH", "b2830", "ECK2826"]	2968447	2968977	"-"	"G7459_RNA"
"G7460"	"ygdQ"	["ygdQ", "b2832", "ECK2828"]	2970420	2971133	"+"	"G7460_RNA"
"G7461"	"ygdR"	["ygdR", "b2833", "ECK2829"]	2971271	2971489	"+"	"G7461_RNA"
"G7462"	"tas"	["tas", "ygdS", "b2834", "ECK2830"]	2971597	2972637	"+"	"G7462_RNA"
"G7463"	"kduI"	["kduI", "yqeE", "b2843", "ECK2841"]	2983288	2984124	"-"	"G7463_RNA"
"G7464"	"yqeF"	["yqeF", "b2844", "ECK2842"]	2984411	2985592	"-"	"G7464_RNA"
"G7465"	"yqeG"	["yqeG", "b2845", "ECK2843"]	2985847	2987076	"+"	"G7465_RNA"
"G7466"	"yqeH"	["yqeH", "b2846", "ECK2844"]	2987536	2988168	"+"	"G7466_RNA"
"G7467"	"yqeI"	["yqeI", "b2847", "ECK2845"]	2988502	2989311	"+"	"G7467_RNA"
"G7468"	"yqeJ"	["yqeJ", "b2848", "ECK2846"]	2989304	2989786	"+"	"G7468_RNA"
"G7469"	"yqeK"	["yqeK", "b2849", "ECK2847"]	2989935	2990360	"-"	"G7469_RNA"
"G7470"	"ygeF"	["ygeF", "b2850", "ECK2848"]	2990554	2991043	"+"	"G7470_RNA"
"G7471"	"ygeG"	["ygeG", "b2851", "ECK2849"]	2991268	2991759	"+"	"G7471_RNA"
"G7472"	"ygeH"	["ygeH", "b2852", "ECK2850"]	2992094	2993470	"+"	"G7472_RNA"
"G7473"	"ygeI"	["ygeI", "b2853", "ECK2851"]	2993638	2993856	"+"	"G7473_RNA"
"G7474"	"pbl"	["pbl", "ygeJ", "b2854", "ECK2852"]	2993939	2994441	"+"	"G7474_RNA"
"G7475"	"ygeK"	["ygeK", "b2855", "ECK2853"]	2994460	2994903	"-"	"G7475_RNA"
"G7476"	"ygeL"	["ygeL", "b2856", "ECK2854"]	2994937	2995092	"-"	"G7476_RNA"
"G7478"	"ygeN"	["ygeN", "ygeM", "b2857", "ECK2856", "b2858", "ECK2855"]	2995314	2996020	"-"	"G7478_RNA"
"G7479"	"ygeO"	["ygeO", "b2859", "ECK2857"]	2995962	2996360	"-"	"G7479_RNA"
"G7480"	"insD4"	["insD4", "yi22-4", "b2860", "ECK0358"]	2996372	2997277	"-"	"G7480_RNA"
"G7481"	"insC4"	["insC4", "yi21-4", "b2861", "ECK0357"]	2997235	2997600	"-"	"G7481_RNA"
"G7482"	"ygeP"	["ygeP", "b2862", "ECK2858"]	2997689	2997988	"-"	"G7482_RNA"
"G7483"	"ygeQ"	["ygeQ", "b2863", "ECK2859"]	2998034	2998828	"-"	"G7483_RNA"
"G7484"	"ygeR"	["ygeR", "b2865", "ECK2861"]	2999136	2999891	"-"	"G7484_RNA"
"G7485"	"xdhA"	["xdhA", "ygeS", "b2866", "ECK2862"]	3000345	3002603	"+"	"G7485_RNA"
"G7486"	"xdhB"	["xdhB", "ygeT", "b2867", "ECK2863"]	3002614	3003492	"+"	"G7486_RNA"
"G7487"	"xdhC"	["xdhC", "ygeU", "b2868", "ECK2864"]	3003489	3003968	"+"	"G7487_RNA"
"G7488"	"ygeV"	["ygeV", "b2869", "ECK2865"]	3004008	3005786	"-"	"G7488_RNA"
"G7489"	"ygeW"	["ygeW", "b2870", "ECK2866"]	3006262	3007452	"+"	"G7489_RNA"
"G7490"	"ygeX"	["ygeX", "b2871", "ECK2867"]	3007510	3008706	"+"	"G7490_RNA"
"G7491"	"ygeY"	["ygeY", "b2872", "ECK2868"]	3008764	3009975	"+"	"G7491_RNA"
"G7492"	"hyuA"	["hyuA", "ygeZ", "b2873", "ECK2869"]	3010028	3011413	"+"	"G7492_RNA"
"G7493"	"yqeA"	["yqeA", "b2874", "ECK2870"]	3011461	3012393	"+"	"G7493_RNA"
"G7494"	"yqeB"	["yqeB", "b2875", "ECK2871"]	3012614	3014239	"-"	"G7494_RNA"
"G7495"	"yqeC"	["yqeC", "b2876", "ECK2872"]	3014287	3015057	"-"	"G7495_RNA"
"G7496"	"mocA"	["mocA", "ygfJ", "b2877", "ECK2873"]	3015160	3015738	"+"	"G7496_RNA"
"G7497"	"ygfK"	["ygfK", "b2878", "ECK2874"]	3016060	3019158	"+"	"G7497_RNA"
"G7498"	"ssnA"	["ssnA", "ygfL", "b2879", "ECK2875"]	3019161	3020489	"+"	"G7498_RNA"
"G7499"	"ygfM"	["ygfM", "b2880", "ECK2876"]	3020540	3021319	"+"	"G7499_RNA"
"G7500"	"xdhD"	["xdhD", "ygfN", "b2881", "ECK2877"]	3021316	3024186	"+"	"G7500_RNA"
"G7501"	"xanQ"	["xanQ", "ygfO", "b2882", "ECK2878"]	3024351	3025751	"+"	"G7501_RNA"
"G7502"	"guaD"	["guaD", "ygfP", "b2883", "ECK2879"]	3025766	3027085	"+"	"G7502_RNA"
"G7503"	"ghxQ"	["ghxQ", "b2885", "ygfR", "b2884", "ygfQ", "b4464", "ECK2880"]	3027121	3028488	"+"	"G7503_RNA"
"G7505"	"ygfS"	["ygfS", "b2886", "ECK2881"]	3028524	3029012	"-"	"G7505_RNA"
"G7506"	"ygfT"	["ygfT", "b2887", "ECK2882"]	3029012	3030931	"-"	"G7506_RNA"
"G7507"	"uacT"	["uacT", "ygfU", "b2888", "ECK2883"]	3031367	3032815	"+"	"G7507_RNA"
"G7508"	"idi"	["idi", "ygfV", "b2889", "ECK2884"]	3033065	3033613	"+"	"G7508_RNA"
"G7509"	"ygfX"	["ygfX", "cptA", "b2896", "ECK2891"]	3040416	3040823	"-"	"G7509_RNA"
"G7510"	"sdhE"	["sdhE", "ygfY", "cptB", "b2897", "ECK2892"]	3040804	3041070	"-"	"G7510_RNA"
"G7511"	"ygfZ"	["ygfZ", "yzzW", "b2898", "ECK2893"]	3041313	3042293	"+"	"G7511_RNA"
"G7512"	"yqfA"	["yqfA", "b2899", "ECK2894"]	3042489	3043148	"-"	"G7512_RNA"
"G7513"	"yqfB"	["yqfB", "b2900", "ECK2895"]	3043312	3043623	"-"	"G7513_RNA"
"G7514"	"ygfF"	["ygfF", "yqfD", "b2902", "ECK2897"]	3045158	3045901	"-"	"G7514_RNA"
"G7515"	"yqfE"	["yqfE", "b2915", "ECK2911"]	3059381	3059611	"-"	"G7515_RNA"
"G7516"	"scpB"	["scpB", "ygfG", "b2919", "ECK2915"]	3063993	3064778	"+"	"G7516_RNA"
"G7517"	"scpC"	["scpC", "ygfH", "b2920", "ECK2916"]	3064802	3066280	"+"	"G7517_RNA"
"G7518"	"ygfI"	["ygfI", "b2921", "ECK2917"]	3066277	3067173	"-"	"G7518_RNA"
"G7520"	"yggP"	["yggP", "b2931", "b2932", "b4465", "ECK2927"]	3076179	3077456	"-"	"G7520_RNA"
"G7521"	"yqgB"	["yqgB", "b2939", "ECK2934"]	3085920	3086051	"-"	"G7521_RNA"
"G7522"	"yqgC"	["yqgC", "b2940", "ECK2935"]	3086187	3086402	"+"	"G7522_RNA"
"G7523"	"yqgD"	["yqgD", "b2941", "ECK2936"]	3086399	3086650	"-"	"G7523_RNA"
"G7524"	"yqgE"	["yqgE", "b2948", "ECK2943"]	3092937	3093500	"+"	"G7524_RNA"
"G7525"	"yqgF"	["yqgF", "b2949", "ECK2944"]	3093500	3093916	"+"	"G7525_RNA"
"G7526"	"yggR"	["yggR", "b2950", "ECK2945"]	3094100	3095080	"-"	"G7526_RNA"
"G7527"	"yggS"	["yggS", "b2951", "ECK2946"]	3095098	3095802	"+"	"G7527_RNA"
"G7528"	"yggT"	["yggT", "b2952", "ECK2947"]	3095820	3096386	"+"	"G7528_RNA"
"G7529"	"yggU"	["yggU", "b2953", "ECK2948"]	3096383	3096673	"+"	"G7529_RNA"
"G7530"	"rdgB"	["rdgB", "yggV", "b2954", "ECK2949"]	3096681	3097274	"+"	"G7530_RNA"
"G7531"	"hemW"	["hemW", "yggW", "b2955", "ECK2950"]	3097267	3098403	"+"	"G7531_RNA"
"G7532"	"yggX"	["yggX", "b2962", "ECK2957"]	3104093	3104368	"+"	"G7532_RNA"
"G7533"	"mltC"	["mltC", "yggZ", "b2963", "ECK2958"]	3104433	3105512	"+"	"G7533_RNA"
"G7534"	"yqgA"	["yqgA", "b2966", "ECK2961"]	3109553	3110260	"+"	"G7534_RNA"
"G7535"	"yghD"	["yghD", "ecfC", "b2968", "ECK2963"]	3110590	3111126	"-"	"G7535_RNA"
"G7536"	"yghE"	["yghE", "ecfB", "b2969", "ECK2964"]	3111128	3111988	"-"	"G7536_RNA"
"G7537"	"yghF"	["yghF", "ecfA", "b2970", "ECK2965"]	3112054	3113049	"-"	"G7537_RNA"
"G7538"	"yghG"	["yghG", "b2971", "ECK2966"]	3113067	3113477	"-"	"G7538_RNA"
"G7539"	"pppA"	["pppA", "yghH", "b2972", "ECK2967"]	3113543	3114352	"-"	"G7539_RNA"
"G7541"	"yghJ"	["yghJ", "b2974", "b2973", "sslE", "b4466", "ECK2968"]	3114550	3119112	"-"	"G7541_RNA"
"G7542"	"glcA"	["glcA", "yghK", "b2975", "ECK2969"]	3119597	3121279	"-"	"G7542_RNA"
"G7543"	"glcG"	["glcG", "yghC", "b2977", "ECK2971"]	3123827	3124231	"-"	"G7543_RNA"
"G7544"	"glcE"	["glcE", "yghL", "gox", "b2978", "b4468", "ECK2973"]	3125470	3126522	"-"	"G7544_RNA"
"G7545"	"glcD"	["glcD", "yghM", "gox", "b2979", "ECK2974"]	3126522	3128021	"-"	"G7545_RNA"
"G7546"	"glcC"	["glcC", "yghN", "b2980", "ECK2975"]	3128272	3129036	"+"	"G7546_RNA"
"G7547"	"yghO"	["yghO", "b2981", "ECK2976"]	3129043	3130215	"-"	"G7547_RNA"
"G7548"	"insH9"	["insH9", "trs5-9", "yi52_9", "b2982", "ECK0261"]	3130214	3131194	"+"	"G7548_RNA"
"G7549"	"yghQ"	["yghQ", "b2983", "ECK2977"]	3131341	3132408	"-"	"G7549_RNA"
"G7550"	"yghR"	["yghR", "b2984", "ECK2978"]	3132454	3133212	"-"	"G7550_RNA"
"G7551"	"yghS"	["yghS", "b2985", "ECK2979"]	3133244	3133957	"-"	"G7551_RNA"
"G7552"	"yghT"	["yghT", "b2986", "ECK2980"]	3134131	3134823	"+"	"G7552_RNA"
"G7553"	"yghU"	["yghU", "b2989", "ECK2983"]	3138727	3139593	"+"	"G7553_RNA"
"G7554"	"hybO"	["hybO", "yghV", "b2997", "ECK2991"]	3145143	3146261	"-"	"G7554_RNA"
