"id"	"stoichiometry"	"common_name"	
"CPLX0-7933_RXN"	{"CPLX0-7933":1,"G7489-MONOMER":-3}	"putative carbamoyltransferase YgeW"	
"CPLX0-7934_RXN"	{"CPLX0-7934":1,"EG10342-MONOMER":null,"G7424-MONOMER":null,"EG11086-MONOMER":null}	"FtsLBQ cell division complex"	
"CPLX0-7935_RXN"	{"CPLX0-7935":1,"EG10719-MONOMER":-2,"EG10718-MONOMER":-2,"EG10717-MONOMER":-2,"EG10716-MONOMER":-2}	"carbon-phosphorus lyase core complex"	
"CPLX0-7936_RXN"	{"CPLX0-7936":1,"EG10725-MONOMER":-2}	null	
"CPLX0-7938_RXN"	{"CPLX0-7938":1,"PTSI-MONOMER":-2}	"PTS enzyme I"	
"CPLX0-7939_RXN"	{"CPLX0-7939":1,"EG11568-MONOMER":-2}	"regulator of KefC-mediated potassium transport and quinone oxidoreductase"	
"CPLX0-7940_RXN"	{"CPLX0-7940":1,"G6140-MONOMER":-4}	"CP4-6 prophage; putative 2-dehydro-3-deoxygluconate aldolase"	
"CPLX0-7942_RXN"	{"CPLX0-7942":1,"EG10125-MONOMER":-1,"EG12181-MONOMER":-1}	"Grx4-BolA complex"	
"CPLX0-7944_RXN"	{"CPLX0-7944":1,"MONOMER0-341":-2}	"outer membrane phospholipase A"	
"CPLX0-7945_RXN"	{"CPLX0-7945":1,"G6540-MONOMER":-3}	"zinc-binding phosphatase YcdX"	
"CPLX0-7946_RXN"	{"CPLX0-7946":1,"EG10852-MONOMER":-4}	"ribosomal protein S6 modification protein"	
"CPLX0-7947_RXN"	{"CPLX0-7947":1,"SUCCARGDIHYDRO-MONOMER":-2}	"<i>N</i>-succinylarginine dihydrolase"	
"CPLX0-7950_RXN"	{"CPLX0-7950":1,"MHPCHYDROL-MONOMER":-2}	"2-hydroxy-6-oxononatrienedioate hydrolase"	
"CPLX0-7951_RXN"	{"CPLX0-7951":1,"MHPDHYDROL-MONOMER":-5}	"2-hydroxypentadienoate hydratase"	
"CPLX0-7952_RXN"	{"CPLX0-7952":1,"EG10306-MONOMER":-1,"CPLX0-1923":null}	"ferric coprogen outer membrane transport complex"	
"CPLX0-7955_RXN"	{"CPLX0-7955":1,"YJCG-MONOMER":-2}	"acetate/glycolate:cation symporter"	
"CPLX0-7956_RXN"	{"CPLX0-7956":1,"EG11447-MONOMER":-2}	"carbon storage regulator"	
"CPLX0-7957_RXN"	{"CPLX0-7957":1,"EG10943-MONOMER":-2}	"selenide, water dikinase"	
"CPLX0-7958_RXN"	{"CPLX0-7958":1,"PHNL-MONOMER":null,"EG10717-MONOMER":null,"EG10716-MONOMER":null,"EG10718-MONOMER":null}	"methylphosphonate degradation complex"	
"CPLX0-7959_RXN"	{"CPLX0-7959":1,"ASL-MONOMER":-4}	"adenylosuccinate lyase"	
"CPLX0-7960_RXN"	{"CPLX0-7960":1,"HMP-KIN-MONOMER":-2}	"protein/nucleic acid deglycase 3"	
"CPLX0-7961_RXN"	{"CPLX0-7961":1,"YADQ-MONOMER":-2}	null	
"CPLX0-7962_RXN"	{"CPLX0-7962":1,"G6759-MONOMER":-2}	"L-amino acid N-acyltransferase"	
"CPLX0-7963_RXN"	{"CPLX0-7963":1,"EMRE-MONOMER":-2}	"multidrug efflux pump EmrE / betaine:H<sup>+</sup> antiporter / choline:H<sup>+</sup> antiporter"	
"CPLX0-7964_RXN"	{"CPLX0-7964":1,"EG11009-MONOMER":-3}	"outer membrane channel TolC"	
"CPLX0-7970_RXN"	{"CPLX0-7970":1,"G7924-MONOMER":-2}	"HypT-[Met]reduced"	
"CPLX0-7973_RXN"	{"CPLX0-7973":1,"EG12313-MONOMER":-2}	"cell division factor ZapD"	
"CPLX0-7974_RXN"	{"CPLX0-7974":1,"EG11702-MONOMER":-2}	"RNA decapping hydrolase"	
"CPLX0-7975_RXN"	{"CPLX0-7975":1,"PD04413":-4}	"DNA-binding transcriptional repressor/NMN adenylyltransferase NadR"	
"CPLX0-7976_RXN"	{"CPLX0-7976":1,"G7875-MONOMER":null,"G7874-MONOMER":-1}	"translocation and assembly module"	
"CPLX0-7977_RXN"	{"CPLX0-7977":1,"EG11085-MONOMER":-2}	null	
"CPLX0-7979_RXN"	{"CPLX0-7979":1,"EG10144-MONOMER":-4}	"monoacetylchitobiose-6-phosphate hydrolase"	
"CPLX0-7981_RXN"	{"CPLX0-7981":1,"G6323-MONOMER":-7}	"miniconductance mechanosensitive channel YbdG"	
"CPLX0-7982_RXN"	{"CPLX0-7982":1,"MONOMER0-82":-7}	"small conductance mechanosensitive channel YnaI"	
"CPLX0-7983_RXN"	{"CPLX0-7983":1,"G6417-MONOMER":-7}	"moderate conductance mechanosensitive channel YbiO"	
"CPLX0-7984_RXN"	{"CPLX0-7984":1,"G7616-MONOMER":-2}	"glutathionyl-hydroquinone reductase YqjG"	
"CPLX0-7985_RXN"	{"CPLX0-7985":1,"G7840-MONOMER":-7}	"miniconductance mechanosensitive channel MscM"	
"CPLX0-7986_RXN"	{"CPLX0-7986":1,"EG10486-MONOMER":-1,"EG10485-MONOMER":-1}	"HypCD complex involved in hydrogenase maturation"	
"CPLX0-7987_RXN"	{"CPLX0-7987":1,"G7626-MONOMER":-3}	"predicted enamine/imine deaminase"	
"CPLX0-7988_RXN"	{"CPLX0-7988":1,"G6715-MONOMER":-6,"G6714-MONOMER":-6}	"PaaF-PaaG hydratase-isomerase complex"	
"CPLX0-7989_RXN"	{"CPLX0-7989":1,"G6662-MONOMER":-2}	"murein tripeptide amidase A"	
"CPLX0-7990_RXN"	{"CPLX0-7990":1,"RFFTRANS-MONOMER":-4}	"dTDP-4-dehydro-6-deoxy-D-glucose transaminase"	
"CPLX0-7992_RXN"	{"CPLX0-7992":1,"CPLX0-7628":-1,"G7889-MONOMER":-1,"G7664-MONOMER":-1,"YHBN-MONOMER":-1,"YHBG-MONOMER":-2,"G7888-MONOMER":-1}	"lipopolysaccharide transport system"	
"CPLX0-7993_RXN"	{"CPLX0-7993":1,"G6286-MONOMER":-2}	"ureidoglycolate dehydrogenase"	
"CPLX0-7994_RXN"	{"CPLX0-7994":1,"G6528-MONOMER":-1,"G6529-MONOMER":-1}	"poly-<i>N</i>-acetyl-D-glucosamine synthase"	
"CPLX0-7997_RXN"	{"CPLX0-7997":1,"DIAMINOPIMEPIM-MONOMER":-2}	"diaminopimelate epimerase"	
"CPLX0-7998_RXN"	{"CPLX0-7998":1,"EG12146-MONOMER":-4}	"RNase adaptor protein RapZ"	
"CPLX0-7_RXN"	{"CPLX0-7":1,"MONOMER0-5":-1,"CRR-MONOMER":-1}	"N-acetylmuramic acid-specific PTS enzyme II"	
"CPLX0-8005_RXN"	{"CPLX0-8005":1,"3-OXOACYL-ACP-REDUCT-MONOMER":-4}	"3-oxoacyl-[acyl-carrier-protein] reductase FabG"	
"CPLX0-8006_RXN"	{"CPLX0-8006":1,"ENOYL-ACP-REDUCT-NADH-MONOMER":-4}	"enoyl-[acyl-carrier-protein] reductase"	
"CPLX0-8008_RXN"	{"CPLX0-8008":1,"UDPGLCNACEPIM-MONOMER":-2}	null	
"CPLX0-8010_RXN"	{"CPLX0-8010":1,"G7020-MONOMER":-2}	null	
"CPLX0-8011_RXN"	{"CPLX0-8011":1,"GLCNACPTRANS-MONOMER":-2}	null	
"CPLX0-8012_RXN"	{"CPLX0-8012":1,"DTDPGLUCOSEPP2-MONOMER":-4}	null	
"CPLX0-8013_RXN"	{"CPLX0-8013":1,"UDPMANNACADEHYDROG-MONOMER":-2}	null	
"CPLX0-8014_RXN"	{"CPLX0-8014":1,"UDP-NACMUR-ALA-LIG-MONOMER":-2}	"UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase"	
"CPLX0-8015_RXN"	{"CPLX0-8015":1,"ADHP-MONOMER":-4}	"ethanol dehydrogenase / alcohol dehydrogenase"	
"CPLX0-8016_RXN"	{"CPLX0-8016":1,"UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO":-3}	null	
"CPLX0-801_RXN"	{"CPLX0-801":1,"EG11398-MONOMER":-2}	"periplasmic acid stress chaperone HdeA"	
"CPLX0-8031_RXN"	{"CPLX0-8031":1,"PDXY-MONOMER":-2}	"pyridoxal kinase 2"	
"CPLX0-8032_RXN"	{"CPLX0-8032":1,"G7234-MONOMER":-2}	null	
"CPLX0-8033_RXN"	{"CPLX0-8033":1,"EG11101-MONOMER":-2}	null	
"CPLX0-8034_RXN"	{"CPLX0-8034":1,"DTDPGLUCOSEPP-MONOMER":-4}	null	
"CPLX0-8043_RXN"	{"CPLX0-8043":1,"G6799-MONOMER":-4}	"DNA-binding transcriptional repressor LsrR"	
"CPLX0-8044_RXN"	{"CPLX0-8044":1,"EG11828-MONOMER":-2}	"molybdopterin-guanine dinucleotide biosynthesis adaptor protein"	
"CPLX0-8045_RXN"	{"CPLX0-8045":1,"EG10153-MONOMER":-2}	"molybdopterin molybdotransferase"	
"CPLX0-8046_RXN"	{"CPLX0-8046":1,"SECB":-4}	"protein export chaperone SecB"	
"CPLX0-8089_RXN"	{"CPLX0-8089":1,"SECA":-2}	"protein translocation ATPase"	
"CPLX0-8090_RXN"	{"CPLX0-8090":1,"G6673-MONOMER":-4}	"diguanylate cyclase DgcM"	
"CPLX0-8092_RXN"	{"CPLX0-8092":1,"EG10564-MONOMER":-2}	"negative regulator of MalT activity/cystathionine &beta;-lyase"	
"CPLX0-8095_RXN"	{"CPLX0-8095":1,"G7365-MONOMER":-2}	"CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system"	
"CPLX0-8096_RXN"	{"CPLX0-8096":1,"G7885-MONOMER":-2}	"ribonuclease E inhibitor protein B"	
"CPLX0-8097_RXN"	{"CPLX0-8097":1,"SBMA-MONOMER":-2}	null	
"CPLX0-8098_RXN"	{"CPLX0-8098":1,"UGD-MONOMER":-2}	null	
"CPLX0-8102_RXN"	{"CPLX0-8102":1,"TAR-MONOMER":-2}	"methyl-accepting chemotaxis protein Tar"	
"CPLX0-8103_RXN"	{"CPLX0-8103":1,"TSR-MONOMER":-2}	"methyl-accepting chemotaxis protein - serine-sensing"	
"CPLX0-8104_RXN"	{"CPLX0-8104":1,"TAP-MONOMER":-2}	"methyl-accepting chemotaxis protein - dipeptide-sensing"	
"CPLX0-8105_RXN"	{"CPLX0-8105":1,"TRG-MONOMER":-2}	"methyl-accepting chemotaxis protein Trg - ribose/galactose/glucose-sensing"	
"CPLX0-8106_RXN"	{"CPLX0-8106":1,"EG11298-MONOMER":-2}	"nucleoside triphosphate pyrophosphatase YhdE"	
"CPLX0-8107_RXN"	{"CPLX0-8107":1,"EG11535-MONOMER":-2}	"small heat shock protein IbpB"	
"CPLX0-8108_RXN"	{"CPLX0-8108":1,"EG11534-MONOMER":-2}	"small heat shock protein IbpA"	
"CPLX0-8109_RXN"	{"CPLX0-8109":1,"EG11236-MONOMER":-2}	"DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL"	
"CPLX0-8110_RXN"	{"CPLX0-8110":1,"G6154-MONOMER":-2}	"molybdenum cofactor insertion chaperone PaoD"	
"CPLX0-8111_RXN"	{"CPLX0-8111":1,"EG11064-MONOMER":-2}	"DNA helicase II"	
"CPLX0-8112_RXN"	{"CPLX0-8112":1,"EG11430-MONOMER":-2}	"ribosomal protein-arginine oxygenase"	
"CPLX0-8113_RXN"	{"CPLX0-8113":1,"EG10735-MONOMER":-2}	"phosphate signaling protein PhoU"	
"CPLX0-8119_RXN"	{"CPLX0-8119":1,"MONOMER0-6":-1,"G7250-MONOMER":-1,"G7246-MONOMER":-1}	"putative PTS enzyme II FryBCA"	
"CPLX0-8120_RXN"	{"CPLX0-8120":1,"ARTI-MONOMER":-1,"ARTM-MONOMER":-1,"ARTQ-MONOMER":-1,"ARTP-MONOMER":-2}	"putative ABC transporter ArtPQMI"	
"CPLX0-8121_RXN"	{"CPLX0-8121":1,"EG11315-MONOMER":-2}	"acrylyl-CoA reductase"	
"CPLX0-8122_RXN"	{"CPLX0-8122":1,"EG12310-MONOMER":-6}	"aminopeptidase B"	
"CPLX0-8123_RXN"	{"CPLX0-8123":1,"G7431-MONOMER":-6}	"6-carboxy-5,6,7,8-tetrahydropterin synthase"	
"CPLX0-8124_RXN"	{"CPLX0-8124":1,"G6675-MONOMER":-2}	"tRNA cytosine<sup>32</sup> 2-sulfurtransferase TtcA"	
"CPLX0-8125_RXN"	{"CPLX0-8125":1,"EG12259-MONOMER":null,"EG12260-MONOMER":null}	"cellulose synthase"	
"CPLX0-8127_RXN"	{"CPLX0-8127":1,"G6721-MONOMER":-3}	null	
"CPLX0-8128_RXN"	{"CPLX0-8128":1,"G6912-MONOMER":-4}	null	
"CPLX0-8129_RXN"	{"CPLX0-8129":1,"G6303-MONOMER":-2}	"DLP12 prophage; DNA base-flipping protein"	
"CPLX0-8152_RXN"	{"CPLX0-8152":1,"EG12347-MONOMER":-2,"G7037-MONOMER":-2,"G7039-MONOMER":-1}	"cystine ABC transporter"	
"CPLX0-8154_RXN"	{"CPLX0-8154":1,"G7880-MONOMER":-2}	"c-di-GMP-binding biofilm dispersal mediator protein"	
"CPLX0-8155_RXN"	{"CPLX0-8155":1,"G7816-MONOMER":-2}	"periplasmic protein CpxP"	
"CPLX0-8156_RXN"	{"CPLX0-8156":1,"EG10698-MONOMER":-2}	null	
"CPLX0-8157_RXN"	{"CPLX0-8157":1,"EG10680-MONOMER":-2}	"osmotically inducible peroxiredoxin OsmC"	
"CPLX0-8158_RXN"	{"CPLX0-8158":1,"DLACTDEHYDROGNAD-MONOMER":-4}	"D-lactate dehydrogenase"	
"CPLX0-8159_RXN"	{"CPLX0-8159":1,"G7596-MONOMER":-2}	"putrescine aminotransferase"	
"CPLX0-8160_RXN"	{"CPLX0-8160":1,"SUCC-DEHASE":-3}	null	
"CPLX0-8163_RXN"	{"CPLX0-8163":1,"EG11511-MONOMER":-3}	null	
"CPLX0-8164_RXN"	{"CPLX0-8164":1,"EG10154-MONOMER":-2}	null	
"CPLX0-8165_RXN"	{"CPLX0-8165":1,"EG10976-MONOMER":-4}	"ssDNA-binding protein"	
"CPLX0-8167_RXN"	{"CPLX0-8167":1,"FORMHYDROGI-CPLX":-2}	"hydrogenase 1, oxygen tolerant hydrogenase"	
"CPLX0-8168_RXN"	{"CPLX0-8168":1,"PHOQ-MONOMER":-2}	"bifunctional sensor histidine kinase PhoQ"	
"CPLX0-8173_RXN"	{"CPLX0-8173":1,"EG12845-MONOMER":-2}	"CRISPR-associated endoribonuclease Cas2"	
"CPLX0-8174_RXN"	{"CPLX0-8174":1,"CPLX0-8173":-1,"CPLX0-7914":-1}	"Cas1-Cas2 complex"	
"CPLX0-8175_RXN"	{"CPLX0-8175":1,"EG11859-MONOMER":-2}	"sulfurtransferase for molybdenum cofactor sulfuration"	
"CPLX0-8176_RXN"	{"CPLX0-8176":1,"G7456-MONOMER":-2}	null	
"CPLX0-8177_RXN"	{"CPLX0-8177":1,"MONOMER0-1701":-2}	"putative phosphatidylethanolamine synthesis regulator GnsA"	
"CPLX0-8180_RXN"	{"CPLX0-8180":1,"EG10157-MONOMER":-6}	"disaggregating chaperone protein ClpB"	
"CPLX0-8181_RXN"	{"CPLX0-8181":1,"G6991-MONOMER":-1,"EG11171-MONOMER":-1}	"N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaB-TsaD dimer subunit"	
"CPLX0-8182_RXN"	{"CPLX0-8182":1,"EG11757-MONOMER":-1,"CPLX0-8181":null}	"N<sup>6</sup>-L-threonylcarbamoyladenine synthase"	
"CPLX0-8183_RXN"	{"CPLX0-8183":1,"EG11652-MONOMER":-3}	null	
"CPLX0-8184_RXN"	{"CPLX0-8184":1,"EG11580-MONOMER":-2}	"nonspecific DNA-binding protein YbiB"	
"CPLX0-8185_RXN"	{"CPLX0-8185":1,"EG12391-MONOMER":-2}	"PF10636 family protein YdiE"	
"CPLX0-8186_RXN"	{"CPLX0-8186":1,"GALACTITOLPDEHYD-MONOMER":-2}	null	
"CPLX0-8187_RXN"	{"CPLX0-8187":1,"G7682-MONOMER":-12}	"periplasmic serine endoprotease"	
"CPLX0-8188_RXN"	{"CPLX0-8188":1,"EG10597-MONOMER":-2,"EG10596-MONOMER":-2}	"Z-ring inhibitor complex MinCD"	
"CPLX0-8189_RXN"	{"CPLX0-8189":1,"G7350-MONOMER":-4}	null	
"CPLX0-8190_RXN"	{"CPLX0-8190":1,"G7021-MONOMER":-4}	null	
"CPLX0-8191_RXN"	{"CPLX0-8191":1,"EG10240-MONOMER":-2}	"chaperone protein DnaJ"	
"CPLX0-8192_RXN"	{"CPLX0-8192":1,"EG10416-MONOMER":-2}	"nucleotide exchange factor GrpE"	
"CPLX0-8196_RXN"	{"CPLX0-8196":1,"EG10596-MONOMER":-2}	"Z-ring positioning protein MinC"	
"CPLX0-8198_RXN"	{"CPLX0-8198":1,"EG12371-MONOMER":-2}	"lipoprotein NlpI"	
"CPLX0-8199_RXN"	{"CPLX0-8199":1,"G6783-MONOMER":-2}	"oxygen-sensing c-di-GMP phosphodiesterase DosP"	
"CPLX0-8200_RXN"	{"CPLX0-8200":1,"G7314-MONOMER":-2}	"cyclic di-GMP phosphodiesterase PdeF"	
"CPLX0-8201_RXN"	{"CPLX0-8201":1,"G7394-MONOMER":-4}	"glutarate dioxygenase GlaH"	
"CPLX0-8202_RXN"	{"CPLX0-8202":1,"ALARACEBIOSYN-MONOMER":-2}	"alanine racemase 1"	
"CPLX0-8204_RXN"	{"CPLX0-8204":1,"EG11918-MONOMER":-8}	"signaling pathway modulator ZraP"	
"CPLX0-8205_RXN"	{"CPLX0-8205":1,"GLUC1PURIDYLTRANS-MONOMER":-4}	null	
"CPLX0-8206_RXN"	{"CPLX0-8206":1,"EG12399-MONOMER":-2}	"dihydroxyacetone kinase, phosphotransferase component"	
"CPLX0-8207_RXN"	{"CPLX0-8207":1,"EG11399-MONOMER":-2}	"periplasmic acid stress chaperone HdeB"	
"CPLX0-8208_RXN"	{"CPLX0-8208":1,"EG10917-MONOMER":null,"EG10905-MONOMER":null}	"S6:S18 ribosomal subunit complex"	
"CPLX0-8211_RXN"	{"CPLX0-8211":1,"THZ-KIN-MONOMER":-2}	null	
"CPLX0-8212_RXN"	{"CPLX0-8212":1,"ERYTHRON4PDEHYDROG-MONOMER":-2}	null	
"CPLX0-8213_RXN"	{"CPLX0-8213":1,"G7060-MONOMER":-1,"G7059-MONOMER":-1}	"periplasmic protein-L-methionine sulfoxide reducing system"	
"CPLX0-8214_RXN"	{"CPLX0-8214":1,"G7853-MONOMER":-2}	"carboxylesterase"	
"CPLX0-8217_RXN"	{"CPLX0-8217":1,"G7005-MONOMER":-2}	"free methionine-(<i>R</i>)-sulfoxide reductase"	
"CPLX0-8218_RXN"	{"CPLX0-8218":1,"G6784-MONOMER":-2}	"diguanylate cyclase DosC"	
"CPLX0-8219_RXN"	{"CPLX0-8219":1,"G7398-MONOMER":-2}	"thiosulfate sulfurtransferase YgaP"	
"CPLX0-821_RXN"	{"CPLX0-821":1,"G7723-MONOMER":-12}	"fructoselysine 6-phosphate deglycase"	
"CPLX0-8223_RXN"	{"CPLX0-8223":1,"EG12179-MONOMER":-2}	"transcription antiterminator and regulator of RNA stability"	
"CPLX0-8227_RXN"	{"CPLX0-8227":1,"EG10307-MONOMER":-1,"EG12374-MONOMER":-1}	"FicT-FicA complex"	
"CPLX0-8229_RXN"	{"CPLX0-8229":1,"G7601-MONOMER":-2}	"antitoxin/DNA-binding transcriptional repressor HigA"	
"CPLX0-8230_RXN"	{"CPLX0-8230":1,"CPLX0-8229":-1,"G7602-MONOMER":-2}	"HigB-HigA toxin/antitoxin complex and DNA-binding transcriptional repressor"	
"CPLX0-8231_RXN"	{"CPLX0-8231":1,"G7641-MONOMER":-2}	null	
"CPLX0-8232_RXN"	{"CPLX0-8232":1,"G6989-MONOMER":null,"G6988-MONOMER":null}	"carnitine monooxygenase"	
"CPLX0-8233_RXN"	{"CPLX0-8233":1,"EG12033-MONOMER":-3}	null	
"CPLX0-8234_RXN"	{"CPLX0-8234":1,"G6209-MONOMER":-4}	"DNA-binding transcriptional repressor FrmR"	
"CPLX0-8237_RXN"	{"CPLX0-8237":1,"G6306-MONOMER":-2}	"DLP12 prophage; crossover junction endodeoxyribonuclease RusA"	
"CPLX0-8238_RXN"	{"CPLX0-8238":1,"NRFD-MONOMER":-1,"NRFC-MONOMER":-1}	"putative menaquinol-cytochrome <i>c</i> reductase NrfCD"	
"CPLX0-8239_RXN"	{"CPLX0-8239":1,"G7657-MONOMER":-1,"EG12181-MONOMER":-1}	"Grx4-IbaG complex"	
"CPLX0-8240_RXN"	{"CPLX0-8240":1,"EG11404-MONOMER":-2}	"redox-responsive ATPase YchF"	
"CPLX0-8244_RXN"	{"CPLX0-8244":1,"G6491-MONOMER":-6}	"intermembrane transport protein PqiB"	
"CPLX0-8245_RXN"	{"CPLX0-8245":1,"EG10018-MONOMER":-4}	"regulator of CsrB and CsrC decay"	
"CPLX0-8247_RXN"	{"CPLX0-8247":1,"URAA-MONOMER":-2}	null	
"CPLX0-8248_RXN"	{"CPLX0-8248":1,"G7192-MONOMER":-4}	"phosphodiesterase YfcE"	
"CPLX0-8249_RXN"	{"CPLX0-8249":1,"G6381-MONOMER":null,"G6380-MONOMER":null,"G6382-MONOMER":null}	"5-oxoprolinase"	
"CPLX0-8251_RXN"	{"CPLX0-8251":1,"EG11157-MONOMER":-2}	"amino acid racemase YgeA"	
"CPLX0-8252_RXN"	{"CPLX0-8252":1,"EG10201-MONOMER":-2}	"D-alanyl-D-alanine carboxypeptidase DacA"	
"CPLX0-8254_RXN"	{"CPLX0-8254":1,"EG10203-MONOMER":-2}	"D-alanyl-D-alanine carboxypeptidase DacC"	
"CPLX0-8255_RXN"	{"CPLX0-8255":1,"PTSG-MONOMER":null,"PD01896":null}	"Mlc-PtsG"	
"CPLX0-8256_RXN"	{"CPLX0-8256":1,"EG10466-MONOMER":-2}	"HU&alpha;&alpha;"	
"CPLX0-8259_RXN"	{"CPLX0-8259":1,"EG11870-MONOMER":-2}	"2-amino-6-<i>N</i>-hydroxylaminopurine resistance protein"	
"CPLX0-8260_RXN"	{"CPLX0-8260":1,"DTMPKI-MONOMER":-2}	"dTMP kinase"	
"CPLX0-8261_RXN"	{"CPLX0-8261":1,"TDK-MONOMER":null}	null	
"CPLX0-8262_RXN"	{"CPLX0-8262":1,"EG12373-MONOMER":-4}	"nucleotide 5'-monophosphate nucleosidase"	
"CPLX0-8263_RXN"	{"CPLX0-8263":1,"SUGE-MONOMER":-2}	"guanidinium exporter"	
"CPLX0-8269_RXN"	{"CPLX0-8269":1,"G7597-MONOMER":-2}	"putative tRNA-binding protein YgjH"	
"CPLX0-8270_RXN"	{"CPLX0-8270":1,"CPXA-MONOMER":-2}	"sensor histidine kinase CpxA"	
"CPLX0-8271_RXN"	{"CPLX0-8271":1,"EG12209-MONOMER":-2}	null	
"CPLX0-8275_RXN"	{"CPLX0-8275":1,"G7345-MONOMER":-2}	"histidine kinase GlrK"	
"CPLX0-8280_RXN"	{"CPLX0-8280":1,"G6358-MONOMER":-4}	"pyrimidine-specific ribonucleoside hydrolase RihA"	
"CPLX0-8281_RXN"	{"CPLX0-8281":1,"G6865-MONOMER":-2}	"DUF945 domain-containing protein YdgA"	
"CPLX0-8285_RXN"	{"CPLX0-8285":1,"OMPR-MONOMER":-2}	"OmpR dimer"	
"CPLX0-8288_RXN"	{"CPLX0-8288":1,"G6318-MONOMER":-2}	"sensor histidine kinase CusS"	
"CPLX0-8290_RXN"	{"CPLX0-8290":1,"G7248-MONOMER":-2}	"aminopeptidase YpdF"	
"CPLX0-8291_RXN"	{"CPLX0-8291":1,"G7531-MONOMER":-2}	"heme chaperone HemW"	
"CPLX0-8292_RXN"	{"CPLX0-8292":1,"GLUCONREDUCT-MONOMER":-2}	null	
"CPLX0-8299_RXN"	{"CPLX0-8299":1,"PRPPSYN-MONOMER":-6}	null	
"CPLX0-8300_RXN"	{"CPLX0-8300":1,"MONOMER0-4521":-2}	"PBP1B&gamma;"	
"CPLX0-8301_RXN"	{"CPLX0-8301":1,"G7582-MONOMER":null,"EG11474-MONOMER":null,"EG11333-MONOMER":null,"OCTAPRENYL-METHOXYPHENOL-OH-MONOMER":null,"DHHB-METHYLTRANSFER-MONOMER":null,"OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON":null,"2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER":null}	"Ubi complex"	
"CPLX0-8302_RXN"	{"CPLX0-8302":1,"BARA-MONOMER":-2}	"sensor histidine kinase BarA"	
"CPLX0-8303_RXN"	{"CPLX0-8303":1,"G6520-MONOMER":-2}	"putative aminoacrylate hydrolase RutD"	
"CPLX0-8304_RXN"	{"CPLX0-8304":1,"DCUB-MONOMER":-1,"DCUS-MONOMER":-1}	"DcuS-DcuB sensor complex"	
"CPLX0-8306_RXN"	{"CPLX0-8306":1,"DCTA-MONOMER":-1,"DCUS-MONOMER":-1}	"DcuS-DctA sensor complex"	
"CPLX0-8308_RXN"	{"CPLX0-8308":1,"G7653-MONOMER":-1,"G7652-MONOMER":-1}	"ubiquinone biosynthesis complex UbiUV"	
"CPLX0-8311_RXN"	{"CPLX0-8311":1,"MONOMER0-1041":-2}	null	
"CPLX0-8312_RXN"	{"CPLX0-8312":1,"G6494-MONOMER":null,"PD00257":null}	"DNA-binding transcriptional  repressor CRP-Sxy"	
"CPLX0-8314_RXN"	{"CPLX0-8314":1,"EVGS-MONOMER":-2}	"sensor histidine kinase EvgS"	
"CPLX0-8315_RXN"	{"CPLX0-8315":1,"EG10574-MONOMER":-6}	"McrB hexamer"	
"CPLX0-841_RXN"	{"CPLX0-841":1,"EG10571-MONOMER":-2}	"MazE antitoxin of the MazF-MazE toxin-antitoxin system / DNA-binding transcriptional repressor"	
"CPLX0-8535_RXN"	{"CPLX0-8535":1,"EG12396-MONOMER":-2}	"putative diguanylate cyclase DgcE"	
"CPLX0-8536_RXN"	{"CPLX0-8536":1,"EG11210-MONOMER":null}	"regulator of diguanylate cyclase RdcA"	
"CPLX0-8537_RXN"	{"CPLX0-8537":1,"GALACTARDEHYDRA-MONOMER":-2}	"galactarate dehydratase"	
"CPLX0-8538_RXN"	{"CPLX0-8538":1,"G6708-MONOMER":-6}	null	
"CPLX0-8539_RXN"	{"CPLX0-8539":1,"G7689-MONOMER":-1,"EG10741-MONOMER":-1}	"metalloprotease TldDE"	
"CPLX0-8541_RXN"	{"CPLX0-8541":1,"G6414-MONOMER":null,"CPLX0-1923":null}	"iron-catecholate outer membrane transport complex I"	
"CPLX0-8542_RXN"	{"CPLX0-8542":1,"G6174-MONOMER":-2}	"cupric reductase RclA"	
"CPLX0-8544_RXN"	{"CPLX0-8544":1,"G7901-MONOMER":-2}	"KpLE2 phage-like element; 2,7-anhydro-<i>N</i>-acetylneuraminate hydratase"	
"CPLX0-8545_RXN"	{"CPLX0-8545":1,"EG10202-MONOMER":-2}	"peptidoglycan DD endopeptidase DacB"	
"CPLX0-8547_RXN"	{"CPLX0-8547":1,"G6960-MONOMER":-4}	null	
"CPLX0-8548_RXN"	{"CPLX0-8548":1,"G6959-MONOMER":-2}	null	
"CPLX0-8549_RXN"	{"CPLX0-8549":1,"EG11436-MONOMER":-2}	"NADPH-dependent aldehyde reductase Ahr"	
"CPLX0-8550_RXN"	{"CPLX0-8550":1,"G6577-MONOMER":-2}	"protein-lysine deacetylase/desuccinylase/lipoamidase"	
"CPLX0-8551_RXN"	{"CPLX0-8551":1,"G7007-MONOMER":-6}	"lipophilic envelope spanning tunnel"	
