"name"	"comments"	"mw"	"location"	"reactionId"	"id"
"ChpB-ChpS complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 21757.035, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7561_RXN"	"CPLX0-7561"
"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 69527.220, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7564_RXN"	"CPLX0-7564"
"protein involved in a tRNA modification pathway"		[0.0, 0.0, 0.0, 0.0, 0.0, 139033.026, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7597_RXN"	"CPLX0-7597"
"IclR-pyruvate DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 29740.444, 87.054, 0.0, 0.0]	["c"]	"CPLX0-7605_RXN"	"CPLX0-7605"
"IclR-glyox"		[0.0, 0.0, 0.0, 0.0, 0.0, 29740.444, 73.027, 0.0, 0.0]	["c"]	"CPLX0-7606_RXN"	"CPLX0-7606"
"GTP-binding protein with a role in modification of tRNA"		[0.0, 0.0, 0.0, 0.0, 0.0, 98415.714, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7608_RXN"	"CPLX0-7608"
"complex involved in modification of tRNA"		[0.0, 0.0, 0.0, 0.0, 0.0, 237448.740, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7609_RXN"	"CPLX0-7609"
"xanthine dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 129782.846, 0.0, 0.0, 0.0]	["c"]	"CPLX0-761_RXN"	"CPLX0-761"
"N-acetyl-D-galactosamine PTS transporter"		[0.0, 0.0, 0.0, 0.0, 0.0, 30803.433, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7610_RXN"	"CPLX0-7610"
"predicted carboxysome structural protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 59715.030, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7613_RXN"	"CPLX0-7613"
"ATP phosphoribosyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 66721.700, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7614_RXN"	"CPLX0-7614"
"&alpha;-dehydro-&beta;-deoxy-D-glucarate aldolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 164275.254, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7615_RXN"	"CPLX0-7615"
"tartronate semialdehyde reductase 2"		[0.0, 0.0, 0.0, 0.0, 0.0, 123182.756, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7616_RXN"	"CPLX0-7616"
"essential respiratory protein A"		[0.0, 0.0, 0.0, 0.0, 0.0, 24182.922, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7617_RXN"	"CPLX0-7617"
"RcnR-nickel"		[0.0, 0.0, 0.0, 0.0, 0.0, 10135.943, 58.693, 0.0, 0.0]	["c"]	"CPLX0-7618_RXN"	"CPLX0-7618"
"RcnR-Co2+"		[0.0, 0.0, 0.0, 0.0, 0.0, 10135.943, 58.933, 0.0, 0.0]	["c"]	"CPLX0-7619_RXN"	"CPLX0-7619"
"Fur-Fe+2"		[0.0, 0.0, 0.0, 0.0, 0.0, 16785.848, 55.845, 0.0, 0.0]	["c"]	"CPLX0-7620_RXN"	"CPLX0-7620"
"L-serine deaminase III"		[0.0, 0.0, 0.0, 0.0, 0.0, 97025.676, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7622_RXN"	"CPLX0-7622"
"regulator of acid resistance, influenced by indole"		[0.0, 0.0, 0.0, 0.0, 0.0, 19376.008, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7623_RXN"	"CPLX0-7623"
"PrlF-YhaV antitoxin-toxin complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 96073.348, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7624_RXN"	"CPLX0-7624"
"dCMP phosphohydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 45402.212, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7625_RXN"	"CPLX0-7625"
"mechanosensitive channel MscS"		[0.0, 0.0, 0.0, 0.0, 0.0, 216280.085, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7626_RXN"	"CPLX0-7626"
"mechanosensitive channel MscL"		[0.0, 0.0, 0.0, 0.0, 0.0, 74784.185, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7627_RXN"	"CPLX0-7627"
"outer membrane lipopolysaccharide transport and assembly complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 110970.806, 0.0, 0.0, 0.0]	["e"]	"CPLX0-7628_RXN"	"CPLX0-7628"
"sodium:H+ antiporter NhaA"		[0.0, 0.0, 0.0, 0.0, 0.0, 82659.778, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7629_RXN"	"CPLX0-7629"
"multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1"		[0.0, 0.0, 0.0, 0.0, 0.0, 94489.060, 0.0, 0.0, 0.0]	["p"]	"CPLX0-7630_RXN"	"CPLX0-7630"
"L-fucose isomerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 389771.310, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7631_RXN"	"CPLX0-7631"
"NAD(P)H:quinone oxidoreductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 83370.448, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7632_RXN"	"CPLX0-7632"
"L-fuculose-phosphate aldolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 95081.564, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7633_RXN"	"CPLX0-7633"
"Fur-Fe2+ DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 33571.696, 111.690, 0.0, 0.0]	["c"]	"CPLX0-7639_RXN"	"CPLX0-7639"
"Zn2+ / Fe2+ / Cd2+ efflux transporter FieF"		[0.0, 0.0, 0.0, 0.0, 0.0, 65846.772, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7641_RXN"	"CPLX0-7641"
"osmolyte:H+ symporter ProP"		[0.0, 0.0, 0.0, 0.0, 0.0, 109690.162, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7642_RXN"	"CPLX0-7642"
"acetohydroxy acid isomeroreductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 216220.688, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7643_RXN"	"CPLX0-7643"
"EfeU/EfeO/EfeB ferrous iron transporter; cryptic"		[0.0, 0.0, 0.0, 0.0, 0.0, 92071.216, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7644_RXN"	"CPLX0-7644"
"L-fucose mutarotase"		[0.0, 0.0, 0.0, 0.0, 0.0, 92821.032, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7645_RXN"	"CPLX0-7645"
"ribose pyranase"		[0.0, 0.0, 0.0, 0.0, 0.0, 152885.400, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7646_RXN"	"CPLX0-7646"
"ribokinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 64557.046, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7647_RXN"	"CPLX0-7647"
"anti-sigma factor"		[0.0, 0.0, 0.0, 0.0, 0.0, 71503.790, 0.0, 0.0, 0.0]	["p"]	"CPLX0-7648_RXN"	"CPLX0-7648"
"L-rhamnose mutarotase"		[0.0, 0.0, 0.0, 0.0, 0.0, 24519.832, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7649_RXN"	"CPLX0-7649"
"FucR-L-fuculose-1-phosphate DNA-binding transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 27363.294, 242.120, 0.0, 0.0]	["c"]	"CPLX0-7650_RXN"	"CPLX0-7650"
"RutR-uracil"		[0.0, 0.0, 0.0, 0.0, 0.0, 23690.753, 112.088, 0.0, 0.0]	["c"]	"CPLX0-7651_RXN"	"CPLX0-7651"
"L-rhamnose isomerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 188738.052, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7652_RXN"	"CPLX0-7652"
"water channel AqpZ"		[0.0, 0.0, 0.0, 0.0, 0.0, 94811.588, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7653_RXN"	"CPLX0-7653"
"glycerol channel GlpF"		[0.0, 0.0, 0.0, 0.0, 0.0, 119112.484, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7654_RXN"	"CPLX0-7654"
"maltose outer membrane porin / phage lambda receptor protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 149685.855, 0.0, 0.0, 0.0]	["e"]	"CPLX0-7655_RXN"	"CPLX0-7655"
"N-acetylneuraminate mutarotase"		[0.0, 0.0, 0.0, 0.0, 0.0, 79144.702, 0.0, 0.0, 0.0]	["p"]	"CPLX0-7658_RXN"	"CPLX0-7658"
"fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 80612.892, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7659_RXN"	"CPLX0-7659"
"D-sedoheptulose 7-phosphate isomerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 83243.244, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7660_RXN"	"CPLX0-7660"
"&beta;-D-glucuronidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 273692.336, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7662_RXN"	"CPLX0-7662"
"CaiF transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 30880.586, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7666_RXN"	"CPLX0-7666"
"NADP-dependent aldehyde reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 84174.196, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7667_RXN"	"CPLX0-7667"
"predicted oxidoreductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 40116.208, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7668_RXN"	"CPLX0-7668"
"ArgP DNA-binding transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 66939.654, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7669_RXN"	"CPLX0-7669"
"ArgP-lysine"		[0.0, 0.0, 0.0, 0.0, 0.0, 66939.654, 147.198, 0.0, 0.0]	["c"]	"CPLX0-7670_RXN"	"CPLX0-7670"
"ArgP-arginine  DNA binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 66939.654, 350.424, 0.0, 0.0]	["c"]	"CPLX0-7671_RXN"	"CPLX0-7671"
"MntR-Mn2+ DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 35276.636, 109.876, 0.0, 0.0]	["c"]	"CPLX0-7672_RXN"	"CPLX0-7672"
"K+ channel Kch"		[0.0, 0.0, 0.0, 0.0, 0.0, 184102.752, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7674_RXN"	"CPLX0-7674"
"2Fe-2S cluster-containing protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 127637.640, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7675_RXN"	"CPLX0-7675"
"ZntR-Zn2+ transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 16176.463, 65.390, 0.0, 0.0]	["c"]	"CPLX0-7677_RXN"	"CPLX0-7677"
"ZntR-Zn2+ DNA-binding transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 32352.926, 130.780, 0.0, 0.0]	["c"]	"CPLX0-7678_RXN"	"CPLX0-7678"
"Zur transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 38498.498, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7679_RXN"	"CPLX0-7679"
"Zur-Zn2+ DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 38498.498, 261.560, 0.0, 0.0]	["c"]	"CPLX0-7680_RXN"	"CPLX0-7680"
"XapR-xanthosine DNA-binding transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 33629.533, 284.228, 0.0, 0.0]	["c"]	"CPLX0-7681_RXN"	"CPLX0-7681"
"iron-sulfur cluster scaffold protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 41965.354, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7682_RXN"	"CPLX0-7682"
"mannose isomerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 284518.392, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7683_RXN"	"CPLX0-7683"
"L-valine efflux transporter"		[0.0, 0.0, 0.0, 0.0, 0.0, 38141.511, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7684_RXN"	"CPLX0-7684"
"hypoxanthine phosphoribosyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 80433.108, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7685_RXN"	"CPLX0-7685"
"cell division factor ZapB"		[0.0, 0.0, 0.0, 0.0, 0.0, 19253.566, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7686_RXN"	"CPLX0-7686"
"NAD+-dependent succinate semialdehyde dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 99416.050, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7687_RXN"	"CPLX0-7687"
"succinate-semialdehyde dehydrogenase (NADP+)"		[0.0, 0.0, 0.0, 0.0, 0.0, 206848.856, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7688_RXN"	"CPLX0-7688"
"LldR-L-lactose DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 29163.325, 89.070, 0.0, 0.0]	["c"]	"CPLX0-7689_RXN"	"CPLX0-7689"
"isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 242240.784, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7691_RXN"	"CPLX0-7691"
"nucleoside triphosphate pyrophosphohydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 60784.532, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7692_RXN"	"CPLX0-7692"
"NADH:quinone reductase, FMN dependent / NADH-azoreductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 43303.468, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7693_RXN"	"CPLX0-7693"
"glutaminase"		[0.0, 0.0, 0.0, 0.0, 0.0, 131569.488, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7694_RXN"	"CPLX0-7694"
"glutaminase"		[0.0, 0.0, 0.0, 0.0, 0.0, 66959.326, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7695_RXN"	"CPLX0-7695"
"cell division protein involved in chromosome partitioning"		[0.0, 0.0, 0.0, 0.0, 0.0, 340350.772, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7696_RXN"	"CPLX0-7696"
"MukEF complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 204997.412, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7697_RXN"	"CPLX0-7697"
"MukF dimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 101103.732, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7698_RXN"	"CPLX0-7698"
"MntR-Mn2+"		[0.0, 0.0, 0.0, 0.0, 0.0, 17638.318, 54.938, 0.0, 0.0]	["c"]	"CPLX0-7701_RXN"	"CPLX0-7701"
"CueR-Cu(I)"		[0.0, 0.0, 0.0, 0.0, 0.0, 15231.204, 64.554, 0.0, 0.0]	["c"]	"CPLX0-7702_RXN"	"CPLX0-7702"
"lipopolysaccharide ABC transporter"		[0.0, 0.0, 0.0, 0.0, 0.0, 128928.096, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7704_RXN"	"CPLX0-7704"
"Fis DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 22486.030, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7705_RXN"	"CPLX0-7705"
"NikR-Ni DNA binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 60343.100, 234.772, 0.0, 0.0]	["c"]	"CPLX0-7707_RXN"	"CPLX0-7707"
"CueR-Cu+ DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 30462.408, 129.108, 0.0, 0.0]	["c"]	"CPLX0-7708_RXN"	"CPLX0-7708"
"glutamate-putrescine ligase"		[0.0, 0.0, 0.0, 0.0, 0.0, 637766.124, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7709_RXN"	"CPLX0-7709"
"MarR DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 32072.126, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7710_RXN"	"CPLX0-7710"
"Skp periplasmic chaperone"		[0.0, 0.0, 0.0, 0.0, 0.0, 52989.906, 0.0, 0.0, 0.0]	["e"]	"CPLX0-7711_RXN"	"CPLX0-7711"
"GDP-mannose mannosyl hydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 36532.976, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7712_RXN"	"CPLX0-7712"
"DsdC DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 70658.768, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7713_RXN"	"CPLX0-7713"
"DsdC-D-serine DNA binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 70658.768, 105.093, 0.0, 0.0]	["c"]	"CPLX0-7714_RXN"	"CPLX0-7714"
"IlvY-2-acetolactate DNA binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 33169.452, 131.107, 0.0, 0.0]	["c"]	"CPLX0-7715_RXN"	"CPLX0-7715"
"NemR-methylglyoxal"		[0.0, 0.0, 0.0, 0.0, 0.0, 22273.471, 72.063, 0.0, 0.0]	["c"]	"CPLX0-7716_RXN"	"CPLX0-7716"
"penicillin-binding protein 1A"		[0.0, 0.0, 0.0, 0.0, 0.0, 187198.860, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7717_RXN"	"CPLX0-7717"
"UDP-L-Ara4N formyltransferase / UDP-GlcA C-4\\-decarboxylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 445686.834, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7718_RXN"	"CPLX0-7718"
"quinolinate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 76451.752, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7719_RXN"	"CPLX0-7719"
"undecaprenyl-phosphate-&alpha;-L-Ara4N flippase"		[0.0, 0.0, 0.0, 0.0, 0.0, 26287.393, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7720_RXN"	"CPLX0-7720"
"L-rhamnonate dehydratase"		[0.0, 0.0, 0.0, 0.0, 0.0, 357625.488, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7722_RXN"	"CPLX0-7722"
"2-keto-3-deoxy-L-rhamnonate aldolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 173466.576, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7723_RXN"	"CPLX0-7723"
"formate dehydrogenase formation protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 69465.544, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7724_RXN"	"CPLX0-7724"
"CRISPR-associated complex for antiviral defense"		[0.0, 0.0, 0.0, 0.0, 0.0, 380954.595, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7725_RXN"	"CPLX0-7725"
"23S rRNA m5C1962 methyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 88716.264, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7726_RXN"	"CPLX0-7726"
"16S rRNA m3U1498 methyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 53950.342, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7727_RXN"	"CPLX0-7727"
"tRNA pseudouridine synthase I"		[0.0, 0.0, 0.0, 0.0, 0.0, 60805.552, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7728_RXN"	"CPLX0-7728"
"PaaX-phenylacetyl-CoA"		[0.0, 0.0, 0.0, 0.0, 0.0, 35294.872, 881.642, 0.0, 0.0]	["c"]	"CPLX0-7729_RXN"	"CPLX0-7729"
"PaaX DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 70589.744, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7731_RXN"	"CPLX0-7731"
"N-acetylmuramic acid 6-phosphate etherase"		[0.0, 0.0, 0.0, 0.0, 0.0, 62432.084, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7732_RXN"	"CPLX0-7732"
"AsnC DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 33773.476, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7733_RXN"	"CPLX0-7733"
"ArsR DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 26509.292, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7734_RXN"	"CPLX0-7734"
"AsnC-L-asparagine"		[0.0, 0.0, 0.0, 0.0, 0.0, 33773.476, 132.119, 0.0, 0.0]	["c"]	"CPLX0-7735_RXN"	"CPLX0-7735"
"ArsR-arsenite"		[0.0, 0.0, 0.0, 0.0, 0.0, 13254.646, 124.935, 0.0, 0.0]	["c"]	"CPLX0-7736_RXN"	"CPLX0-7736"
"ArsR-antimonite"		[0.0, 0.0, 0.0, 0.0, 0.0, 13254.646, 169.757, 0.0, 0.0]	["c"]	"CPLX0-7739_RXN"	"CPLX0-7739"
"CytR DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 75567.796, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7740_RXN"	"CPLX0-7740"
"methylmalonyl-CoA mutase"		[0.0, 0.0, 0.0, 0.0, 0.0, 155690.738, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7741_RXN"	"CPLX0-7741"
"MprA-2,4-dinitrophenol"		[0.0, 0.0, 0.0, 0.0, 0.0, 20558.520, 183.099, 0.0, 0.0]	["c"]	"CPLX0-7742_RXN"	"CPLX0-7742"
"MprA-CCCP"		[0.0, 0.0, 0.0, 0.0, 0.0, 20558.520, 204.620, 0.0, 0.0]	["c"]	"CPLX0-7743_RXN"	"CPLX0-7743"
"3-keto-L-gulonate 6-phosphate decarboxylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 47142.258, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7744_RXN"	"CPLX0-7744"
"MurR DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 124783.664, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7745_RXN"	"CPLX0-7745"
"MurR-MurNAc-6-P"		[0.0, 0.0, 0.0, 0.0, 0.0, 31195.916, 370.227, 0.0, 0.0]	["c"]	"CPLX0-7746_RXN"	"CPLX0-7746"
"lipid hydroperoxide peroxidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 35660.674, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7747_RXN"	"CPLX0-7747"
"LsrR-DHPD"		[0.0, 0.0, 0.0, 0.0, 0.0, 33794.978, 132.115, 0.0, 0.0]	["c"]	"CPLX0-7749_RXN"	"CPLX0-7749"
"LsrR-P-DPD"		[0.0, 0.0, 0.0, 0.0, 0.0, 33794.978, 210.078, 0.0, 0.0]	["c"]	"CPLX0-7750_RXN"	"CPLX0-7750"
"NsrR-nitric oxide"		[0.0, 0.0, 0.0, 0.0, 0.0, 15562.093, 30.006, 0.0, 0.0]	["c"]	"CPLX0-7751_RXN"	"CPLX0-7751"
"MetR-L-homocysteine"		[0.0, 0.0, 0.0, 0.0, 0.0, 71262.384, 135.186, 0.0, 0.0]	["c"]	"CPLX0-7752_RXN"	"CPLX0-7752"
"purine nucleoside phosphoramidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 26408.470, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7755_RXN"	"CPLX0-7755"
"NsrR DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 31124.186, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7756_RXN"	"CPLX0-7756"
"HipB antitoxin and DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 20032.850, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7757_RXN"	"CPLX0-7757"
"O-acetyl-ADP-ribose deacetylase, regulator of RNase III activity"		[0.0, 0.0, 0.0, 0.0, 0.0, 37748.818, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7758_RXN"	"CPLX0-7758"
"MetR DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 71262.384, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7759_RXN"	"CPLX0-7759"
"aconitate hydratase 1"		[0.0, 0.0, 0.0, 0.0, 0.0, 195318.964, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7760_RXN"	"CPLX0-7760"
"bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase"		[0.0, 0.0, 0.0, 0.0, 0.0, 186884.506, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7761_RXN"	"CPLX0-7761"
"proofreading thioesterase in enterobactin biosynthesis"		[0.0, 0.0, 0.0, 0.0, 0.0, 59868.680, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7766_RXN"	"CPLX0-7766"
"fructose-1,6-bisphosphatase"		[0.0, 0.0, 0.0, 0.0, 0.0, 68625.054, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7776_RXN"	"CPLX0-7776"
"DinJ-YafQ antitoxin/toxin complex and DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 40511.048, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7787_RXN"	"CPLX0-7787"
"NAD-dependent dihydropyrimidine dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 178751.172, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7788_RXN"	"CPLX0-7788"
"macrodomain Ter protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 35398.980, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7789_RXN"	"CPLX0-7789"
"RelB-RelE antitoxin/toxin complex and DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 81199.228, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7791_RXN"	"CPLX0-7791"
"succinate semialdehyde reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 124617.160, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7794_RXN"	"CPLX0-7794"
"MetJ-S-adenosylmethionine DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 24273.542, 798.902, 0.0, 0.0]	["c"]	"CPLX0-7796_RXN"	"CPLX0-7796"
"MetJ transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 24273.542, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7796APO_RXN"	"CPLX0-7796APO"
"FNR DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 55938.740, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7797_RXN"	"CPLX0-7797"
"predicted structural protein, ethanolamine utilization microcompartment"		[0.0, 0.0, 0.0, 0.0, 0.0, 68336.637, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7801_RXN"	"CPLX0-7801"
