# From Sanchez-Vazquez et al. Genome-wide effects on Escherichia coli transcription from ppGpp binding to its two sites on RNA polymerase. PNAS. 2019. (Dataset S01)
# Downloaded from: https://www.pnas.org/highwire/filestream/859108/field_highwire_adjunct_files/1/pnas.1819682116.sd01.xlsx
"Gene"	"Synonym"	"length"	"Start"	"end"	"Strand"	"1+2+ 5 min"	"1+2+ 5 min Category"	"1+2+ 10 min"	"1+2+ 10 min Category"	"1-2- 5 min"	"1-2- 5 min Category"	"1-2- 10 min"	"1-2- 10 min Category"	"1-2-/1+2+ 0 min"	"1-2-/1+2+ 0 min Category"
"ompN"	"b1377"	1134	1435760	1436893	"-"	0.30	"E"	0.03	"E"	0.04	"E"	-0.20	"E"	-0.08	"E"
"bamA"	"b0177"	2433	197928	200360	"+"	-0.09	"E"	-0.40	"E"	0.11	"E"	-0.20	"E"	0.11	"E"
"pmrD"	"b2259"	267	2373272	2373538	"-"	-0.16	"E"	-0.16	"E"	0.13	"E"	-0.02	"E"	-0.43	"E"
"frvA"	"b3900"	447	4092377	4092823	"-"	0.66	"E"	-0.11	"E"	0.08	"E"	0.13	"E"	-0.66	"E"
"agaC"	"b3139"	804	3284685	3285488	"+"	-0.39	"E"	-0.66	"E"	0.40	"E"	0.17	"E"	-0.42	"E"
"yjcZ"	"b4110"	879	4329360	4330238	"+"	0.19	"E"	0.42	"E"	-0.14	"E"	-0.22	"E"	-0.74	"E"
"yqeK"	"b2849"	426	2989935	2990360	"-"	0.62	"E"	-1.51	"E"	-0.91	"E"	-1.44	"E"	0.01	"E"
"speF"	"b0693"	2199	718262	720460	"-"	0.21	"E"	-0.18	"E"	0.02	"E"	0.27	"E"	0.16	"E"
"cpsG"	"b2048"	1371	2121609	2122979	"-"	-0.26	"E"	-0.23	"E"	1.30	"E"	0.20	"E"	-0.19	"E"
"ygfM"	"b2880"	780	3020540	3021319	"+"	0.29	"E"	0.41	"E"	0.24	"E"	0.57	"E"	-0.82	"E"
"marB"	"b1532"	219	1619989	1620207	"+"	-0.09	"E"	-0.08	"E"	0.03	"E"	0.44	"E"	0.19	"E"
"yicS"	"b4555"	294	3840215	3840508	"+"	-0.24	"E"	0.87	"E"	0.37	"E"	0.77	"E"	-0.82	"E"
"yhbQ"	"b3155"	303	3299966	3300268	"+"	0.15	"E"	0.38	"E"	-0.01	"E"	0.02	"E"	0.43	"E"
"yehD"	"b2111"	543	2191680	2192222	"-"	0.55	"E"	1.34	"E"	-0.24	"E"	-1.82	"E"	-0.13	"E"
"yaiV"	"b0375"	624	394506	395129	"+"	0.32	"E"	1.01	"E"	1.34	"E"	0.26	"E"	-0.37	"E"
"yecS"	"b1918"	669	1997811	1998479	"-"	0.10	"E"	0.34	"E"	0.11	"E"	0.19	"E"	-0.08	"E"
"yadD"	"b0132"	903	146968	147870	"+"	0.14	"E"	0.26	"E"	-0.10	"E"	0.42	"E"	-0.02	"E"
"napB"	"b2203"	450	2298269	2298718	"-"	-0.19	"E"	0.40	"E"	-0.31	"E"	-0.01	"E"	0.22	"E"
"yefM"	"b2017"	252	2089462	2089713	"-"	-0.12	"E"	-0.14	"E"	0.00	"E"	-0.06	"E"	-0.02	"E"
"rlmB"	"b4180"	732	4409275	4410006	"+"	-0.05	"E"	0.10	"E"	-0.02	"E"	0.02	"E"	-0.16	"E"
"ygeW"	"b2870"	1191	3006262	3007452	"+"	-0.32	"E"	-0.23	"E"	-0.98	"E"	-0.86	"E"	-0.19	"E"
"feoC"	"b3410"	237	3542728	3542964	"+"	0.12	"E"	-0.54	"E"	-0.05	"E"	-0.31	"E"	0.05	"E"
"nikE"	"b3480"	807	3617776	3618582	"+"	-0.19	"E"	-0.35	"E"	0.46	"E"	-0.01	"E"	-0.34	"E"
"yraI"	"b3143"	696	3288090	3288785	"+"	-0.38	"E"	0.38	"E"	0.19	"E"	0.10	"E"	-0.97	"E"
"ygeH"	"b2852"	1377	2992094	2993470	"+"	0.26	"E"	-0.74	"E"	-0.44	"E"	-0.99	"E"	0.37	"E"
"yeeR"	"b2001"	1533	2074779	2076311	"+"	-0.15	"E"	0.25	"E"	-0.18	"E"	-0.09	"E"	-0.17	"E"
"yfeN"	"b2408"	765	2525127	2525891	"+"	-0.24	"E"	0.12	"E"	-0.53	"E"	-0.01	"E"	0.11	"E"
"yidJ"	"b3678"	1494	3856911	3858404	"-"	0.17	"E"	0.09	"E"	0.59	"E"	0.35	"E"	-0.51	"E"
"napD"	"b2207"	264	2302750	2303013	"-"	0.38	"E"	0.74	"E"	0.23	"E"	0.22	"E"	-0.04	"E"
"fliL"	"b1944"	465	2019618	2020082	"+"	-0.15	"E"	0.37	"E"	-0.17	"E"	0.67	"E"	-0.40	"E"
"yfbO"	"b2274"	423	2388635	2389057	"+"	-0.24	"E"	-0.78	"E"	-0.27	"E"	-0.53	"E"	-0.30	"E"
"abgT"	"b1336"	1527	1400247	1401773	"-"	-0.22	"E"	-0.26	"E"	-0.42	"E"	0.03	"E"	-0.26	"E"
"ynbA"	"b1408"	606	1477621	1478226	"+"	-0.65	"E"	-1.81	"E"	-2.06	"E"	-1.45	"E"	0.38	"E"
"fliJ"	"b1942"	444	2017946	2018389	"+"	0.29	"E"	-0.26	"E"	0.43	"E"	-0.12	"E"	-0.37	"E"
"ybbW"	"b0511"	1455	537633	539087	"+"	-0.64	"E"	-1.56	"E"	-0.28	"E"	-2.13	"E"	0.43	"E"
"glpQ"	"b2239"	1077	2349935	2351011	"-"	0.08	"E"	0.00	"E"	0.19	"E"	0.27	"E"	-0.05	"E"
"yjdK"	"b4128"	297	4352584	4352880	"+"	0.43	"E"	0.67	"E"	0.41	"E"	-0.32	"E"	1.10	"E"
"glpF"	"b3927"	846	4117245	4118090	"-"	0.13	"E"	-0.26	"E"	0.34	"E"	0.55	"E"	-0.36	"E"
"sbp"	"b3917"	990	4108834	4109823	"+"	-0.18	"E"	-0.62	"E"	0.53	"E"	0.01	"E"	0.04	"E"
"frmR"	"b0357"	276	379606	379881	"-"	-0.07	"E"	0.22	"E"	-0.22	"E"	-0.29	"E"	0.13	"E"
"ydiS"	"b1699"	1290	1781395	1782684	"+"	0.32	"E"	0.03	"E"	-0.38	"E"	0.18	"E"	0.01	"E"
"bioH"	"b3412"	771	3544074	3544844	"-"	-0.07	"E"	0.23	"E"	0.27	"E"	0.03	"E"	0.09	"E"
"mdtO"	"b4081"	2052	4301027	4303078	"-"	0.20	"E"	0.93	"E"	0.05	"E"	0.29	"E"	-0.02	"E"
"ppdC"	"b2823"	324	2962441	2962764	"-"	0.21	"E"	-0.09	"E"	0.17	"E"	0.71	"E"	-0.57	"E"
"fepC"	"b0588"	816	619384	620199	"-"	-0.13	"E"	-0.23	"E"	-0.64	"E"	-0.91	"E"	-0.50	"E"
"ddpD"	"b1484"	987	1558031	1559017	"-"	0.27	"E"	0.36	"E"	0.13	"E"	-0.25	"E"	0.32	"E"
"yehP"	"b2121"	1137	2207967	2209103	"+"	-0.28	"E"	-0.58	"E"	-0.16	"E"	-1.36	"E"	0.60	"E"
"ybbY"	"b0513"	1302	540565	541866	"+"	0.24	"E"	0.38	"E"	-0.90	"E"	-0.38	"E"	0.33	"E"
"ascF"	"b2715"	1458	2839524	2840981	"+"	0.13	"E"	0.25	"E"	0.05	"E"	-0.24	"E"	-0.05	"E"
"yiiR"	"b3921"	441	4112315	4112755	"+"	0.09	"E"	-0.12	"E"	0.29	"E"	0.18	"E"	-0.28	"E"
"hyfB"	"b2482"	2019	2601818	2603836	"+"	0.19	"E"	-0.10	"E"	-0.78	"E"	-0.24	"E"	0.06	"E"
"dctR"	"b3507"	531	3654683	3655213	"+"	-0.37	"E"	0.50	"E"	0.88	"E"	2.14	"E"	-0.62	"E"
"ygaV"	"b2667"	300	2797211	2797510	"+"	0.16	"E"	0.08	"E"	0.11	"E"	-0.68	"E"	-0.16	"E"
"entC"	"b0593"	1176	624885	626060	"+"	0.17	"E"	-0.77	"E"	-0.18	"E"	0.06	"E"	-0.45	"E"
"yoaD"	"b1815"	1599	1898427	1900025	"+"	-0.16	"E"	0.01	"E"	0.14	"E"	0.42	"E"	0.41	"E"
"yfjR"	"b2634"	702	2769703	2770404	"+"	-0.20	"E"	0.11	"E"	-0.14	"E"	0.08	"E"	-0.42	"E"
"yjjL"	"b4356"	1362	4593361	4594722	"-"	-0.12	"E"	-0.42	"E"	0.07	"E"	0.10	"E"	0.05	"E"
"cysI"	"b2763"	1713	2888387	2890099	"-"	0.25	"E"	-0.78	"E"	1.43	"E"	0.14	"E"	-0.49	"E"
"yadM"	"b0138"	570	152243	152812	"-"	0.25	"E"	-0.21	"E"	0.34	"E"	-0.19	"E"	0.08	"E"
"yejE"	"b2179"	1026	2275273	2276298	"+"	0.09	"E"	-0.32	"E"	-0.06	"E"	-0.15	"E"	0.25	"E"
"yjiG"	"b4329"	462	4559539	4560000	"-"	0.20	"E"	-0.24	"E"	-0.02	"E"	0.26	"E"	0.17	"E"
"ygjV"	"b3090"	552	3241193	3241744	"-"	-0.12	"E"	-0.50	"E"	0.47	"E"	-0.18	"E"	-0.18	"E"
"rtcR"	"b3422"	1599	3558268	3559866	"+"	-0.10	"E"	-0.18	"E"	0.24	"E"	-0.28	"E"	-0.29	"E"
"phnP"	"b4092"	759	4314344	4315102	"-"	0.15	"E"	0.34	"E"	-0.22	"E"	0.57	"E"	-0.33	"E"
"treR"	"b4241"	948	4466299	4467246	"-"	0.07	"E"	0.10	"E"	0.00	"E"	-0.09	"E"	0.12	"E"
"rcsA"	"b1951"	624	2023968	2024591	"+"	0.12	"E"	0.24	"E"	-0.15	"E"	-0.14	"E"	0.02	"E"
"ygfS"	"b2886"	489	3028524	3029012	"-"	-0.22	"E"	0.42	"E"	-0.95	"E"	-1.07	"E"	-0.12	"E"
"rspB"	"b1580"	1020	1652896	1653915	"-"	-0.21	"E"	0.47	"E"	0.17	"E"	-0.17	"E"	-0.57	"E"
"hofC"	"b0106"	1203	114522	115724	"-"	0.11	"E"	0.17	"E"	0.10	"E"	0.39	"E"	0.16	"E"
"yghR"	"b2984"	759	3132454	3133212	"-"	0.35	"E"	-0.34	"E"	0.97	"E"	1.76	"E"	-1.13	"E"
"hypE"	"b2730"	1011	2853254	2854264	"+"	0.10	"E"	-0.21	"E"	-0.32	"E"	-0.52	"E"	-0.09	"E"
"paaH"	"b1395"	1428	1459054	1460481	"+"	0.23	"E"	0.47	"E"	0.28	"E"	0.39	"E"	-0.27	"E"
"rutA"	"b1012"	1149	1072863	1074011	"-"	0.41	"E"	0.89	"E"	0.09	"E"	1.37	"E"	-0.61	"E"
"hofB"	"b0107"	1386	115714	117099	"-"	0.10	"E"	-0.09	"E"	-0.25	"E"	0.28	"E"	0.08	"E"
"sgcC"	"b4304"	1314	4528930	4530243	"-"	-0.21	"E"	-0.10	"E"	0.56	"E"	0.27	"E"	-0.47	"E"
"torZ"	"b1872"	2430	1954578	1957007	"-"	0.11	"E"	0.50	"E"	0.33	"E"	0.65	"E"	-0.02	"E"
"torT"	"b0994"	1029	1056261	1057289	"+"	0.13	"E"	-0.24	"E"	0.01	"E"	0.05	"E"	-0.19	"E"
"yfjM"	"b2629"	264	2765513	2765776	"-"	-0.27	"E"	-0.16	"E"	0.20	"E"	0.43	"E"	-0.82	"E"
"ygeR"	"b2865"	756	2999136	2999891	"-"	-0.05	"E"	-0.01	"E"	-0.05	"E"	0.03	"E"	0.13	"E"
"yjiH"	"b4330"	684	4559997	4560680	"-"	-0.30	"E"	-0.06	"E"	0.00	"E"	0.16	"E"	-0.15	"E"
"ydcH"	"b1426"	225	1498651	1498875	"+"	0.15	"E"	0.12	"E"	0.36	"E"	0.44	"E"	-0.36	"E"
"creD"	"b4400"	1353	4638178	4639530	"+"	-0.12	"E"	-0.41	"E"	-0.04	"E"	0.08	"E"	-0.23	"E"
"yadI"	"b0129"	441	144577	145017	"+"	0.11	"E"	0.30	"E"	-0.18	"E"	-0.52	"E"	-0.03	"E"
"fucP"	"b2801"	1317	2934235	2935551	"+"	-0.21	"E"	-0.12	"E"	-0.20	"E"	-0.59	"E"	0.70	"E"
"fliM"	"b1945"	1005	2020087	2021091	"+"	-0.10	"E"	-0.02	"E"	-0.02	"E"	0.32	"E"	-0.15	"E"
"rhsC"	"b0700"	4194	729583	733776	"+"	-0.10	"E"	0.03	"E"	0.19	"E"	0.23	"E"	0.38	"E"
"rspA"	"b1581"	1215	1653927	1655141	"-"	0.18	"E"	-0.55	"E"	-0.08	"E"	0.39	"E"	-0.26	"E"
"yohJ"	"b2141"	399	2230624	2231022	"+"	-0.13	"E"	0.46	"E"	0.25	"E"	0.25	"E"	0.53	"E"
"frvB"	"b3899"	1452	4090915	4092366	"-"	-0.23	"E"	-0.20	"E"	0.31	"E"	0.32	"E"	-0.19	"E"
"yjfY"	"b4199"	276	4424516	4424791	"-"	0.37	"E"	0.02	"E"	0.69	"E"	0.74	"E"	-1.07	"E"
"mhpA"	"b0347"	1665	368611	370275	"+"	0.18	"E"	0.27	"E"	1.24	"E"	0.27	"E"	-0.90	"E"
"ygfT"	"b2887"	1920	3029012	3030931	"-"	-0.15	"E"	-0.36	"E"	-0.30	"E"	-0.56	"E"	0.07	"E"
"ygjH"	"b3074"	333	3220915	3221247	"-"	-0.24	"E"	-1.04	"E"	0.05	"E"	0.03	"E"	-0.72	"E"
"kbaY"	"b3137"	861	3283143	3284003	"+"	0.22	"E"	0.36	"E"	-0.18	"E"	-0.42	"E"	-0.41	"E"
"ynjH"	"b1760"	273	1841863	1842135	"-"	0.11	"E"	-0.01	"E"	0.06	"E"	-0.08	"E"	-0.44	"E"
"citC"	"b0618"	1059	650798	651856	"-"	-0.29	"E"	-0.42	"E"	-0.17	"E"	0.87	"E"	0.51	"E"
"torI"	"b4501"	201	2476310	2476510	"+"	-0.17	"E"	0.24	"E"	-0.39	"E"	-0.18	"E"	0.39	"E"
"nrfD"	"b4073"	957	4290476	4291432	"+"	0.26	"E"	0.17	"E"	-0.78	"E"	-0.17	"E"	0.45	"E"
"yphF"	"b2548"	984	2678384	2679367	"-"	-0.20	"E"	-0.10	"E"	0.32	"E"	0.04	"E"	-0.11	"E"
"elfA"	"b0938"	540	997868	998407	"+"	-0.13	"E"	0.22	"E"	0.32	"E"	0.07	"E"	0.59	"E"
"yiaL"	"b3576"	468	3743743	3744210	"+"	0.50	"E"	0.20	"E"	0.05	"E"	0.83	"E"	-0.98	"E"
"yagA"	"b0267"	1155	280829	281983	"-"	0.34	"E"	1.87	"E"	-0.19	"E"	0.57	"E"	-0.99	"E"
"ytfE"	"b4209"	663	4431321	4431983	"-"	-0.07	"E"	-0.11	"E"	-0.21	"E"	-0.08	"E"	0.06	"E"
"feaR"	"b1384"	906	1446378	1447283	"-"	0.12	"E"	0.28	"E"	-0.34	"E"	0.38	"E"	-0.36	"E"
"cheB"	"b1883"	1050	1967452	1968501	"-"	0.31	"E"	-0.26	"E"	0.09	"E"	0.56	"E"	-0.51	"E"
"ynfE"	"b1587"	2427	1658069	1660495	"+"	0.12	"E"	0.17	"E"	-0.11	"E"	-0.22	"E"	0.34	"E"
"yddB"	"b1495"	2373	1575247	1577619	"-"	0.08	"E"	-0.16	"E"	0.35	"E"	0.06	"E"	-0.08	"E"
"fryA"	"b2383"	2496	2501990	2504485	"-"	0.13	"E"	-0.32	"E"	0.10	"E"	-0.11	"E"	-0.51	"E"
"nrfB"	"b4071"	567	4289245	4289811	"+"	0.20	"E"	0.48	"E"	0.20	"E"	-0.82	"E"	0.21	"E"
"fliH"	"b1940"	687	2015868	2016554	"+"	0.11	"E"	-0.24	"E"	-0.35	"E"	0.28	"E"	-0.32	"E"
"ybfD"	"b0706"	762	738092	738853	"+"	0.31	"E"	-0.04	"E"	-1.56	"E"	0.72	"E"	1.40	"E"
"ybgP"	"b0717"	729	748979	749707	"-"	-0.20	"E"	-0.42	"E"	-0.35	"E"	-0.15	"E"	0.23	"E"
"yhbJ"	"b3205"	855	3347115	3347969	"+"	-0.05	"E"	0.28	"E"	0.14	"E"	0.18	"E"	0.15	"E"
"alsA"	"b4087"	1533	4309448	4310980	"-"	-0.18	"E"	-0.77	"E"	-0.82	"E"	-0.10	"E"	-0.58	"E"
"yafX"	"b0248"	459	264748	265206	"-"	-0.08	"E"	-0.53	"E"	-0.05	"E"	-0.02	"E"	0.25	"E"
"quuQ"	"b1559"	753	1642489	1643241	"-"	-0.15	"E"	0.31	"E"	0.02	"E"	0.52	"E"	0.48	"E"
"recE"	"b1350"	2601	1414786	1417386	"-"	0.11	"E"	0.08	"E"	-0.05	"E"	0.21	"E"	0.17	"E"
"yqhG"	"b3013"	927	3157650	3158576	"+"	-0.13	"E"	0.01	"E"	0.51	"E"	0.54	"E"	-0.21	"E"
"rclB"	"b0303"	237	318331	318567	"-"	0.24	"E"	-1.03	"E"	0.81	"E"	0.06	"E"	-1.04	"E"
"ydfK"	"b1544"	234	1633072	1633305	"+"	-0.47	"E"	0.47	"E"	0.88	"E"	-0.39	"E"	1.38	"E"
"cheW"	"b1887"	504	1972836	1973339	"-"	0.15	"E"	0.68	"E"	-0.16	"E"	0.29	"E"	0.41	"E"
"ulaE"	"b4197"	855	4422846	4423700	"+"	0.13	"E"	0.32	"E"	-0.83	"E"	-0.89	"E"	-0.37	"E"
"gspL"	"b3333"	1164	3463922	3465085	"+"	0.09	"E"	0.26	"E"	-0.30	"E"	0.15	"E"	-0.24	"E"
"aegA"	"b2468"	1980	2583546	2585525	"-"	0.11	"E"	0.43	"E"	0.18	"E"	0.39	"E"	-0.43	"E"
"ydjH"	"b1772"	948	1855981	1856928	"-"	0.19	"E"	-0.12	"E"	0.69	"E"	0.46	"E"	0.11	"E"
"eutP"	"b2461"	480	2574978	2575457	"-"	-0.37	"E"	0.39	"E"	2.43	"E"	2.35	"E"	-1.62	"E"
"yqiB"	"b3033"	423	3176858	3177280	"-"	0.05	"E"	0.09	"E"	-0.04	"E"	0.03	"E"	-0.13	"E"
"yjcS"	"b4083"	1986	4304612	4306597	"-"	0.16	"E"	0.38	"E"	-0.78	"E"	-0.58	"E"	0.48	"E"
"flhA"	"b1879"	2079	1962972	1965050	"-"	-0.09	"E"	0.20	"E"	0.09	"E"	0.57	"E"	-0.41	"E"
"garL"	"b3126"	771	3272787	3273557	"-"	0.20	"E"	1.27	"E"	-0.12	"E"	0.28	"E"	-1.12	"E"
"insB11"	"b0021"	504	279178	279681	"-"	0.12	"E"	-0.19	"E"	-0.04	"E"	-0.19	"E"	0.20	"E"
"insB12"	"b0264"	504	290649	291152	"-"	0.12	"E"	-0.19	"E"	-0.04	"E"	-0.19	"E"	0.20	"E"
"yaiI"	"b0387"	459	405764	406222	"+"	-0.07	"E"	-0.09	"E"	0.00	"E"	-0.06	"E"	0.15	"E"
"ftsE"	"b3463"	669	3602079	3602747	"-"	-0.04	"E"	0.00	"E"	-0.24	"E"	-0.26	"E"	0.08	"E"
"norV"	"b2710"	1440	2832476	2833915	"+"	0.11	"E"	0.23	"E"	0.02	"E"	0.29	"E"	-0.01	"E"
"xylH"	"b3568"	1182	3733720	3734901	"+"	0.10	"E"	0.54	"E"	0.01	"E"	0.56	"E"	-0.30	"E"
"yheU"	"b3354"	219	3484218	3484436	"+"	-0.08	"E"	0.36	"E"	0.21	"E"	0.26	"E"	0.39	"E"
"yidP"	"b3684"	717	3863899	3864615	"+"	0.14	"E"	0.78	"E"	0.06	"E"	0.24	"E"	-0.88	"E"
"ddpX"	"b1488"	582	1562495	1563076	"-"	0.51	"E"	1.00	"E"	-0.20	"E"	-1.11	"E"	0.03	"E"
"fliK"	"b1943"	1128	2018386	2019513	"+"	-0.13	"E"	-0.15	"E"	-0.37	"E"	0.39	"E"	-0.30	"E"
"hofQ"	"b3391"	1239	3519465	3520703	"-"	0.12	"E"	-0.02	"E"	-0.31	"E"	0.09	"E"	-0.13	"E"
"asr"	"b1597"	309	1671376	1671684	"+"	-0.24	"E"	0.35	"E"	-1.17	"E"	0.59	"E"	-0.44	"E"
"exuT"	"b3093"	1419	3245104	3246522	"+"	-0.09	"E"	0.01	"E"	0.31	"E"	0.24	"E"	-0.07	"E"
"ulaC"	"b4195"	465	4421708	4422172	"+"	-0.16	"E"	0.53	"E"	-0.29	"E"	0.35	"E"	-0.60	"E"
"pspD"	"b1307"	222	1369393	1369614	"+"	-0.15	"E"	0.43	"E"	-0.86	"E"	-0.32	"E"	-0.13	"E"
"narJ"	"b1226"	711	1285139	1285849	"+"	0.17	"E"	0.36	"E"	0.57	"E"	0.96	"E"	-0.90	"E"
"ygcG"	"b2778"	873	2905711	2906583	"+"	0.16	"E"	-0.81	"E"	0.62	"E"	0.37	"E"	-0.45	"E"
"tilS"	"b0188"	1299	212331	213629	"+"	-0.05	"E"	-0.17	"E"	-0.11	"E"	-0.24	"E"	-0.19	"E"
"ypfG"	"b2466"	1044	2581734	2582777	"-"	0.11	"E"	0.52	"E"	0.03	"E"	-0.04	"E"	0.62	"E"
"ydbD"	"b1407"	2307	1475144	1477450	"+"	0.12	"E"	-0.56	"E"	-0.34	"E"	-0.17	"E"	-0.06	"E"
"yraN"	"b3148"	396	3295394	3295789	"+"	0.06	"E"	-0.08	"E"	-0.09	"E"	-0.48	"E"	-0.06	"E"
"ybiI"	"b0803"	267	838190	838456	"-"	0.24	"E"	0.45	"E"	0.13	"E"	0.49	"E"	0.30	"E"
"yhhS"	"b3473"	1218	3610516	3611733	"-"	-0.05	"E"	0.14	"E"	0.01	"E"	-0.18	"E"	-0.27	"E"
"yagE"	"b0268"	909	282278	283186	"+"	0.10	"E"	-0.46	"E"	-0.12	"E"	-0.57	"E"	0.01	"E"
"flhB"	"b1880"	1149	1965043	1966191	"-"	-0.12	"E"	-0.25	"E"	-0.21	"E"	0.56	"E"	-0.58	"E"
"wcaE"	"b2055"	747	2128904	2129650	"-"	-0.43	"E"	0.98	"E"	-4.73	"E"	-2.20	"E"	1.07	"E"
"phnH"	"b4100"	585	4320663	4321247	"-"	0.26	"E"	0.31	"E"	-0.11	"E"	-1.05	"E"	0.46	"E"
"yeaR"	"b1797"	360	1879589	1879948	"-"	-0.25	"E"	0.35	"E"	0.80	"E"	0.64	"E"	-0.46	"E"
"yiaO"	"b3579"	987	3746094	3747080	"+"	-0.21	"E"	0.44	"E"	-1.10	"E"	0.60	"E"	-0.21	"E"
"kdgT"	"b3909"	984	4101690	4102673	"+"	-0.07	"E"	0.36	"E"	-0.09	"E"	-0.18	"E"	-0.10	"E"
"flgI"	"b1080"	1098	1136274	1137371	"+"	0.09	"E"	0.48	"E"	0.17	"E"	0.50	"E"	-0.11	"E"
"fliD"	"b1924"	1407	2003872	2005278	"+"	-0.13	"E"	-0.21	"E"	0.60	"E"	0.12	"E"	-0.32	"E"
"sfmA"	"b0530"	543	558212	558754	"+"	0.27	"E"	-0.06	"E"	0.81	"E"	0.32	"E"	0.08	"E"
"fliE"	"b1937"	315	2012700	2013014	"-"	0.11	"E"	-0.69	"E"	0.49	"E"	0.50	"E"	-0.22	"E"
"ppdB"	"b2825"	564	2963153	2963716	"-"	-0.11	"E"	-0.12	"E"	0.13	"E"	0.39	"E"	-0.21	"E"
"agaS"	"b3136"	1155	3281976	3283130	"+"	0.12	"E"	0.03	"E"	0.31	"E"	0.94	"E"	-0.65	"E"
"yffP"	"b2447"	594	2562524	2563117	"+"	-0.14	"E"	0.64	"E"	0.47	"E"	0.93	"E"	0.23	"E"
"ydjJ"	"b1774"	1044	1857790	1858833	"-"	-0.23	"E"	-0.71	"E"	-0.19	"E"	0.25	"E"	-0.10	"E"
"ynjA"	"b1753"	549	1835515	1836063	"+"	0.10	"E"	0.00	"E"	-0.03	"E"	0.14	"E"	-0.09	"E"
"yhaK"	"b3106"	702	3254319	3255020	"+"	-0.11	"E"	0.63	"E"	0.66	"E"	0.58	"E"	-0.04	"E"
"ycbV"	"b0943"	516	1003439	1003954	"+"	0.16	"E"	1.08	"E"	0.43	"E"	0.79	"E"	0.48	"E"
"ydiT"	"b1700"	294	1782681	1782974	"+"	-0.31	"E"	1.05	"E"	1.22	"E"	1.02	"E"	-1.72	"E"
"fes"	"b0585"	1203	612737	613939	"+"	0.15	"E"	-0.52	"E"	0.07	"E"	-0.16	"E"	-0.36	"E"
"yadE"	"b0130"	1230	145081	146310	"+"	0.05	"E"	-0.41	"E"	0.06	"E"	0.09	"E"	-0.02	"E"
"croE"	"b1146"	201	1203024	1203224	"+"	0.20	"E"	0.25	"E"	-2.86	"E"	-1.29	"E"	-0.60	"E"
"yedL"	"b1932"	480	2010600	2011079	"+"	0.12	"E"	0.53	"E"	0.12	"E"	0.16	"E"	0.52	"E"
"rna"	"b0611"	807	644197	645003	"-"	-0.03	"E"	0.17	"E"	-0.07	"E"	0.04	"E"	0.15	"E"
"citA"	"b0619"	1659	652235	653893	"+"	-0.05	"E"	-0.19	"E"	-0.06	"E"	-0.22	"E"	0.28	"E"
"yahE"	"b0319"	864	335925	336788	"+"	0.27	"E"	2.31	"E"	-1.65	"E"	-0.51	"E"	1.01	"E"
"frlA"	"b3370"	1338	3499910	3501247	"+"	0.16	"E"	0.32	"E"	0.08	"E"	0.22	"E"	-0.01	"E"
"ymfQ"	"b1153"	585	1206913	1207497	"+"	0.32	"E"	-0.10	"E"	1.37	"E"	0.82	"E"	-0.79	"E"
"frlB"	"b3371"	1023	3501268	3502290	"+"	-0.09	"E"	-0.21	"E"	0.32	"E"	-0.28	"E"	-0.18	"E"
"mazE"	"b2783"	249	2911091	2911339	"-"	0.06	"E"	0.25	"E"	-0.14	"E"	0.19	"E"	0.11	"E"
"yhaI"	"b3104"	357	3252911	3253267	"+"	0.09	"E"	-0.26	"E"	-0.31	"E"	-0.22	"E"	-0.46	"E"
"mhpB"	"b0348"	945	370277	371221	"+"	0.19	"E"	1.34	"E"	-0.14	"E"	0.37	"E"	-0.05	"E"
"eutE"	"b2455"	1404	2570348	2571751	"-"	0.20	"E"	0.42	"E"	0.36	"E"	-1.29	"E"	-0.70	"E"
"yihV"	"b3883"	897	4073739	4074635	"+"	-0.13	"E"	-0.05	"E"	0.62	"E"	-0.53	"E"	-0.71	"E"
"wcaL"	"b2044"	1221	2115907	2117127	"-"	0.13	"E"	-0.55	"E"	-0.72	"E"	-0.92	"E"	0.34	"E"
"fliT"	"b1926"	366	2005713	2006078	"+"	0.16	"E"	0.03	"E"	0.07	"E"	1.20	"E"	-0.19	"E"
"dsbG"	"b0604"	747	637827	638573	"-"	0.04	"E"	-0.29	"E"	-0.04	"E"	-0.02	"E"	-0.04	"E"
"ebgC"	"b3077"	450	3225722	3226171	"+"	0.24	"E"	-0.44	"E"	-1.89	"E"	-0.71	"E"	0.71	"E"
"bcsZ"	"b3531"	1107	3689155	3690261	"-"	-0.06	"E"	0.07	"E"	-0.27	"E"	0.12	"E"	-0.09	"E"
"tdcC"	"b3116"	1332	3263686	3265017	"-"	0.04	"E"	-0.23	"E"	-0.01	"E"	0.21	"E"	0.11	"E"
"ylbE"	"b4572"	1260	548357	549616	"+"	0.13	"E"	0.35	"E"	-0.73	"E"	-0.71	"E"	-0.03	"E"
"cca"	"b3056"	1239	3201891	3203129	"+"	-0.03	"E"	-0.12	"E"	0.07	"E"	-0.07	"E"	-0.01	"E"
"ydaT"	"b1358"	423	1420684	1421106	"+"	-0.14	"E"	0.10	"E"	1.36	"E"	0.22	"E"	-0.73	"E"
"ydfI"	"b1542"	1461	1629453	1630913	"-"	0.06	"E"	-0.05	"E"	-0.44	"E"	-0.48	"E"	-0.32	"E"
"bssR"	"b0836"	384	878248	878631	"+"	0.20	"E"	0.92	"E"	1.23	"E"	1.54	"E"	-0.55	"E"
