frameId	Name	Left	Right	Rho Dependent	Component of
TERM_WC-3650	TERM_WC_udp	4015218	4014414		"[""TU00134""]"
TERM_WC-3651	TERM_WC_glnHPQ	844961	844962		"[""TU00172""]"
TERM_WC-3652	TERM_WC_yjiJ	4559517	4559518		"[""TU0-14200""]"
TERM_WC-3653	TERM_WC_sdiA	1994131	1994132		"[""TU0-42467""]"
TERM_WC-3654	TERM_WC_ycaL	960254	959478		"[""TU0-41620""]"
TERM_WC-3655	TERM_WC_asmA	2137780	2137781		"[""TU0-13500""]"
TERM_WC-3656	TERM_WC_alsE	4305803	4305804		"[""TU0-42387""]"
TERM_WC-3657	TERM_WC_kdgR	1907329	1907330		"[""TU0-41869""]"
TERM_WC-3658	TERM_WC_rsxABCDGE-nth	1710185	1703779		"[""TU0-8458""]"
TERM_WC-3659	TERM_WC_dld	2221925	2220104		"[""TU0-41948""]"
TERM_WC-366	TERM_WC_ybjK	887185	886646		"[""TU0-8671""]"
TERM_WC-3660	TERM_WC_rrsH-ileV-alaV-rrlH-rrfH	228878	223593		"[""TU0-1190""]"
TERM_WC-3661	TERM_WC_insC-5D-5-yqiGHI-insCD-5	3189721	3184062		"[""TU0-13843""]"
TERM_WC-3662	TERM_WC_lolCDE	1177790	1174597		"[""TU0-41675""]"
TERM_WC-3663	TERM_WC_rcnR	2183543	2183544		"[""TU0-13513""]"
TERM_WC-3664	TERM_WC_yajI	431533	431534		"[""TU0-12920""]"
TERM_WC-3665	TERM_WC_ygeG	2989784	2989290		"[""TU0-13762""]"
TERM_WC-3666	TERM_WC_adiY	4335188	4335189		"[""TU821""]"
TERM_WC-3667	TERM_WC_allDC-ylbA	542482	542483		"[""TU0-7622""]"
TERM_WC-3668	TERM_WC_pykF	1755137	1753491		"[""TU00527""]"
TERM_WC-3669	TERM_WC_dam-rpe-gph-trpS	3510653	3510654		"[""TU875""]"
TERM_WC-367	TERM_WC_rpmE	4125251	4124931		"[""TU0-8506""]"
TERM_WC-3670	TERM_WC_bhsA	1168556	1168242		"[""TU0-41673""]"
TERM_WC-3671	TERM_WC_mrcA	3523448	3520848		"[""TU0-8822""]"
TERM_WC-3672	TERM_WC_chbG	1814407	1814408		"[""TU0-41848""]"
TERM_WC-3673	TERM_WC_cspH	1050183	1050184		"[""TU0-41637""]"
TERM_WC-3674	TERM_WC_ybdJ	605171	605172		"[""TU0-12988""]"
TERM_WC-3675	TERM_WC_ydjM	1808828	1808194		"[""TU0-8261""]"
TERM_WC-3676	TERM_WC_ybiP	850234	850235		"[""TU0-8569""]"
TERM_WC-3677	TERM_WC_argW	2464408	2464330		"[""TU00500""]"
TERM_WC-3678	TERM_WC_yejG	2275912	2275913		"[""TU0-13553""]"
TERM_WC-3679	TERM_WC_fabA	1015172	1015173		"[""TU00092""]"
TERM_WC-368	TERM_WC_yjjI	4613535	4613536		"[""TU0-14221""]"
TERM_WC-3680	TERM_WC_yfbN	2385729	2385730		"[""TU0-41988""]"
TERM_WC-3681	TERM_WC_yhiJ	3628988	3628989		"[""TU0-13953""]"
TERM_WC-3682	TERM_WC_ppdD-hofBC	114519	114520		"[""TU0-12811""]"
TERM_WC-3683	TERM_WC_flxA	1644764	1644412		"[""TU0-1501""]"
TERM_WC-3684	TERM_WC_yfeN	2523916	2523149		"[""TU0-8736""]"
TERM_WC-3685	TERM_WC_trkG	1423266	1421773		"[""TU0-41754""]"
TERM_WC-3686	TERM_WC_ygfK-ssnA	3018514	3014014		"[""TU0-13781""]"
TERM_WC-3687	TERM_WC_yzfA	4445996	4445997		"[""TU0-7061""]"
TERM_WC-3688	TERM_WC_yafJ	245097	244327		"[""TU0-12847""]"
TERM_WC-3689	TERM_WC_yeiE	2246756	2246757		"[""TU0-41956""]"
TERM_WC-369	TERM_WC_yfdE	2486042	2486043		"[""TU0-13608""]"
TERM_WC-3690	TERM_WC_dadAX	1239175	1236748		"[""TU00255""]"
TERM_WC-3691	TERM_WC_ymgA-ariR	1215861	1215291		"[""TU0-13161""]"
TERM_WC-3692	TERM_WC_dxr	194720	193471		"[""TU0-12831""]"
TERM_WC-3693	TERM_WC_holE	1923365	1923044		"[""TU0-41878""]"
TERM_WC-3694	TERM_WC_pspBCDE	1368030	1366825		"[""TU0-14550""]"
TERM_WC-3695	TERM_WC_fliFGHIJK	2017540	2011229		"[""TU00275""]"
TERM_WC-3696	TERM_WC_leuO	85315	84188		"[""TU0-12807""]"
TERM_WC-3697	TERM_WC_ynaI	1392912	1392913		"[""TU0-8636""]"
TERM_WC-3698	TERM_WC_isrA	1403680	1403681		"[""TU0-8839""]"
TERM_WC-3699	TERM_WC_rplL	4178951	4178583		"[""TU0-8464""]"
TERM_WC-37	TERM_WC_yjeJ	4371385	4371386		"[""TU0-14142""]"
TERM_WC-370	TERM_WC_yggX	3102393	3102015		"[""TU0-5569""]"
TERM_WC-3700	TERM_WC_lysR	2977981	2976972		"[""TU00186""]"
TERM_WC-3701	TERM_WC_dtpB	3640357	3638885		"[""TU0-13956""]"
TERM_WC-3702	TERM_WC_mpl	4455184	4453783		"[""TU0-964""]"
TERM_WC-3703	TERM_WC_rlmF	842484	841447		"[""TU0-41598""]"
TERM_WC-3704	TERM_WC_ybeZY	691094	691095		"[""TU0-13017""]"
TERM_WC-3705	TERM_WC_yjjK	4626875	4626876		"[""TU0-8627""]"
TERM_WC-3706	TERM_WC_leuV	4604099	4604100		"[""TU0-42441""]"
TERM_WC-3707	TERM_WC_caiF	34698	34218		"[""TU141""]"
TERM_WC-3708	TERM_WC_dnaKJ	15301	12048		"[""TU00260""]"
TERM_WC-3709	TERM_WC_yfaZ	2361752	2361753		"[""TU0-41978""]"
TERM_WC-371	TERM_WC_gspCDEFGHIJKLMO	3464245	3453549		"[""TU0-14373""]"
TERM_WC-3710	TERM_WC_yjcC	4275083	4273441		"[""TU0-8609""]"
TERM_WC-3711	TERM_WC_uvrB	814773	812375		"[""TU0-7044""]"
TERM_WC-3712	TERM_WC_ydfK	1631332	1630747		"[""TU0-13315""]"
TERM_WC-3713	TERM_WC_mdh	3381349	3381350		"[""TU0-14745""]"
TERM_WC-3714	TERM_WC_yggDC	3071995	3071996		"[""TU0-14493""]"
TERM_WC-3715	TERM_WC_mutL-miaA-hfq-hflXKC	4402330	4395123		"[""TU0-14562""]"
TERM_WC-3716	TERM_WC_dtpD	740295	740296		"[""TU0-41581""]"
TERM_WC-3717	TERM_WC_ybbN	516646	516647		"[""TU0-8356""]"
TERM_WC-3718	TERM_WC_pphB	2858441	2857759		"[""TU0-13720""]"
TERM_WC-3719	TERM_WC_sanA-yeiS	2231864	2230706		"[""TU0-13537""]"
TERM_WC-372	TERM_WC_yaaU	47141	45592		"[""TU0-12799""]"
TERM_WC-3720	TERM_WC_dsbC-recJ-prfB	3033203	3033204		"[""TU-8392""]"
TERM_WC-3721	TERM_WC_yedX	2037396	2036864		"[""TU0-13468""]"
TERM_WC-3722	TERM_WC_ecpR	309967	309968		"[""TU0-12880""]"
TERM_WC-3723	TERM_WC_ygiQ	3156946	3156947		"[""TU0-42133""]"
TERM_WC-3724	TERM_WC_uhpABC	3845325	3845326		"[""TU00371""]"
TERM_WC-3725	TERM_WC_ydcK	1497490	1497491		"[""TU0-8701""]"
TERM_WC-3726	TERM_WC_yjdL	4352974	4352975		"[""TU0-14139""]"
TERM_WC-3727	TERM_WC_rnlB	2765380	2764882		"[""TU0-14812""]"
TERM_WC-3728	TERM_WC_ybhH	801037	799917		"[""TU0-13042""]"
TERM_WC-3729	TERM_WC_mtgA	3347100	3347101		"[""TU0-42193""]"
TERM_WC-373	TERM_WC_ftsK	936439	932441		"[""TU0-7582""]"
TERM_WC-3730	TERM_WC_ygiW	3167303	3167304		"[""TU0-42138""]"
TERM_WC-3731	TERM_WC_yodB	2040925	2040285		"[""TU0-41909""]"
TERM_WC-3732	TERM_WC_yjtD	4639654	4638921		"[""TU0-12786""]"
TERM_WC-3733	TERM_WC_acpP-fabF	1152406	1150797		"[""TU441""]"
TERM_WC-3734	TERM_WC_yjgH	4470834	4470835		"[""TU0-14170""]"
TERM_WC-3735	TERM_WC_cspD	921586	921587		"[""TU0-6486""]"
TERM_WC-3736	TERM_WC_lolCDE	1177790	1174622		"[""TU0-13141""]"
TERM_WC-3737	TERM_WC_gadE	3656919	3656265		"[""TU0-4901""]"
TERM_WC-3738	TERM_WC_yjjM	4592957	4592958		"[""TU0-14211""]"
TERM_WC-3739	TERM_WC_ydiP	1776411	1776412		"[""TU0-8710""]"
TERM_WC-374	TERM_WC_btuCED	1790830	1790831		"[""TU00246""]"
TERM_WC-3740	TERM_WC_nanR	3371717	3371718		"[""TU0-42201""]"
TERM_WC-3741	TERM_WC_xerD	3036866	3036867		"[""TU0-13787""]"
TERM_WC-3742	TERM_WC_proL	2284312	2284229		"[""TU00494""]"
TERM_WC-3743	TERM_WC_yegX	2180852	2180853		"[""TU0-13511""]"
TERM_WC-3744	TERM_WC_orn	4390175	4389607		"[""TU0-14151""]"
TERM_WC-3745	TERM_WC_ydiQRST-fadK	1782704	1777641		"[""TU0-5322""]"
TERM_WC-3746	TERM_WC_dcuA	4363492	4363493		"[""TU621""]"
TERM_WC-3747	TERM_WC_perR	268510	268511		"[""TU0-12861""]"
TERM_WC-3748	TERM_WC_yjdA-yjcZ	4328264	4325102		"[""TU0-14801""]"
TERM_WC-3749	TERM_WC_rne	1140402	1140403		"[""TU-8407""]"
TERM_WC-375	TERM_WC_ligB	3817508	3817509		"[""TU0-42312""]"
TERM_WC-3750	TERM_WC_tig	455658	454346		"[""TU0-14614""]"
TERM_WC-3751	TERM_WC_yhcM	3376889	3376890		"[""TU0-42203""]"
TERM_WC-3752	TERM_WC_rdgB-yggW	3096428	3094642		"[""TU0-14491""]"
TERM_WC-3753	TERM_WC_sfsB	3333212	3332877		"[""TU0-42190""]"
TERM_WC-3754	TERM_WC_ykgC	317897	317898		"[""TU0-41492""]"
TERM_WC-3755	TERM_WC_glyVXY	4390684	4390336		"[""TU00505""]"
TERM_WC-3756	TERM_WC_ldrA	1268388	1268389		"[""TU0-8843""]"
TERM_WC-3757	TERM_WC_ycgM	1227964	1227302		"[""TU0-13170""]"
TERM_WC-3758	TERM_WC_ydcSTUV	1513583	1509477		"[""TU0-41778""]"
TERM_WC-3759	TERM_WC_aas-lplT	2970688	2970689		"[""TU0-13751""]"
TERM_WC-376	TERM_WC_fucAO	2929884	2929885		"[""TU00135""]"
TERM_WC-3760	TERM_WC_ybiYW	859394	859395		"[""TU0-13062""]"
TERM_WC-3761	TERM_WC_yhfG-fic-pabA	3488285	3488286		"[""TU0-13921""]"
TERM_WC-3762	TERM_WC_grxB	1122627	1122628		"[""TU0-13130""]"
TERM_WC-3763	TERM_WC_fklB	4427581	4426958		"[""TU0-14158""]"
TERM_WC-3764	TERM_WC_ybaST	513095	510797		"[""TU0-3123""]"
TERM_WC-3765	TERM_WC_yhiD	3653275	3653276		"[""TU0-13962""]"
TERM_WC-3766	TERM_WC_yeaO	1875283	1874801		"[""TU0-41861""]"
TERM_WC-3767	TERM_WC_yfjW	2773046	2771307		"[""TU0-13698""]"
TERM_WC-3768	TERM_WC_ypfJ-tmcA	2591863	2591864		"[""TU0-13644""]"
TERM_WC-3769	TERM_WC_ykgMO	311595	311596		"[""TU0-12881""]"
TERM_WC-377	TERM_WC_lplT	2970688	2970689		"[""TU0-42082""]"
TERM_WC-3770	TERM_WC_ssrS-ygfA	3054814	3053781		"[""TU0-14689""]"
TERM_WC-3771	TERM_WC_ycjXF	1384599	1382141		"[""TU0-13214""]"
TERM_WC-3772	TERM_WC_aaeR	3388474	3387403		"[""TU0-42212""]"
TERM_WC-3773	TERM_WC_ygdD	2939255	2939256		"[""TU0-14307""]"
TERM_WC-3774	TERM_WC_waaU	3796259	3796260		"[""TU0-42308""]"
TERM_WC-3775	TERM_WC_ddpXABCDF	1555133	1555134		"[""TU0-42462""]"
TERM_WC-3776	TERM_WC_glnE	3194820	3194821		"[""TU0-42145""]"
TERM_WC-3777	TERM_WC_yeaI	1869887	1868388		"[""TU0-13401""]"
TERM_WC-3778	TERM_WC_sdiA	1994131	1994132		"[""TU0-42465""]"
TERM_WC-3779	TERM_WC_yjjQ-bglJ	4602863	4601342		"[""TU0-14571""]"
TERM_WC-378	TERM_WC_ppiA	3489744	3489745		"[""TU00463""]"
TERM_WC-3780	TERM_WC_apaGH	50377	50378		"[""TU0-5202""]"
TERM_WC-3781	TERM_WC_yneHG	1609987	1609988		"[""TU0-13303""]"
TERM_WC-3782	TERM_WC_yicN	3839970	3839971		"[""TU0-14011""]"
TERM_WC-3783	TERM_WC_miaB	692751	692752		"[""TU0-13018""]"
TERM_WC-3784	TERM_WC_dipZ-yjdC	4360753	4360754		"[""TU0-14140""]"
TERM_WC-3785	TERM_WC_ispG-sroE	2638614	2638615		"[""TU0-42032""]"
TERM_WC-3786	TERM_WC_phoQ	1187536	1187537		"[""TU0-41681""]"
TERM_WC-3787	TERM_WC_mutY-yggX	3102393	3100933		"[""TU0-5781""]"
TERM_WC-3788	TERM_WC_argX-hisR-leuT-proM	3980837	3980385		"[""TU00503""]"
TERM_WC-3789	TERM_WC_mrp	2191078	2191079		"[""TU0-41945""]"
TERM_WC-379	TERM_WC_yqeF	2982430	2982431		"[""TU0-42084""]"
TERM_WC-3790	TERM_WC_ysaB	3723433	3723434		"[""TU0-13981""]"
TERM_WC-3791	TERM_WC_frmRAB	376756	376757		"[""TU0-12902""]"
TERM_WC-3792	TERM_WC_aspC	983739	983740		"[""TU0-6482""]"
TERM_WC-3793	TERM_WC_yhfL	3497640	3497435		"[""TU0-42231""]"
TERM_WC-3794	TERM_WC_ung	2715468	2714760		"[""TU0-6515""]"
TERM_WC-3795	TERM_WC_ytjC	4632470	4631820		"[""TU0-8665""]"
TERM_WC-3796	TERM_WC_ymfA-ycfZ	1179699	1179700		"[""TU0-13143""]"
TERM_WC-3797	TERM_WC_ampH	394351	394352		"[""TU0-14612""]"
TERM_WC-3798	TERM_WC_yahIJ	341734	339389		"[""TU0-12894""]"
TERM_WC-3799	TERM_WC_yqjG	3250035	3248996		"[""TU0-13865""]"
TERM_WC-38	TERM_WC_carAB	34041	29551		"[""TU00110""]"
TERM_WC-380	TERM_WC_ygdI	2940937	2940938		"[""TU0-42078""]"
TERM_WC-3800	TERM_WC_rpmF-plsX-fabHDG	1150630	1146561		"[""TU0-1""]"
TERM_WC-3801	TERM_WC_tsaD	3207549	3207550		"[""TU0-42149""]"
TERM_WC-3802	TERM_WC_metNIQ	220110	220111		"[""TU0-2302""]"
TERM_WC-3803	TERM_WC_yghT	3132848	3132042		"[""TU0-42128""]"
TERM_WC-3804	TERM_WC_yiaF	3716354	3716355		"[""TU0-8589""]"
TERM_WC-3805	TERM_WC_yebST	1918170	1914143		"[""TU0-13427""]"
TERM_WC-3806	TERM_WC_maeB	2574117	2574118		"[""TU0-13637""]"
TERM_WC-3807	TERM_WC_serX	1096785	1096786		"[""TU00510""]"
TERM_WC-3808	TERM_WC_yagU	302832	302215		"[""TU0-8547""]"
TERM_WC-3809	TERM_WC_insI-3	4505486	4505487		"[""TU0-42417""]"
TERM_WC-381	TERM_WC_cytR	4121451	4121452		"[""TU0-5961""]"
TERM_WC-3810	TERM_WC_dadAX	1239175	1236761		"[""TU462""]"
TERM_WC-3811	TERM_WC_rlmN	2641148	2641149		"[""TU0-13650""]"
TERM_WC-3812	TERM_WC_yfhL	2697948	2697685		"[""TU0-13669""]"
TERM_WC-3813	TERM_WC_usg-truA-dedA	2432101	2432102		"[""TU0-5183""]"
TERM_WC-3814	TERM_WC_ygeLK	2992479	2992480		"[""TU0-13766""]"
TERM_WC-3815	TERM_WC_yeeZ	2086325	2086326		"[""TU0-13492""]"
TERM_WC-3816	TERM_WC_thrV-rrfF	3421442	3421443		"[""TU0-42221""]"
TERM_WC-3817	TERM_WC_yahA	332686	331097		"[""TU0-14408""]"
TERM_WC-3818	TERM_WC_yibT	3774191	3774192		"[""TU0-42302""]"
TERM_WC-3819	TERM_WC_ykgR	312362	312363		"[""TU0-14769""]"
TERM_WC-382	TERM_WC_fabG-acpP	1151077	1149893		"[""TU443""]"
TERM_WC-3820	TERM_WC_kdsC-lptCAB	3342694	3340032		"[""TU0-36431""]"
TERM_WC-3821	TERM_WC_mdaB	3171136	3170445		"[""TU0-13835""]"
TERM_WC-3822	TERM_WC_rcsDB	2314852	2311474		"[""TU0-14359""]"
TERM_WC-3823	TERM_WC_thyA	2962380	2962381		"[""TU0-42080""]"
TERM_WC-3824	TERM_WC_nanCM	4535679	4535680		"[""TU0-6843""]"
TERM_WC-3825	TERM_WC_asnT	2042651	2042565		"[""TU00497""]"
TERM_WC-3826	TERM_WC_yeeO	2056224	2056225		"[""TU0-13477""]"
TERM_WC-3827	TERM_WC_yfiRN	2741634	2739724		"[""TU0-42055""]"
TERM_WC-3828	TERM_WC_ymgF	1218427	1218037		"[""TU0-13164""]"
TERM_WC-3829	TERM_WC_yniD	1803299	1803125		"[""TU0-13380""]"
TERM_WC-383	TERM_WC_sokC	17009	16952		"[""TU0-12795""]"
TERM_WC-3830	TERM_WC_kup	3931210	3929288		"[""TU0-14663""]"
TERM_WC-3831	TERM_WC_ypdI	2492998	2492516		"[""TU0-8650""]"
TERM_WC-3832	TERM_WC_rrfG	2724088	2724089		"[""TU0-14510""]"
TERM_WC-3833	TERM_WC_ytfI	4436671	4435640		"[""TU0-42403""]"
TERM_WC-3834	TERM_WC_zinT	2040052	2039370		"[""TU0-8330""]"
TERM_WC-3835	TERM_WC_manA	1687778	1686575		"[""TU0-6425""]"
TERM_WC-3836	TERM_WC_pgsA	1990290	1990291		"[""TU0-13451""]"
TERM_WC-3837	TERM_WC_yqeIJ	2987811	2986366		"[""TU0-13760""]"
TERM_WC-3838	TERM_WC_crcB	656775	656776		"[""TU0-8778""]"
TERM_WC-3839	TERM_WC_glnLG	4051889	4051890		"[""TU00028""]"
TERM_WC-384	TERM_WC_elaA	2379101	2379102		"[""TU0-13572""]"
TERM_WC-3840	TERM_WC_alaA-yfbR	2407486	2405436		"[""TU0-36413""]"
TERM_WC-3841	TERM_WC_yfdONMLK	2469096	2469097		"[""TU0-13603""]"
TERM_WC-3842	TERM_WC_rpoE-rseABC	2705341	2705342		"[""TU281""]"
TERM_WC-3843	TERM_WC_gfcD	1045069	1045070		"[""TU0-41636""]"
TERM_WC-3844	TERM_WC_ybcLM	571477	570068		"[""TU0-41545""]"
TERM_WC-3845	TERM_WC_yneL	1588378	1588379		"[""TU0-13295""]"
TERM_WC-3846	TERM_WC_pepE	4227473	4227474		"[""TU0-8488""]"
TERM_WC-3847	TERM_WC_ybjE	913178	913179		"[""TU0-13076""]"
TERM_WC-3848	TERM_WC_proBA	261983	259527		"[""TU0-41467""]"
TERM_WC-3849	TERM_WC_yphH	2682081	2680885		"[""TU0-8651""]"
TERM_WC-385	TERM_WC_yegS	2167638	2166707		"[""TU0-41939""]"
TERM_WC-3850	TERM_WC_yfiM	2722476	2722055		"[""TU0-13673""]"
TERM_WC-3851	TERM_WC_hdeD	3655593	3654983		"[""TU0-4903""]"
TERM_WC-3852	TERM_WC_insI-2	1468536	1467382		"[""TU0-13246""]"
TERM_WC-3853	TERM_WC_yggE	3065359	3065360		"[""TU0-8202""]"
TERM_WC-3854	TERM_WC_pmrD	2371291	2371292		"[""TU0-13570""]"
TERM_WC-3855	TERM_WC_rimP-nusA-infB	3311361	3311362		"[""TU00311""]"
TERM_WC-3856	TERM_WC_gadE	3656919	3656065		"[""TU0-14735""]"
TERM_WC-3857	TERM_WC_murQP-yfeW	2547431	2543795		"[""TU0-13625""]"
TERM_WC-3858	TERM_WC_yfeH	2525969	2524955		"[""TU0-8735""]"
TERM_WC-3859	TERM_WC_xanQ-guaD-ygfQ	3026513	3022282		"[""TU0-13783""]"
TERM_WC-386	TERM_WC_imp	54752	54753		"[""TU0-4285""]"
TERM_WC-3860	TERM_WC_yfgG	2627506	2627208		"[""TU0-42030""]"
TERM_WC-3861	TERM_WC_yecDE	1950240	1948784		"[""TU0-41887""]"
TERM_WC-3862	TERM_WC_tolC-ygiABC	3179606	3176026		"[""TU0-14701""]"
TERM_WC-3863	TERM_WC_panBC	147941	147942		"[""TU00313""]"
TERM_WC-3864	TERM_WC_pykF	1755137	1753687		"[""TU0-14630""]"
TERM_WC-3865	TERM_WC_uxaCA	3239846	3239847		"[""TU0-14746""]"
TERM_WC-3866	TERM_WC_eno	2904662	2904663		"[""TU0-14820""]"
TERM_WC-3867	TERM_WC_yqjH	3213746	3213747		"[""TU0-8327""]"
TERM_WC-3868	TERM_WC_pgpB	1338121	1337206		"[""TU0-41733""]"
TERM_WC-3869	TERM_WC_fepDGC	618604	618605		"[""TU00165""]"
TERM_WC-387	TERM_WC_ydhYVWXUT	1746768	1746769		"[""TU0-14675""]"
TERM_WC-3870	TERM_WC_pgi	4233433	4231745		"[""TU0-6444""]"
TERM_WC-3871	TERM_WC_setB	2263069	2261858		"[""TU0-41959""]"
TERM_WC-3872	TERM_WC_yfbP	2387989	2387017		"[""TU0-13578""]"
TERM_WC-3873	TERM_WC_fsaA	863530	862753		"[""TU0-8800""]"
TERM_WC-3874	TERM_WC_mgsA	1025777	1025778		"[""TU0-13100""]"
TERM_WC-3875	TERM_WC_yecJ	1985528	1985529		"[""TU0-13447""]"
TERM_WC-3876	TERM_WC_yifL-dapF-yigA-xerC-yigB	3995925	3992515		"[""TU0-14042""]"
TERM_WC-3877	TERM_WC_cnu	1703191	1702836		"[""TU0-41821""]"
TERM_WC-3878	TERM_WC_slyB	1718370	1717801		"[""TU0-7802""]"
TERM_WC-3879	TERM_WC_yghD	3108609	3108610		"[""TU0-42118""]"
TERM_WC-388	TERM_WC_hinT-ycfL-lpoB-thiK-nagZ-ycfP	1164911	1161046		"[""TU0-41669""]"
TERM_WC-3880	TERM_WC_ispU	195667	194784		"[""TU0-14339""]"
TERM_WC-3881	TERM_WC_flgBCDEFGHIJ	1137538	1130216		"[""TU00273""]"
TERM_WC-3882	TERM_WC_ymdA	1104951	1104553		"[""TU0-41653""]"
TERM_WC-3883	TERM_WC_hrpB	164537	162075		"[""TU0-12819""]"
TERM_WC-3884	TERM_WC_dgkA	4255031	4254480		"[""TU0-36442""]"
TERM_WC-3885	TERM_WC_yghQ	3129360	3129361		"[""TU0-42125""]"
TERM_WC-3886	TERM_WC_ackA-pta	2414916	2411492		"[""TU0-8301""]"
TERM_WC-3887	TERM_WC_yfaH	2347918	2347709		"[""TU0-8728""]"
TERM_WC-3888	TERM_WC_yjdA-yjcZ	4328264	4325087		"[""TU0-14133""]"
TERM_WC-3889	TERM_WC_ispDF	2869320	2869321		"[""TU0-14313""]"
TERM_WC-389	TERM_WC_metH	4225537	4221806		"[""TU00042""]"
TERM_WC-3890	TERM_WC_cutA	4363038	4363039		"[""TU359""]"
TERM_WC-3891	TERM_WC_narWV	1533958	1533959		"[""TU-8427""]"
TERM_WC-3892	TERM_WC_yfgCD	2615962	2614090		"[""TU-8384""]"
TERM_WC-3893	TERM_WC_ycgX	1211923	1211924		"[""TU0-13157""]"
TERM_WC-3894	TERM_WC_yjgA	4455334	4455335		"[""TU0-42405""]"
TERM_WC-3895	TERM_WC_yhdWXYZ	3421219	3416994		"[""TU0-3622""]"
TERM_WC-3896	TERM_WC_yeiW	2263060	2263061		"[""TU0-14238""]"
TERM_WC-3897	TERM_WC_yaiZ	399032	398678		"[""TU0-8554""]"
TERM_WC-3898	TERM_WC_yehA	2185399	2185400		"[""TU0-41942""]"
TERM_WC-3899	TERM_WC_gntXY	3544224	3542689		"[""TU0-4981""]"
TERM_WC-39	TERM_WC_prpBCDE	353819	347870		"[""TU0-3602""]"
TERM_WC-390	TERM_WC_ybaA	476252	475896		"[""TU0-12939""]"
TERM_WC-3900	TERM_WC_mobAB	4038926	4038927		"[""TU262""]"
TERM_WC-3901	TERM_WC_tyrTV-tpr	1286307	1286308		"[""TU00511""]"
TERM_WC-3902	TERM_WC_marC	1616264	1616265		"[""TU0-8827""]"
TERM_WC-3903	TERM_WC_relBE	1643367	1643368		"[""TU0-13325""]"
TERM_WC-3904	TERM_WC_ybdJ	605171	605172		"[""TU0-41548""]"
TERM_WC-3905	TERM_WC_yffOP	2561142	2560015		"[""TU0-42022""]"
TERM_WC-3906	TERM_WC_xanP	3828362	3826844		"[""TU0-42313""]"
TERM_WC-3907	TERM_WC_pabC-yceG-tmk-holB-ycfH	1156800	1152316		"[""TU0-41668""]"
TERM_WC-3908	TERM_WC_ycaM	947885	946350		"[""TU0-41616""]"
TERM_WC-3909	TERM_WC_yiiE	4077535	4077203		"[""TU0-14071""]"
TERM_WC-391	TERM_WC_yoeF	2076958	2076599		"[""TU0-13484""]"
TERM_WC-3910	TERM_WC_ppc	4148467	4148468		"[""TU0-6510""]"
TERM_WC-3911	TERM_WC_ryfD	2732172	2732173		"[""TU0-14423""]"
TERM_WC-3912	TERM_WC_fhuF	4602895	4602896		"[""TU0-36402""]"
TERM_WC-3913	TERM_WC_nikR	3617015	3616560		"[""TU685""]"
TERM_WC-3914	TERM_WC_minCDE	1223499	1223500		"[""TU00299""]"
TERM_WC-3915	TERM_WC_yeeY	2085350	2085351		"[""TU0-13491""]"
TERM_WC-3916	TERM_WC_clsC	1107002	1105515		"[""TU0-14619""]"
TERM_WC-3917	TERM_WC_yaiE	407688	407372		"[""TU0-12915""]"
TERM_WC-3918	TERM_WC_gstA	1713009	1712351		"[""TU0-13353""]"
TERM_WC-3919	TERM_WC_ybhN	820762	820763		"[""TU0-41597""]"
TERM_WC-392	TERM_WC_yahB	332722	332723		"[""TU0-12890""]"
TERM_WC-3920	TERM_WC_yrdB	3427785	3427786		"[""TU0-42223""]"
TERM_WC-3921	TERM_WC_yfiL	2739750	2739337		"[""TU0-42051""]"
TERM_WC-3922	TERM_WC_yibD	3787067	3787068		"[""TU0-13999""]"
TERM_WC-3923	TERM_WC_mrp	2191078	2191079		"[""TU0-13518""]"
TERM_WC-3924	TERM_WC_grxC	3782211	3782212		"[""TU0-13996""]"
TERM_WC-3925	TERM_WC_ybeQ	674790	674791		"[""TU0-41567""]"
TERM_WC-3926	TERM_WC_rne	1140402	1140403		"[""TU0-14273""]"
TERM_WC-3927	TERM_WC_yceF	1145231	1145232		"[""TU0-41665""]"
TERM_WC-3928	TERM_WC_yhcF	3365667	3364865		"[""TU0-42198""]"
TERM_WC-3929	TERM_WC_yfjI	2758419	2756903		"[""TU0-42059""]"
TERM_WC-393	TERM_WC_fadL	2460671	2459227		"[""TU00080""]"
TERM_WC-3930	TERM_WC_talA	2577641	2576630		"[""TU0-14644""]"
TERM_WC-3931	TERM_WC_crl	258233	257824		"[""TU0-14782""]"
TERM_WC-3932	TERM_WC_lysQ	780878	780800		"[""TU0-13036""]"
TERM_WC-3933	TERM_WC_mcbA	841016	841017		"[""TU0-13056""]"
TERM_WC-3934	TERM_WC_envR	3410822	3410823		"[""TU0-42220""]"
TERM_WC-3935	TERM_WC_ynjH	1839884	1839885		"[""TU0-8642""]"
TERM_WC-3936	TERM_WC_ompL	4061623	4061624		"[""TU0-14064""]"
TERM_WC-3937	TERM_WC_aaeB	3384240	3384241		"[""TU0-42207""]"
TERM_WC-3938	TERM_WC_sapF	1349849	1349850		"[""TU0-41737""]"
TERM_WC-3939	TERM_WC_yggE	3065359	3065360		"[""TU0-8203""]"
TERM_WC-394	TERM_WC_uxaB	1607250	1607251		"[""TU00372""]"
TERM_WC-3940	TERM_WC_yfeO	2508911	2507475		"[""TU0-13615""]"
TERM_WC-3941	TERM_WC_yceH	1126030	1125304		"[""TU0-14349""]"
TERM_WC-3942	TERM_WC_insE-3F-3-insEF-3	567230	566056		"[""TU0-12971""]"
