Frame ID	Name	Process	EC	Stoichiometry (pH 7.2)	Enzyme	Direction	Comments
FEIST_QULNS	quinolinate synthase	Metabolism		[c] : dhap + iasp --> (2) h2o + pi + quln	QUINOLINATE-SYNTHA-MONOMER	forward only	
FEIST_R15BPK	ribose-1,5-bisphosphokinase	Metabolism		[c] : atp + r15bp --> adp + prpp	EG10723-MONOMER	forward only	
FEIST_R1PK	ribose 1-phosphokinase	Metabolism		[c] : atp + r1p --> adp + h + r15bp		forward only	
FEIST_R5PP	ribose 5-phosphate phosphatase	Metabolism		[c] : h2o + r5p --> pi + rib-D	G6425-MONOMER	forward only	
FEIST_R5PPpp	ribose 5-phosphate phosphatase	Metabolism		[p] : h2o + r5p --> pi + rib-D	APHA-MONOMER	forward only	
FEIST_R5Ptex_0	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		r5p[e] <==> r5p[p]	MONOMER0-282	reversible	
FEIST_R5Ptex_1	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		r5p[e] <==> r5p[p]	EG10671-MONOMER	reversible	
FEIST_R5Ptex_2	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		r5p[e] <==> r5p[p]	G6700-MONOMER	reversible	
FEIST_R5Ptex_3	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		r5p[e] <==> r5p[p]	EG10670-MONOMER	reversible	
FEIST_RBFK	riboflavin kinase	Metabolism	2.7.1.26	[c] : atp + ribflv --> adp + fmn + h	RIBF-MONOMER	forward only	
FEIST_RBFSa	riboflavin synthase	Metabolism	2.5.1.9	[c] : 4r5au + db4p --> dmlz + (2) h2o + pi	RIBOFLAVIN-SYN-MONOMER	forward only	
FEIST_RBFSb	riboflavin synthase	Metabolism	2.5.1.9	[c] : (2) dmlz --> 4r5au + ribflv	LUMAZINESYN-MONOMER	forward only	
FEIST_RBK	ribokinase	Metabolism	2.7.1.15	[c] : atp + rib-D --> adp + h + r5p	RIBOKIN-MONOMER	forward only	
FEIST_RBK_L1	L-ribulokinase (L-ribulose)	Metabolism	2.7.1.16	[c] : atp + rbl-L --> adp + h + ru5p-L	RIBULOKIN-MONOMER	forward only	
FEIST_RBP4E_0	L-ribulose-phosphate 4-epimerase	Metabolism	5.1.3.4	[c] : ru5p-L <==> xu5p-D	RIBULPEPIM-MONOMER	reversible	
FEIST_RBP4E_1	L-ribulose-phosphate 4-epimerase	Metabolism	5.1.3.4	[c] : ru5p-L <==> xu5p-D	G7860-MONOMER	reversible	
FEIST_RBP4E_2	L-ribulose-phosphate 4-epimerase	Metabolism	5.1.3.4	[c] : ru5p-L <==> xu5p-D	EG12287-MONOMER	reversible	
FEIST_RHAT1	rhamnosyltransferase I (LPS core biosynthesis)	Metabolism		[c] : dtdprmn + kphphhlipa --> dtdp + h + icolipa	EG11350-MONOMER	forward only	
FEIST_RHCCE	S-ribosylhomocysteine cleavage enzyme	Metabolism		[c] : rhcys --> dhptd + hcys-L	EG12712-MONOMER	forward only	
FEIST_RIBabcpp	D-ribose transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + rib-D[p] --> adp[c] + h[c] + pi[c] + rib-D[c]	['ABC-28-CPLX', 'CPLX0-7646']	forward only	
FEIST_RIBtex_0	ribose transport via diffusion (extracellular to periplasm)	Metabolism		rib-D[e] <==> rib-D[p]	MONOMER0-282	reversible	
FEIST_RIBtex_1	ribose transport via diffusion (extracellular to periplasm)	Metabolism		rib-D[e] <==> rib-D[p]	EG10671-MONOMER	reversible	
FEIST_RIBtex_2	ribose transport via diffusion (extracellular to periplasm)	Metabolism		rib-D[e] <==> rib-D[p]	G6700-MONOMER	reversible	
FEIST_RIBtex_3	ribose transport via diffusion (extracellular to periplasm)	Metabolism		rib-D[e] <==> rib-D[p]	EG10670-MONOMER	reversible	
FEIST_RMI	L-rhamnose isomerase	Metabolism	5.3.1.14	[c] : rmn <==> rml	RHAMNISOM-MONOMER	reversible	
FEIST_RMK	rhamnulokinase	Metabolism	2.7.1.5	[c] : atp + rml --> adp + h + rml1p	RHAMNULOKIN-MONOMER	forward only	
FEIST_RMNtex_0	L-rhamnose transport via diffusion (extracellular to periplasm)	Metabolism		rmn[e] <==> rmn[p]	MONOMER0-282	reversible	
FEIST_RMNtex_1	L-rhamnose transport via diffusion (extracellular to periplasm)	Metabolism		rmn[e] <==> rmn[p]	EG10671-MONOMER	reversible	
FEIST_RMNtex_2	L-rhamnose transport via diffusion (extracellular to periplasm)	Metabolism		rmn[e] <==> rmn[p]	G6700-MONOMER	reversible	
FEIST_RMNtex_3	L-rhamnose transport via diffusion (extracellular to periplasm)	Metabolism		rmn[e] <==> rmn[p]	EG10670-MONOMER	reversible	
FEIST_RMNtpp	L-rhamnose transport via proton symport (periplasm)	Metabolism		h[p] + rmn[p] --> h[c] + rmn[c]	RHAT-MONOMER	forward only	
FEIST_RMPA	Rhamnulose-1-phosphate aldolase	Metabolism	4.1.2.19	[c] : rml1p <==> dhap + lald-L	RHAMNULPALDOL-MONOMER	reversible	
FEIST_RNDR1_0	ribonucleoside-diphosphate reductase (ADP)	Metabolism	1.17.4.1	[c] : adp + trdrd --> dadp + h2o + trdox	RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	forward only	
FEIST_RNDR1_1	ribonucleoside-diphosphate reductase (ADP)	Metabolism	1.17.4.1	[c] : adp + trdrd --> dadp + h2o + trdox	RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	forward only	
FEIST_RNDR1b_0	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	Metabolism		[c] : adp + grxrd --> dadp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR1b_1	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	Metabolism		[c] : adp + grxrd --> dadp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR1b_2	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	Metabolism		[c] : adp + grxrd --> dadp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR1b_3	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	Metabolism		[c] : adp + grxrd --> dadp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR2_0	ribonucleoside-diphosphate reductase (GDP)	Metabolism	1.17.4.1	[c] : gdp + trdrd --> dgdp + h2o + trdox	RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	forward only	
FEIST_RNDR2_1	ribonucleoside-diphosphate reductase (GDP)	Metabolism	1.17.4.1	[c] : gdp + trdrd --> dgdp + h2o + trdox	RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	forward only	
FEIST_RNDR2b_0	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	Metabolism		[c] : gdp + grxrd --> dgdp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR2b_1	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	Metabolism		[c] : gdp + grxrd --> dgdp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR2b_2	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	Metabolism		[c] : gdp + grxrd --> dgdp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR2b_3	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	Metabolism		[c] : gdp + grxrd --> dgdp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR3_0	ribonucleoside-diphosphate reductase (CDP)	Metabolism	1.17.4.1	[c] : cdp + trdrd --> dcdp + h2o + trdox	RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	forward only	
FEIST_RNDR3_1	ribonucleoside-diphosphate reductase (CDP)	Metabolism	1.17.4.1	[c] : cdp + trdrd --> dcdp + h2o + trdox	RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	forward only	
FEIST_RNDR3b_0	ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)	Metabolism		[c] : cdp + grxrd --> dcdp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR3b_1	ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)	Metabolism		[c] : cdp + grxrd --> dcdp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR3b_2	ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)	Metabolism		[c] : cdp + grxrd --> dcdp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR3b_3	ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)	Metabolism		[c] : cdp + grxrd --> dcdp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR4_0	ribonucleoside-diphosphate reductase (UDP)	Metabolism	1.17.4.1	[c] : trdrd + udp --> dudp + h2o + trdox	RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	forward only	
FEIST_RNDR4_1	ribonucleoside-diphosphate reductase (UDP)	Metabolism	1.17.4.1	[c] : trdrd + udp --> dudp + h2o + trdox	RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	forward only	
FEIST_RNDR4b_0	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	Metabolism		[c] : grxrd + udp --> dudp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR4b_1	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	Metabolism		[c] : grxrd + udp --> dudp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR4b_2	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	Metabolism		[c] : grxrd + udp --> dudp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNDR4b_3	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	Metabolism		[c] : grxrd + udp --> dudp + grxox + h2o	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	forward only	
FEIST_RNTR1c_0	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	Metabolism		[c] : atp + fldrd --> datp + fldox + h2o	NRDACTMULTI-CPLX	forward only	
FEIST_RNTR1c_1	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	Metabolism		[c] : atp + fldrd --> datp + fldox + h2o	RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	forward only	
FEIST_RNTR1c_2	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	Metabolism		[c] : atp + fldrd --> datp + fldox + h2o	RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	forward only	
FEIST_RNTR1c_3	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	Metabolism		[c] : atp + fldrd --> datp + fldox + h2o	NRDACTMULTI-CPLX	forward only	
FEIST_RNTR2c_0	ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	Metabolism		[c] : fldrd + gtp --> dgtp + fldox + h2o	RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	forward only	
FEIST_RNTR2c_1	ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	Metabolism		[c] : fldrd + gtp --> dgtp + fldox + h2o	RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	forward only	
FEIST_RNTR2c_2	ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	Metabolism		[c] : fldrd + gtp --> dgtp + fldox + h2o	NRDACTMULTI-CPLX	forward only	
FEIST_RNTR2c_3	ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	Metabolism		[c] : fldrd + gtp --> dgtp + fldox + h2o	NRDACTMULTI-CPLX	forward only	
FEIST_RNTR3c_0	ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	Metabolism		[c] : ctp + fldrd --> dctp + fldox + h2o	RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	forward only	
FEIST_RNTR3c_1	ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	Metabolism		[c] : ctp + fldrd --> dctp + fldox + h2o	NRDACTMULTI-CPLX	forward only	
FEIST_RNTR3c_2	ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	Metabolism		[c] : ctp + fldrd --> dctp + fldox + h2o	RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	forward only	
FEIST_RNTR3c_3	ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	Metabolism		[c] : ctp + fldrd --> dctp + fldox + h2o	NRDACTMULTI-CPLX	forward only	
FEIST_RNTR4c_0	ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	Metabolism		[c] : fldrd + utp --> dutp + fldox + h2o	NRDACTMULTI-CPLX	forward only	
FEIST_RNTR4c_1	ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	Metabolism		[c] : fldrd + utp --> dutp + fldox + h2o	RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	forward only	
FEIST_RNTR4c_2	ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	Metabolism		[c] : fldrd + utp --> dutp + fldox + h2o	RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	forward only	
FEIST_RNTR4c_3	ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	Metabolism		[c] : fldrd + utp --> dutp + fldox + h2o	NRDACTMULTI-CPLX	forward only	
FEIST_RPE_0	ribulose 5-phosphate 3-epimerase	Metabolism	5.1.3.1	[c] : ru5p-D <==> xu5p-D	G7914-MONOMER	reversible	
FEIST_RPE_1	ribulose 5-phosphate 3-epimerase	Metabolism	5.1.3.1	[c] : ru5p-D <==> xu5p-D	RIBULP3EPIM-MONOMER	reversible	
FEIST_RPI_0	ribose-5-phosphate isomerase	Metabolism	5.3.1.6	[c] : r5p <==> ru5p-D	RIB5PISOMA-MONOMER	reversible	
FEIST_RPI_1	ribose-5-phosphate isomerase	Metabolism	5.3.1.6	[c] : r5p <==> ru5p-D	RIB5PISOMB-MONOMER	reversible	
FEIST_RXN_WC_1	flavorubredoxin reductase	Metabolism		[c] : h + nadh + flvubrdox --> nad + flvubrdrd	EG12450-MONOMER	forward only	
FEIST_RXN_WC_2	NADH:flavorubredoxin oxidoreductase	Metabolism		[c] : h + flvubrdrd + (2) no --> h2o + n2o + flvubrdox		forward only	
FEIST_RXN_WC_3	D-alanine-D-alanine dipeptidase	Metabolism	3.4.17.14	[p] : alaala + h2o --> (2) ala-D	G6782-MONOMER	forward only	
FEIST_RXN_WC_4	aldose-1-epimerase	Metabolism	5.1.3.3	[c] : gal-bD --> gal	ALDOSE1EPIM-MONOMER	forward only	
FEIST_RXN_WC_5	D-galactose transport in via proton symport (periplasm)	Metabolism		gal-bD[p] + h[p] --> gal-bD[c] + h[c]	GALP-MONOMER	forward only	
FEIST_RXN_WC_K2L4Atex	KDO(2)-lipid IV A transport via vector (periplasm to extracellular)	Metabolism		kdo2lipid4[p] --> kdo2lipid4[o]		forward only	
FEIST_RZ5PP	alpha-ribazole 5-phosphate phosphatase	Metabolism		[c] : 5prdmbz + h2o --> pi + rdmbzi	RIBAZOLEPHOSPHAT-MONOMER	forward only	
FEIST_S7PI	sedoheptulose 7-phosphate isomerase	Metabolism		[c] : s7p --> gmhep7p	G6106-MONOMER	forward only	
FEIST_SADH	Succinylarginine dihydrolase	Metabolism	2.6.1.69	[c] : (2) h + (2) h2o + sucarg --> co2 + (2) nh4 + sucorn	SUCCARGDIHYDRO-MONOMER	forward only	
FEIST_SADT2	Sulfate adenyltransferase	Metabolism		[c] : atp + gtp + h2o + so4 --> aps + gdp + pi + ppi	CPLX0-7428	forward only	
FEIST_SARCOX	sarcosine oxidase	Metabolism	1.5.3.1	[c] : h2o + o2 + sarcs --> fald + gly + h2o2	SARCOX-MONOMER	forward only	
FEIST_SBTPD	sorbitol-6-phosphate dehydrogenase	Metabolism	1.1.1.140	[c] : nad + sbt6p <==> f6p + h + nadh	SORB6PDEHYDROG-MONOMER	reversible	
FEIST_SBTptspp	D-sorbitol transport via PEP:Pyr PTS (periplasm)	Metabolism		pep[c] + sbt-D[p] --> pyr[c] + sbt6p[c]	['CPLX-169', 'PTSH-MONOMER', 'CPLX0-7938']	forward only	
FEIST_SBTtex_0	D-sorbitol transport via diffusion (extracellular to periplasm)	Metabolism		sbt-D[e] <==> sbt-D[p]	MONOMER0-282	reversible	
FEIST_SBTtex_1	D-sorbitol transport via diffusion (extracellular to periplasm)	Metabolism		sbt-D[e] <==> sbt-D[p]	EG10671-MONOMER	reversible	
FEIST_SBTtex_2	D-sorbitol transport via diffusion (extracellular to periplasm)	Metabolism		sbt-D[e] <==> sbt-D[p]	G6700-MONOMER	reversible	
FEIST_SBTtex_3	D-sorbitol transport via diffusion (extracellular to periplasm)	Metabolism		sbt-D[e] <==> sbt-D[p]	EG10670-MONOMER	reversible	
FEIST_SDPDS	succinyl-diaminopimelate desuccinylase	Metabolism	3.5.1.18	[c] : h2o + sl26da --> 26dap-LL + succ	MONOMER0-1981	forward only	
FEIST_SDPTA	succinyldiaminopimelate transaminase	Metabolism	2.6.1.17	[c] : akg + sl26da <==> glu-L + sl2a6o	ACETYLORNTRANSAM-MONOMER	reversible	
FEIST_SELNPS	Selenophosphate synthase	Metabolism	2.7.9.3	[c] : atp + h2o + seln --> amp + pi + selnp	EG10943-MONOMER	forward only	
FEIST_SERASr	(L-seryl)adenylate synthase	Metabolism		[c] : atp + h + ser-L <==> ppi + seramp	ENTF-MONOMER	reversible	
FEIST_SERAT	serine O-acetyltransferase	Metabolism	2.3.1.30	[c] : accoa + ser-L <==> acser + coa	SERINE-O-ACETTRAN-MONOMER	reversible	
FEIST_SERD_D	D-serine deaminase	Metabolism		[c] : ser-D --> nh4 + pyr	DSERDEAM-MONOMER	forward only	
FEIST_SERD_L_0	L-serine deaminase	Metabolism	4.3.1.17	[c] : ser-L --> nh4 + pyr	LSERINEDEAM3-MONOMER	forward only	
FEIST_SERD_L_1	L-serine deaminase	Metabolism	4.3.1.17	[c] : ser-L --> nh4 + pyr	LSERINEDEAM1-MONOMER	forward only	
FEIST_SERD_L_2	L-serine deaminase	Metabolism	4.3.1.17	[c] : ser-L --> nh4 + pyr	LSERINEDEAM2-MONOMER	forward only	
FEIST_SERD_L_3	L-serine deaminase	Metabolism	4.3.1.17	[c] : ser-L --> nh4 + pyr	TRYPTOPHAN-MONOMER	forward only	
FEIST_SERt2rpp_0	L-serine reversible transport via proton symport (periplasm)	Metabolism		h[p] + ser-L[p] <==> h[c] + ser-L[c]	SDAC-MONOMER	reversible	
FEIST_SERt2rpp_1	L-serine reversible transport via proton symport (periplasm)	Metabolism		h[p] + ser-L[p] <==> h[c] + ser-L[c]	TDCC-MONOMER	reversible	
FEIST_SERt4pp	L-serine via sodium symport (periplasm)	Metabolism		na1[p] + ser-L[p] --> na1[c] + ser-L[c]	YGJU-MONOMER	forward only	
FEIST_SERtex_0	L-serine transport via diffusion (extracellular to periplasm)	Metabolism		ser-L[e] <==> ser-L[p]	MONOMER0-282	reversible	
FEIST_SERtex_1	L-serine transport via diffusion (extracellular to periplasm)	Metabolism		ser-L[e] <==> ser-L[p]	EG10671-MONOMER	reversible	
FEIST_SERtex_2	L-serine transport via diffusion (extracellular to periplasm)	Metabolism		ser-L[e] <==> ser-L[p]	G6700-MONOMER	reversible	
FEIST_SERtex_3	L-serine transport via diffusion (extracellular to periplasm)	Metabolism		ser-L[e] <==> ser-L[p]	EG10670-MONOMER	reversible	
FEIST_SFGTHi_0	S-Formylglutathione hydralase	Metabolism	3.1.2.12	[c] : Sfglutth + h2o --> for + gthrd + h	EG12026-MONOMER	forward only	
FEIST_SFGTHi_1	S-Formylglutathione hydralase	Metabolism	3.1.2.12	[c] : Sfglutth + h2o --> for + gthrd + h	G6208-MONOMER	forward only	
FEIST_SGDS	Succinylglutamate desuccinylase	Metabolism		[c] : h2o + sucglu --> glu-L + succ	SUCCGLUDESUCC-MONOMER	forward only	
FEIST_SGSAD	Succinylglutamic semialdehyde dehydrogenase	Metabolism		[c] : h2o + nad + sucgsa --> (2) h + nadh + sucglu	SUCCGLUALDDEHYD-MONOMER	forward only	
FEIST_SHCHCS2	2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase	Metabolism		[c] : ichor + ssaltpp --> 2shchc + pyr + thmpp	MEND-MONOMER	forward only	
FEIST_SHCHD2	sirohydrochlorin dehydrogenase (NAD)	Metabolism		[c] : dscl + nad --> h + nadh + scl	SIROHEMESYN-MONOMER	forward only	
FEIST_SHCHF	sirohydrochlorin ferrochetalase	Metabolism		[c] : fe2 + scl --> (3) h + sheme	SIROHEMESYN-MONOMER	forward only	
FEIST_SHK3Dr_0	shikimate dehydrogenase	Metabolism	1.1.1.25	[c] : 3dhsk + h + nadph <==> nadp + skm	AROE-MONOMER	reversible	
FEIST_SHK3Dr_1	shikimate dehydrogenase	Metabolism	1.1.1.25	[c] : 3dhsk + h + nadph <==> nadp + skm	EG11234-MONOMER	reversible	
FEIST_SHKK_0	shikimate kinase	Metabolism	2.7.1.71	[c] : atp + skm --> adp + h + skm5p	AROK-MONOMER	forward only	
FEIST_SHKK_1	shikimate kinase	Metabolism	2.7.1.71	[c] : atp + skm --> adp + h + skm5p	AROL-MONOMER	forward only	
FEIST_SHSL1	O-succinylhomoserine lyase (L-cysteine)	Metabolism	4.2.99.9	[c] : cys-L + suchms --> cyst-L + h + succ	O-SUCCHOMOSERLYASE-MONOMER	forward only	
FEIST_SKMt2pp	shikimate transport in via proton symport (periplasm)	Metabolism		h[p] + skm[p] --> h[c] + skm[c]	SHIA-MONOMER	forward only	
FEIST_SKMtex_0	shikimate transport via diffusion (extracellular to periplasm)	Metabolism		skm[e] <==> skm[p]	MONOMER0-282	reversible	
FEIST_SKMtex_1	shikimate transport via diffusion (extracellular to periplasm)	Metabolism		skm[e] <==> skm[p]	EG10671-MONOMER	reversible	
FEIST_SKMtex_2	shikimate transport via diffusion (extracellular to periplasm)	Metabolism		skm[e] <==> skm[p]	G6700-MONOMER	reversible	
FEIST_SKMtex_3	shikimate transport via diffusion (extracellular to periplasm)	Metabolism		skm[e] <==> skm[p]	EG10670-MONOMER	reversible	
FEIST_SO2tex_0	SO2 transport via diffusion (extracellular to periplasm)	Metabolism		so2[e] <==> so2[p]	MONOMER0-282	reversible	
FEIST_SO2tex_1	SO2 transport via diffusion (extracellular to periplasm)	Metabolism		so2[e] <==> so2[p]	EG10671-MONOMER	reversible	
FEIST_SO2tex_2	SO2 transport via diffusion (extracellular to periplasm)	Metabolism		so2[e] <==> so2[p]	G6700-MONOMER	reversible	
FEIST_SO2tex_3	SO2 transport via diffusion (extracellular to periplasm)	Metabolism		so2[e] <==> so2[p]	EG10670-MONOMER	reversible	
FEIST_SO2tpp	SO2 transport via diffusion (periplasm)	Metabolism		so2[p] <==> so2[c]		reversible	
FEIST_SO3tex_0	sulfite transport via diffusion (extracellular to periplasm)	Metabolism		so3[e] <==> so3[p]	G6700-MONOMER	reversible	
FEIST_SO3tex_1	sulfite transport via diffusion (extracellular to periplasm)	Metabolism		so3[e] <==> so3[p]	EG10670-MONOMER	reversible	
FEIST_SO3tex_2	sulfite transport via diffusion (extracellular to periplasm)	Metabolism		so3[e] <==> so3[p]	MONOMER0-282	reversible	
FEIST_SO3tex_3	sulfite transport via diffusion (extracellular to periplasm)	Metabolism		so3[e] <==> so3[p]	EG10671-MONOMER	reversible	
FEIST_SO4tex_0	sulfate transport via diffusion (extracellular to periplasm)	Metabolism		so4[e] <==> so4[p]	MONOMER0-282	reversible	
FEIST_SO4tex_1	sulfate transport via diffusion (extracellular to periplasm)	Metabolism		so4[e] <==> so4[p]	EG10671-MONOMER	reversible	
FEIST_SO4tex_2	sulfate transport via diffusion (extracellular to periplasm)	Metabolism		so4[e] <==> so4[p]	G6700-MONOMER	reversible	
FEIST_SO4tex_3	sulfate transport via diffusion (extracellular to periplasm)	Metabolism		so4[e] <==> so4[p]	EG10670-MONOMER	reversible	
FEIST_SOTA	Succinylornithine transaminase	Metabolism		[c] : akg + sucorn --> glu-L + sucgsa	SUCCORNTRANSAM-MONOMER	forward only	
FEIST_SPMDAT1	Spermidine acetyltransferase	Metabolism	2.3.1.57	[c] : accoa + spmd --> N1aspmd + coa + h	SPERMACTRAN-MONOMER	forward only	
FEIST_SPMDAT2	Spermidine acetyltransferase (N8)	Metabolism	2.3.1.57	[c] : accoa + spmd --> coa + h + n8aspmd	SPERMACTRAN-MONOMER	forward only	
FEIST_SPMDabcpp_0	spermidine transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + spmd[p] --> adp[c] + h[c] + pi[c] + spmd[c]	ABC-51-CPLX	forward only	
FEIST_SPMDabcpp_1	spermidine transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + spmd[p] --> adp[c] + h[c] + pi[c] + spmd[c]	ABC-24-CPLX	forward only	
FEIST_SPMDtex_0	spermidine transport via diffusion (extracellular to periplasm)	Metabolism		spmd[e] <==> spmd[p]	MONOMER0-282	reversible	
FEIST_SPMDtex_1	spermidine transport via diffusion (extracellular to periplasm)	Metabolism		spmd[e] <==> spmd[p]	EG10671-MONOMER	reversible	
FEIST_SPMDtex_2	spermidine transport via diffusion (extracellular to periplasm)	Metabolism		spmd[e] <==> spmd[p]	G6700-MONOMER	reversible	
FEIST_SPMDtex_3	spermidine transport via diffusion (extracellular to periplasm)	Metabolism		spmd[e] <==> spmd[p]	EG10670-MONOMER	reversible	
FEIST_SPMS	spermidine synthase	Metabolism	2.5.1.16	[c] : ametam + ptrc --> 5mta + h + spmd	SPERMIDINESYN-MONOMER	forward only	
FEIST_SPODM_0	superoxide dismutase	Metabolism	1.15.1.1	[c] : (2) h + (2) o2s --> h2o2 + o2	SUPEROX-DISMUTMN-MONOMER	forward only	
FEIST_SPODM_1	superoxide dismutase	Metabolism	1.15.1.1	[c] : (2) h + (2) o2s --> h2o2 + o2	SUPEROX-DISMUTFE-MONOMER	forward only	
FEIST_SPODMpp	superoxide dismutase	Metabolism	1.15.1.1	[p] : (2) h + (2) o2s --> h2o2 + o2	G6886-MONOMER	forward only	
FEIST_SSALx	succinate-semialdehyde dehydrogenase (NAD)	Metabolism	1.2.1.24	[c] : h2o + nad + sucsal --> (2) h + nadh + succ		forward only	
FEIST_SSALy	succinate-semialdehyde dehydrogenase (NADP)	Metabolism	1.2.1.16	[c] : h2o + nadp + sucsal --> (2) h + nadph + succ	SUCCSEMIALDDEHYDROG-MONOMER	forward only	
FEIST_SUCBZL	o-succinylbenzoate-CoA ligase	Metabolism	6.2.1.26	[c] : atp + coa + sucbz --> amp + ppi + sbzcoa	O-SUCCINYLBENZOATE-COA-LIG-MONOMER	forward only	
FEIST_SUCBZS	O-succinylbenzoate-CoA synthase	Metabolism		[c] : 2shchc --> h2o + sucbz	O-SUCCINYLBENZOATE-COA-SYN-MONOMER	forward only	
FEIST_SUCCt2_2pp	succinate transport via proton symport (2 H) (periplasm)	Metabolism		(2) h[p] + succ[p] --> (2) h[c] + succ[c]	DCTA-MONOMER	forward only	
FEIST_SUCCt2_3pp_0	Succintate transport via proton symport (3 H) (periplasm)	Metabolism		(3) h[p] + succ[p] --> (3) h[c] + succ[c]	DCUB-MONOMER	forward only	
FEIST_SUCCt2_3pp_1	Succintate transport via proton symport (3 H) (periplasm)	Metabolism		(3) h[p] + succ[p] --> (3) h[c] + succ[c]	DCUA-MONOMER	forward only	
