Column array (EcoMAC)	CEL file name	GEO accession	Author	Date	Strain	Medium	Treatment (value)	Treatment (conditions)	Time (min)	Gene perturbated	Type of perturbation	Replicate	Predicted arrays by EBA	Environmental perturbations	Genetic perturbations	Arrays in WT condition	Growth rate (1/h)	Flag growth
1845	GSM846201	GSE34275	S. Shivaji	20111209	MG1655	LB	Not found	glycerol	exponential			r1	0	0	0	0	1	0
1846	GSM852195	GSE34631	D. Lee	20120601	MG1655	M9	2g/L	propylene glycol	exponential	WT		r1	-1	1	0	0	1	0
1847	GSM852196	GSE34631	D. Lee	20120601	MG1655	M9	2g/L	propylene glycol	exponential	WT		r2	-1	1	0	0	1	0
1848	GSM852197	GSE34631	D. Lee	20120601	MG1655	M9	2g/L	propylene glycol	exponential	WT		r3	-1	1	0	0	1	0
1849	GSM852198	GSE34631	D. Lee	20120601	MG1655	M9	2g/L	glycerol	exponential	WT		r1	-1	1	0	0	1	0
1850	GSM852199	GSE34631	D. Lee	20120601	MG1655	M9	2g/L	glycerol	exponential	WT		r2	-1	1	0	0	1	0
1851	GSM852200	GSE34631	D. Lee	20120601	MG1655	M9	2g/L	glycerol	exponential	WT		r3	-1	1	0	0	1	0
1852	GSM859955	GSE34991	A. Pacheco	20121130	O157:H7	DMEM			exponential	fusK	D	r1	1	0	0	0	1	0
1853	GSM859956	GSE34991	A. Pacheco	20121130	O157:H7	DMEM			exponential	fusR	D	r1	1	0	0	0	1	0
1854	GSM862032	GSE35100	J. Wang	20120128	MG1655	LB			exponential	Irre		r1	1	0	0	0	1	0
1855	GSM862033	GSE35100	J. Wang	20120128	MG1655	LB			exponential	Irre		r2	0	0	0	0	1	0
1856	GSM862034	GSE35100	J. Wang	20120128	MG1655	LB			exponential	Irre		r3	0	0	0	0	1	0
1857	GSM862035	GSE35100	J. Wang	20120128	MG1655	LB			exponential			r1	0	0	0	0	1	0
1858	GSM862036	GSE35100	J. Wang	20120128	MG1655	LB			exponential			r2	0	0	0	0	1	0
1859	GSM862037	GSE35100	J. Wang	20120128	MG1655	LB			exponential			r3	0	0	0	0	1	0
1860	GSM866995	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal continuous	8	WT		r1	0	0	0	0	0.4	1
1861	GSM866996	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal continuous	8	WT		r2	0	0	0	0	0.4	1
1862	GSM866997	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal continuous	8	WT		r3	0	0	0	0	0.4	1
1863	GSM866998	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	8	WT		r1	0	0	0	0	0.4	1
1864	GSM866999	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	8	WT		r2	0	0	0	0	0.4	1
1865	GSM867000	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	8	WT		r3	0	0	0	0	0.4	1
1866	GSM867001	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal continuous	150	WT		r1	0	0	0	0	0.4	1
1867	GSM867002	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal continuous	150	WT		r2	0	0	0	0	0.4	1
1868	GSM867003	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal continuous	150	WT		r3	0	0	0	0	0.4	1
1869	GSM867004	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	150	WT		r1	0	0	0	0	0.4	1
1870	GSM867005	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	150	WT		r2	0	0	0	0	0.4	1
1871	GSM867006	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	150	WT		r3	0	0	0	0	0.4	1
1872	GSM867007	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal continuous	900	WT		r1	0	0	0	0	0.4	1
1873	GSM867008	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal continuous	900	WT		r2	0	0	0	0	0.4	1
1874	GSM867009	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal continuous	900	WT		r3	0	0	0	0	0.4	1
1875	GSM867010	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	900	WT		r1	0	0	0	0	0.4	1
1876	GSM867011	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	900	WT		r2	0	0	0	0	0.4	1
1877	GSM867012	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	900	WT		r3	0	0	0	0	0.4	1
1878	GSM867013	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal intermittent	150	WT		r1	0	0	0	0	0.4	1
1879	GSM867014	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal intermittent	150	WT		r2	0	0	0	0	0.4	1
1880	GSM867015	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal intermittent	150	WT		r3	0	0	0	0	0.4	1
1881	GSM867016	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	150	WT		r1	0	0	0	0	0.4	1
1882	GSM867017	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	150	WT		r2	0	0	0	0	0.4	1
1883	GSM867018	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	150	WT		r3	0	0	0	0	0.4	1
1884	GSM867019	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal intermittent	900	WT		r1	0	0	0	0	0.4	1
1885	GSM867020	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal intermittent	900	WT		r2	0	0	0	0	0.4	1
1886	GSM867021	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - sinusoidal intermittent	900	WT		r3	0	0	0	0	0.4	1
1887	GSM867022	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	900	WT		r1	0	0	0	0	0.4	1
1888	GSM867023	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	900	WT		r2	0	0	0	0	0.4	1
1889	GSM867024	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	900	WT		r3	0	0	0	0	0.4	1
1890	GSM867025	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - powerline intermittent	8	WT		r1	0	0	0	0	0.4	1
1891	GSM867026	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - powerline intermittent	8	WT		r2	0	0	0	0	0.4	1
1892	GSM867027	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - powerline intermittent	8	WT		r3	0	0	0	0	0.4	1
1893	GSM867028	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	8	WT		r1	0	0	0	0	0.4	1
1894	GSM867029	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	8	WT		r2	0	0	0	0	0.4	1
1895	GSM867030	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	8	WT		r3	0	0	0	0	0.4	1
1896	GSM867031	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - powerline intermittent	150	WT		r1	0	0	0	0	0.4	1
1897	GSM867032	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - powerline intermittent	150	WT		r2	0	0	0	0	0.4	1
1898	GSM867033	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - powerline intermittent	150	WT		r3	0	0	0	0	0.4	1
1899	GSM867034	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	150	WT		r1	0	0	0	0	0.4	1
1900	GSM867035	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	150	WT		r2	0	0	0	0	0.4	1
1901	GSM867036	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	150	WT		r3	0	0	0	0	0.4	1
1902	GSM867037	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - powerline intermittent	900	WT		r1	0	0	0	0	0.4	1
1903	GSM867038	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - powerline intermittent	900	WT		r2	0	0	0	0	0.4	1
1904	GSM867039	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	50Hz + 1mT	magnetic field - powerline intermittent	900	WT		r3	0	0	0	0	0.4	1
1905	GSM867040	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	900	WT		r1	0	0	0	0	0.4	1
1906	GSM867041	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	900	WT		r2	0	0	0	0	0.4	1
1907	GSM867042	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		control	900	WT		r3	0	0	0	0	0.4	1
1908	GSM867043	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		negative control	exponential	WT		r1	0	0	0	0	0.4	1
1909	GSM867044	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		negative control	exponential	WT		r2	0	0	0	0	0.4	1
1910	GSM867045	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		negative control	exponential	WT		r3	0	0	0	0	0.4	1
1911	GSM867046	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		negative control	exponential	WT		r1	0	0	0	0	0.4	1
1912	GSM867047	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		negative control	exponential	WT		r2	0	0	0	0	0.4	1
1913	GSM867048	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		negative control	exponential	WT		r3	0	0	0	0	0.4	1
1914	GSM867049	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		response control - water added	exponential	WT		r1	0	0	0	0	0.4	1
1915	GSM867050	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		response control - water added	exponential	WT		r2	0	0	0	0	0.4	1
1916	GSM867051	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media		response control - water added	exponential	WT		r3	0	0	0	0	0.4	1
1917	GSM867052	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	1mM	response control - H2O2	exponential	WT		r1	0	0	0	0	0.4	1
1918	GSM867053	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	1mM	response control - H2O2	exponential	WT		r2	0	0	0	0	0.4	1
1919	GSM867054	GSE35371	S. Huwiler	20120128	MG1655	glucose-limited minimal media	1mM	response control - H2O2	exponential	WT		r3	0	0	0	0	0.4	1
1920	GSM909095	GSE37026	D. Žgur-Bertok	20121126	MG1655	LB			30	WT		r1	0	0	0	0	1	0
1921	GSM909096	GSE37026	D. Žgur-Bertok	20121126	MG1655	LB			30	WT		r1	0	0	0	0	1	0
1922	GSM909097	GSE37026	D. Žgur-Bertok	20121126	MG1655	LB			60	WT		r1	0	0	0	0	1	0
1923	GSM909098	GSE37026	D. Žgur-Bertok	20121126	MG1655	LB			60	WT		r1	0	0	0	0	1	0
1924	GSM909099	GSE37026	D. Žgur-Bertok	20121126	MG1655	LB			30	WT		r2	0	0	0	0	1	0
1925	GSM909100	GSE37026	D. Žgur-Bertok	20121126	MG1655	LB			30	WT		r2	0	0	0	0	1	0
1926	GSM909101	GSE37026	D. Žgur-Bertok	20121126	MG1655	LB			60	WT		r2	0	0	0	0	1	0
1927	GSM909102	GSE37026	D. Žgur-Bertok	20121126	MG1655	LB			60	WT		r2	0	0	0	0	1	0
1928	GSM998832	GSE40648	S. Shivaji	20120906	MG1655	LB + glycerol		control	exponential	WT		r1	0	0	0	0	1	0
1929	GSM998833	GSE40648	S. Shivaji	20120906	MG1655	LB + glycerol		control	exponential	WT		r2	0	0	0	0	1	0
1930	GSM998834	GSE40648	S. Shivaji	20120906	MG1655	LB + glycerol		control	exponential	WT		r3	0	0	0	0	1	0
1931	GSM998835	GSE40648	S. Shivaji	20120906	MG1655	LB + glycerol		control	exponential	WT		r4	0	0	0	0	1	0
1932	GSM998836	GSE40648	S. Shivaji	20120906	MG1655	LB + glycerol		clinostat - microgravity	exponential	WT		r1	0	0	0	0	1	0
1933	GSM998837	GSE40648	S. Shivaji	20120906	MG1655	LB + glycerol		clinostat - microgravity	exponential	WT		r2	0	0	0	0	1	0
1934	GSM998838	GSE40648	S. Shivaji	20120906	MG1655	LB + glycerol		clinostat - microgravity	exponential	WT		r3	0	0	0	0	1	0
1935	GSM998839	GSE40648	S. Shivaji	20120906	MG1655	LB + glycerol		clinostat - microgravity	exponential	WT		r4	0	0	0	0	1	0
1936	GSM999245	GSE40693	J. Visvalingam	20120912	O157:H7	BHIB		control	120	WT		r1	0	0	0	0	1	0
1937	GSM999246	GSE40693	J. Visvalingam	20120912	O157:H7	BHIB		control	120	WT		r2	0	0	0	0	1	0
1938	GSM999247	GSE40693	J. Visvalingam	20120912	O157:H7	BHIB		control	240	WT		r1	0	0	0	0	1	0
1939	GSM999248	GSE40693	J. Visvalingam	20120912	O157:H7	BHIB		control	240	WT		r2	0	0	0	0	1	0
1940	GSM999249	GSE40693	J. Visvalingam	20120912	O157:H7	BHIB	200mg/L	cinnamaldehyde	120	WT		r1	0	0	0	0	1	0
1941	GSM999250	GSE40693	J. Visvalingam	20120912	O157:H7	BHIB	200mg/L	cinnamaldehyde	120	WT		r2	0	0	0	0	1	0
1942	GSM999251	GSE40693	J. Visvalingam	20120912	O157:H7	BHIB	200mg/L	cinnamaldehyde	240	WT		r1	0	0	0	0	1	0
1943	GSM999252	GSE40693	J. Visvalingam	20120912	O157:H7	BHIB	200mg/L	cinnamaldehyde	240	WT		r2	0	0	0	0	1	0
1944	2a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	yhdG	r1	1	0	1	0	0.53	1
1945	2b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	yhdG	r2	1	0	1	0	0.53	1
1946	2c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	yhdG	r3	1	0	1	0	0.53	1
1947	3a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	lrp	r1	1	0	0	0	0.58	1
1948	3c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	lrp	r2	1	0	0	0	0.58	1
1949	3e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	lrp	r3	1	0	0	0	0.58	1
1950	4b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	lrp	r1	1	0	1	0	0.54	1
1951	4c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	lrp	r2	1	0	1	0	0.54	1
1952	4e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	lrp	r3	1	0	1	0	0.54	1
1953	5b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	lrp	r1	1	0	1	0	0.52	1
1954	5c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	lrp	r2	1	0	1	0	0.52	1
1955	5e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	arcA	lrp	r3	1	0	1	0	0.52	1
1956	6a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	lrp	r1	1	0	1	0	0.49	1
1957	6d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	lrp	r2	1	0	1	0	0.49	1
1958	6e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	lrp	r3	1	0	1	0	0.49	1
1959	7b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	araC	lrp	r1	1	0	1	0	0.45	1
1960	7c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	araC	lrp	r2	1	0	1	0	0.45	1
1961	7d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	araC	lrp	r3	1	0	1	0	0.45	1
1962	8b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	rpoE	r1	1	0	0	0	0.54	1
1963	8c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	rpoE	r2	1	0	0	0	0.54	1
1964	8d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	rpoE	r3	1	0	0	0	0.54	1
1965	9b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	rpoE	r1	1	0	1	0	0.52	1
1966	9c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	rpoE	r2	1	0	1	0	0.52	1
1967	9e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	rpoE	r3	1	0	1	0	0.52	1
1968	10a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	rpoE	r1	1	0	1	0	0.46	1
1969	10b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	rpoE	r2	1	0	1	0	0.46	1
1970	10c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	rpoE	r3	1	0	1	0	0.46	1
1971	11c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	rpoE	r1	1	0	1	0	0.47	1
1972	11d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	rpoE	r2	1	0	1	0	0.47	1
1973	11e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	rpoE	r3	1	0	1	0	0.47	1
1974	12b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	rpoE	r1	1	0	1	0	0.52	1
1975	12c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	rpoE	r2	1	0	1	0	0.52	1
1976	12e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	rpoE	r3	1	0	1	0	0.52	1
1977	13a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	rpoE	r1	1	0	1	0	0.32	1
1978	13b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	rpoE	r2	1	0	1	0	0.32	1
1979	13c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	rpoE	r3	1	0	1	0	0.32	1
1980	14a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfAB	fliA	r1	1	0	1	0	0.34	1
1981	14b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfAB	fliA	r2	1	0	1	0	0.34	1
1982	14c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfAB	fliA	r3	1	0	1	0	0.34	1
1983	15a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	crp	r1	1	0	1	0	0.47	1
1984	15b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	crp	r2	1	0	1	0	0.47	1
1985	15c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	crp	r3	1	0	1	0	0.47	1
1986	16a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	pheS	r1	1	0	0	0	0.5	1
1987	16b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	pheS	r2	1	0	0	0	0.5	1
1988	16c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	pheS	r3	1	0	0	0	0.5	1
1989	17a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	pheS	r1	1	0	1	0	0.37	1
1990	17b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	pheS	r2	1	0	1	0	0.37	1
1991	17c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	pheS	r3	1	0	1	0	0.37	1
1992	18a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	pheS	r1	1	0	1	0	0.09	1
1993	18b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	pheS	r2	1	0	1	0	0.09	1
1994	18c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	pheS	r3	1	0	1	0	0.09	1
1995	19a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	pheS	r1	1	0	1	0	0.11	1
1996	19b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	pheS	r2	1	0	1	0	0.11	1
1997	19c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	pheS	r3	1	0	1	0	0.11	1
1998	20a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	pheS	r1	1	0	1	0	0.36	1
1999	20b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	pheS	r2	1	0	1	0	0.36	1
2000	20c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	pheS	r3	1	0	1	0	0.36	1
2001	21a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfAB	rpsA	r1	1	0	1	0	0.47	1
2002	21b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfAB	rpsA	r2	1	0	1	0	0.47	1
2003	21c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ihfAB	rpsA	r3	1	0	1	0	0.47	1
2004	22a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	flhD	r1	1	0	0	0	0.5	1
2005	22b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	flhD	r2	1	0	0	0	0.5	1
2006	22d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	GFP	flhD	r3	1	0	0	0	0.5	1
2007	23a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	flhD	r1	1	0	1	0	0.33	1
2008	23d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	flhD	r2	1	0	1	0	0.33	1
2009	23e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fis	flhD	r3	1	0	1	0	0.33	1
2010	24a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	flhD	r1	1	0	1	0	0.5	1
2011	24b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	flhD	r2	1	0	1	0	0.5	1
2012	24c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fecI	flhD	r3	1	0	1	0	0.5	1
2013	25a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	flhD	r1	1	0	1	0	0.47	1
2014	25b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	flhD	r2	1	0	1	0	0.47	1
2015	25c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	hns	flhD	r3	1	0	1	0	0.47	1
2016	26a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	flhD	r1	1	0	1	0	0.19	1
2017	26b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	flhD	r2	1	0	1	0	0.19	1
2018	26c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	fliA	flhD	r3	1	0	1	0	0.19	1
2019	27a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	flhD	r1	1	0	1	0	0.51	1
2020	27b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	flhD	r2	1	0	1	0	0.51	1
2021	27c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	crp	flhD	r3	1	0	1	0	0.51	1
2022	28a_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	glnG	flhD	r1	1	0	1	0	0.59	1
2023	28b_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	glnG	flhD	r2	1	0	1	0	0.59	1
2024	28e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	glnG	flhD	r3	1	0	1	0	0.59	1
2025	29c_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	flhD	r1	1	0	1	0	0.48	1
2026	29d_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	flhD	r2	1	0	1	0	0.48	1
2027	29e_(E_coli_2)	Baumstark et al., 2013 – in submission	M. Isalan	20130101	MG1655	LB			exponential	ompR	flhD	r3	1	0	1	0	0.48	1
