EG10001	4263805..4264884
EG30068	3980758..3980834
EG30069	(complement(3268614..3268238))
EG30070	4038540..4038659
EG30071	4169660..4169779
EG30072	3944723..3944842
EG30073	(complement(3421809..3421690))
EG30074	4211063..4211182
EG30075	(complement(2724210..2724091))
EG30076	228756..228875
EG30077	4035542..4038446
EG30078	4166664..4169567
EG30079	3941727..3944630
EG30080	(complement(3424805..3421902))
EG30081	4208066..4210969
EG30082	(complement(2727206..2724303))
EG30083	225759..228662
EG30084	4033554..4035095
EG30085	4164682..4166223
EG30086	3939831..3941372
EG30087	(complement(3426784..3425243))
EG30088	4206170..4207711
EG30089	(complement(2729179..2727638))
EG30090	223771..225312
EG30091	(complement(3421564..3421445))
EG30092	3834245..3834339
EG30093	(complement(1030935..1030848))
EG30094	(complement(2041581..2041492))
EG30095	(complement(2816667..2816575))
EG30096	(complement(925194..925107))
EG30097	(complement(1096875..1096788))
EG30098	4047922..4048030
EG30099	3054005..3054187
EG30100	2753615..2753977
EG30101	4173777..4173852
EG30102	4173411..4173486
EG30103	(complement(3421677..3421602))
EG30104	262095..262170
EG30105	3944980..3945055
EG30106	(complement(1286845..1286761))
EG30107	4173495..4173579
EG30108	(complement(1286551..1286467))
EG30109	779988..780063
EG30110	2518953..2519028
EG30111	1744459..1744535
EG30112	1744540..1744616
EG30113	2519073..2519148
EG30114	2519195..2519270
EG31115	1647406..1647458
EG31116	(complement(4156417..4156308))
EG31117	2945519..2945595
EG50001	(complement(3331473..3331162))
EG50002	(complement(3331141..3330884))
EG50003	1150838..1151074
EG50004	1014938..1015105
EG50005	(complement(604647..603994))
EG50006	(complement(2556701..2555340))
EG50007	(complement(2555319..2554432))
EG50008	4457576..4457878
EG50009	(complement(3665603..3664203))
EG50010	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|EG50010 frmA ""ADHC-MONOMER"" (complement(378795..377686))"
EG50011	(complement(3322933..3322085))
G0-10201	(complement(3851280..3851141))
G0-10202	(complement(3851215..3851141))
G0-10241	(complement(4528556..4528278))
G0-10261	1218206..1218424
G0-10430	1049056..1049331
G0-10431	239190..239378
G0-10432	(complement(263471..263250))
G0-10433	(complement(279586..279248))
G0-10434	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G0-10434 ykgO ""MONOMER0-2656"" (complement(311738..311598))"
G0-10435	572953..573093
G0-10436	577550..577732
G0-10437	613165..613383
G0-10438	631405..631602
G0-10439	(complement(728044..727955))
G0-10440	735668..735922
G0-10441	773419..773532
G0-10443	1067304..1067477
G0-10444	1222688..1222909
G0-10445	1379813..1379926
G0-10446	(complement(1388886..1388704))
G0-10448	(complement(1417335..1417180))
G0-10449	1421424..1421609
G0-10450	1439082..1439348
G0-10451	1507310..1507486
G0-10452	1634780..1635013
G0-10453	1803189..1803296
G0-10454	1906949..1907188
G0-10455	(complement(1985782..1985531))
G0-10456	2076599..2076955
G0-10458	2201994..2202311
G0-10459	2213679..2213786
G0-10460	2370579..2370914
G0-10461	2474116..2474256
G0-10462	(complement(2526181..2525963))
G0-10463	2590784..2590984
G0-10464	2774899..2775099
G0-10465	(complement(3436671..3436453))
G0-10466	(complement(3476814..3476614))
G0-10467	(complement(3723735..3723436))
G0-10468	(complement(3774403..3774194))
G0-10469	3838238..3838531
G0-10470	3882839..3883096
G0-10471	3992545..3992748
G0-10472	4350931..4351104
G0-10473	(complement(4532076..4531819))
G0-10474	4603827..4604063
G0-10475	4610133..4610312
G0-10511	(complement(2263317..2263063))
G0-10512	1333184..1333312
G0-10513	1333315..1333482
G0-10525	join(314506..314780,314780..315677)
G0-10528	join(2168251..2168525,2168525..2169422)
G0-10529	(complement(join(392134..391860,391860..390963)))
G0-10530	join(566056..566330,566330..567227)
G0-10531	(complement(join(1094669..1094395,1094395..1093498)))
G0-10535	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G0-10535 insAB-1 ""MONOMER0-2755"" (complement(join(20508..20252,20252..19811)))"
G0-10536	join(1049056..1049312,1049312..1049753)
G0-10537	(complement(join(279099..278843,278843..278402)))
G0-10538	(complement(join(290570..290314,290314..289873)))
G0-10539	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G0-10539 insAB-5 ""MONOMER0-4229"" (complement(join(1977239..1976983,1976983..1976542)))"
G0-10540	join(3581506..3581762,3581762..3582203)
G0-10541	join(380530..380897,380897..381803)
G0-10542	(complement(join(1467218..1466851,1466851..1465945)))
G0-10543	(complement(join(2068249..2067882,2067882..2066976)))
G0-10544	(complement(join(2995667..2995300,2995300..2994394)))
G0-10545	join(3184164..3184531,3184531..3185437)
G0-10546	join(4496250..4496617,4496617..4497523)
G0-10550	339017..339313
G0-10554	547581..547841
G0-10555	565674..565910
G0-10556	1210648..1210800
G0-10557	(complement(1501673..1501386))
G0-10558	(complement(1501334..1501167))
G0-10559	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G0-10559 ynfP ""MONOMER0-2781"" (complement(1650862..1650752))"
G0-10574	2031673..2031763
G0-10580	(complement(709948..709862))
G0-10583	(complement(238736..238257))
G0-10584	571591..571692
G0-10585	(complement(579668..579474))
G0-10586	719806..720063
G0-10588	1039668..1039760
G0-10589	(complement(1222386..1222213))
G0-10590	1222487..1222672
G0-10591	(complement(1342633..1342460))
G0-10592	(complement(1489530..1489467))
G0-10593	1669801..1669884
G0-10594	(complement(1735569..1735480))
G0-10595	2301628..2301792
G0-10596	(complement(2342759..2342616))
G0-10598	2698542..2698618
G0-10600	(complement(2732317..2732175))
G0-10601	(complement(2967498..2967352))
G0-10602	(complement(3193262..3193119))
G0-10603	3582427..3582582
G0-10605	3767368..3767703
G0-10606	(complement(4238078..4237800))
G0-10607	(complement(4267035..4266832))
G0-10608	(complement(4302426..4302151))
G0-10609	4526000..4526089
G0-10610	4577858..4577934
G0-10616	4504471..4504596
G0-10617	77388..77519
G0-10624	join(3718703..3719191,3719191..3720071)
G0-10629	3193163..3193222
G0-10630	3192788..3192847
G0-10631	(complement(3054971..3054912))
G0-10632	(complement(2151761..2151705))
G0-10633	(complement(2151432..2151373))
G0-10634	(complement(2698219..2698139))
G0-10641	3948530..3948580
G0-10642	4390915..4390968
G0-10643	(complement(2085138..2085076))
G0-10644	(complement(1944204..1944139))
G0-10645	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G0-10645 ymjD ""MONOMER0-2872"" (complement(1388957..1388892))"
G0-10646	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G0-10646 ynbG ""MONOMER0-2873"" (complement(1463254..1463189))"
G0-10647	2494943..2495014
G0-10648	1876898..1876972
G0-10649	1876797..1876895
G0-10650	(complement(2987921..2987841))
G0-10651	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G0-10651 yrbN ""MONOMER0-2878"" (complement(3305955..3305875))"
G0-10652	2227004..2227087
G0-10653	(complement(1985983..1985897))
G0-10654	(complement(312466..312365))
G0-10655	2903579..2903719
G0-10656	3030839..3030964
G0-10657	(complement(4051780..4051670))
G0-10671	(complement(1620938..1620841))
G0-10677	1407153..1407271
G0-10689	4465454..4465507
G0-10694	(complement(3656077..3656009))
G0-10695	2885375..2885430
G0-10696	271804..271878
G0-10697	1298697..1298951
G0-10698	(complement(1669160..1668973))
G0-10699	1994930..1995121
G0-10700	(complement(2276520..2276280))
G0-10701	3065209..3065366
G0-10702	3352086..3352191
G0-10703	(complement(3365792..3365635))
G0-10704	3999214..3999357
G0-10705	4056194..4056265
G0-10706	(complement(4439353..4439248))
G0-10707	4330139..4330228
G0-10715	(complement(852220..852092))
G0-10716	(complement(2666093..2666028))
G0-10737	4018001..4018252
G0-10738	296361..296528
G0-41	4374340..4374465
G0-8601	(complement(3123481..3122258))
G0-8785	(complement(2922546..2922178))
G0-8861	(complement(458008..457952))
G0-8862	1145812..1145980
G0-8863	1768396..1768500
G0-8865	1921090..1921338
G0-8866	2812824..2812895
G0-8867	2940718..2940922
G0-8868	(complement(2974211..2974124))
G0-8870	3309247..3309420
G0-8871	3348599..3348719
G0-8872	(complement(3579039..3578950))
G0-8873	3984455..3984626
G0-8874	4049059..4049303
G0-8875	(complement(4276089..4275950))
G0-8876	(complement(1762804..1762737))
G0-8878	2165138..2165224
G0-8879	2651877..2652180
G0-8880	(complement(887280..887200))
G0-8881	(complement(852287..851948))
G0-8882	(complement(2974407..2974326))
G0-8883	(complement(1921231..1921128))
G0-8884	2151335..2151478
G0-8885	2151670..2151805
G0-8886	3054873..3055013
G0-8887	(complement(1515218..1515123))
G0-8888	(complement(2588888..2588829))
G0-8891	1306812..1306985
G0-8892	1620670..1620765
G0-8893	14080..14168
G0-8894	(complement(122857..122697))
G0-8895	189712..189847
G0-8896	238462..238586
G0-8897	1195937..1196009
G0-8898	1229852..1229930
G0-8899	(complement(1403775..1403683))
G0-8900	1407387..1407461
G0-8901	1435145..1435253
G0-8902	1550025..1550410
G0-8903	1970763..1970840
G0-8904	(complement(1986022..1985863))
G0-8905	2069339..2069542
G0-8906	(complement(2494651..2494216))
G0-8907	(complement(2651560..2651474))
G0-8908	2651537..2651745
G0-8910	(complement(2689362..2689179))
G0-8911	2833077..2833189
G0-8912	3119380..3119601
G0-8913	(complement(3192887..3192743))
G0-8914	3662887..3662991
G0-9041	(complement(3698110..3698003))
G0-9042	3698159..3698222
G0-9081	(complement(1416032..1415862))
G0-9121	(complement(2087489..2087235))
G0-9381	(complement(75608..75516))
G0-9382	506428..506511
G0-9383	(complement(686066..685904))
G0-9384	(complement(1886126..1886041))
G0-9385	(complement(2638708..2638617))
G0-9387	(complement(3182740..3182592))
G0-9388	(complement(4188510..4188350))
G0-9461	(complement(2435873..2434737))
G0-9541	4311891..4312220
G0-9561	1702575..1702700
G0-9562	4374576..4374722
G0-9563	(complement(16903..16751))
G0-9581	16952..17006
G0-9582	607059..607211
G0-9602	(complement(1268498..1268391))
G0-9603	1268546..1268612
G0-9605	(complement(1269033..1268926))
G0-9606	1269081..1269146
G0-9607	(complement(1269568..1269461))
G0-9608	1269616..1269683
G0-9609	(complement(1286459..1286289))
G0-9610	(complement(1490095..1489946))
G0-9611	1490143..1490198
G0-9613	(complement(3718623..3718471))
G0-9621	2474332..2474532
G0-9662	1051290..1051463
G0-9941	77367..77593
G0-9962	3851576..3851665
G0-9981	(complement(3645877..3645728))
G1	(complement(4190860..4190660))
G198	(complement(442865..442275))
G2000	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G2000 sapC ""SAPC-MONOMER"" (complement(1352542..1351652))"
G2001	(complement(1353494..1352529))
G2002	(complement(1355134..1353491))
G357	(complement(1130086..1129427))
G358	1130241..1130657
G359	1130661..1131065
G36	3229687..3231705
G360	1131077..1131772
G361	1131797..1133005
G362	1133025..1133780
G363	1133952..1134734
G364	1134787..1135485
G365	1135497..1136594
G366	1136594..1137535
G369	(complement(1129351..1129058))
G370	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G370 flhA ""G370-MONOMER"" (complement(1963074..1960996))"
G372	(complement(214125..213925))
G377	2014578..2015951
G378	2015970..2016413
G379	2016410..2017537
G436	(complement(3370596..3369106))
G495	3041684..3043123
G58	(complement(479142..478591))
G592	(complement(1440867..1439878))
G6081	5234..5530
G6082	(complement(11356..10643))
G6083	15445..16557
G6085	(complement(20314..19811))
G6086	(complement(20508..20233))
G6087	21181..21399
G6088	34300..34695
G6092	194903..195664
G6093	197928..200360
G6094	209679..211820
G6095	211877..212266
G6096	212331..213629
G6097	(complement(213932..213678))
G6098	214291..214836
G6099	(complement(234782..234027))
G6100	234816..235538
G6101	237335..238120
G6102	(complement(239084..238746))
G6103	(complement(240189..239419))
G6104	240343..240816
G6105	(complement(243303..240859))
G6106	243543..244121
G6107	244327..245094
G6108	(complement(245805..245065))
G6109	(complement(246239..245961))
G6110	(complement(246502..246242))
G6111	246712..247461
G6112	247637..248134
G6113	(complement(250070..248358))
G6114	250072..250827
G6115	250898..251953
G6116	252005..252298
G6117	252301..252699
G6118	252709..253161
G6119	253467..253733
G6120	(complement(262893..262552))
G6121	(complement(263231..262914))
G6122	(complement(263956..263480))
G6123	(complement(264430..263972))
G6124	(complement(264767..264528))
G6125	(complement(265311..264844))
G6126	(complement(265777..265334))
G6127	(complement(267229..266408))
G6128	(complement(268184..267321))
G6129	(complement(269406..268513))
G6130	269466..269870
G6131	269827..270978
G6132	271054..271479
G6133	272071..273216
G6134	(complement(274341..273325))
G6135	274549..275952
G6136	275939..276871
G6137	(complement(278400..278038))
G6138	(complement(278905..278402))
G6139	(complement(279099..278824))
G6140	281502..282410
G6141	282425..284392
G6142	284619..286001
G6143	286013..287623
G6144	(complement(288386..287628))
G6146	(complement(290570..290295))
G6147	290724..291455
G6148	(complement(292172..291546))
G6149	(complement(293142..292444))
G6150	(complement(294023..293169))
G6151	(complement(294803..294363))
G6152	(complement(296320..294920))
G6153	(complement(297015..296605))
G6154	(complement(297950..296994))
G6155	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6155 paoC ""G6155-MONOMER"" (complement(300158..297960))"
G6156	(complement(301111..300155))
G6157	(complement(301797..301108))
G6158	302215..302829
G6159	(complement(303406..303077))
G6160	(complement(304429..303719))
G6161	(complement(306041..304398))
G6162	(complement(308556..306031))
G6163	(complement(309250..308582))
G6164	(complement(309895..309308))
G6165	(complement(310560..309970))
G6166	311336..311563
G6167	(complement(312001..311738))
G6168	314506..314814
G6169	314811..315677
G6170	(complement(316360..315674))
G6171	(complement(317543..316950))
G6173	(complement(317791..317555))
G6174	(complement(319225..317900))
G6175	319451..320305
G6176	320832..321551
G6177	321562..322989
G6178	322982..323677
G6180	(complement(324588..323920))
G6181	(complement(333657..332725))
G6182	(complement(334246..333749))
G6183	334504..335109
G6184	335149..336012
G6185	336002..337549
G6186	337549..338967
G6188	339389..340339
G6189	340349..341731
G6190	342108..343157
G6191	343400..344215
G6192	344628..344873
G6193	(complement(345561..344890))
G6194	345708..345983
G6195	(complement(347667..346081))
G6196	347906..348796
G6198	349236..350405
G6199	350439..351890
G6200	351930..353816
G6201	(complement(367644..366811))
G6205	373092..374105
G6206	374683..375894
G6207	375996..376535
G6208	(complement(377592..376759))
G6209	(complement(379105..378830))
G6210	(complement(380066..379293))
G6211	(complement(380283..380068))
G6212	380530..380940
G6213	380898..381803
G6214	(complement(382114..381728))
G6215	(complement(383159..381963))
G6216	(complement(383840..383283))
G6217	384456..385418
G6218	385431..386198
G6219	386195..387022
G6222	389475..390935
G6224	(complement(392134..391826))
G6225	392239..393642
G6226	393685..394353
G6227	397096..398190
G6228	(complement(398557..398249))
G6229	398817..399029
G6230	404988..405446
G6231	407833..408174
G6233	420210..421583
G6234	434858..435835
G6236	(complement(437359..436385))
G6237	(complement(439401..437539))
G6238	440773..442221
G6239	(complement(443739..442828))
G6240	443907..444398
G6241	(complement(445890..444526))
G6242	461139..463010
G6243	463161..463532
G6244	463626..464024
G6245	(complement(464771..464076))
G6246	466636..467454
G6247	467607..468065
G6248	468095..469867
G6250	474603..475175
G6251	(complement(475595..475206))
G6252	(complement(477841..476291))
G6253	(complement(478475..478005))
G6255	485760..489122
G6256	(complement(503920..502700))
G6258	(complement(507304..506510))
G6259	507442..507783
G6260	(complement(510603..508099))
G6261	510865..511797
G6262	511800..513092
G6263	513217..513624
G6264	(complement(514083..513625))
G6265	(complement(514997..514080))
G6266	515143..515820
G6267	515807..516586
G6268	(complement(517503..516649))
G6269	(complement(518373..517564))
G6270	519640..522054
G6271	527173..527883
G6273	(complement(529240..528869))
G6274	(complement(531445..530519))
G6275	531675..532157
G6276	532235..533050
G6277	534934..535710
G6278	535810..536688
G6280	536857..538311
G6281	538371..539732
G6282	539789..541090
G6283	541112..542257
G6284	(complement(543270..542485))
G6285	(complement(544516..543281))
G6286	(complement(545587..544538))
G6287	545904..547571
G6288	547838..548839
G6289	548850..549665
G6290	557435..557977
G6291	558197..558889
G6292	558920..561523
G6293	561565..562542
G6295	(complement(565584..565321))
G6296	566056..566364
G6298	567285..567470
G6300	568125..569651
G6301	570116..570667
G6302	570677..571474
G6303	571689..572144
G6304	572144..572314
G6305	572307..572597
G6306	572594..572956
G6307	573179..573562
G6308	(complement(574976..573960))
G6309	576621..576836
G6310	576836..577333
G6311	577330..577791
G6312	(complement(578116..577823))
G6313	(complement(578817..578407))
G6314	579103..579309
G6315	580757..581320
G6316	(complement(581959..581375))
G6317	582098..582283
G6318	(complement(593993..592551))
G6319	(complement(594666..593983))
G6320	594823..596196
G6321	596354..596686
G6322	596702..597925
G6323	(complement(603886..602639))
G6324	(complement(605109..604741))
G6325	(complement(605422..605174))
G6326	(complement(606606..605488))
G6327	607288..608400
G6329	632809..633969
G6330	(complement(634599..633970))
G6331	(complement(635792..634572))
G6332	(complement(636841..635939))
G6333	(complement(637796..637050))
G6334	(complement(641090..640662))
G6335	641311..642549
G6337	(complement(643190..642780))
G6338	(complement(645803..644340))
G6339	(complement(646732..645854))
G6340	(complement(647258..646707))
G6341	(complement(648794..647262))
G6342	(complement(649713..648805))
G6343	(complement(650006..649710))
G6344	(complement(651079..650021))
G6345	651458..653116
G6346	653085..653765
G6347	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6347 dcuC ""DCUC-MONOMER"" (complement(655191..653806))"
G6348	657478..658041
G6349	(complement(669130..668519))
G6350	(complement(669795..669154))
G6351	(complement(675770..674793))
G6352	675934..676641
G6353	676638..678065
G6354	(complement(678629..678075))
G6355	678731..679438
G6356	679435..680886
G6357	(complement(682616..680946))
G6358	(complement(683635..682700))
G6359	(complement(686970..686062))
G6360	(complement(688236..687220))
G6361	(complement(691007..690129))
G6362	(complement(691564..691097))
G6363	(complement(692640..691561))
G6364	(complement(694178..692754))
G6365	694324..695499
G6370	707557..708963
G6371	709013..709339
G6374	714635..715129
G6376	733443..734876
G6377	736123..737184
G6378	(complement(741779..740298))
G6379	742050..742793
G6380	742816..743472
G6381	743466..744398
G6382	744388..745122
G6383	745158..745949
G6384	(complement(746992..745946))
G6385	(complement(748205..747144))
G6386	(complement(748930..748202))
G6387	(complement(751392..748945))
G6389	780291..780366
G6390	780370..780445
G6391	780592..780667
G6392	780800..780875
G6393	(complement(784046..783105))
G6394	(complement(784540..784160))
G6395	(complement(793867..793079))
G6396	793996..794145
G6397	797809..798804
G6398	(complement(799861..798845))
G6399	799982..801034
G6400	801110..802543
G6401	802726..804987
G6402	(complement(815870..814962))
G6403	819107..819811
G6404	820016..820729
G6405	(complement(821721..820765))
G6406	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6406 clsB ""G6406-MONOMER"" (complement(822962..821721))"
G6407	(complement(823720..822959))
G6408	823853..824263
G6409	(complement(825331..824225))
G6410	(complement(826475..825342))
G6411	(complement(828204..826468))
G6412	(complement(829195..828197))
G6413	(complement(838430..837753))
G6414	(complement(840754..838472))
G6415	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6415 mcbA ""G6415-MONOMER"" (complement(841279..841019))"
G6416	841555..842481
G6417	(complement(844703..842478))
G6418	(complement(851820..850237))
G6420	852406..852873
G6421	852870..853988
G6422	(complement(854967..854047))
G6423	855186..856778
G6424	(complement(858284..857019))
G6425	(complement(859251..858436))
G6426	(complement(861829..859397))
G6427	(complement(862761..861835))
G6428	862865..863527
G6429	866776..868614
G6430	868634..870172
G6431	870190..871110
G6432	871113..872024
G6433	872202..874550
G6434	874558..875886
G6435	(complement(877258..875933))
G6436	877471..877854
G6437	877965..879080
G6438	(complement(879703..879077))
G6439	(complement(882611..882015))
G6440	882896..884128
G6441	(complement(884453..884169))
G6442	(complement(885354..884539))
G6443	(complement(886562..885354))
G6444	886646..887182
G6445	(complement(889042..887357))
G6446	889312..889689
G6447	892180..892656
G6448	897212..897700
G6449	897741..898868
G6450	(complement(903690..903175))
G6451	903816..904139
G6452	904136..904966
G6453	(complement(905976..904963))
G6454	(complement(907505..906075))
G6455	(complement(908517..907516))
G6456	(complement(911373..910405))
G6457	(complement(913037..911385))
G6458	(complement(914080..913181))
G6459	915696..917354
G6460	(complement(918307..917351))
G6461	918458..919573
G6462	919570..921516
G6463	922136..922456
G6464	932447..936436
G6465	936592..937206
G6466	946452..947882
G6467	(complement(948791..947883))
G6468	(complement(955855..954095))
G6469	955985..956677
G6470	959487..960251
G6471	968612..969844
G6472	969896..970078
G6473	970975..971868
G6474	982298..982846
G6475	982873..983520
G6476	(complement(994055..993264))
G6477	(complement(995211..994066))
G6478	(complement(996167..995208))
G6479	(complement(996735..996160))
G6480	997091..997630
G6481	997713..998414
G6482	998439..1001039
G6483	1001030..1002100
G6484	1002112..1002654
G6485	1002662..1003177
G6486	1005175..1005717
G6487	(complement(1006823..1005714))
G6488	1007067..1009175
G6489	1009187..1011094
G6490	1011224..1012477
G6491	1012482..1014122
G6492	1014134..1014682
G6493	(complement(1017522..1015762))
G6494	1020361..1020990
G6495	(complement(1023106..1020953))
G6496	(complement(1023571..1023125))
G6497	(complement(1026238..1025780))
G6498	(complement(1026996..1026334))
G6499	1027169..1027582
G6500	(complement(1027944..1027627))
G6501	(complement(1029192..1028002))
G6502	1029287..1029565
G6503	(complement(1043899..1043453))
G6504	(complement(1045026..1043887))
G6505	(complement(1047168..1045072))
G6506	(complement(1047914..1047168))
G6507	(complement(1048555..1047911))
G6508	(complement(1048967..1048662))
G6509	1049250..1049753
G6510	(complement(1050398..1050186))
G6511	1050684..1050896
G6512	1051070..1051300
G6513	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6513 yccM ""G6513-MONOMER"" (complement(1052585..1051512))"
G6514	(complement(1055401..1052657))
G6515	1055484..1056512
G6517	(complement(1069062..1067734))
G6518	(complement(1069577..1069083))
G6519	(complement(1070178..1069588))
G6520	(complement(1070988..1070188))
G6521	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6521 rutC ""G6521-MONOMER"" (complement(1071382..1070996))"
G6522	(complement(1072086..1071394))
G6523	(complement(1073234..1072086))
G6525	1080579..1080689
G6527	1081466..1082593
G6528	(complement(1085742..1085329))
G6529	(complement(1087069..1085744))
G6530	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6530 pgaB ""G6530-MONOMER"" (complement(1089080..1087062))"
G6531	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6531 pgaA ""G6531-MONOMER"" (complement(1091512..1089089))"
G6532	1092099..1093457
G6534	(complement(1094669..1094361))
G6535	1094767..1095069
G6536	1095066..1096052
G6539	1097109..1098047
G6540	1098102..1098839
G6541	1098863..1099417
G6542	1099519..1100010
G6543	(complement(1100907..1100074))
G6544	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6544 csgF ""G6544-MONOMER"" (complement(1101350..1100934))"
G6545	(complement(1101764..1101375))
G6546	(complement(1102419..1101769))
G6547	1103174..1103629
G6548	1104184..1104516
G6549	1104637..1104948
G6550	1105043..1105576
G6551	1105578..1106999
G6552	(complement(1108164..1107007))
G6554	(complement(1118269..1117703))
G6555	(complement(1118670..1118530))
G6556	(complement(1119809..1118691))
G6557	(complement(1120178..1119924))
G6558	(complement(1120710..1120465))
G6559	(complement(1124549..1123341))
G6560	1126029..1126952
G6561	1127062..1128597
G6562	(complement(1129053..1128637))
G6563	1143725..1144045
G6564	1161470..1161847
G6565	1161861..1162502
G6566	1162483..1163307
G6567	1163318..1164343
G6568	1164366..1164908
G6569	(complement(1168055..1167423))
G6570	1168296..1168553
G6571	(complement(1169597..1168635))
G6572	(complement(1174388..1173315))
G6573	1174650..1175849
G6574	1175842..1176543
G6575	1176543..1177787
G6576	1177816..1178727
G6577	1178743..1179582
G6578	(complement(1180490..1179702))
G6579	(complement(1180948..1180487))
G6580	(complement(1193511..1193050))
G6581	(complement(1194174..1193521))
G6582	(complement(1196755..1196090))
G6583	(complement(1197460..1196756))
G6585	(complement(1200255..1200010))
G6586	(complement(1200603..1200292))
G6587	1200720..1201061
G6588	(complement(1201307..1200999))
G6589	(complement(1202156..1201482))
G6590	1202247..1202447
G6591	1202479..1203048
G6592	1203045..1203383
G6593	1203393..1204760
G6594	1204772..1204954
G6595	1204954..1205427
G6596	1205483..1206145
G6597	1206136..1206720
G6598	1207355..1207768
G6599	(complement(1208878..1208342))
G6600	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6600 iraM ""G6600-MONOMER"" (complement(1211226..1210903))"
G6601	(complement(1212330..1211926))
G6602	(complement(1213282..1212551))
G6603	(complement(1214698..1213487))
G6604	1215012..1215248
G6605	1215291..1215563
G6606	1215592..1215858
G6607	1215971..1216219
G6608	1216551..1218074
G6609	1220024..1220344
G6610	1220429..1221445
G6611	(complement(1221857..1221528))
G6612	(complement(1222142..1221867))
G6613	1222918..1223130
G6614	1225823..1226191
G6615	(complement(1226695..1226294))
G6616	1226904..1227230
G6617	1227302..1227961
G6618	1228053..1228499
G6619	(complement(1229617..1228706))
G6620	(complement(1241294..1239558))
G6621	(complement(1242303..1241389))
G6622	1242403..1243014
G6623	(complement(1243750..1243016))
G6624	1243951..1244205
G6625	1244383..1244823
G6626	(complement(1248980..1248348))
G6627	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6627 dhaK ""G6627-MONOMER"" (complement(1250061..1248991))"
G6628	1250289..1252208
G6629	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6629 ycgV ""G6629-MONOMER"" (complement(1255175..1252308))"
G6630	1266147..1266539
G6631	1285932..1286207
G6632	(complement(1294421..1294191))
G6633	(complement(1305174..1304845))
G6634	1321244..1322125
G6635	1322122..1322742
G6636	1322770..1324665
G6637	1338267..1338575
G6638	(complement(1342370..1341621))
G6639	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6639 gmr ""G6639-MONOMER"" (complement(1344766..1342781))"
G6640	(complement(1348131..1347004))
G6641	(complement(1349784..1349431))
G6642	(complement(1355692..1355447))
G6643	(complement(1357211..1355826))
G6644	(complement(1358932..1357514))
G6645	1359144..1359908
G6646	1363574..1364839
G6647	1368240..1369919
G6648	1369933..1371225
G6649	1371246..1372127
G6650	1372114..1372956
G6651	1372987..1374039
G6652	1374058..1374846
G6653	1374856..1375911
G6654	1375908..1378175
G6655	1378172..1378831
G6656	1378845..1379813
G6657	1379971..1380876
G6658	(complement(1381985..1380987))
G6659	1382141..1383538
G6660	(complement(1386835..1386329))
G6661	1386954..1387919
G6662	(complement(1388622..1387894))
G6663	(complement(1389889..1388957))
G6664	1390015..1390914
G6665	1391251..1392864
G6666	(complement(1393946..1392915))
G6667	1394100..1395116
G6668	1395389..1395646
G6669	(complement(1401279..1399834))
G6670	(complement(1402589..1401279))
G6671	1402765..1403673
G6672	1404003..1404566
G6673	(complement(1405819..1404587))
G6674	1406074..1407057
G6675	(complement(1409972..1409037))
G6676	(complement(1411259..1410024))
G6677	(complement(1411476..1411261))
G6679	(complement(1417480..1417346))
G6680	(complement(1418265..1417789))
G6681	1418389..1418685
G6682	1418708..1419130
G6683	1419143..1420000
G6684	1420007..1420753
G6685	1420776..1421336
G6686	1421369..1421668
G6688	1423401..1423664
G6689	1423645..1424004
G6691	1424478..1425506
G6692	1425482..1425637
G6693	(complement(1426750..1425770))
G6694	1426838..1427008
G6695	1427073..1430435
G6696	1430435..1431010
G6697	(complement(1431698..1431108))
G6698	(complement(1432248..1432015))
G6699	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6699 uspF ""G6699-MONOMER"" (complement(1433643..1433209))"
G6700	(complement(1434917..1433784))
