"Enzyme Frame ID"	"EC"	"Reaction ID"	"Reaction stoichiometry"	"Direction"	"Turnover Forward (s^-1)"	"Turnover Reverse (s^-1)"	"Comments"
"[""PHOSPHASERSYN-MONOMER""]"	"2.7.8.8"	"PSSA181"	"[c] : cdpdodec11eg + ser-L --> cmp + h + ps181"	"forward only"		0	
"[""PEPSYNTH-MONOMER""]"	"2.7.9.2"	"PPS"	"[c] : atp + h2o + pyr --> amp + (2) h + pep + pi"	"forward only"		0	
"[""EG10943-MONOMER""]"	"2.7.9.3"	"SELNPS"	"[c] : atp + h2o + seln --> amp + pi + selnp"	"forward only"		0	
"[""EG10395-MONOMER""]"	"2.8.1.1"	"CYANST"	"[c] : cyan + tsul --> h + so3 + tcynt"	"forward only"		0	
"[""EG10780-MONOMER""]"	"2.8.1.1"	"CYANSTpp"	"[p] : cyan + tsul --> h + so3 + tcynt"	"forward only"		0	
"[""EG11600-MONOMER""]"	"2.8.1.2"	"MCPST"	"[c] : cyan + mercppyr --> h + pyr + tcynt"	"forward only"		0	
"[""BIOTIN-SYN-MONOMER""]"	"2.8.1.6"	"BTS4"	"[c] : amet + dtbt + s --> btn + dad-5 + h + met-L"	"forward only"		0	
"[""ACETOACETYL-COA-TRANSFER-CPLX""]"	"2.8.3.8"	"BUTCT"	"[c] : accoa + but --> ac + btcoa"	"forward only"		0	
"[""ACETOACETYL-COA-TRANSFER-CPLX""]"	"2.8.3.8"	"HXCT"	"[c] : accoa + hxa --> ac + hxcoa"	"forward only"		0	
"[""6PGLUCONOLACT-MONOMER""]"	"3.1.1.31"	"PGL"	"[c] : 6pgl + h2o --> 6pgc + h"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1A120pp"	"[p] : h2o + pa120 --> 2ddecg3p + ddca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1A140pp"	"[p] : h2o + pa140 --> 2tdecg3p + ttdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1A141pp"	"[p] : h2o + pa141 --> 2tdec7eg3p + ttdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1A160pp"	"[p] : h2o + pa160 --> 2hdecg3p + hdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1A161pp"	"[p] : h2o + pa161 --> 2hdec9eg3p + hdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1A180pp"	"[p] : h2o + pa180 --> 2odecg3p + ocdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1A181pp"	"[p] : h2o + pa181 --> 2odec11eg3p + ocdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1E120pp"	"[p] : h2o + pe120 --> 2agpe120 + ddca + h"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1E140pp"	"[p] : h2o + pe140 --> 2agpe140 + h + ttdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1E141pp"	"[p] : h2o + pe141 --> 2agpe141 + h + ttdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1E160pp"	"[p] : h2o + pe160 --> 2agpe160 + h + hdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1E161pp"	"[p] : h2o + pe161 --> 2agpe161 + h + hdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1E180pp"	"[p] : h2o + pe180 --> 2agpe180 + h + ocdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1E181pp"	"[p] : h2o + pe181 --> 2agpe181 + h + ocdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1G120pp"	"[p] : h2o + pg120 --> 2agpg120 + ddca + h"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1G140pp"	"[p] : h2o + pg140 --> 2agpg140 + h + ttdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1G141pp"	"[p] : h2o + pg141 --> 2agpg141 + h + ttdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1G160pp"	"[p] : h2o + pg160 --> 2agpg160 + h + hdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1G161pp"	"[p] : h2o + pg161 --> 2agpg161 + h + hdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1G180pp"	"[p] : h2o + pg180 --> 2agpg180 + h + ocdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.32"	"PLIPA1G181pp"	"[p] : h2o + pg181 --> 2agpg181 + h + ocdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2A120pp"	"[p] : h2o + pa120 --> 1ddecg3p + ddca + h"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2A140pp"	"[p] : h2o + pa140 --> 1tdecg3p + h + ttdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2A141pp"	"[p] : h2o + pa141 --> 1tdec7eg3p + h + ttdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2A160pp"	"[p] : h2o + pa160 --> 1hdecg3p + h + hdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2A161pp"	"[p] : h2o + pa161 --> 1hdec9eg3p + h + hdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2A180pp"	"[p] : h2o + pa180 --> 1odecg3p + h + ocdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2A181pp"	"[p] : h2o + pa181 --> 1odec11eg3p + h + ocdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2E120pp"	"[p] : h2o + pe120 --> 1agpe120 + ddca + h"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2E140pp"	"[p] : h2o + pe140 --> 1agpe140 + h + ttdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2E141pp"	"[p] : h2o + pe141 --> 1agpe141 + h + ttdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2E160pp"	"[p] : h2o + pe160 --> 1agpe160 + h + hdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2E161pp"	"[p] : h2o + pe161 --> 1agpe161 + h + hdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2E180pp"	"[p] : h2o + pe180 --> 1agpe180 + h + ocdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2E181pp"	"[p] : h2o + pe181 --> 1agpe181 + h + ocdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2G120pp"	"[p] : h2o + pg120 --> 1agpg120 + ddca + h"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2G140pp"	"[p] : h2o + pg140 --> 1agpg140 + h + ttdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2G141pp"	"[p] : h2o + pg141 --> 1agpg141 + h + ttdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2G160pp"	"[p] : h2o + pg160 --> 1agpg160 + h + hdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2G161pp"	"[p] : h2o + pg161 --> 1agpg161 + h + hdcea"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2G180pp"	"[p] : h2o + pg180 --> 1agpg180 + h + ocdca"	"forward only"		0	
"[""MONOMER0-341""]"	"3.1.1.4"	"PLIPA2G181pp"	"[p] : h2o + pg181 --> 1agpg181 + h + ocdcea"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2A120"	"[c] : 2ddecg3p + h2o --> ddca + glyc3p + (2) h"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2A140"	"[c] : 2tdecg3p + h2o --> glyc3p + (2) h + ttdca"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2A141"	"[c] : 2tdec7eg3p + h2o --> glyc3p + (2) h + ttdcea"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2A160"	"[c] : 2hdecg3p + h2o --> glyc3p + (2) h + hdca"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2A161"	"[c] : 2hdec9eg3p + h2o --> glyc3p + (2) h + hdcea"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2A180"	"[c] : 2odecg3p + h2o --> glyc3p + (2) h + ocdca"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2A181"	"[c] : 2odec11eg3p + h2o --> glyc3p + (2) h + ocdcea"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2E120"	"[c] : 2agpe120 + h2o --> ddca + g3pe + h"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2E140"	"[c] : 2agpe140 + h2o --> g3pe + h + ttdca"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2E141"	"[c] : 2agpe141 + h2o --> g3pe + h + ttdcea"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2E160"	"[c] : 2agpe160 + h2o --> g3pe + h + hdca"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2E161"	"[c] : 2agpe161 + h2o --> g3pe + h + hdcea"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2E180"	"[c] : 2agpe180 + h2o --> g3pe + h + ocdca"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2E181"	"[c] : 2agpe181 + h2o --> g3pe + h + ocdcea"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2G120"	"[c] : 2agpg120 + h2o --> ddca + g3pg + h"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2G140"	"[c] : 2agpg140 + h2o --> g3pg + h + ttdca"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2G141"	"[c] : 2agpg141 + h2o --> g3pg + h + ttdcea"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2G160"	"[c] : 2agpg160 + h2o --> g3pg + h + hdca"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2G161"	"[c] : 2agpg161 + h2o --> g3pg + h + hdcea"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2G180"	"[c] : 2agpg180 + h2o --> g3pg + h + ocdca"	"forward only"		0	
"[""EG10739-MONOMER""]"	"3.1.1.5"	"LPLIPAL2G181"	"[c] : 2agpg181 + h2o --> g3pg + h + ocdcea"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1A120pp"	"[p] : 1ddecg3p + h2o --> ddca + glyc3p + h"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1A140pp"	"[p] : 1tdecg3p + h2o --> glyc3p + h + ttdca"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1A141pp"	"[p] : 1tdec7eg3p + h2o --> glyc3p + h + ttdcea"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1A160pp"	"[p] : 1hdecg3p + h2o --> glyc3p + h + hdca"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1A161pp"	"[p] : 1hdec9eg3p + h2o --> glyc3p + h + hdcea"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1A180pp"	"[p] : 1odecg3p + h2o --> glyc3p + h + ocdca"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1A181pp"	"[p] : 1odec11eg3p + h2o --> glyc3p + h + ocdcea"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1E120pp"	"[p] : 1agpe120 + h2o --> ddca + g3pe + h"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1E140pp"	"[p] : 1agpe140 + h2o --> g3pe + h + ttdca"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1E141pp"	"[p] : 1agpe141 + h2o --> g3pe + h + ttdcea"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1E160pp"	"[p] : 1agpe160 + h2o --> g3pe + h + hdca"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1E161pp"	"[p] : 1agpe161 + h2o --> g3pe + h + hdcea"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1E180pp"	"[p] : 1agpe180 + h2o --> g3pe + h + ocdca"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1E181pp"	"[p] : 1agpe181 + h2o --> g3pe + h + ocdcea"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1G120pp"	"[p] : 1agpg120 + h2o --> ddca + g3pg + h"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1G140pp"	"[p] : 1agpg140 + h2o --> g3pg + h + ttdca"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1G141pp"	"[p] : 1agpg141 + h2o --> g3pg + h + ttdcea"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1G160pp"	"[p] : 1agpg160 + h2o --> g3pg + h + hdca"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1G161pp"	"[p] : 1agpg161 + h2o --> g3pg + h + hdcea"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1G180pp"	"[p] : 1agpg180 + h2o --> g3pg + h + ocdca"	"forward only"		0	
"[""THIOESTERI-MONOMER""]"	"3.1.1.5"	"LPLIPAL1G181pp"	"[p] : 1agpg181 + h2o --> g3pg + h + ocdcea"	"forward only"		0	
"[""EG12026-MONOMER""]"	"3.1.2.12"	"SFGTHi"	"[c] : Sfglutth + h2o --> for + gthrd + h"	"forward only"		0	
"[""G6208-MONOMER""]"	"3.1.2.12"	"SFGTHi"	"[c] : Sfglutth + h2o --> for + gthrd + h"	"forward only"		0	
"[""EG11095-MONOMER""]"	"3.1.2.14"	"FA100ACPHi"	"[c] : dcaACP + h2o --> ACP + dca + h"	"forward only"		0	
"[""EG11095-MONOMER""]"	"3.1.2.14"	"FA120ACPHi"	"[c] : ddcaACP + h2o --> ACP + ddca + h"	"forward only"		0	
"[""EG11095-MONOMER""]"	"3.1.2.14"	"FA140ACPHi"	"[c] : h2o + myrsACP --> ACP + h + ttdca"	"forward only"		0	
"[""EG11095-MONOMER""]"	"3.1.2.14"	"FA141ACPHi"	"[c] : h2o + tdeACP --> ACP + h + ttdcea"	"forward only"		0	
"[""EG11095-MONOMER""]"	"3.1.2.14"	"FA160ACPHi"	"[c] : h2o + palmACP --> ACP + h + hdca"	"forward only"		0	
"[""EG11095-MONOMER""]"	"3.1.2.14"	"FA161ACPHi"	"[c] : h2o + hdeACP --> ACP + h + hdcea"	"forward only"		0	
"[""EG11095-MONOMER""]"	"3.1.2.14"	"FA80ACPHi"	"[c] : h2o + ocACP --> ACP + h + octa"	"forward only"		0	
"[""GLYOXII-MONOMER""]"	"3.1.2.6"	"GLYOX"	"[c] : h2o + lgt-S --> gthrd + h + lac-D"	"forward only"		0	
"[""GLUCOSE-1-PHOSPHAT-MONOMER""]"	"3.1.3.10"	"G1PPpp"	"[p] : g1p + h2o --> glc-D + pi"	"forward only"		0	
"[""GLUCOSE-1-PHOSPHAT-MONOMER""]"	"3.1.3.10"	"GAL1PPpp"	"[p] : gal1p + h2o --> gal + pi"	"forward only"		0	
"[""EG11517-MONOMER""]"	"3.1.3.11"	"FBP"	"[c] : fdp + h2o --> f6p + pi"	"forward only"		0	
"[""F16B-MONOMER""]"	"3.1.3.11"	"FBP"	"[c] : fdp + h2o --> f6p + pi"	"forward only"		0	
"[""TREHALOSEPHOSPHASYN-MONOMER""]"	"3.1.3.12"	"TRE6PP"	"[c] : h2o + tre6p --> pi + tre"	"forward only"		0	
"[""IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER""]"	"3.1.3.15"	"HISTP"	"[c] : h2o + hisp --> histd + pi"	"forward only"		0	
"[""GPH-MONOMER""]"	"3.1.3.18"	"PGLYCP"	"[c] : 2pglyc + h2o --> glyclt + pi"	"forward only"		0	
"[""EG10983-MONOMER""]"	"3.1.3.25"	"MI1PP"	"[c] : h2o + mi1p-D --> inost + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP120"	"[c] : h2o + pgp120 --> pg120 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP120pp"	"[p] : h2o + pgp120 --> pg120 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP140"	"[c] : h2o + pgp140 --> pg140 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP140pp"	"[p] : h2o + pgp140 --> pg140 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP141"	"[c] : h2o + pgp141 --> pg141 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP141pp"	"[p] : h2o + pgp141 --> pg141 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP160"	"[c] : h2o + pgp160 --> pg160 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP160pp"	"[p] : h2o + pgp160 --> pg160 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP161"	"[c] : h2o + pgp161 --> pg161 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP161pp"	"[p] : h2o + pgp161 --> pg161 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP180"	"[c] : h2o + pgp180 --> pg180 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP180pp"	"[p] : h2o + pgp180 --> pg180 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP181"	"[c] : h2o + pgp181 --> pg181 + pi"	"forward only"		0	
"[""PGPPHOSPHAA-MONOMER""]"	"3.1.3.27"	"PGPP181pp"	"[p] : h2o + pgp181 --> pg181 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP120"	"[c] : h2o + pgp120 --> pg120 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP120pp"	"[p] : h2o + pgp120 --> pg120 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP140"	"[c] : h2o + pgp140 --> pg140 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP140pp"	"[p] : h2o + pgp140 --> pg140 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP141"	"[c] : h2o + pgp141 --> pg141 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP141pp"	"[p] : h2o + pgp141 --> pg141 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP160"	"[c] : h2o + pgp160 --> pg160 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP160pp"	"[p] : h2o + pgp160 --> pg160 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP161"	"[c] : h2o + pgp161 --> pg161 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP161pp"	"[p] : h2o + pgp161 --> pg161 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP180"	"[c] : h2o + pgp180 --> pg180 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP180pp"	"[p] : h2o + pgp180 --> pg180 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP181"	"[c] : h2o + pgp181 --> pg181 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.27"	"PGPP181pp"	"[p] : h2o + pgp181 --> pg181 + pi"	"forward only"		0	
"[""PSERPHOSPHA-MONOMER""]"	"3.1.3.3"	"PSP_L"	"[c] : h2o + pser-L --> pi + ser-L"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA120"	"[c] : h2o + pa120 --> 12dgr120 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA120pp"	"[p] : h2o + pa120 --> 12dgr120 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA140"	"[c] : h2o + pa140 --> 12dgr140 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA140pp"	"[p] : h2o + pa140 --> 12dgr140 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA141"	"[c] : h2o + pa141 --> 12dgr141 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA141pp"	"[p] : h2o + pa141 --> 12dgr141 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA160"	"[c] : h2o + pa160 --> 12dgr160 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA160pp"	"[p] : h2o + pa160 --> 12dgr160 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA161"	"[c] : h2o + pa161 --> 12dgr161 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA161pp"	"[p] : h2o + pa161 --> 12dgr161 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA180"	"[c] : h2o + pa180 --> 12dgr180 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA180pp"	"[p] : h2o + pa180 --> 12dgr180 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA181"	"[c] : h2o + pa181 --> 12dgr181 + pi"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.1.3.4"	"PAPA181pp"	"[p] : h2o + pa181 --> 12dgr181 + pi"	"forward only"		0	
"[""G7663-MONOMER""]"	"3.1.3.45"	"KDOPP"	"[c] : h2o + kdo8p --> kdo + pi"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD10pp"	"[p] : h2o + xmp --> pi + xtsn"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD11pp"	"[p] : h2o + imp --> ins + pi"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD12pp"	"[p] : dimp + h2o --> din + pi"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD1pp"	"[p] : dump + h2o --> duri + pi"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD2pp"	"[p] : h2o + ump --> pi + uri"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD3pp"	"[p] : dcmp + h2o --> dcyt + pi"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD4pp"	"[p] : cmp + h2o --> cytd + pi"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD5pp"	"[p] : dtmp + h2o --> pi + thymd"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD6pp"	"[p] : damp + h2o --> dad-2 + pi"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD7pp"	"[p] : amp + h2o --> adn + pi"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD8pp"	"[p] : dgmp + h2o --> dgsn + pi"	"forward only"		0	
"[""APHA-MONOMER""]"	"3.1.3.5"	"NTD9pp"	"[p] : gmp + h2o --> gsn + pi"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD1"	"[c] : dump + h2o --> duri + pi"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD10"	"[c] : h2o + xmp --> pi + xtsn"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD11"	"[c] : h2o + imp --> ins + pi"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD12"	"[c] : dimp + h2o --> din + pi"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD2"	"[c] : h2o + ump --> pi + uri"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD3"	"[c] : dcmp + h2o --> dcyt + pi"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD4"	"[c] : cmp + h2o --> cytd + pi"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD5"	"[c] : dtmp + h2o --> pi + thymd"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD6"	"[c] : damp + h2o --> dad-2 + pi"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD7"	"[c] : amp + h2o --> adn + pi"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD8"	"[c] : dgmp + h2o --> dgsn + pi"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.1.3.5"	"NTD9"	"[c] : gmp + h2o --> gsn + pi"	"forward only"		0	
